50Traced_NONETRACED_SUM_SINGLE_VSM_65_MEDIAN,Associated
0.3212,NO
0.3616,NO
0.4979,NO
0.7447,NO
0.7391,NO
0.77,NO
0.7648,NO
0.4124,NO
0.6686,NO
2.2921,YES
0.6632,NO
1.9285,YES
0.5696,NO
0.6179,NO
0.4363,NO
0.1565,NO
0.6279,NO
0.2957,NO
0.2969,NO
0.5065,NO
0.2679,NO
2.3862,YES
2.5979,YES
1.9623,YES
1.9318,YES
0.5221,NO
1.9154,YES
0.7878,NO
2.4308,YES
2.0488,YES
0.7526,NO
0.5684,NO
0.6351,NO
0.8016,NO
1.6476,YES
2.4685,YES
0.7603,NO
0.1593,NO
0.8919,NO
0.1628,NO
0.2389,NO
0.1526,NO
0.2704,NO
1.4176,YES
0.7492,NO
1.6546,YES
0.5196,NO
2.4502,YES
0.524,NO
0.3205,NO
0.5301,NO
0.1235,NO
0.3773,NO
0.7988,NO
0.2754,NO
0.9862,NO
0.5546,NO
0.4943,NO
0.335,NO
0.9827,NO
1.1532,NO
1.1279,NO
0.9704,NO
0.6187,NO
1.0204,NO
3.0893,YES
0.7866,NO
2.4619,YES
0.4511,NO
0.3734,NO
0.2136,NO
0.3666,NO
0.5805,NO
0.2545,NO
0.4607,NO
0.6465,NO
0.5613,NO
2.8437,YES
2.9968,YES
2.8961,YES
2.2692,YES
0.5419,NO
2.494,YES
0.9351,NO
2.2724,YES
2.0935,YES
2.0849,NO
1.3276,NO
1.1083,NO
2.3156,NO
2.2684,YES
2.4354,YES
2.325,NO
0.7367,NO
2.5757,NO
0.8945,NO
1.4035,NO
1.2335,NO
1.2403,NO
1.3981,YES
1.5439,NO
1.5619999999999998,YES
1.1368,NO
2.4947,YES
1.1303,NO
0.9316,NO
1.5706,NO
0.6920000000000001,NO
1.0827,NO
2.5208,NO
1.5801,NO
2.6508,NO
0.3023,NO
0.2933,NO
1.8583,YES
4.1549,YES
3.927,YES
1.7102,YES
0.9488,NO
0.4979,NO
1.8306,YES
0.5983,NO
1.5125,YES
0.6257,NO
0.4003,NO
0.1934,NO
0.3956,NO
0.4204,NO
4.1852,YES
0.3794,NO
3.6688,YES
1.0959,NO
4.0642,YES
0.452,NO
0.8506,NO
0.6409,NO
0.9138,NO
1.9164,YES
1.2378,NO
1.8265,YES
0.6052,NO
0.6322,NO
0.7522,NO
0.9692,NO
1.3755,NO
1.5277,NO
1.0059,NO
0.7307,NO
1.193,NO
3.4641,YES
1.5181,NO
2.5204,YES
0.8691,NO
0.6988,NO
0.6111,NO
0.2185,NO
0.9149,NO
0.4279,NO
0.7735,NO
0.7507,NO
0.6617,NO
3.1571,YES
3.4614,YES
3.18,YES
2.9929,YES
0.7933,NO
2.8579,YES
1.1434,NO
0.1126,NO
0.2089,NO
1.6072,YES
4.7523,YES
4.1317,YES
1.5463,YES
1.5037,NO
0.5006,NO
1.4208,YES
1.6173,NO
0.9033,YES
1.7852,NO
1.2698,NO
1.1449,NO
