50Traced_NONETRACED_SUM_MULTI_LSA_21_MEDIAN,Associated
0.6819,NO
0.4506,NO
1.5107,NO
1.5913,NO
0.843,NO
1.5841,NO
1.3144,NO
0.3173,NO
1.1165,NO
1.719,YES
0.6999,NO
2.4642,YES
0.7697,NO
1.2034,NO
0.2846,NO
0.4361,NO
1.2505,NO
0.64,NO
1.3144,NO
0.5043,NO
0.9142,NO
2.5567,YES
2.286,YES
2.3667,YES
1.3143,YES
0.7347,NO
2.193,YES
1.117,NO
2.3449,YES
2.3753,YES
1.2233,NO
0.5696,NO
0.515,NO
1.1701,NO
1.8832,YES
1.7999,YES
1.2201,NO
0.7945,NO
0.9464,NO
0.7448,NO
0.5387,NO
0.8689,NO
0.4725,NO
2.0652,YES
0.7359,NO
2.7942,YES
0.6613,NO
2.5882,YES
0.6945,NO
0.6051,NO
0.5899,NO
0.5753,NO
0.5181,NO
1.0134,NO
0.9494,NO
1.0672,NO
1.016,NO
0.5861,NO
1.5456,NO
2.1581,NO
1.2403,NO
1.538,NO
1.6026,NO
0.4001,NO
1.1753,NO
2.842,YES
0.5126,NO
2.8329,YES
1.1565,NO
1.3607,NO
0.4325,NO
0.897,NO
1.5514,NO
0.9181,NO
1.5254,NO
0.6821,NO
0.9268,NO
3.3116,YES
3.5376,YES
3.4084,YES
2.0659,YES
0.7116,NO
2.9329,YES
1.0487,NO
1.2504,YES
1.1559,YES
1.3022,NO
0.8181,NO
0.4428,NO
1.0309,NO
1.9880000000000002,YES
0.6699,YES
1.5931,NO
0.7493,NO
1.0968,NO
0.8202,NO
1.0577,NO
1.2932,NO
0.7041,NO
1.3927,YES
0.9692,NO
1.7794,YES
0.7614,NO
1.7335,YES
0.7382,NO
0.754,NO
0.6051,NO
0.6018,NO
0.4276,NO
0.9785,NO
0.8707,NO
1.1139,NO
1.189,NO
0.6875,NO
2.0928,YES
3.6055,YES
2.5966,YES
1.8368,YES
1.8203,NO
0.4346,NO
2.7971,YES
0.7012,NO
1.9037,YES
0.9755,NO
1.0898,NO
1.8562,NO
0.6539,NO
0.7349,NO
3.2885,YES
0.8676,NO
3.6126,YES
1.2,NO
2.9577,YES
0.6719,NO
1.5186,NO
0.8781,NO
0.6134,NO
1.9914,YES
2.0299,NO
2.0363,YES
1.2794,NO
1.0457,NO
1.9180000000000001,NO
1.8903,NO
0.8655,NO
2.1973,NO
1.7711,NO
0.7356,NO
1.6823,NO
2.6521,YES
1.1615,NO
2.9953,YES
1.1444,NO
1.0829,NO
0.1689,NO
0.9925,NO
1.24,NO
1.3898,NO
1.4029,NO
1.0385,NO
0.6187,NO
3.3431,YES
