50Traced_NONETRACED_MAX_RAW_LSA_81_MEDIAN,Associated
0.1686,NO
0.0652,NO
0.1153,NO
0.2653,NO
0.1453,NO
0.1331,NO
0.1987,NO
0.1687,NO
0.1689,NO
1.0,YES
0.1153,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1423,NO
0.1687,NO
0.1423,NO
0.2179,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
1.0,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1405,NO
1.0,YES
1.0,YES
0.1364,NO
0.1056,NO
0.1405,NO
0.1058,NO
0.1797,NO
0.1835,NO
0.1551,NO
1.0,YES
0.0978,NO
1.0,YES
0.0583,NO
0.3399,YES
0.0678,NO
0.1474,NO
0.1474,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1778,NO
0.1686,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.2143,NO
0.1666,NO
0.1987,NO
0.1731,NO
0.2187,NO
1.0,YES
0.1694,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.20600000000000002,NO
0.1731,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
0.5256,YES
0.2254,NO
1.0,YES
0.1694,NO
1.0,YES
0.1814,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
0.3413,YES
0.1731,NO
0.0952,NO
0.1364,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1138,NO
1.0,YES
0.0576,NO
0.3081,YES
0.0742,NO
0.1251,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.1692,NO
0.1566,NO
0.0359,NO
0.1801,YES
1.0,YES
1.0,YES
0.1801,YES
0.1548,NO
0.0477,NO
0.3354,YES
0.1531,NO
0.2062,YES
0.1531,NO
0.2199,NO
0.2199,NO
0.1934,NO
0.07200000000000001,NO
0.3497,YES
0.1508,NO
0.3609,YES
0.1417,NO
0.3658,YES
0.1531,NO
0.2519,NO
0.1531,NO
0.0968,NO
0.3354,YES
0.1531,NO
0.2062,YES
0.1694,NO
0.0732,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1987,NO
0.1621,NO
0.1458,NO
1.0,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1834,NO
0.1689,NO
0.1694,NO
0.1469,NO
0.1694,NO
0.1082,NO
0.2019,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
0.4997,YES
0.2254,NO
1.0,YES
0.1576,NO
0.1328,NO
0.0774,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1132,NO
0.11,NO
1.0,YES
0.2598,NO
0.2134,YES
0.2564,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2564,NO
0.2564,NO
0.2298,NO
0.2548,NO
1.0,YES
0.2113,NO
0.2078,YES
0.1809,NO
0.0745,NO
0.2381,NO
0.19,NO
0.1547,NO
0.1997,NO
0.1987,NO
0.1536,NO
0.1999,NO
1.0,YES
0.2199,NO
1.0,YES
0.2519,NO
0.2418,NO
0.2033,NO
0.1809,NO
0.1124,NO
0.1809,NO
0.1124,NO
0.2256,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
0.3108,YES
0.2405,NO
1.0,YES
0.2369,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1494,NO
0.2213,NO
0.1339,NO
0.0967,NO
0.2198,NO
0.3905,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0797,NO
0.0647,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.4941,YES
0.3905,YES
0.2213,NO
0.3865,YES
0.1726,NO
0.1796,NO
0.0769,NO
0.1953,NO
0.2653,NO
0.2174,NO
0.1823,NO
0.1987,NO
0.1204,NO
0.1751,NO
1.0,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1796,NO
0.20600000000000002,NO
0.1796,NO
0.1701,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2171,NO
0.1348,NO
0.0714,NO
0.10800000000000001,NO
0.2886,NO
0.2184,NO
0.1331,NO
0.1387,NO
0.0544,NO
0.1421,NO
1.0,YES
0.107,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1118,NO
0.1035,NO
0.1348,NO
0.1059,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
0.314,YES
1.0,YES
0.1375,NO
0.2631,YES
0.107,NO
0.1467,NO
0.0802,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.2938,NO
1.0,YES
0.2938,NO
0.2203,NO
0.2203,NO
0.1474,NO
0.0941,NO
1.0,YES
0.132,NO
1.0,YES
0.2129,NO
1.0,YES
0.2938,NO
0.2938,NO
0.3025,NO
0.12,NO
1.0,YES
0.2938,NO
1.0,YES
0.1799,NO
0.1547,NO
0.47700000000000004,YES
0.2156,NO
0.1535,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
0.47700000000000004,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
0.47700000000000004,YES
0.1328,NO
0.0635,NO
0.32899999999999996,YES
1.0,YES
1.0,YES
0.3189,YES
