50Traced_NONETRACED_SUM_SINGLE_VSM_23_MEDIAN,Associated
0.4574,NO
0.2661,NO
0.6213,NO
0.8691,NO
0.4093,NO
0.5882,NO
0.632,NO
0.2324,NO
0.7611,NO
2.5862,YES
0.5698,NO
2.4043,YES
0.6207,NO
0.508,NO
0.4883,NO
0.4377,NO
1.1591,NO
0.1442,NO
0.3355,NO
0.2179,NO
0.3772,NO
2.142,YES
2.5483,YES
2.1269,YES
2.6962,YES
0.6376,NO
1.5051,YES
0.5692,NO
1.6561,YES
1.8904,YES
1.3407,NO
0.5101,NO
0.5836,NO
1.4559,NO
2.4038,YES
1.521,YES
1.7688,NO
0.687,NO
1.5962,NO
0.5334,NO
0.7167,NO
0.6941,NO
0.7981,NO
1.7312,YES
0.9571,NO
1.734,YES
0.5411,NO
2.5808,YES
0.7612,NO
0.6647,NO
0.8313,NO
0.8064,NO
0.9611,NO
1.6196,NO
0.504,NO
1.4158,NO
0.4649,NO
0.6167,NO
1.0349,NO
1.2915,NO
0.8777,NO
0.9103,NO
0.8128,NO
0.2144,NO
1.2146,NO
3.5058,YES
1.1892,NO
3.187,YES
0.7556,NO
0.7443,NO
0.54,NO
0.7251,NO
1.9495,NO
0.1551,NO
0.7191,NO
0.318,NO
0.6022,NO
3.2462,YES
3.6448,YES
3.2317,YES
3.6867,YES
1.0083,NO
2.5861,YES
0.9982,NO
1.6482,YES
1.8828,YES
0.4738,NO
0.5688,NO
0.3929,NO
0.5735,NO
2.2138,YES
1.6287,YES
0.9309,NO
0.7508,NO
0.3745,NO
0.6558,NO
0.8697,NO
0.8934,NO
0.9954,NO
1.7213,YES
0.5947,NO
1.8555,YES
0.3282,NO
2.4773,YES
0.2769,NO
0.4249,NO
0.7206,NO
0.4479,NO
0.8107,NO
0.5384,NO
0.1351,NO
0.3964,NO
0.34,NO
0.5458,NO
0.7505,YES
3.4466,YES
4.22,YES
0.7386,YES
0.3304,NO
0.231,NO
1.9352,YES
0.1899,NO
1.197,YES
0.3942,NO
0.7292,NO
0.8008,NO
0.895,NO
0.3556,NO
4.2012,YES
0.1773,NO
3.9201,YES
0.5339,NO
3.7051,YES
0.7137,NO
1.1701,NO
0.8337,NO
0.4844,NO
1.5885,YES
0.3135,NO
1.1559,YES
0.8833,NO
0.544,NO
1.1485,NO
1.0797,NO
0.7622,NO
0.7078,NO
0.7768,NO
0.6696,NO
1.1609,NO
3.9791,YES
1.4051,NO
3.2966,YES
0.7727,NO
0.7245,NO
0.4222,NO
0.8805,NO
1.9519,NO
0.5438,NO
0.5068,NO
0.6009,NO
0.5924,NO
3.6852,YES
4.0601,YES
3.6972,YES
4.1074,YES
1.1867,NO
3.1731,YES
1.21,NO
0.0985,NO
0.462,NO
0.8809,YES
3.0622,YES
3.6466,YES
0.8859,YES
0.2164,NO
0.0604,NO
1.7182,YES
0.2598,NO
1.247,YES
0.2213,NO
0.2682,NO
0.4836,NO
0.3451,NO
0.156,NO
3.9315,YES
0.141,NO
3.4041,YES
0.5255,NO
3.3755,YES
0.6942,NO
1.1379,NO
0.7483,NO
0.4155,NO
1.8038,YES
0.4384,NO
1.012,YES
0.605,NO
0.5254,NO
1.3402,NO
0.7383,NO
0.4833,NO
1.1573,NO
0.5197,NO
0.4447,NO
1.7054,NO
2.244,YES
1.6577,NO
1.9368,YES
1.3979,NO
1.0843,NO
1.0929,NO
0.4605,NO
0.8398,NO
0.2784,NO
0.5159,NO
0.2984,NO
0.3797,NO
2.0072,YES
2.4258,YES
2.1057,YES
2.5725,YES
1.308,NO
1.8333,YES
1.6281,NO
0.4315,NO
0.6038,NO
2.1349,NO
1.254,NO
0.9711,NO
1.9511,NO
0.8885,NO
0.1711,NO
2.3837,NO
3.1549,YES
2.4752,NO
2.6693,YES
0.8305,NO
0.6098,NO
0.4998,NO
0.7279,NO
2.5202,NO
0.1655,NO
0.9698,NO
0.5177,NO
1.1821,NO
3.2643,YES
3.3777,YES
3.5212,YES
3.6805,YES
2.2937,NO
2.9236,YES
2.1769,NO
0.4639,NO
0.4666,NO
1.3091,NO
0.6277,NO
0.4124,NO
1.0329,NO
0.5241,NO
0.3193,NO
1.3009,NO
3.6798,YES
1.5695,NO
2.9536,YES
0.5762,NO
0.5048,NO
0.2007,NO
0.5662,NO
1.5713,NO
0.218,NO
0.2656,NO
0.2926,NO
0.4921,NO
3.3354,YES
3.6498,YES
3.4160000000000004,YES
3.9163,YES
1.3972,NO
2.9484,YES
1.2703,NO
0.4019,NO
0.2507,NO
0.6528,NO
0.9162,NO
0.6119,NO
0.5114,NO
0.4848,NO
0.1572,NO
0.9029,NO
3.4812,YES
0.7389,NO
3.1913,YES
0.8605,NO
0.85,NO
0.6137,NO
0.5027,NO
1.4707,NO
0.0824,NO
0.3904,NO
0.1702,NO
0.375,NO
3.0562,YES
3.5105,YES
3.0468,YES
3.5460000000000003,YES
0.6058,NO
2.4502,YES
0.6738,NO
1.0067,NO
1.3023,NO
5.0815,YES
1.3512,YES
1.4458,YES
5.455,YES
1.3001,NO
0.7524,NO
6.325,YES
0.9558,NO
6.0508,YES
0.77,NO
1.7369,NO
1.1329,NO
1.5759999999999998,NO
0.805,NO
3.1295,YES
0.7619,NO
1.4794,YES
1.3121,NO
2.2024,YES
1.925,NO
1.4857,NO
2.6621,NO
2.4929,NO
5.6384,YES
2.1815,NO
5.609,YES
0.5029,NO
0.4666,NO
2.5892,YES
1.0616,NO
1.4129,NO
3.1938,YES
0.6462,NO
0.2802,NO
4.3282,YES
0.191,NO
3.4071,YES
0.3918,NO
1.5893,NO
1.1454,NO
1.5319,NO
0.1921,NO
2.2144,NO
0.1398,NO
1.5728,NO
0.4237,NO
1.9988,NO
0.7725,NO
0.6,NO
1.775,NO
1.3515,NO
3.2925,YES
1.0229,NO
3.4809,YES
0.3965,NO
0.8294,NO
2.1874,YES
3.0985,YES
3.7827,YES
2.9193,YES
0.8357,NO
0.1679,NO
4.3807,YES
0.8065,NO
2.9166,YES
0.9629,NO
1.4544,NO
1.2688,NO
1.4564,NO
0.2203,NO
4.5059,YES
0.1198,NO
3.8933,YES
0.6176,NO
3.9360000000000004,YES
1.3038,NO
1.6632,NO
1.6745,NO
1.8099,NO
3.827,YES
0.6633,NO
2.9739,YES
0.3118,NO
0.2277,NO
2.8688,YES
1.1013,NO
1.5048,NO
3.115,YES
0.5635,NO
0.2688,NO
3.7419,YES
0.5251,NO
3.2584,YES
0.6092,NO
1.44,NO
0.7771,NO
1.0025,NO
0.3591,NO
2.213,NO
0.1654,NO
1.7714,NO
0.5031,NO
1.8075,NO
1.0579,NO
0.9867,NO
1.9412,NO
1.7137,NO
3.3089999999999997,YES
1.617,NO
3.3546,YES
0.5652,NO
0.7803,NO
1.0817,YES
3.8533,YES
4.5651,YES
1.5164,YES
0.4827,NO
0.3704,NO
2.8908,YES
0.3943,NO
1.9318,YES
0.7144,NO
1.0174,NO
1.3177,NO
1.3228,NO
0.6107,NO
4.9461,YES
0.245,NO
3.9906,YES
0.7683,NO
4.1592,YES
1.1213,NO
1.4984,NO
1.5981,NO
0.8435,NO
2.5155,YES
0.8386,NO
1.9795,YES
2.3676,YES
2.4704,YES
1.499,NO
1.0113,NO
0.9534,NO
1.6938,NO
2.4841,YES
2.2452,YES
2.2446,NO
1.2041,NO
2.1243,NO
1.1537,NO
0.9179999999999999,NO
1.0116,NO
1.0775,NO
2.4257,YES
1.5034,NO
2.2936,YES
0.6385,NO
3.2896,YES
1.0269,NO
1.2424,NO
1.5551,NO
1.659,NO
1.5115,NO
1.9109,NO
1.3182,NO
2.0118,NO
0.5282,NO
0.6788,NO
4.7372,YES
0.8656,YES
1.2924,YES
5.4013,YES
0.9498,NO
0.3598,NO
6.0003,YES
0.9131,NO
5.6481,YES
0.7194,NO
1.6073,NO
0.8423,NO
1.265,NO
0.4275,NO
2.8982,YES
0.2809,NO
1.4379,YES
0.6205,NO
2.1353,YES
1.8279,NO
1.1953,NO
2.9396,NO
2.7054,NO
5.5724,YES
2.3269,NO
5.4389,YES
0.8391,NO
0.8539,NO
4.043,YES
1.6433,YES
1.7042,YES
5.0721,YES
1.2115,NO
0.6185,NO
5.8274,YES
0.6363,NO
5.1346,YES
0.9599,NO
1.6954,NO
1.1065,NO
1.5372,NO
0.3863,NO
3.0087,YES
0.4638,NO
1.7932,YES
0.9683,NO
2.2139,YES
1.44,NO
1.32,NO
1.9091,NO
2.1142,NO
5.1147,YES
1.5119999999999998,NO
5.1318,YES
0.6006,NO
0.9813,NO
5.0518,YES
1.137,YES
1.4069999999999998,YES
5.6723,YES
0.9807,NO
0.5294,NO
6.4437,YES
