50Traced_NONETRACED_MAX_MULTI_VSM_11_MAX,Associated
0.3496,NO
0.0731,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1745,NO
0.4753,NO
1.0,YES
0.1782,NO
1.0,YES
0.3555,NO
0.3673,NO
0.3555,NO
0.1596,NO
0.36,NO
0.2574,NO
0.3844,NO
0.2574,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2165,NO
0.2796,NO
1.0,YES
1.0,YES
0.2069,NO
0.2425,NO
0.2069,NO
0.2425,NO
0.3148,NO
0.3413,NO
0.3148,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
0.2425,NO
0.2456,NO
0.2425,NO
0.126,NO
0.2796,NO
0.2142,NO
0.2069,NO
0.3088,NO
0.1534,NO
0.3097,NO
0.5644,NO
0.31,NO
0.3427,NO
0.294,NO
0.294,NO
0.3028,NO
1.0,YES
0.2866,NO
1.0,YES
0.2522,NO
0.2796,NO
0.2136,NO
0.294,NO
0.3765,NO
0.1431,NO
0.3405,NO
0.294,NO
0.3765,NO
0.965,YES
1.0,YES
0.965,YES
1.0,YES
0.2866,NO
0.965,YES
0.2866,NO
1.0,YES
0.2106,YES
0.3356,NO
0.2044,NO
0.2013,NO
0.2455,NO
0.5161,YES
0.7333,YES
0.2455,NO
0.316,NO
0.2455,NO
0.316,NO
0.3667,NO
0.3667,NO
0.2281,NO
0.5161,YES
0.2278,NO
1.0,YES
0.1263,NO
1.0,YES
0.1466,NO
0.316,NO
0.316,NO
0.316,NO
0.1641,NO
0.2673,NO
0.2251,NO
0.2455,NO
0.2522,NO
0.1089,NO
0.6191,YES
1.0,YES
1.0,YES
0.6191,YES
0.213,NO
0.2011,NO
0.3701,YES
0.2147,NO
0.3701,YES
0.2147,NO
0.3877,NO
0.3877,NO
0.3553,NO
0.2011,NO
1.0,YES
0.1652,NO
0.6276,YES
0.2011,NO
1.0,YES
0.3118,NO
0.5347,NO
0.254,NO
0.1587,NO
0.6191,YES
0.254,NO
0.3701,YES
0.3496,NO
0.0732,NO
0.5722,NO
0.5352,NO
0.2939,NO
0.6333,NO
0.4164,NO
0.2258,NO
0.4753,NO
0.9481,YES
0.4052,NO
0.9481,YES
0.3104,NO
0.3375,NO
0.1689,NO
0.1513,NO
0.3413,NO
0.3331,NO
0.3844,NO
0.3331,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
0.9481,YES
0.4758,NO
1.0,YES
0.3251,NO
0.27,NO
0.0774,NO
0.5253,YES
0.6115,YES
0.5392,YES
0.5253,YES
0.1807,NO
0.1676,NO
0.2746,YES
0.4066,NO
0.2359,YES
0.4066,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1729,NO
0.6115,YES
0.174,NO
0.7959999999999999,YES
0.174,NO
0.6115,YES
0.4608,NO
0.4192,NO
0.4608,NO
0.2111,NO
0.5253,YES
0.4608,NO
0.3189,YES
0.3496,NO
0.0745,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.2271,NO
0.4753,NO
1.0,YES
0.4218,NO
1.0,YES
0.4316,NO
0.4316,NO
0.4018,NO
0.1596,NO
0.36,NO
0.3096,NO
0.3844,NO
0.3096,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3327,NO
0.3496,NO
0.1339,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.3745,NO
1.0,YES
0.3104,NO
0.3673,NO
0.1078,NO
0.204,NO
0.36,NO
0.188,NO
0.3844,NO
0.1309,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3745,NO
0.3496,NO
0.0994,NO
0.5722,NO
0.5077,NO
0.2788,NO
0.6333,NO
0.4164,NO
0.2435,NO
0.4753,NO
0.8995,YES
0.3821,NO
0.8995,YES
0.3649,NO
0.3649,NO
0.3547,NO
0.2435,NO
0.3238,NO
0.1548,NO
0.3844,NO
0.2435,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
0.8995,YES
0.4758,NO
1.0,YES
0.3251,NO
0.2947,NO
0.0714,NO
0.3649,NO
0.5644,NO
0.31,NO
0.3649,NO
0.1975,NO
0.1133,NO
0.2324,NO
1.0,YES
0.2031,NO
1.0,YES
0.2522,NO
0.3673,NO
0.2045,NO
0.1596,NO
0.3847,NO
0.188,NO
0.3649,NO
0.1702,NO
0.3847,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3649,NO
0.7406,YES
0.1616,NO
0.3527,NO
0.065,NO
0.679,YES
0.5061,YES
0.2829,YES
1.0,YES
0.3898,NO
0.1861,NO
1.0,YES
0.2378,NO
1.0,YES
0.1983,NO
0.534,NO
0.4456,NO
0.21600000000000003,NO
0.1881,NO
0.5061,YES
0.2538,NO
0.5061,YES
0.2538,NO
0.5061,YES
0.256,NO
0.3458,NO
0.5187,NO
0.1594,NO
1.0,YES
0.3243,NO
1.0,YES
0.3183,NO
0.1547,NO
0.4533,YES
0.2918,NO
0.2918,NO
0.9027,YES
0.3518,NO
0.1097,NO
0.9027,YES
0.2414,NO
0.9027,YES
0.1547,NO
0.3984,NO
0.4022,NO
0.2648,NO
0.171,NO
0.3623,NO
0.1398,NO
0.509,NO
0.1451,NO
0.3894,NO
0.2942,NO
0.3121,NO
0.4676,NO
0.1917,NO
0.9027,YES
0.3359,NO
0.9027,YES
0.2331,NO
0.0951,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.2331,NO
0.6062,YES
0.4501,NO
0.6062,YES
0.1981,NO
0.4651,NO
0.4651,NO
0.2893,NO
0.2331,NO
1.0,YES
0.2544,NO
1.0,YES
0.2544,NO
1.0,YES
0.6231,NO
0.6231,NO
0.6231,NO
0.2229,NO
1.0,YES
0.6231,NO
0.6062,YES
0.3133,NO
0.1646,NO
0.5831,YES
0.2856,NO
0.2302,NO
1.0,YES
0.3433,NO
0.153,NO
1.0,YES
0.2424,NO
0.6707,YES
0.1456,NO
0.534,NO
0.2898,NO
0.21600000000000003,NO
0.1775,NO
0.3273,NO
0.1654,NO
0.516,NO
0.1572,NO
0.3351,NO
0.5177,NO
0.5177,NO
0.5187,NO
0.21600000000000003,NO
1.0,YES
0.5177,NO
0.6773,YES
0.27,NO
0.0483,NO
