50Traced_NONETRACED_SUM_MULTI_LSA_83_MEDIAN,Associated
0.7147,NO
0.3188,NO
1.064,NO
0.3227,NO
0.518,NO
0.6541,NO
0.9194,NO
0.381,NO
0.8390000000000001,NO
2.4086,YES
0.9477,NO
2.2634,YES
0.4064,NO
0.6216,NO
0.5945,NO
0.4576,NO
0.8949,NO
0.4739,NO
0.792,NO
0.479,NO
0.8082,NO
2.4568,YES
2.6973,YES
2.5296,YES
1.2776,YES
0.5841,NO
2.4468,YES
0.8636,NO
3.219,YES
2.0637,YES
0.9592,NO
0.8618,NO
0.6517,NO
1.0277,NO
2.3219,YES
2.7802,YES
1.002,NO
0.7466,NO
0.8606,NO
0.526,NO
0.9562,NO
0.9421,NO
0.5744,NO
2.301,YES
0.7623,NO
2.2053,YES
0.6149,NO
1.8115,YES
0.648,NO
0.4205,NO
0.9468,NO
0.5378,NO
0.5577,NO
0.4257,NO
0.8282,NO
0.8461,NO
1.2314,NO
0.4584,NO
1.829,NO
1.0929,NO
0.9519,NO
1.4982,NO
1.3459999999999999,NO
0.5659,NO
1.5361,NO
2.9641,YES
1.9592,NO
2.3465,YES
0.6488,NO
0.86,NO
0.6722,NO
0.7514,NO
1.6744,NO
0.8513,NO
1.4554,NO
0.5948,NO
1.215,NO
3.2547,YES
3.5349,YES
3.2081,YES
1.8030000000000002,YES
1.4572,NO
3.1821,YES
1.6135,NO
1.9557,YES
1.4354,YES
1.1036,NO
0.8117,NO
0.8123,NO
1.2821,NO
1.5561,YES
1.5535,YES
1.2235,NO
0.6467,NO
1.2585,NO
0.5359,NO
0.6362,NO
0.8929,NO
0.4866,NO
1.3572,YES
0.8311,NO
0.9821,YES
0.9132,NO
1.1129,YES
0.8954,NO
0.6123,NO
0.9161,NO
0.5963,NO
0.6148,NO
0.7637,NO
0.6095,NO
0.9528,NO
1.1257,NO
0.175,NO
1.2215,YES
2.6896,YES
3.4113,YES
1.8271,YES
0.7255,NO
0.3316,NO
1.4754,YES
0.6258,NO
1.9486,YES
0.5142,NO
0.9432,NO
0.6884,NO
0.3479,NO
0.4686,NO
2.8678,YES
0.4088,NO
3.2889999999999997,YES
0.3732,NO
3.6582,YES
0.9871,NO
1.5201,NO
1.2673,NO
0.9667,NO
1.2181,YES
0.943,NO
1.0571,YES
1.0764,NO
0.3247,NO
1.4385,NO
1.1019,NO
1.2217,NO
0.8874,NO
1.2415,NO
0.406,NO
1.0634,NO
2.7458,YES
1.1596,NO
2.336,YES
0.7532,NO
0.9528,NO
0.7404,NO
0.5928,NO
1.5056,NO
0.5864,NO
1.4712,NO
0.4269,NO
1.2831,NO
3.1158,YES
3.5086,YES
3.1497,YES
1.7885,YES
0.8792,NO
3.0741,YES
1.1536,NO
1.4219,NO
0.3092,NO
1.3208,YES
2.8367,YES
3.0742,YES
2.074,YES
0.7252,NO
0.4125,NO
1.7627,YES
0.5712,NO
2.0896,YES
