50Traced_NONETRACED_SUM_RAW_VSM_86_MEDIAN,Associated
0.1454,NO
0.28300000000000003,NO
0.2506,NO
0.2326,NO
0.3073,NO
0.6698,NO
0.1484,NO
0.2678,NO
0.2776,NO
1.3518,YES
0.5521,NO
1.4906,YES
0.2427,NO
0.3423,NO
0.2223,NO
0.2112,NO
0.4935,NO
0.1932,NO
0.1862,NO
0.3166,NO
0.4365,NO
1.5139,YES
1.4324,YES
1.7221,YES
1.3759,YES
0.5109,NO
1.8648,YES
0.3371,NO
0.4086,YES
1.0474,YES
0.598,NO
0.2126,NO
0.3017,NO
0.5931,NO
0.5147,YES
1.2764,YES
0.3368,NO
0.321,NO
0.4909,NO
0.226,NO
0.2489,NO
0.4442,NO
0.1551,NO
1.2268,YES
0.2729,NO
1.1643,YES
0.385,NO
1.3183,YES
0.3974,NO
0.3396,NO
0.3399,NO
0.2783,NO
0.3062,NO
0.478,NO
0.43799999999999994,NO
0.3494,NO
0.349,NO
0.3015,NO
0.424,NO
0.2871,NO
0.3416,NO
0.6471,NO
0.2322,NO
0.3401,NO
0.5167,NO
0.8896,YES
0.5862,NO
0.9175,YES
0.3466,NO
0.3187,NO
0.2136,NO
0.3822,NO
0.4179,NO
0.2534,NO
0.2574,NO
0.3774,NO
0.287,NO
1.4745,YES
1.2736,YES
1.5046,YES
1.0206,YES
0.6001,NO
1.8428,YES
0.3158,NO
1.124,YES
0.3698,YES
0.4204,NO
0.1662,NO
0.1859,NO
0.4695,NO
0.3438,YES
0.8136,YES
0.428,NO
0.1461,NO
0.2626,NO
0.14,NO
0.3885,NO
0.375,NO
0.2075,NO
1.3523,YES
0.1267,NO
0.7907,YES
0.162,NO
1.3631,YES
0.1099,NO
0.2688,NO
0.2487,NO
0.3334,NO
0.1066,NO
0.5046,NO
0.3958,NO
0.43700000000000006,NO
0.2033,NO
0.1288,NO
1.8297,YES
2.0403,YES
2.3004,YES
1.0764,YES
0.4533,NO
0.0912,NO
0.9628,YES
0.6336,NO
1.2234,YES
0.4228,NO
0.3052,NO
0.5293,NO
0.1934,NO
0.1602,NO
1.9722,YES
0.0772,NO
2.8057,YES
0.361,NO
2.0381,YES
0.733,NO
0.7679,NO
1.1379,NO
0.5338,NO
1.0059,YES
1.1292,NO
0.8943,YES
0.4507,NO
0.1816,NO
0.5919,NO
0.4918,NO
0.7299,NO
0.7724,NO
0.2512,NO
0.1557,NO
0.5813,NO
1.791,YES
0.547,NO
2.1979,YES
0.3715,NO
0.4573,NO
0.1689,NO
0.2847,NO
0.7433,NO
0.1053,NO
0.6964,NO
0.3895,NO
0.745,NO
2.1576,YES
2.0881,YES
2.8311,YES
1.7315,YES
0.7159,NO
2.9985,YES
0.4894,NO
0.3824,NO
0.1104,NO
0.8325,YES
2.0686,YES
2.6661,YES
0.4299,YES
0.4607,NO
0.1955,NO
0.6022,YES
0.5989,NO
0.5181,YES
0.3956,NO
0.2364,NO
0.677,NO
0.2375,NO
0.2085,NO
1.9459,YES
0.1777,NO
2.6771,YES
0.3791,NO
1.3698,YES
0.4426,NO
0.8783,NO
0.9712,NO
0.2678,NO
0.5283,YES
0.8015,NO
0.6115,YES
0.3451,NO
0.3474,NO
0.5304,NO
0.3597,NO
0.3751,NO
0.9335,NO
0.2287,NO
0.4473,NO
0.6231,NO
1.8778,YES
0.7477,NO
2.2196,YES
0.2736,NO
0.39299999999999996,NO
0.2033,NO
0.2632,NO
0.4893,NO
0.2642,NO
0.3356,NO
0.3937,NO
0.272,NO
2.4486,YES
2.0933,YES
3.2356,YES
1.6122,YES
0.9446,NO
3.3031,YES
0.5368,NO
0.2458,NO
0.1803,NO
0.4159,NO
0.5297,NO
0.7555,NO
0.8923,NO
0.2286,NO
0.0977,NO
0.4927,NO
1.7306,YES
0.7912,NO
1.5284,YES
0.2893,NO
0.3816,NO
0.0746,NO
0.204,NO
0.8877,NO
0.1655,NO
0.7286,NO
0.1832,NO
0.6604,NO
2.508,YES
2.3598,YES
