50Traced_NONETRACED_MAX_SINGLE_VSM_54_MEDIAN,Associated
0.2076,NO
0.3133,NO
0.1901,NO
0.3384,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.2626,NO
0.1766,NO
1.0,YES
0.1376,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.3249,NO
0.4176,NO
0.2201,NO
0.0991,NO
0.2626,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.1205,NO
0.382,YES
1.0,YES
0.3362,NO
0.2707,NO
0.3639,NO
0.2853,NO
1.0,YES
1.0,YES
0.3639,NO
0.3066,NO
0.2463,NO
0.3066,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.2735,NO
0.405,YES
0.3639,NO
1.0,YES
0.1806,NO
0.3066,NO
0.1826,NO
0.2314,NO
0.3066,NO
0.3639,NO
0.2314,NO
0.3639,NO
0.1606,NO
0.3011,NO
0.3233,NO
0.2865,NO
0.3369,NO
0.3329,NO
0.2687,NO
0.0976,NO
0.2187,NO
1.0,YES
0.3471,NO
0.9611,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.4176,NO
0.1268,NO
0.1947,NO
0.1843,NO
0.4531,NO
1.0,YES
1.0,YES
0.9611,YES
0.7349,YES
0.2544,NO
1.0,YES
0.1251,NO
0.9432,YES
1.0,YES
0.3731,NO
0.5062,NO
0.6805,NO
0.466,NO
1.0,YES
1.0,YES
0.6805,NO
0.601,NO
0.4275,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.3377,NO
0.601,NO
0.4069,NO
0.3061,NO
0.601,NO
0.6805,NO
0.4069,NO
0.6805,NO
0.1709,NO
0.1663,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.153,NO
1.0,YES
0.2044,NO
0.6283,YES
0.166,NO
0.3493,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3725,NO
0.4485,NO
0.368,NO
0.1918,NO
1.0,YES
0.4619,NO
1.0,YES
0.2169,NO
0.3133,NO
0.4056,NO
0.3266,NO
0.3369,NO
0.4167,NO
0.2687,NO
0.2169,NO
0.2731,NO
1.0,YES
0.4354,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.3249,NO
0.4176,NO
0.2084,NO
0.1909,NO
0.2421,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
0.9651,YES
0.3191,NO
1.0,YES
0.2039,NO
0.1709,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2476,NO
0.1098,NO
0.8266,YES
0.5884,NO
0.5193,YES
0.6968,NO
0.2252,NO
0.3152,NO
0.2375,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.1473,NO
1.0,YES
0.5875,NO
0.6232,NO
0.6968,NO
0.5875,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.2057,NO
0.1109,NO
0.6593,NO
0.3384,NO
0.4328,NO
0.6773,NO
0.1963,NO
0.1536,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2519,NO
0.2391,NO
0.2033,NO
0.0716,NO
0.3253,NO
0.055999999999999994,NO
0.4328,NO
0.2508,NO
0.2148,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4328,NO
0.1671,NO
0.3133,NO
0.5133,NO
0.3384,NO
0.3349,NO
0.5273,NO
0.2116,NO
0.1825,NO
0.4095,NO
1.0,YES
0.551,NO
1.0,YES
0.1661,NO
0.2085,NO
0.1733,NO
0.3249,NO
0.3289,NO
0.1655,NO
0.3349,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.3531,NO
0.2093,NO
0.3133,NO
0.6593,NO
0.3103,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.2093,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2729,NO
0.2866,NO
0.2866,NO
0.3249,NO
0.4176,NO
0.2011,NO
0.2337,NO
0.2253,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
0.8982,YES
0.5187,NO
1.0,YES
0.1168,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.1812,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.2045,NO
0.3249,NO
0.4176,NO
0.0824,NO
0.31,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.31,NO
0.2097,NO
0.2698,NO
1.0,YES
0.4964,YES
0.6673,YES
1.0,YES
0.3986,NO
0.2018,NO
1.0,YES
0.7244,NO
0.9534,YES
0.196,NO
0.2988,NO
0.36700000000000005,NO
0.3473,NO
0.2194,NO
0.5205,YES
0.2282,NO
0.6673,YES
0.2194,NO
0.3312,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2216,NO
0.3044,NO
0.7653,YES
0.6811,NO
0.3646,NO
1.0,YES
0.3051,NO
0.134,NO
1.0,YES
0.5079,NO
1.0,YES
0.2628,NO
0.4322,NO
0.4246,NO
0.3385,NO
0.171,NO
0.5293,NO
0.1747,NO
0.6811,NO
0.1588,NO
0.6811,NO
0.5079,NO
0.2987,NO
0.5719,NO
0.3342,NO
1.0,YES
0.5196,NO
1.0,YES
0.1805,NO
0.1348,NO
0.7876,YES
1.0,YES
1.0,YES
0.7876,YES
0.314,NO
0.1537,NO
0.982,YES
0.8778,NO
0.6355,YES
0.2375,NO
0.445,NO
0.4298,NO
0.445,NO
0.1146,NO
1.0,YES
0.1798,NO
1.0,YES
0.1494,NO
1.0,YES
0.8778,NO
0.5163,NO
0.8778,NO
0.4819,NO
0.982,YES
0.8778,NO
0.982,YES
0.1636,NO
0.3162,NO
0.7986,YES
0.6479,NO
0.5126,NO
0.9109,YES
0.3184,NO
0.153,NO
0.9109,YES
0.3707,NO
1.0,YES
0.439,NO
0.3099,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.4877,NO
0.1823,NO
0.6479,NO
0.1704,NO
0.6479,NO
0.3581,NO
0.3927,NO
0.5872,NO
0.21600000000000003,NO
0.9109,YES
0.5796,NO
0.9109,YES
0.2084,NO
0.221,NO
0.3365,YES
1.0,YES
1.0,YES
0.4202,YES
0.2203,NO
0.2203,NO
0.6136,YES
0.1592,NO
0.3855,YES
0.166,NO
0.7871,NO
0.7602,NO
0.7871,NO
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.2667,NO
1.0,YES
0.3405,NO
0.457,NO
0.4726,NO
0.2464,NO
0.6136,YES
0.2834,NO
0.6136,YES
1.0,YES
1.0,YES
0.3634,NO
0.2094,NO
0.2094,NO
0.3187,NO
1.0,YES
1.0,YES
0.3187,NO
0.3547,NO
0.3012,NO
0.1032,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.2094,NO
1.0,YES
0.1853,NO
1.0,YES
0.2094,NO
0.3547,NO
0.2086,NO
0.3547,NO
0.1947,NO
0.2845,NO
0.3547,NO
0.2633,NO
0.2216,NO
0.3141,NO
0.6768,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.4834,NO
1.0,YES
0.1607,NO
0.4322,NO
0.4246,NO
0.3473,NO
0.0927,NO
0.7517,YES
0.1439,NO
1.0,YES
0.1871,NO
0.4963,YES
0.4834,NO
0.2843,NO
0.5832,NO
0.3342,NO
1.0,YES
0.5757,NO
1.0,YES
0.2097,NO
0.2187,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.3986,NO
0.134,NO
1.0,YES
0.7974,NO
0.8915,YES
0.4814,NO
0.2327,NO
0.36700000000000005,NO
0.2894,NO
0.1393,NO
0.7517,YES
0.2282,NO
1.0,YES
0.1968,NO
0.4963,YES
0.7974,NO
0.469,NO
0.7974,NO
0.4814,NO
1.0,YES
0.7974,NO
1.0,YES
0.2216,NO
0.3044,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.3986,NO
0.1622,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.4322,NO
0.4246,NO
0.3473,NO
0.2034,NO
0.7517,YES
0.2282,NO
1.0,YES
0.1871,NO
0.6709999999999999,YES
0.3725,NO
0.2469,NO
0.6965,NO
0.3342,NO
1.0,YES
0.6789,NO
1.0,YES
0.1943,NO
0.3162,NO
0.6768,YES
0.4235,YES
0.5693,YES
1.0,YES
0.2384,NO
0.1381,NO
1.0,YES
0.1164,NO
1.0,YES
0.1223,NO
0.4036,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1047,NO
0.4641,YES
0.1365,NO
0.6151,YES
0.1871,NO
0.3164,YES
0.2121,NO
0.2165,NO
0.5872,NO
0.293,NO
1.0,YES
0.5796,NO
1.0,YES
0.1709,NO
0.1914,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1483,NO
1.0,YES
0.5159,NO
0.6283,YES
0.6109,NO
0.4862,NO
0.4696,NO
0.4862,NO
0.1985,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.4983,NO
0.5464,NO
0.6109,NO
0.4755,NO
1.0,YES
0.6109,NO
1.0,YES
0.1352,NO
0.10300000000000001,NO
0.408,YES
1.0,YES
1.0,YES
0.5094,YES
0.2229,NO
0.0792,NO
0.7440000000000001,YES
0.1836,NO
0.4796,YES
0.1342,NO
0.1448,NO
0.2493,NO
0.2052,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.0941,NO
1.0,YES
0.3405,NO
0.457,NO
0.4726,NO
0.2464,NO
0.7440000000000001,YES
0.3437,NO
0.7440000000000001,YES
0.2769,NO
0.2526,NO
0.2027,NO
0.3776,NO
0.3776,NO
0.4172,NO
0.2552,NO
0.2552,NO
0.6446,NO
0.3073,NO
0.3143,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.2526,NO
0.4823,NO
0.2526,NO
0.3451,NO
0.3802,NO
0.3776,NO
0.3073,NO
0.2739,NO
0.1846,NO
0.3073,NO
0.3451,NO
0.2918,NO
0.3451,NO
1.0,YES
1.0,YES
0.2752,NO
0.1687,NO
0.2269,NO
0.1553,NO
1.0,YES
1.0,YES
0.2269,NO
0.1519,NO
0.1425,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
1.0,YES
0.1868,NO
0.9606,YES
0.2269,NO
1.0,YES
0.21600000000000003,NO
0.1688,NO
0.1001,NO
0.1354,NO
