50Traced_NONETRACED_SUM_MULTI_VSM_28_MAX,Associated
0.9848,NO
0.1551,NO
0.5889,NO
1.1072,NO
1.0065,NO
0.4851,NO
0.6947,NO
0.5147,NO
1.0179,NO
1.6441,YES
0.40700000000000003,NO
1.1462,YES
0.9736,NO
1.3194,NO
0.8944,NO
0.8562,NO
1.0682,NO
0.7004,NO
0.9083,NO
0.3547,NO
1.0996,NO
1.744,YES
1.6808,YES
1.2492,YES
1.4415,YES
0.6949,NO
1.6007,YES
0.629,NO
2.4472,YES
0.5515,YES
1.1007,NO
1.3019,NO
0.8,NO
0.8079999999999999,NO
1.7438,YES
1.1302,YES
1.2116,NO
0.7096,NO
0.8737,NO
0.5931,NO
0.7411,NO
1.3529,NO
0.5137,NO
2.0384,YES
0.7356,NO
1.6675,YES
0.7822,NO
1.4813,YES
0.9476,NO
0.6376,NO
0.7568,NO
1.0052,NO
0.4714,NO
1.1588,NO
0.6441,NO
1.0556,NO
1.1961,NO
0.1745,NO
1.3671,NO
1.1217,NO
1.1433,NO
1.3553,NO
0.8779,NO
0.6682,NO
1.8835,NO
3.3098,YES
1.2336,NO
2.1899,YES
1.1078,NO
1.0425,NO
0.5453,NO
1.0512,NO
1.0094,NO
1.0211,NO
1.2267,NO
0.4136,NO
0.8725,NO
3.7455,YES
3.2204,YES
3.0889,YES
2.5805,YES
1.2047,NO
3.0858,YES
1.6761,NO
1.8118,YES
0.4927,YES
0.8443,NO
0.7354,NO
0.5143,NO
0.6127,NO
1.5141,YES
0.7175,YES
1.094,NO
0.7896,NO
0.7007,NO
0.5171,NO
0.7256,NO
1.3684,NO
0.5092,NO
1.2989,YES
0.58,NO
1.0255,YES
0.4232,NO
1.0867,YES
0.4981,NO
0.7497,NO
0.6849,NO
0.7218,NO
0.6078,NO
0.75,NO
0.8713,NO
0.7614,NO
0.9431,NO
0.4691,NO
2.3696,YES
4.0567,YES
4.4936,YES
3.0555,YES
1.1651,NO
0.4901,NO
3.4154,YES
0.7494,NO
1.9873,YES
0.5969,NO
1.234,NO
1.7604,NO
1.0435,NO
0.5152,NO
4.3781,YES
0.5916,NO
4.755,YES
0.4055,NO
4.4737,YES
1.3468,NO
1.1311,NO
0.8959999999999999,NO
0.7120000000000001,NO
2.6462,YES
1.5931,NO
2.7694,YES
1.284,NO
0.3057,NO
1.0595,NO
0.9245,NO
1.161,NO
0.9914,NO
0.7732,NO
0.7058,NO
1.6734,NO
3.6287,YES
1.1698,NO
2.2277,YES
1.0077,NO
0.9154,NO
0.2643,NO
1.3143,NO
0.968,NO
1.0866,NO
1.0292,NO
0.4882,NO
0.7862,NO
3.9114,YES
3.5447,YES
3.3793,YES
2.5907,YES
0.73,NO
3.3856,YES
1.3025,NO
0.685,NO
0.2792,NO
1.2921,YES
3.0627,YES
3.359,YES
1.4387,YES
0.6575,NO
0.4221,NO
1.7228,YES
1.4885,NO
1.0777,YES
0.9244,NO
0.8524,NO
1.2914,NO
0.8763,NO
0.4835,NO
3.1474,YES
0.5358,NO
3.0482,YES
0.3554,NO
3.0304,YES
1.5490000000000002,NO
1.5324,NO
1.1795,NO
0.9048,NO
1.3656,YES
1.4437,NO
1.41,YES
0.9968,NO
0.1982,NO
1.2707,NO
0.9229999999999999,NO
1.0889,NO
1.2793,NO
0.7587,NO
0.6555,NO
1.859,NO
3.3828,YES
1.2857,NO
2.1428,YES
1.3462,NO
1.0525,NO
0.6394,NO
1.1565,NO
1.3404,NO
1.1192,NO
0.9573,NO
0.3869,NO
0.8865,NO
3.6355,YES
3.0386,YES
3.2066,YES
2.611,YES
1.2612,NO
2.9862,YES
1.3902,NO
0.8914,NO
0.237,NO
1.0685,NO
1.1772,NO
1.5808,NO
1.1843,NO
0.6559,NO
0.5212,NO
1.9179,NO
3.7619,YES
1.3662,NO
2.2756,YES
1.0786,NO
1.0875,NO
0.3161,NO
0.8645,NO
1.5735,NO
0.7771,NO
1.1426,NO
0.2968,NO
1.0514,NO
3.9247,YES
3.6984,YES
3.4027,YES
2.6977,YES
0.8189,NO
3.318,YES
1.1221,NO
0.9301,NO
0.0961,NO
0.7496,NO
1.5072,NO
1.7147,NO
0.7516,NO
0.4426,NO
0.7098,NO
1.7252,NO
3.7748,YES
0.8755,NO
2.3563,YES
1.0818,NO
1.355,NO
0.5994,NO
0.9458,NO
1.3089,NO
0.8985,NO
1.2729,NO
0.2815,NO
1.0252,NO
3.8669,YES
3.9007,YES
3.2347,YES
2.6574,YES
0.5124,NO
3.2856,YES
0.8529,NO
1.0979999999999999,NO
0.1888,NO
0.9440000000000001,NO
1.4086,NO
1.8373,NO
0.8581,NO
0.7892,NO
0.8281,NO
1.6297,NO
3.6901,YES
1.2127,NO
2.069,YES
1.1046,NO
1.261,NO
0.552,NO
0.9837,NO
1.6022,NO
1.1399,NO
1.338,NO
0.5375,NO
1.2137,NO
3.8716,YES
3.4855,YES
3.2862,YES
2.4375,YES
0.8063,NO
3.1369,YES
1.2922,NO
1.7309,NO
0.5936,NO
4.2628,YES
2.7148,YES
2.0214,YES
5.7869,YES
2.0344,NO
0.7035,NO
5.9121,YES
0.5251,NO
4.4308,YES
0.8152,NO
1.4748,NO
1.6883,NO
0.6674,NO
1.1658,NO
