50Traced_NONETRACED_SUM_MULTI_LSA_32_MEDIAN,Associated
1.4269999999999998,NO
0.4889,NO
0.8986,NO
1.2216,NO
0.3689,NO
0.6005,NO
0.664,NO
0.397,NO
1.1699,NO
2.9445,YES
0.6958,NO
2.2525,YES
1.4045,NO
0.9058,NO
0.7845,NO
0.2864,NO
0.677,NO
0.8599,NO
0.2887,NO
0.4927,NO
0.1147,NO
2.399,YES
3.2636,YES
2.555,YES
1.2173,YES
1.1616,NO
2.2584,YES
0.6277,NO
2.5269,YES
2.4223,YES
1.5464,NO
0.7654,NO
0.7171,NO
1.4253,NO
2.2476,YES
2.1142,YES
1.2842,NO
0.7175,NO
0.7274,NO
0.6258,NO
1.1875,NO
0.8517,NO
0.4376,NO
2.8056,YES
1.0607,NO
2.3548,YES
0.6723,NO
2.1119,YES
0.5621,NO
0.6484,NO
1.2531,NO
0.9728,NO
0.5811,NO
1.4666,NO
1.0995,NO
1.5255,NO
1.2039,NO
0.4152,NO
1.3894,NO
2.0627,NO
1.0439,NO
0.7561,NO
0.8,NO
0.2822,NO
1.2385,NO
3.3649,YES
0.7964,NO
2.6896,YES
1.1387,NO
0.6336,NO
0.5494,NO
0.5829,NO
1.7247,NO
0.9156,NO
1.1304,NO
0.6381,NO
0.8893,NO
2.6063,YES
3.8896,YES
3.0927,YES
1.3417,YES
1.2104,NO
2.6557,YES
0.7709999999999999,NO
1.742,YES
1.6874,YES
1.0583,NO
0.7641,NO
0.6858,NO
0.7929999999999999,NO
1.6709,YES
1.3918,YES
1.0275,NO
0.588,NO
0.584,NO
0.4926,NO
0.9611,NO
0.6092,NO
0.3333,NO
1.9578,YES
0.7789,NO
1.5539,YES
0.613,NO
1.4385,YES
0.498,NO
0.2962,NO
0.8116,NO
0.5311,NO
0.5114,NO
0.9058,NO
1.0133,NO
0.8601,NO
0.8012,NO
0.3259,NO
2.4528,YES
3.1463,YES
3.1104,YES
1.7349,YES
0.8033,NO
0.0652,NO
2.6266,YES
0.9536,NO
1.5591,YES
1.0159,NO
0.9668,NO
0.7396,NO
0.3702,NO
0.5448,NO
3.8894,YES
0.7365,NO
3.5934,YES
0.5836,NO
3.4798,YES
0.65,NO
1.4758,NO
1.0221,NO
0.3822,NO
2.267,YES
1.0305,NO
2.2625,YES
1.327,NO
0.3686,NO
1.7451,NO
1.4843,NO
0.7074,NO
1.1972,NO
0.7941,NO
0.198,NO
1.6919,NO
3.5336,YES
1.2524,NO
2.6978,YES
1.1831,NO
1.0831,NO
0.5864,NO
0.4369,NO
1.4783,NO
0.8475,NO
0.8742,NO
0.695,NO
0.5915,NO
2.7386,YES
3.7542,YES
3.2406,YES
1.4554,YES
1.7671,NO
2.6308,YES
1.198,NO
0.8599,NO
0.4686,NO
1.4769999999999999,YES
2.5738,YES
2.6578,YES
1.3712,YES
0.5942,NO
0.1956,NO
2.0265,YES
1.357,NO
0.695,YES
0.8966,NO
1.09,NO
0.8039,NO
0.5589,NO
0.3907,NO
2.9564,YES
0.7461,NO
2.8423,YES
0.4843,NO
2.7254,YES
0.6868,NO
1.5015,NO
1.005,NO
0.4269,NO
1.4127,YES
1.0276,NO
1.4979,YES
1.2690000000000001,NO
0.4845,NO
1.9601,NO
2.0813,NO
1.0557,NO
0.8105,NO
0.5094,NO
0.4296,NO
1.7939,NO
3.3841,YES
1.3824,NO
2.5937,YES
0.8911,NO
0.4153,NO
0.2627,NO
0.5551,NO
2.0308,NO
0.9535,NO
1.4132,NO
0.3489,NO
0.9520000000000001,NO
2.4295,YES
3.8009,YES
2.9062,YES
1.3692,YES
1.7371,NO
2.9188,YES
0.8767,NO
1.0637,NO
0.382,NO
2.245,NO
1.7173,NO
0.8985,NO
1.4597,NO
0.7195,NO
0.273,NO
2.3753,NO
3.1013,YES
1.662,NO
2.0249,YES
1.2618,NO
0.6048,NO
