50Traced_NONETRACED_MAX_MULTI_VSM_36_MAX,Associated
0.3496,NO
0.1493,NO
0.5722,NO
0.4329,NO
0.2813,NO
0.4162,NO
0.4164,NO
0.1819,NO
0.4753,NO
1.0,YES
0.1782,NO
1.0,YES
0.3353,NO
0.3673,NO
0.2223,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3529,NO
0.2179,NO
0.1147,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.7756,YES
0.2458,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.2796,NO
1.0,YES
1.0,YES
0.2287,NO
0.2425,NO
0.2069,NO
0.1939,NO
0.1797,NO
0.3413,NO
0.1551,NO
1.0,YES
0.2796,NO
0.904,YES
0.1687,NO
1.0,YES
0.2796,NO
0.1939,NO
0.2456,NO
0.1939,NO
0.2425,NO
0.2673,NO
0.2142,NO
0.2796,NO
0.3496,NO
0.1534,NO
0.5722,NO
0.4329,NO
0.3753,NO
0.4162,NO
0.4164,NO
0.0995,NO
0.4753,NO
1.0,YES
0.2866,NO
1.0,YES
0.2728,NO
0.2796,NO
0.2136,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3529,NO
0.1755,NO
0.3753,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.7756,YES
0.3753,NO
1.0,YES
0.2106,YES
0.3559,NO
0.3559,NO
0.3559,NO
0.3559,NO
1.0,YES
1.0,YES
0.2528,NO
0.316,NO
0.1598,NO
0.2251,NO
0.2289,NO
0.3082,NO
0.2075,NO
1.0,YES
0.3559,NO
0.904,YES
0.2148,NO
0.5838,YES
0.3559,NO
0.2251,NO
0.316,NO
0.2251,NO
0.316,NO
0.2201,NO
0.1746,NO
0.3559,NO
0.27,NO
0.1089,NO
0.6191,YES
1.0,YES
0.6940000000000001,YES
0.6191,YES
0.2784,NO
0.2493,NO
0.335,YES
0.3816,NO
0.4224,YES
0.2022,NO
0.2453,NO
0.3569,NO
0.1934,NO
0.2493,NO
1.0,YES
0.2254,NO
0.7959999999999999,YES
0.1882,NO
0.7917,YES
0.2086,NO
0.3397,NO
0.3006,NO
0.2147,NO
0.3603,YES
0.4382,NO
0.6191,YES
0.3331,NO
0.1012,NO
0.4052,NO
0.2935,NO
0.2939,NO
0.3264,NO
0.3331,NO
0.3331,NO
0.2962,NO
1.0,YES
0.4052,NO
0.9481,YES
0.3166,NO
0.3673,NO
0.19699999999999998,NO
0.3331,NO
0.3613,NO
0.3011,NO
0.2392,NO
0.2019,NO
0.1892,NO
0.7869,YES
1.0,YES
0.9481,YES
1.0,YES
0.3029,NO
0.4832,YES
0.4052,NO
0.1582,NO
0.0774,NO
0.5253,YES
0.5392,YES
0.5253,YES
0.5253,YES
0.1807,NO
0.0604,NO
0.2746,YES
0.4066,NO
0.2359,YES
0.2419,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
0.6115,YES
0.141,NO
0.4266,YES
0.1597,NO
0.5392,YES
0.2049,NO
0.4066,NO
0.2551,NO
0.4066,NO
0.3057,YES
0.1698,NO
0.5253,YES
0.3496,NO
0.08199999999999999,NO
0.5722,NO
0.3822,NO
0.2813,NO
0.3398,NO
0.4164,NO
0.2988,NO
0.4753,NO
1.0,YES
0.4218,NO
1.0,YES
0.4316,NO
0.4316,NO
0.2685,NO
0.2988,NO
0.3984,NO
0.2701,NO
0.1727,NO
0.2256,NO
0.2405,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3153,NO
0.7756,YES
0.4218,NO
0.2947,NO
0.1374,NO
0.4128,NO
0.3982,NO
0.3237,NO
0.3855,NO
0.3004,NO
0.1133,NO
0.3429,NO
1.0,YES
0.3263,NO
0.9199,YES
0.2244,NO
0.3673,NO
0.0647,NO
0.3019,NO
0.3237,NO
0.2925,NO
0.3246,NO
0.1309,NO
0.3237,NO
0.9199,YES
1.0,YES
0.7294,YES
1.0,YES
0.2888,NO
0.5595,YES
0.3263,NO
0.3496,NO
0.1493,NO
0.5722,NO
0.4809,NO
0.4809,NO
0.4809,NO
0.4164,NO
0.1204,NO
0.4753,NO
1.0,YES
0.3821,NO
1.0,YES
0.2269,NO
0.3024,NO
0.2007,NO
0.3282,NO
0.4809,NO
0.318,NO
0.3529,NO
0.1912,NO
0.4809,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.7756,YES
0.4809,NO
0.29100000000000004,NO
0.1106,NO
0.3649,NO
0.3649,NO
0.3649,NO
0.3649,NO
0.3087,NO
0.1712,NO
0.2324,NO
0.9475,YES
0.1639,NO
0.9475,YES
0.282,NO
0.3435,NO
0.2131,NO
0.2431,NO
0.3847,NO
0.2355,NO
0.2614,NO
0.1712,NO
0.3649,NO
0.7864,YES
0.9475,YES
0.9475,YES
0.7316,YES
0.2371,NO
0.4208,YES
0.3649,NO
0.3527,NO
0.1531,NO
1.0,YES
0.5061,YES
0.5061,YES
1.0,YES
0.4024,NO
0.2734,NO
1.0,YES
0.5358,NO
1.0,YES
0.5358,NO
0.3885,NO
0.4456,NO
0.2417,NO
0.2734,NO
0.5061,YES
0.2471,NO
0.516,YES
0.308,NO
0.5061,YES
0.5358,NO
0.5358,NO
0.6069,NO
0.5358,NO
0.7476,YES
0.5169,NO
1.0,YES
0.3183,NO
0.1547,NO
0.9027,YES
0.6395,NO
0.2918,NO
0.7629,YES
0.3518,NO
0.12,NO
0.8170000000000001,YES
0.4965,NO
0.9027,YES
0.4965,NO
0.5231,NO
0.5231,NO
0.3254,NO
0.171,NO
0.3163,NO
0.1398,NO
0.509,NO
0.1725,NO
0.3894,NO
0.4965,NO
0.4965,NO
0.4965,NO
0.4965,NO
0.62,YES
0.3851,NO
0.7090000000000001,YES
0.3011,NO
0.1089,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.3014,NO
0.5227,YES
0.6083,NO
0.5285,YES
0.6083,NO
0.2453,NO
0.3569,NO
0.2048,NO
0.3014,NO
1.0,YES
0.2627,NO
1.0,YES
0.304,NO
1.0,YES
0.5048,NO
0.6083,NO
0.6083,NO
0.5117,NO
0.5820000000000001,YES
0.4382,NO
1.0,YES
0.3133,NO
0.1646,NO
1.0,YES
0.44,NO
0.44,NO
0.8554,YES
0.2752,NO
0.153,NO
0.8116,YES
0.5177,NO
0.6429,YES
0.5177,NO
0.2244,NO
0.3856,NO
0.1319,NO
0.1775,NO
0.44,NO
0.1654,NO
0.4609,NO
0.1664,NO
0.44,NO
0.5177,NO
0.5177,NO
0.5177,NO
0.5177,NO
0.5544,YES
0.5104,NO
0.6838,YES
0.27,NO
0.0804,NO
0.2445,YES
1.0,YES
1.0,YES
0.2445,YES
0.2784,NO
0.1186,NO
0.2096,YES
0.1827,NO
0.1224,YES
0.153,NO
0.2464,NO
0.3569,NO
0.1863,NO
0.1349,NO
1.0,YES
0.1216,NO
1.0,YES
0.1347,NO
1.0,YES
0.1982,NO
0.2793,NO
0.1187,NO
0.1856,NO
0.1423,YES
0.4382,NO
0.3189,YES
0.9589,YES
0.408,YES
0.3634,NO
0.3389,NO
0.3389,NO
0.3389,NO
0.7571,YES
1.0,YES
0.2437,NO
0.2808,NO
0.275,NO
0.2457,NO
0.4028,NO
0.4028,NO
0.2505,NO
1.0,YES
0.3389,NO
0.8716,YES
0.2045,NO
1.0,YES
0.3389,NO
0.2457,NO
0.2808,NO
0.2457,NO
0.2808,NO
0.2673,NO
0.2142,NO
0.3389,NO
0.3133,NO
0.1294,NO
1.0,YES
0.5502,YES
0.5502,YES
0.8987,YES
0.3294,NO
0.1123,NO
0.825,YES
0.1518,NO
0.8452,YES
0.1448,NO
0.3732,NO
0.42,NO
0.2606,NO
0.1441,NO
0.5502,YES
0.1071,NO
0.4637,YES
0.1673,NO
0.5502,YES
0.2407,NO
0.2542,NO
0.4753,NO
0.1332,NO
0.5805,YES
0.5104,NO
0.6773,YES
0.3203,NO
0.1291,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.3341,NO
0.8116,YES
0.5579999999999999,NO
0.6429,YES
0.5579999999999999,NO
0.3865,NO
0.3865,NO
0.2404,NO
0.3341,NO
1.0,YES
0.2912,NO
0.6036,YES
0.3341,NO
1.0,YES
0.5579999999999999,NO
0.5579999999999999,NO
0.5579999999999999,NO
0.5579999999999999,NO
0.5820000000000001,YES
0.5104,NO
1.0,YES
0.3011,NO
0.146,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4024,NO
0.1622,NO
1.0,YES
0.5289,NO
1.0,YES
0.5289,NO
0.4524,NO
0.2615,NO
0.1849,NO
0.2034,NO
1.0,YES
0.1975,NO
0.6036,YES
0.308,NO
1.0,YES
0.5289,NO
0.5289,NO
0.6069,NO
0.5289,NO
0.7476,YES
0.5169,NO
1.0,YES
0.3527,NO
0.1531,NO
1.0,YES
0.5636,YES
0.5636,YES
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.4462,NO
1.0,YES
0.4462,NO
0.4524,NO
0.4456,NO
0.2165,NO
0.1747,NO
0.5636,YES
0.1093,NO
0.4978,YES
0.1713,NO
0.5636,YES
0.4462,NO
0.4462,NO
0.518,NO
0.4462,NO
0.6869,YES
0.5104,NO
0.6773,YES
0.3011,NO
0.0905,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.0554,NO
0.5227,YES
0.3519,NO
0.4491,YES
0.2093,NO
0.293,NO
0.3569,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
0.6276,YES
0.304,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.3519,NO
0.5820000000000001,YES
0.254,NO
1.0,YES
0.3011,NO
0.10300000000000001,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.0792,NO
0.5227,YES
0.3569,NO
0.4491,YES
0.3984,NO
0.1667,NO
0.28600000000000003,NO
0.1716,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.304,NO
1.0,YES
0.3984,NO
0.462,NO
0.4856,NO
0.3569,NO
0.5820000000000001,YES
0.3512,NO
1.0,YES
0.4042,NO
0.19,NO
0.3341,NO
0.3949,NO
0.2654,NO
0.4627,NO
0.3816,NO
0.1963,NO
0.6011,NO
0.2363,NO
0.301,NO
0.2082,NO
1.0,YES
1.0,YES
0.622,YES
0.1963,NO
0.386,NO
0.1711,NO
0.1602,NO
0.2264,NO
0.2654,NO
0.1707,NO
0.3778,NO
0.1559,NO
0.2363,NO
0.3647,NO
0.3398,NO
0.4784,NO
1.0,YES
0.289,YES
0.2856,NO
0.2304,NO
0.1989,NO
0.1989,NO
1.0,YES
1.0,YES
0.1039,NO
0.1519,NO
0.1084,NO
0.1784,NO
0.2437,NO
0.3082,NO
0.1562,NO
1.0,YES
0.1989,NO
0.904,YES
0.12,NO
0.5838,YES
0.1989,NO
0.1163,NO
0.1569,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.1724,NO
0.1989,NO
0.27,NO
0.1089,NO
0.6207,YES
1.0,YES
0.737,YES
0.6207,YES
0.2784,NO
0.1526,NO
0.3417,YES
0.3816,NO
0.3775,YES
0.2467,NO
0.3934,NO
0.3934,NO
0.2447,NO
0.1526,NO
1.0,YES
0.138,NO
0.7959999999999999,YES
0.1887,NO
0.737,YES
0.2467,NO
0.3087,NO
0.3014,NO
0.2467,NO
0.3612,YES
0.4382,NO
0.6207,YES
0.7969,YES
0.1148,YES
0.3473,NO
0.1836,NO
0.1462,NO
0.2376,NO
0.7969,YES
0.7969,YES
0.2279,NO
0.2321,NO
0.295,NO
0.1823,NO
0.2938,NO
0.2938,NO
0.1828,NO
0.7969,YES
0.151,NO
0.7204,YES
0.1462,NO
0.7773,YES
0.1462,NO
0.1513,NO
0.2321,NO
0.1823,NO
0.2321,NO
0.2205,NO
0.1461,NO
0.295,NO
0.3496,NO
0.1493,NO
0.5722,NO
0.4329,NO
0.2813,NO
0.4162,NO
0.4164,NO
0.2425,NO
0.4753,NO
1.0,YES
0.1025,NO
1.0,YES
0.3551,NO
0.3627,NO
0.2504,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3529,NO
0.2425,NO
0.1519,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.7756,YES
0.2458,NO
1.0,YES
0.1165,YES
0.2856,NO
0.2304,NO
0.2067,NO
0.2067,NO
1.0,YES
1.0,YES
0.1407,NO
0.2015,NO
0.0928,NO
0.1388,NO
0.2289,NO
0.3082,NO
0.1463,NO
1.0,YES
0.2067,NO
0.904,YES
0.1247,NO
1.0,YES
0.2067,NO
0.1152,NO
0.2456,NO
0.1388,NO
0.2015,NO
0.2673,NO
0.1724,NO
0.2067,NO
0.3765,NO
0.1493,NO
0.5722,NO
0.4329,NO
0.2888,NO
0.4162,NO
0.4164,NO
0.3765,NO
0.4753,NO
1.0,YES
0.414,NO
1.0,YES
0.3705,NO
0.3705,NO
0.2305,NO
0.3765,NO
0.3984,NO
0.3404,NO
0.3529,NO
0.2286,NO
0.2888,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.7756,YES
0.414,NO
