50Traced_NONETRACED_MAX_SINGLE_LSA_92_MAX,Associated
0.2626,NO
0.2626,NO
0.1281,NO
0.3895,NO
0.3315,NO
0.1818,NO
0.2626,NO
0.2626,NO
0.1689,NO
0.8445,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.3249,NO
0.5985,NO
0.1308,NO
0.1818,NO
0.2251,NO
0.1818,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3362,NO
0.2664,NO
0.2152,NO
0.2103,NO
1.0,YES
1.0,YES
0.2853,NO
0.21100000000000002,NO
0.2853,NO
0.3066,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2604,NO
1.0,YES
0.2664,NO
1.0,YES
0.1702,NO
0.3066,NO
0.3066,NO
0.2082,NO
0.3066,NO
0.2584,NO
0.3066,NO
0.2584,NO
0.2057,NO
0.1534,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.2077,NO
0.2687,NO
0.1016,NO
0.444,NO
1.0,YES
0.2077,NO
1.0,YES
0.205,NO
0.2391,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.1268,NO
0.1949,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
0.7349,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4748,NO
0.5062,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.5415,NO
0.4069,NO
0.6805,NO
0.4197,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
0.9717,YES
0.6805,NO
0.4069,NO
0.4197,NO
0.4197,NO
0.2304,NO
0.6805,NO
0.4197,NO
0.5415,NO
0.1709,NO
0.2021,NO
0.4028,YES
1.0,YES
0.9815,YES
0.7346,YES
0.257,NO
0.0982,NO
0.4323,YES
0.2963,NO
0.7346,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.0892,NO
0.9815,YES
0.0718,NO
1.0,YES
0.3664,NO
0.9815,YES
0.3342,NO
0.4485,NO
0.368,NO
0.2429,NO
0.7346,YES
0.3518,NO
0.4323,YES
0.2565,NO
0.2719,NO
0.4056,NO
0.6139,NO
0.3369,NO
0.3357,NO
0.2719,NO
0.2719,NO
0.3573,NO
1.0,YES
0.2675,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.4176,NO
0.2719,NO
0.3054,NO
0.2719,NO
0.3054,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.1709,NO
0.2059,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.6903,NO
1.0,YES
0.6903,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.6903,NO
0.6968,NO
0.6903,NO
0.5875,NO
1.0,YES
0.6968,NO
0.5859,YES
0.2026,NO
0.2148,NO
0.3398,NO
0.3219,NO
0.3318,NO
0.4328,NO
0.2148,NO
0.2148,NO
0.4239,NO
0.6882,YES
0.4328,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.2148,NO
0.3253,NO
0.2148,NO
0.4328,NO
0.2256,NO
0.4328,NO
1.0,YES
1.0,YES
0.5155,YES
1.0,YES
0.4328,NO
1.0,YES
0.4239,NO
0.2057,NO
0.1339,NO
0.6593,NO
0.4834,NO
0.3315,NO
0.3916,NO
0.2344,NO
0.1058,NO
0.444,NO
0.8445,YES
0.4095,NO
1.0,YES
0.1567,NO
0.2391,NO
0.1733,NO
0.3249,NO
0.5985,NO
0.1655,NO
0.4374,NO
0.1709,NO
0.4374,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4039,NO
0.2057,NO
