50Traced_NONETRACED_SUM_SINGLE_VSM_15_MEDIAN,Associated
0.4794,NO
0.6644,NO
0.2744,NO
0.8206,NO
0.7323,NO
0.4126,NO
0.8445,NO
0.4463,NO
0.3862,NO
2.1706,YES
0.5239,NO
2.4768,YES
0.5831,NO
0.7024,NO
0.5358,NO
0.6993,NO
0.9402,NO
0.6092,NO
0.4184,NO
1.0506,NO
0.7683,NO
2.1787,YES
2.3089,YES
1.9757,YES
2.64,YES
0.5720000000000001,NO
2.4788,YES
0.5979,NO
1.6192,YES
1.2625,YES
1.2564,NO
0.3309,NO
0.4576,NO
1.2055,NO
2.464,YES
1.5544,YES
1.3805,NO
0.5001,NO
1.2359,NO
0.581,NO
0.1797,NO
0.4182,NO
0.2984,NO
1.5658,YES
0.5651,NO
2.4514,YES
0.6837,NO
2.5715,YES
0.5675,NO
0.7715,NO
0.6648,NO
0.7666,NO
0.7189,NO
1.125,NO
0.6106,NO
1.4316,NO
0.3543,NO
0.5314,NO
0.7009,NO
1.0701,NO
1.0299,NO
0.8299,NO
0.5653,NO
0.2602,NO
0.9302,NO
2.5831,YES
1.2175,NO
2.7702,YES
0.3738,NO
0.4673,NO
0.2136,NO
0.6352,NO
0.878,NO
0.3113,NO
0.7034,NO
0.4998,NO
1.2148,NO
2.9525,YES
2.8394,YES
2.8922,YES
3.2828,YES
1.1941,NO
2.9915,YES
0.9607,NO
1.6361,YES
1.5849,YES
2.0608,NO
0.6805,NO
0.9626,NO
1.9359,NO
2.4958,YES
1.2878,YES
1.8614,NO
0.2904,NO
1.9398,NO
0.2923,NO
0.684,NO
1.3208,NO
1.0768,NO
1.5578,YES
1.4131,NO
2.2992,YES
1.0605,NO
2.5469,YES
1.0795,NO
0.5809,NO
0.7284,NO
0.8087,NO
0.4813,NO
1.6635,NO
0.1707,NO
2.3362,NO
0.7915,NO
0.598,NO
2.1401,YES
4.7408,YES
4.6873,YES
1.5898,YES
0.6913,NO
0.3978,NO
2.0974,YES
0.5801,NO
1.9316,YES
0.6823,NO
0.6286,NO
1.1789,NO
0.3999,NO
0.4342,NO
4.5126,YES
0.5138,NO
5.073,YES
0.8377,NO
4.8007,YES
1.1823,NO
1.4051,NO
0.8774,NO
0.5959,NO
2.2949,YES
1.1664,NO
1.7567,YES
0.736,NO
0.7908,NO
1.2079,NO
1.7615,NO
1.7574,NO
1.3215,NO
1.1863,NO
0.6503,NO
1.3018,NO
2.9276,YES
1.8516,NO
3.3611,YES
0.6227,NO
0.8272,NO
0.4709,NO
0.9315,NO
1.7381,NO
0.7862,NO
1.2526,NO
1.2309,NO
1.9831,NO
3.5248,YES
3.3913,YES
3.3966,YES
3.7674,YES
1.6993,NO
3.5248,YES
1.4894,NO
0.4358,NO
0.2857,NO
1.3294,YES
4.5354,YES
4.2984,YES
0.8448,YES
0.1902,NO
0.2518,NO
1.0225,YES
0.8388,NO
1.1319,YES
1.0047,NO
0.2252,NO
0.6514,NO
0.2375,NO
0.2328,NO
4.2207,YES
0.1519,NO
4.292,YES
0.6461,NO
4.1915,YES
1.226,NO
1.5514,NO
0.9687,NO
0.9182,NO
1.3581,YES
1.4277,NO
0.6891,YES
0.8561,NO
0.4603,NO
0.48,NO
0.8042,NO
0.8843,NO
0.7301,NO
1.0725,NO
0.7187,NO
1.0044,NO
2.951,YES
1.5034,NO
3.5380000000000003,YES
0.4178,NO
0.4958,NO
0.2033,NO
0.7586,NO
0.8942,NO
0.7407,NO
0.3588,NO
1.0227,NO
1.1131,NO
3.5592,YES
3.2199,YES
3.4503,YES
4.1031,YES
1.3196,NO
3.6674,YES
0.8709,NO
0.6669,NO
0.5992,NO
1.9876,NO
1.6416,NO
1.723,NO
1.8145,NO
1.044,NO
0.4181,NO
2.2743,NO
2.4186,YES
2.6043,NO
2.8265,YES
0.3328,NO
0.6478,NO
0.27699999999999997,NO
0.7347,NO
1.6185,NO
0.4831,NO
1.7116,NO
0.8116,NO
2.1071,NO
3.2775,YES
3.0079,YES
3.3216,YES
3.4493,YES
2.5016,NO
3.113,YES
2.0344,NO
0.6169,NO
0.5535,NO
0.9994,NO
1.4795,NO
1.4305,NO
1.0645,NO
0.8514,NO
0.6198,NO
1.0672,NO
2.8913,YES
1.5703,NO
3.2959,YES
0.3662,NO
0.539,NO
0.2203,NO
0.6627,NO
1.3067,NO
0.5484,NO
0.8219,NO
0.9848,NO
1.696,NO
3.4814,YES
3.3224,YES
3.3647,YES
3.7977,YES
1.4409,NO
3.4609,YES
1.1034,NO
0.3773,NO
0.3622,NO
0.223,NO
1.0173,NO
1.1444,NO
0.4696,NO
0.8015,NO
0.2877,NO
0.6934,NO
2.7646,YES
1.0968,NO
3.4543,YES
0.7024,NO
0.8029,NO
0.444,NO
0.5635,NO
1.2252,NO
0.2292,NO
0.4358,NO
