50Traced_NONETRACED_SUM_MULTI_VSM_10_MAX,Associated
1.683,NO
0.3587,NO
1.4228,NO
1.7587,NO
1.3465,NO
0.6186,NO
1.9851,NO
0.775,NO
0.9193,NO
2.6248,YES
0.932,NO
2.0912,YES
1.3015,NO
1.079,NO
0.6434,NO
0.9961,NO
1.2396,NO
1.061,NO
1.3467,NO
0.7809999999999999,NO
0.7102,NO
2.6726,YES
3.0409,YES
3.2363,YES
1.8949,YES
1.4326,NO
2.3379,YES
0.5264,NO
1.7153,YES
0.805,YES
1.1898,NO
0.9218,NO
0.6052,NO
0.9103,NO
2.6011,YES
2.3032,YES
1.205,NO
0.4667,NO
0.4628,NO
0.3554,NO
0.8722,NO
0.5868,NO
0.2749,NO
1.5749,YES
0.7206,NO
2.4322,YES
0.4609,NO
1.8767,YES
0.6894,NO
0.5331,NO
0.6615,NO
0.3512,NO
0.5309,NO
0.8185,NO
0.3064,NO
0.9476,NO
1.4837,NO
0.2738,NO
1.5504,NO
1.9468,NO
1.2727,NO
1.4319,NO
1.0467,NO
0.392,NO
1.2629,NO
2.9578,YES
1.3848,NO
2.6144,YES
0.5035,NO
0.6432,NO
0.2136,NO
1.0112,NO
0.9376,NO
0.7099,NO
1.3777,NO
0.5104,NO
1.2503,NO
2.4523,YES
3.4436,YES
3.6031,YES
2.5183,YES
1.6056,NO
2.6425,YES
1.1249,NO
2.5714,YES
1.3595,YES
1.5165,NO
0.9783,NO
0.7168,NO
1.0706,NO
3.241,YES
2.5548,YES
1.3153,NO
0.5944,NO
0.963,NO
0.4866,NO
1.2225,NO
1.2976,NO
0.6904,NO
1.9175,YES
1.1863,NO
2.5582,YES
0.696,NO
1.9431,YES
0.5059,NO
0.8377,NO
0.843,NO
0.9152,NO
0.5634,NO
1.2084,NO
0.8701,NO
0.654,NO
1.6599,NO
0.6589,NO
2.2111,YES
4.7239,YES
3.5979,YES
2.247,YES
1.6908,NO
0.4222,NO
3.3019,YES
0.7032,NO
1.7526,YES
0.4959,NO
0.8889,NO
1.5258,NO
1.0108,NO
1.0457,NO
4.5833,YES
0.8902,NO
3.7329,YES
0.7154,NO
4.5505,YES
0.9033,NO
1.1996,NO
0.9704,NO
0.9677,NO
2.648,YES
1.2511,NO
2.4472,YES
1.7358,NO
0.4955,NO
2.1618,NO
2.3924,NO
1.825,NO
1.9517,NO
1.4692,NO
0.6061,NO
1.9765,NO
3.273,YES
1.8333,NO
2.813,YES
0.782,NO
0.8522,NO
0.1689,NO
1.3636,NO
1.3893,NO
0.975,NO
1.5765,NO
0.6895,NO
1.5315,NO
2.7986,YES
3.7232,YES
3.9023,YES
2.8856,YES
2.0638,NO
2.9578,YES
1.6087,NO
1.3301,NO
0.4794,NO
1.2002,YES
3.4594,YES
2.4217,YES
1.3532,YES
1.2976,NO
0.5022,NO
1.821,YES
0.6932,NO
0.7963,YES
0.7352,NO
0.7012,NO
0.9963,NO
0.7927,NO
0.7686,NO
2.6813,YES
0.7954,NO
2.3857,YES
0.7201,NO
2.6473,YES
0.8743,NO
1.1698,NO
0.9447,NO
0.7633,NO
1.4376,YES
1.0975,NO
1.3266,YES
1.9258,NO
0.3633,NO
2.31,NO
1.9025,NO
1.6333,NO
1.8582,NO
1.8244,NO
0.8728,NO
1.8635,NO
3.2207,YES
1.8014,NO
2.7532,YES
1.2762,NO
0.9567,NO
0.3378,NO
1.3305,NO
1.2025,NO
1.3219999999999998,NO
1.5232,NO
1.0091,NO
1.2734,NO
3.07,YES
4.0236,YES
4.0025,YES
2.6997,YES
2.0058,NO
2.9474,YES
1.4571,NO
1.6535,NO
0.3895,NO
2.0108,NO
2.3285,NO
1.6669999999999998,NO
1.3295,NO
1.4406,NO
0.5511,NO
1.3348,NO
3.0905,YES
1.6423,NO
2.6561,YES
0.5886,NO
0.5274,NO
0.1562,NO
1.0806,NO
1.2358,NO
0.9999,NO
1.6634,NO
0.557,NO
1.4286,NO
2.9258,YES
3.7316,YES
3.7722,YES
2.7902,YES
1.962,NO
2.8474,YES
0.9663,NO
1.7571,NO
0.1839,NO
1.6148,NO
2.194,NO
1.5566,NO
1.6208,NO
1.2883,NO
0.5734,NO
1.5113,NO
3.1778,YES
1.3969,NO
2.6454,YES
0.7918,NO
0.8907,NO
0.4589,NO
1.0978,NO
1.0951,NO
0.9962,NO
1.5066,NO
0.7722,NO
1.2856,NO
2.5955,YES
3.5314,YES
3.7902,YES
2.7873,YES
1.5358,NO
2.7258,YES
1.0415,NO
1.6387,NO
0.273,NO
1.2229,NO
2.1462,NO
1.5718,NO
1.0729,NO
1.4018,NO
0.2555,NO
1.1083,NO
2.8489,YES
1.1354,NO
2.44,YES
1.1738,NO
1.1996,NO
0.6656,NO
0.7882,NO
1.2245,NO
0.6963,NO
1.5526,NO
0.4528,NO
1.1391,NO
2.799,YES
3.5339,YES
3.6178,YES
2.3325,YES
1.5101,NO
2.7026,YES
0.6897,NO
0.9969,NO
0.431,NO
3.6942,YES
1.4480000000000002,YES
1.1259,YES
4.3221,YES
1.2021,NO
0.3802,NO
4.6373,YES
1.0725,NO
3.8147,YES
0.611,NO
1.1338,NO
1.3463,NO
0.218,NO
0.9684,NO
1.2626,YES
0.7173,NO
0.9149,YES
0.6156,NO
1.8659,YES
1.1254,NO
1.2826,NO
1.8413,NO
1.2322,NO
3.8615,YES
2.2297,NO
3.9532,YES
0.9446,NO
0.4139,NO
2.2913,YES
1.2805,NO
1.1406,NO
3.2678,YES
1.1367,NO
0.3192,NO
3.5036,YES
0.9697,NO
3.0548,YES
0.5212,NO
0.9634,NO
1.8181,NO
0.6994,NO
0.6663,NO
1.2406,NO
0.6034,NO
0.5623,NO
0.2618,NO
1.4741,NO
0.9198,NO
1.0192,NO
1.5261,NO
0.9477,NO
2.8697,YES
2.1899,NO
2.1739,YES
1.742,NO
0.4197,NO
2.3652,YES
3.8539,YES
3.2499,YES
2.0201,YES
1.4999,NO
0.326,NO
2.7613,YES
0.7497,NO
1.8621,YES
0.4176,NO
1.012,NO
1.2656,NO
1.0499,NO
0.7324,NO
3.8829,YES
0.8136,NO
3.4519,YES
0.7713,NO
3.8612,YES
1.357,NO
1.4174,NO
1.3208,NO
1.0002,NO
2.5347,YES
1.3835,NO
2.1718,YES
0.1636,NO
0.1684,NO
2.1938,YES
0.4542,NO
0.5593,NO
1.54,YES
0.6449,NO
0.153,NO
1.9946,YES
0.2786,NO
1.8792,YES
0.192,NO
0.4641,NO
0.2943,NO
0.171,NO
0.2382,NO
0.3428,NO
0.2206,NO
0.3557,NO
0.0902,NO
0.4121,NO
0.5153,NO
0.2068,NO
0.3901,NO
0.3728,NO
1.7583,YES
0.7504,NO
1.4559,YES
0.7171,NO
0.2774,NO
0.5703,YES
2.1366,YES
1.6036,YES
0.6217,YES
0.8234,NO
0.1279,NO
1.0383,YES
0.27,NO
0.41600000000000004,YES
0.36200000000000004,NO
0.6207,NO
0.6461,NO
0.4833,NO
0.2951,NO
1.9433,YES
0.36,NO
1.5871,YES
0.2569,NO
1.7978,YES
0.5499,NO
0.5811,NO
0.5917,NO
0.3928,NO
1.0262,YES
0.40700000000000003,NO
0.6108,YES
2.4677,YES
1.5492,YES
1.6402,NO
1.1331,NO
0.8123,NO
1.2891,NO
3.2786,YES
2.6179,YES
1.6488,NO
0.5324,NO
0.9929,NO
0.3807,NO
1.4582,NO
1.3583,NO
0.7495,NO
2.2474,YES
1.2431,NO
2.7443,YES
0.8288,NO
1.9340000000000002,YES
0.8406,NO
0.7925,NO
0.8767,NO
0.7276,NO
0.6173,NO
1.1122,NO
0.6188,NO
1.2716,NO
1.5133,NO
0.5389,NO
5.0306,YES
2.3003,YES
1.9804,YES
5.1767,YES
1.8563,NO
0.3183,NO
5.9722,YES
1.4197,NO
5.0165,YES
0.7179,NO
1.7215,NO
1.9328,NO
0.8137,NO
1.2112,NO
2.5777,YES
0.8907,NO
1.9296,YES
0.5382,NO
2.7143,YES
1.7149,NO
1.8980000000000001,NO
2.3354,NO
1.6342,NO
4.8841,YES
2.9629,NO
4.5097,YES
1.8322,NO
0.8182,NO
4.3824,YES
2.4471,YES
1.8238,YES
4.7454,YES
1.835,NO
0.7325,NO
5.1591,YES
1.4968,NO
4.0018,YES
1.1244,NO
1.5566,NO
1.8203,NO
0.4998,NO
1.4905,NO
