50Traced_NONETRACED_MAX_MULTI_VSM_95_MAX,Associated
0.3071,NO
0.2852,NO
0.2289,NO
0.5644,NO
0.31,NO
0.2707,NO
0.2173,NO
0.2852,NO
0.1898,NO
0.9462,YES
0.2289,NO
0.7677,YES
0.2582,NO
0.35200000000000004,NO
0.2223,NO
0.2852,NO
0.36,NO
0.2852,NO
0.1542,NO
0.2852,NO
0.2804,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1711,NO
1.0,YES
0.2289,NO
0.3062,YES
0.6914,YES
0.3362,NO
0.1781,NO
0.1261,NO
0.2069,NO
0.5234,YES
0.6914,YES
0.1873,NO
0.1092,NO
0.1865,NO
0.1058,NO
0.1797,NO
0.23600000000000002,NO
0.1551,NO
0.6914,YES
0.2165,NO
0.6914,YES
0.1359,NO
0.6914,YES
0.1134,NO
0.1223,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1236,NO
0.32,NO
0.1534,NO
0.1629,NO
0.5644,NO
0.31,NO
0.2866,NO
0.3056,NO
0.1316,NO
0.3138,NO
1.0,YES
0.1737,NO
1.0,YES
0.2244,NO
0.3673,NO
0.2136,NO
0.1919,NO
0.4327,NO
0.188,NO
0.1947,NO
0.1755,NO
0.2418,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1969,NO
1.0,YES
0.1604,NO
0.3105,YES
1.0,YES
0.3356,NO
0.2576,NO
0.1909,NO
0.2528,NO
0.7571,YES
1.0,YES
0.2528,NO
0.2069,NO
0.2528,NO
0.0887,NO
0.2824,NO
0.3667,NO
0.2281,NO
1.0,YES
0.2044,NO
1.0,YES
0.1176,NO
1.0,YES
0.1909,NO
0.2187,NO
0.2187,NO
0.2187,NO
0.2187,NO
0.2201,NO
0.2187,NO
0.1676,NO
0.3011,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.2493,NO
0.5227,YES
0.1395,NO
1.0,YES
0.1729,NO
0.3031,NO
0.42,NO
0.1934,NO
0.2011,NO
1.0,YES
0.2254,NO
0.6477,YES
0.2493,NO
1.0,YES
0.3369,NO
0.462,NO
0.3056,NO
0.1587,NO
1.0,YES
0.2509,NO
0.4367,YES
0.3496,NO
0.0732,NO
0.4052,NO
0.5644,NO
0.3613,NO
0.4052,NO
0.4164,NO
0.1225,NO
0.3138,NO
1.0,YES
0.4528,NO
1.0,YES
0.3104,NO
0.3824,NO
0.1689,NO
0.1596,NO
0.4327,NO
0.188,NO
0.2733,NO
0.2019,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4528,NO
1.0,YES
0.4052,NO
0.1918,NO
0.0804,NO
0.4187,YES
1.0,YES
1.0,YES
0.5022,YES
0.2784,NO
0.174,NO
0.4664,YES
0.4608,NO
0.5253,YES
0.1664,NO
0.2552,NO
0.2644,NO
0.3108,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.174,NO
1.0,YES
0.4608,NO
0.4576,NO
0.4576,NO
0.4608,NO
0.5253,YES
0.4576,NO
0.3189,YES
0.3496,NO
0.2816,NO
0.3347,NO
0.5644,NO
0.31,NO
0.3327,NO
0.4164,NO
0.2816,NO
0.3347,NO
0.9462,YES
0.42700000000000005,NO
0.7607,YES
0.3104,NO
0.3824,NO
0.2033,NO
0.2816,NO
0.3984,NO
0.2816,NO
0.2577,NO
0.2816,NO
0.42700000000000005,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.42700000000000005,NO
1.0,YES
0.3347,NO
0.32,NO
0.1339,NO
0.3061,NO
0.5644,NO
0.4156,NO
0.2707,NO
0.3056,NO
0.1104,NO
0.3905,NO
1.0,YES
0.3237,NO
0.4983,YES
0.22399999999999998,NO
0.35200000000000004,NO
0.0793,NO
0.204,NO
0.4327,NO
0.1655,NO
0.4156,NO
0.1309,NO
0.3237,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3905,NO
1.0,YES
0.1788,NO
0.3496,NO
0.2435,NO
0.3821,NO
0.5644,NO
0.31,NO
0.3821,NO
0.4164,NO
0.2636,NO
0.2683,NO
1.0,YES
0.4809,NO
1.0,YES
0.3104,NO
0.3824,NO
0.22699999999999998,NO
0.2435,NO
0.3984,NO
0.2435,NO
0.2902,NO
0.2636,NO
0.4809,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4809,NO
1.0,YES
0.3821,NO
0.29100000000000004,NO
0.2562,NO
0.2031,NO
0.5348,NO
0.3847,NO
0.2565,NO
0.2263,NO
0.2562,NO
0.2324,NO
0.8966,YES
0.2031,NO
0.7316,YES
0.282,NO
0.3335,NO
0.3435,NO
0.2562,NO
0.3411,NO
0.2562,NO
0.2371,NO
0.2562,NO
0.3847,NO
0.9475,YES
0.9475,YES
0.9475,YES
0.9475,YES
0.1518,NO
0.9475,YES
0.2031,NO
0.3133,NO
0.2465,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.3433,NO
0.2734,NO
1.0,YES
0.2509,NO
1.0,YES
0.1983,NO
0.3031,NO
0.3856,NO
0.21600000000000003,NO
0.2465,NO
0.4942,YES
0.2471,NO
0.6036,YES
0.2734,NO
1.0,YES
0.3369,NO
0.462,NO
0.5358,NO
0.5358,NO
1.0,YES
0.5358,NO
1.0,YES
0.2133,NO
0.1547,NO
1.0,YES
0.4032,NO
0.6395,NO
1.0,YES
0.3518,NO
0.1287,NO
1.0,YES
0.2942,NO
1.0,YES
0.1578,NO
0.3264,NO
0.3203,NO
0.3567,NO
0.1965,NO
0.6395,NO
0.1902,NO
0.6395,NO
0.1451,NO
0.4032,NO
0.2942,NO
0.3213,NO
0.4965,NO
0.4965,NO
0.7090000000000001,YES
0.4965,NO
0.6631,YES
0.3011,NO
0.11599999999999999,NO
0.6149,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.0835,NO
0.6149,YES
0.5755,NO
1.0,YES
0.5117,NO
0.3536,NO
0.42,NO
0.4308,NO
0.1616,NO
1.0,YES
0.1564,NO
0.6773,YES
0.1224,NO
1.0,YES
0.6083,NO
0.6083,NO
0.6231,NO
0.6231,NO
1.0,YES
0.6231,NO
0.4367,YES
0.2442,NO
0.1646,NO
0.8554,YES
0.2226,NO
0.1649,NO
0.5646,YES
0.2676,NO
0.153,NO
0.8554,YES
0.2424,NO
0.5737,YES
0.1456,NO
0.3625,NO
0.3005,NO
0.1684,NO
0.1775,NO
0.2701,NO
0.1654,NO
0.3593,NO
0.0902,NO
0.2663,NO
0.2612,NO
0.335,NO
0.5177,NO
0.5177,NO
0.8554,YES
0.5177,NO
0.8554,YES
0.1918,NO
0.0804,NO
0.4187,YES
1.0,YES
1.0,YES
0.5022,YES
0.2784,NO
0.0246,NO
0.4664,YES
0.1827,NO
0.2445,YES
0.1827,NO
0.2464,NO
0.2728,NO
0.3002,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.1347,NO
1.0,YES
0.1982,NO
0.2793,NO
0.0987,NO
0.1856,NO
0.3891,YES
0.1827,NO
0.3189,YES
1.0,YES
1.0,YES
0.3634,NO
0.2576,NO
0.1459,NO
0.2437,NO
1.0,YES
1.0,YES
0.2437,NO
0.2808,NO
0.2437,NO
0.2808,NO
0.3471,NO
0.4028,NO
0.4228,NO
1.0,YES
0.2044,NO
1.0,YES
0.0726,NO
1.0,YES
0.132,NO
0.2808,NO
0.2808,NO
0.2457,NO
0.2457,NO
0.2189,NO
0.2808,NO
0.2023,NO
0.3133,NO
0.1504,NO
1.0,YES
0.5502,YES
0.4729,YES
1.0,YES
0.3433,NO
0.1358,NO
1.0,YES
0.3004,NO
1.0,YES
0.1332,NO
0.4238,NO
0.5037,NO
0.42,NO
0.1661,NO
0.4729,YES
0.1767,NO
0.4729,YES
0.1198,NO
0.5502,YES
