50Traced_NONETRACED_RFSMOTE_RAW_VSM_41_SUM,Associated
0.04364754098360656,NO
0.03784153005464481,NO
0.07144808743169398,NO
0.14112021857923499,NO
0.03913934426229509,NO
0.055191256830601096,NO
0.03353825136612022,NO
0.03968579234972678,NO
0.10867486338797813,NO
0.8450136612021859,YES
0.03538251366120219,NO
0.22418032786885245,YES
0.15908469945355191,NO
0.1456967213114754,NO
0.14515027322404372,NO
0.07131147540983605,NO
0.041530054644808745,NO
0.06905737704918032,NO
0.044330601092896174,NO
0.1421448087431694,NO
0.7547131147540984,NO
0.04651639344262295,YES
0.7312841530054645,YES
0.7903005464480874,YES
0.8403005464480874,YES
0.10075136612021857,NO
0.042213114754098356,YES
0.07561475409836065,NO
0.06653005464480874,YES
0.8433060109289617,YES
0.22295081967213115,NO
0.10116120218579235,NO
0.07172131147540983,NO
0.0692622950819672,NO
0.2629098360655738,YES
0.7417349726775956,YES
0.08647540983606557,NO
0.06543715846994534,NO
0.060314207650273226,NO
0.06557377049180328,NO
0.116051912568306,NO
0.09754098360655739,NO
0.0992486338797814,NO
0.18531420765027323,YES
0.04562841530054645,NO
0.07021857923497267,YES
0.016598360655737707,NO
0.2254781420765027,YES
0.02144808743169399,NO
0.07609289617486338,NO
0.04583333333333333,NO
0.0776639344262295,NO
0.04808743169398907,NO
0.12329234972677595,NO
0.06974043715846993,NO
0.0621584699453552,NO
0.05382513661202186,NO
0.09808743169398906,NO
0.08422131147540983,NO
0.18900273224043715,NO
0.0965846994535519,NO
0.10710382513661201,NO
0.09337431693989069,NO
0.028073770491803283,NO
0.1426912568306011,NO
0.9887978142076502,YES
0.10280054644808742,NO
0.8140027322404372,YES
0.13333333333333333,NO
0.1413934426229508,NO
0.13920765027322407,NO
0.12438524590163934,NO
0.0980191256830601,NO
0.07991803278688524,NO
0.1262978142076503,NO
0.11318306010928961,NO
0.14371584699453552,NO
0.9813524590163933,YES
0.9668032786885246,YES
0.9258879781420765,YES
0.7973360655737705,YES
0.10662568306010928,NO
0.8079918032786886,YES
0.07875683060109288,NO
0.7653688524590164,YES
0.8002732240437158,YES
0.22254098360655739,NO
0.10683060109289616,NO
0.09624316939890709,NO
0.09173497267759563,NO
0.2279371584699454,YES
0.7612704918032788,YES
0.11154371584699453,NO
0.05833333333333334,NO
0.08647540983606557,NO
0.05389344262295082,NO
0.1496584699453552,NO
0.1359289617486339,NO
0.13504098360655736,NO
0.12465846994535519,YES
0.056625683060109296,NO
0.7324453551912569,YES
0.01454918032786885,NO
0.8868169398907104,YES
0.02103825136612022,NO
0.07875683060109288,NO
0.05546448087431694,NO
0.07390710382513661,NO
0.06523224043715847,NO
0.14364754098360655,NO
0.08558743169398907,NO
0.08401639344262295,NO
0.04275956284153006,NO
0.009972677595628416,NO
0.08920765027322404,YES
0.22199453551912568,YES
0.19392076502732242,YES
0.09098360655737706,YES
0.04972677595628416,NO
0.0021857923497267777,NO
0.1369535519125683,YES
0.08859289617486339,NO
0.08381147540983606,YES
0.09187158469945356,NO
0.14118852459016393,NO
0.12540983606557377,NO
0.12540983606557377,NO
0.03237704918032787,NO
0.15163934426229508,YES
0.03128415300546448,NO
0.2398224043715847,YES
0.09009562841530054,NO
0.16748633879781422,YES
0.028961748633879784,NO
0.03954918032786885,NO
0.0915983606557377,NO
0.027049180327868856,NO
0.11045081967213115,YES
0.05915300546448087,NO
0.08504098360655737,YES
0.09877049180327868,NO
0.043306010928961754,NO
0.1282103825136612,NO
0.16967213114754098,NO
0.12834699453551912,NO
0.10949453551912568,NO
0.10833333333333332,NO
0.07698087431693988,NO
0.09289617486338798,NO
0.9515027322404371,YES
0.10102459016393442,NO
0.8747267759562841,YES
0.12903005464480874,NO
0.11325136612021858,NO
0.10867486338797813,NO
0.0301912568306011,NO
0.09364754098360656,NO
0.030669398907103823,NO
0.06721311475409836,NO
0.13121584699453553,NO
0.08162568306010928,NO
0.9425546448087431,YES
0.923087431693989,YES
0.8670081967213116,YES
0.8740437158469946,YES
0.1453551912568306,NO
0.7961065573770492,YES
0.0601775956284153,NO
0.06058743169398908,NO
0.04617486338797814,NO
0.06632513661202184,YES
0.24241803278688526,YES
0.8492486338797813,YES
0.08422131147540983,YES
0.053756830601092896,NO
0.03456284153005465,NO
0.8176229508196722,YES
0.17076502732240437,NO
0.7487704918032787,YES
0.09296448087431694,NO
0.1471311475409836,NO
0.1689207650273224,NO
0.1555327868852459,NO
0.09255464480874318,NO
0.8297131147540983,YES
0.08961748633879779,NO
