50Traced_NONETRACED_MAX_MULTI_VSM_2_MAX,Associated
0.3071,NO
0.1819,NO
0.2323,NO
0.2804,NO
0.2804,NO
0.1844,NO
0.3258,NO
0.2574,NO
0.2323,NO
0.9462,YES
0.2289,NO
1.0,YES
0.3353,NO
0.3555,NO
0.3555,NO
0.2574,NO
0.2383,NO
0.2327,NO
0.2804,NO
0.2574,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.2289,NO
1.0,YES
0.2289,NO
0.3062,YES
0.2821,YES
0.3362,NO
0.1781,NO
0.1542,NO
0.1228,NO
0.6914,YES
0.6914,YES
0.1893,NO
0.1056,NO
0.0981,NO
0.1058,NO
0.2584,NO
0.3148,NO
0.3148,NO
0.6914,YES
0.1413,NO
0.2768,YES
0.1542,NO
0.3484,YES
0.1215,NO
0.1212,NO
0.1255,NO
0.1597,NO
0.1939,NO
0.1903,NO
0.1939,NO
0.1506,NO
0.3496,NO
0.1534,NO
0.2866,NO
0.3822,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.3028,NO
0.9462,YES
0.2866,NO
1.0,YES
0.2728,NO
0.2728,NO
0.2445,NO
0.3167,NO
0.2237,NO
0.1431,NO
0.3405,NO
0.1755,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3559,NO
0.228,NO
0.1989,NO
0.2271,NO
0.5161,YES
1.0,YES
0.3559,NO
0.2069,NO
0.2455,NO
0.2187,NO
0.3667,NO
0.3667,NO
0.2281,NO
0.5161,YES
0.3559,NO
0.8716,YES
0.2148,NO
1.0,YES
0.3559,NO
0.2187,NO
0.2187,NO
0.2187,NO
0.2251,NO
0.2673,NO
0.2251,NO
0.2479,NO
0.3011,NO
0.1652,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.2493,NO
1.0,YES
0.2975,NO
0.4491,YES
0.2147,NO
0.3877,NO
0.3877,NO
0.3553,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.3369,NO
0.462,NO
0.2896,NO
0.254,NO
0.5820000000000001,YES
0.254,NO
0.4367,YES
0.2912,NO
0.0732,NO
0.4528,NO
0.3132,NO
0.3613,NO
0.3946,NO
0.3089,NO
0.1225,NO
0.4528,NO
0.8971,YES
0.2034,NO
0.9481,YES
0.2548,NO
0.3104,NO
0.3104,NO
0.2225,NO
0.4528,NO
0.1727,NO
0.2733,NO
0.2019,NO
0.4528,NO
0.9481,YES
0.9481,YES
0.9481,YES
0.6779,YES
0.2635,NO
0.9187,YES
0.2044,NO
0.3229,NO
0.0774,NO
0.5253,YES
1.0,YES
1.0,YES
0.3353,YES
0.1807,NO
0.0697,NO
0.5253,YES
0.433,NO
0.2359,YES
0.4576,NO
0.3335,NO
0.42,NO
0.3108,NO
0.1513,NO
1.0,YES
0.141,NO
0.6276,YES
0.142,NO
0.5253,YES
0.4608,NO
0.4576,NO
0.4608,NO
0.4608,NO
0.3057,YES
0.4608,NO
0.2294,YES
0.3071,NO
0.08199999999999999,NO
0.42700000000000005,NO
0.2736,NO
0.3069,NO
0.3347,NO
0.3258,NO
0.1536,NO
0.42700000000000005,NO
0.9462,YES
0.3347,NO
1.0,YES
0.4316,NO
0.4316,NO
0.4018,NO
0.3282,NO
0.42700000000000005,NO
0.188,NO
0.3529,NO
0.2256,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3327,NO
1.0,YES
0.3877,NO
0.3496,NO
0.1339,NO
0.3905,NO
0.3822,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.3905,NO
0.9462,YES
0.3855,NO
1.0,YES
0.2522,NO
0.1669,NO
0.0665,NO
0.3282,NO
0.1584,NO
0.1655,NO
0.3529,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3745,NO
1.0,YES
0.3263,NO
0.3496,NO
0.307,NO
0.4809,NO
0.3822,NO
0.3827,NO
0.6333,NO
0.4164,NO
0.307,NO
0.4809,NO
0.8511,YES
0.21600000000000003,NO
0.8995,YES
0.3649,NO
0.3649,NO
0.22699999999999998,NO
0.3282,NO
0.4809,NO
0.2676,NO
0.3529,NO
0.307,NO
0.4809,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
0.3496,NO
0.1712,NO
0.11800000000000001,NO
0.3822,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.2562,NO
0.3138,NO
0.8966,YES
0.1031,NO
0.9475,YES
0.3221,NO
0.3435,NO
0.3435,NO
0.3282,NO
0.1089,NO
0.1492,NO
0.3529,NO
0.1712,NO
0.4378,NO
1.0,YES
0.9475,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
0.3133,NO
0.2538,NO
1.0,YES
0.4136,YES
0.4136,YES
0.7471,YES
0.4093,NO
0.2538,NO
0.9273,YES
0.1563,NO
0.6549,YES
0.1578,NO
0.534,NO
0.474,NO
0.2417,NO
0.2465,NO
0.5061,YES
0.2212,NO
0.3749,YES
0.2538,NO
0.5061,YES
0.1905,NO
0.2338,NO
0.3669,NO
0.2338,NO
0.6549,YES
0.4918,NO
1.0,YES
0.2293,NO
0.1547,NO
1.0,YES
0.2517,NO
0.2297,NO
0.7629,YES
0.4093,NO
0.1287,NO
0.9273,YES
0.2325,NO
0.9027,YES
0.1578,NO
0.5231,NO
0.5231,NO
0.3254,NO
0.1747,NO
0.3623,NO
0.1411,NO
0.4144,NO
0.1451,NO
0.2927,NO
0.2505,NO
0.3213,NO
0.4676,NO
0.4965,NO
0.9027,YES
0.5021,NO
1.0,YES
0.3011,NO
0.0951,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.2331,NO
1.0,YES
0.5755,NO
0.5285,YES
0.6083,NO
0.3536,NO
0.4308,NO
0.4308,NO
0.2331,NO
1.0,YES
0.1564,NO
1.0,YES
0.1419,NO
1.0,YES
0.6083,NO
0.6083,NO
0.6083,NO
0.6231,NO
0.5820000000000001,YES
0.6231,NO
0.6149,YES
0.2442,NO
0.1646,NO
0.6838,YES
0.2226,NO
0.2298,NO
1.0,YES
0.3016,NO
0.153,NO
0.784,YES
0.3096,NO
1.0,YES
0.1456,NO
0.4162,NO
0.3191,NO
0.1684,NO
0.1895,NO
0.3158,NO
0.1834,NO
0.3776,NO
0.1664,NO
0.2663,NO
0.3773,NO
0.3432,NO
0.5289,NO
