50Traced_NONETRACED_MAX_RAW_VSM_53_MAX,Associated
0.1687,NO
0.1687,NO
0.1144,NO
0.2653,NO
0.1663,NO
0.1986,NO
0.1579,NO
0.1687,NO
0.1689,NO
1.0,YES
0.0939,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1733,NO
0.1544,NO
0.1701,NO
0.2179,NO
0.2083,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
0.3715,YES
0.3362,NO
0.1659,NO
0.1659,NO
0.1778,NO
0.3947,YES
1.0,YES
0.1405,NO
0.1056,NO
0.1659,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1835,NO
1.0,YES
0.1138,NO
1.0,YES
0.1344,NO
1.0,YES
0.0742,NO
0.1212,NO
0.1218,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1474,NO
0.1659,NO
0.1439,NO
0.1534,NO
0.1452,NO
0.2865,NO
0.2143,NO
0.1666,NO
0.1579,NO
0.076,NO
0.2187,NO
0.5081,YES
0.2137,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1733,NO
0.1268,NO
0.2143,NO
0.1755,NO
0.2202,NO
1.0,YES
0.4613,YES
0.5081,YES
0.5081,YES
0.1659,NO
1.0,YES
0.2137,NO
0.4232,YES
1.0,YES
0.3356,NO
0.204,NO
0.204,NO
0.1525,NO
0.3435,YES
0.3164,YES
0.1731,NO
0.1387,NO
0.204,NO
0.1387,NO
0.2289,NO
0.2094,NO
0.2094,NO
1.0,YES
0.0978,NO
1.0,YES
0.1216,NO
0.3081,YES
0.044000000000000004,NO
0.1387,NO
0.1387,NO
0.1387,NO
0.1387,NO
0.2201,NO
0.1355,NO
0.204,NO
0.1468,NO
0.0635,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.0826,NO
0.0303,NO
0.2465,YES
0.1531,NO
1.0,YES
0.1531,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0891,NO
1.0,YES
0.0556,NO
1.0,YES
0.1481,NO
1.0,YES
0.1629,NO
0.2192,NO
0.2125,NO
0.1531,NO
0.2732,YES
0.2113,NO
1.0,YES
0.1694,NO
0.1926,NO
0.1975,NO
0.2582,NO
0.2067,NO
0.2286,NO
0.1684,NO
0.1694,NO
0.1525,NO
1.0,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1766,NO
0.1813,NO
0.1926,NO
0.1469,NO
0.1926,NO
0.2067,NO
0.2019,NO
0.2083,NO
0.4997,YES
0.4206,YES
1.0,YES
1.0,YES
0.2286,NO
1.0,YES
0.133,NO
0.1566,NO
0.1132,NO
0.1371,YES
1.0,YES
1.0,YES
0.1476,YES
0.1306,NO
0.11,NO
0.2068,YES
0.2598,NO
0.2886,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2548,NO
0.2519,NO
0.2228,NO
0.1032,NO
0.1461,YES
0.2548,NO
0.2886,YES
0.1439,NO
0.0745,NO
0.2381,NO
0.2653,NO
0.1547,NO
0.2963,NO
0.1653,NO
0.1536,NO
0.2252,NO
1.0,YES
0.2045,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2269,NO
0.0656,NO
0.1906,NO
0.0959,NO
0.1464,NO
0.2256,NO
0.1498,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2199,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1879,NO
0.2963,NO
0.1387,NO
0.1197,NO
0.2252,NO
1.0,YES
0.2344,NO
1.0,YES
0.151,NO
0.1766,NO
0.0647,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2213,NO
1.0,YES
0.2188,NO
0.1553,NO
0.1579,NO
0.1953,NO
0.2664,NO
0.2664,NO
0.2963,NO
0.1684,NO
0.1479,NO
0.2252,NO
1.0,YES
0.2664,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.1579,NO
0.1906,NO
0.1579,NO
0.2174,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.2664,NO
0.1118,NO
0.1348,NO
0.10800000000000001,NO
0.2886,NO
0.2184,NO
0.1331,NO
0.1579,NO
0.1118,NO
0.1421,NO
0.4397,YES
0.2085,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1348,NO
0.1733,NO
0.1348,NO
0.2184,NO
0.1702,NO
0.1518,NO
1.0,YES
0.4613,YES
0.3961,YES
0.3961,YES
0.1375,NO
1.0,YES
0.2085,NO
0.153,NO
0.0635,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2237,NO
0.153,NO
1.0,YES
0.1475,NO
1.0,YES
0.1214,NO
0.2203,NO
0.2203,NO
0.2203,NO
0.153,NO
0.2337,YES
0.153,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.1629,NO
0.2192,NO
0.3025,NO
0.1214,NO
1.0,YES
0.2714,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.2156,NO
0.172,NO
0.47700000000000004,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.47700000000000004,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.2742,NO
0.47700000000000004,YES
0.3359,NO
0.3483,YES
0.1768,NO
0.0475,NO
0.2475,YES
0.3605,YES
0.3605,YES
0.32899999999999996,YES
0.1233,NO
0.1768,NO
0.3174,YES
0.2328,NO
0.3605,YES
0.33,NO
0.2585,NO
0.2585,NO
0.2585,NO
0.1768,NO
1.0,YES
0.1768,NO
1.0,YES
0.1768,NO
1.0,YES
0.33,NO
0.2111,NO
0.2935,NO
0.1155,NO
0.32899999999999996,YES
0.33,NO
0.3605,YES
0.1636,NO
0.1646,NO
1.0,YES
0.1762,NO
0.1649,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.2147,NO
1.0,YES
0.2147,NO
0.2244,NO
0.1848,NO
0.171,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
1.0,YES
0.3584,NO
1.0,YES
0.1468,NO
0.0854,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1306,NO
0.0854,NO
0.2465,YES
0.1475,NO
1.0,YES
0.1027,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0836,NO
1.0,YES
0.1481,NO
1.0,YES
0.1629,NO
0.2519,NO
0.1488,NO
0.1027,NO
0.2732,YES
0.2113,NO
1.0,YES
1.0,YES
1.0,YES
0.3634,NO
0.1955,NO
0.1955,NO
0.1636,NO
0.35200000000000004,YES
1.0,YES
0.1404,NO
0.149,NO
0.1955,NO
0.149,NO
0.2131,NO
0.16,NO
0.1446,NO
1.0,YES
0.095,NO
0.3626,YES
0.1009,NO
0.3626,YES
0.0836,NO
0.149,NO
0.149,NO
0.149,NO
0.149,NO
0.2177,NO
0.1665,NO
0.1955,NO
0.1523,NO
0.0672,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1924,NO
0.0677,NO
1.0,YES
0.1763,NO
1.0,YES
0.1763,NO
0.3042,NO
0.1867,NO
0.23600000000000002,NO
0.084,NO
0.2337,YES
0.132,NO
0.3002,YES
0.1481,NO
0.2157,YES
0.1629,NO
0.2192,NO
0.3023,NO
0.1763,NO
1.0,YES
0.2714,NO
1.0,YES
0.1523,NO
0.1494,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2192,NO
0.1467,NO
1.0,YES
0.3049,NO
1.0,YES
0.3049,NO
0.2277,NO
0.1848,NO
0.1744,NO
0.1494,NO
0.2337,YES
0.1494,NO
0.2829,YES
0.1968,NO
0.2157,YES
0.3049,NO
0.3049,NO
0.3049,NO
0.3049,NO
1.0,YES
0.2714,NO
1.0,YES
0.17,NO
0.1099,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2904,NO
1.0,YES
0.2904,NO
0.2149,NO
0.1848,NO
0.1085,NO
0.2034,NO
0.2337,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.2904,NO
0.2904,NO
0.3619,NO
0.2904,NO
1.0,YES
0.3259,NO
1.0,YES
0.17,NO
0.0802,NO
1.0,YES
0.3077,YES
0.3077,YES
1.0,YES
0.147,NO
0.0672,NO
0.5229,YES
0.1664,NO
1.0,YES
0.1664,NO
0.2859,NO
0.1263,NO
0.1497,NO
0.1047,NO
0.1919,YES
0.1016,NO
0.3066,YES
0.0639,NO
0.2147,YES
0.1277,NO
0.1285,NO
0.3135,NO
0.1664,NO
1.0,YES
0.2369,NO
1.0,YES
0.1468,NO
0.1202,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1306,NO
0.1018,NO
0.2465,YES
0.1971,NO
1.0,YES
0.145,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1629,NO
0.2519,NO
0.1611,NO
0.1018,NO
0.2732,YES
0.2113,NO
1.0,YES
0.1201,NO
0.10300000000000001,NO
0.2728,YES
1.0,YES
1.0,YES
0.2728,YES
0.0981,NO
0.0969,NO
0.2917,YES
0.1836,NO
0.3313,YES
0.1342,NO
0.1448,NO
0.1068,NO
0.1068,NO
0.1825,NO
1.0,YES
0.1772,NO
0.5728,YES
0.0969,NO
1.0,YES
0.1677,NO
0.1461,NO
0.2985,NO
0.1348,NO
0.2728,YES
0.2298,NO
0.3313,YES
0.1243,NO
0.1233,NO
0.1653,NO
0.2108,NO
0.14800000000000002,NO
0.1653,NO
0.0963,NO
0.1243,NO
0.2592,NO
0.1291,NO
0.147,NO
0.1052,NO
0.4225,YES
0.3842,YES
0.4103,YES
0.1243,NO
0.1191,NO
0.1243,NO
0.14800000000000002,NO
0.1551,NO
0.1191,NO
0.0463,NO
0.0745,NO
0.1014,NO
0.0541,NO
0.1685,NO
0.1443,NO
0.2105,NO
0.4232,YES
1.0,YES
0.2752,NO
0.1653,NO
0.1222,NO
0.1097,NO
0.32899999999999996,YES
0.3686,YES
0.0968,NO
0.1519,NO
0.0543,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
1.0,YES
0.1222,NO
1.0,YES
0.1137,NO
0.3735,YES
0.1222,NO
0.1163,NO
0.0865,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.0889,NO
0.0894,NO
0.1468,NO
0.1025,NO
