50Traced_NONETRACED_SUM_RAW_VSM_35_MEDIAN,Associated
0.3248,NO
0.0753,NO
0.4914,NO
0.8797,NO
0.6627,NO
0.3283,NO
0.4846,NO
0.2202,NO
0.44799999999999995,NO
1.7901,YES
0.6013,NO
2.6584,YES
0.3187,NO
0.4049,NO
0.2409,NO
0.205,NO
0.4771,NO
0.1858,NO
0.3976,NO
0.2278,NO
0.6607,NO
1.8682,YES
2.3086,YES
2.5928,YES
1.5032,YES
0.4276,NO
1.7713,YES
0.2559,NO
1.6924,YES
1.2011,YES
0.4213,NO
0.2578,NO
0.1794,NO
0.4078,NO
1.5693,YES
2.0762,YES
0.4427,NO
0.3382,NO
0.4878,NO
0.3936,NO
0.5026,NO
0.4808,NO
0.3841,NO
1.56,YES
0.3362,NO
1.6206,YES
0.1671,NO
2.1977,YES
0.2634,NO
0.2173,NO
0.5546,NO
0.4548,NO
0.2209,NO
0.4651,NO
0.41,NO
0.4161,NO
0.5349,NO
0.2718,NO
0.6944,NO
0.6986,NO
0.6862,NO
0.5005,NO
0.5408,NO
0.3432,NO
0.4397,NO
2.1057,YES
0.9008,NO
2.9418,YES
0.2054,NO
0.3806,NO
0.2136,NO
0.1919,NO
0.5221,NO
0.3538,NO
0.3548,NO
0.3541,NO
0.6121,NO
2.1874,YES
2.4796,YES
2.6972,YES
1.8304,YES
0.6973,NO
2.1105,YES
0.3529,NO
1.3609,YES
1.2357,YES
0.6968,NO
0.2757,NO
0.3767,NO
0.5589999999999999,NO
0.8216,YES
1.2736,YES
0.6848,NO
0.3791,NO
0.3959,NO
0.41,NO
0.5816,NO
0.4707,NO
0.4731,NO
0.7919,YES
0.5061,NO
1.2901,YES
0.2309,NO
1.3822,YES
0.2744,NO
0.2271,NO
0.5269,NO
0.4514,NO
0.2763,NO
0.4769,NO
0.3823,NO
0.6523,NO
0.2124,NO
0.0811,NO
1.1218,YES
1.1818,YES
2.2592,YES
1.0991,YES
0.4292,NO
0.1067,NO
1.3562,YES
0.1395,NO
1.0174,YES
0.2744,NO
0.4737,NO
0.3358,NO
0.3373,NO
0.1916,NO
1.3614,YES
0.0567,NO
1.0863,YES
0.1417,NO
2.0454,YES
0.2059,NO
0.3605,NO
0.4074,NO
0.2948,NO
0.8599,YES
0.4523,NO
1.2394,YES
0.5578,NO
0.2994,NO
0.6446,NO
0.8114,NO
0.5936,NO
0.5994,NO
0.782,NO
0.3782,NO
0.6665,NO
2.23,YES
0.8225,NO
3.4301,YES
0.6506,NO
0.5896,NO
0.4675,NO
0.4084,NO
0.4959,NO
0.4077,NO
0.2354,NO
0.4595,NO
0.4125,NO
2.6687,YES
2.5585,YES
3.2425,YES
1.8675,YES
0.3993,NO
1.9141,YES
0.7807,NO
0.3985,NO
0.1406,NO
0.9472,YES
1.0859999999999999,YES
2.7212,YES
0.9939,YES
0.473,NO
