50Traced_NONETRACED_SUM_MULTI_VSM_13_MEDIAN,Associated
0.9745,NO
0.3655,NO
0.9415,NO
0.5681,NO
1.3134,NO
0.7616,NO
0.5932,NO
0.1951,NO
0.5513,NO
2.9349,YES
1.0671,NO
2.2585,YES
0.8401,NO
1.1445,NO
0.3385,NO
0.3781,NO
0.9489,NO
0.9285,NO
0.7216,NO
0.618,NO
0.8453,NO
2.6809,YES
3.8744,YES
3.4832,YES
3.1645,YES
0.9363,NO
2.2264,YES
1.0104,NO
2.4833,YES
1.2221,YES
1.2143,NO
1.1658,NO
1.1699,NO
1.1623,NO
1.6399,YES
2.0129,YES
1.1356,NO
0.5801,NO
1.0051,NO
0.7133,NO
0.9684,NO
1.0957,NO
0.297,NO
2.3942,YES
1.2365,NO
1.7753,YES
0.8979,NO
2.0516,YES
1.2378,NO
0.4067,NO
0.5967,NO
0.8477,NO
0.8415,NO
1.6463,NO
0.932,NO
1.1417,NO
1.172,NO
0.6882,NO
1.5059,NO
1.1445,NO
1.9916,NO
1.183,NO
0.9196,NO
0.4225,NO
0.738,NO
2.9767,YES
1.2137,NO
2.3512,YES
0.7303,NO
1.1801,NO
0.3076,NO
0.5919,NO
1.5719999999999998,NO
0.9127,NO
1.1378,NO
0.6709,NO
1.5563,NO
2.8636,YES
4.0461,YES
3.3968,YES
3.3179,YES
1.4409999999999998,NO
2.4093,YES
1.0551,NO
2.3921,YES
1.2275,YES
0.7718,NO
1.2144,NO
0.8202,NO
1.2223,NO
1.5907,YES
1.9557,YES
1.0767,NO
0.5984,NO
0.8287,NO
0.6416,NO
1.1604,NO
1.4306,NO
0.3206,NO
2.3462,YES
1.1091,NO
1.7648,YES
0.8909999999999999,NO
2.1025,YES
1.0414,NO
0.3128,NO
0.5842,NO
0.8818,NO
0.5835,NO
1.2911,NO
0.8157,NO
0.9473,NO
1.0538,NO
0.5038,NO
2.3752,YES
4.1534,YES
4.3028,YES
2.7849,YES
1.1422,NO
0.5396,NO
2.0104,YES
1.2964,NO
1.4427,YES
0.7856,NO
1.3030000000000002,NO
1.6642,NO
0.4647,NO
0.8181,NO
4.1963,YES
0.9493,NO
3.5962,YES
1.1225,NO
4.5899,YES
0.9981,NO
1.6014,NO
1.2544,NO
1.2848,NO
2.5144,YES
1.5914,NO
1.1622,YES
0.7515,NO
0.5415,NO
2.1232,NO
1.4951,NO
2.2187,NO
2.109,NO
0.5795,NO
0.1225,NO
1.5053,NO
3.0477,YES
1.7294,NO
2.2216,YES
1.0913,NO
1.6479,NO
0.5611,NO
0.1461,NO
1.8001,NO
0.8001,NO
1.2594,NO
0.6532,NO
1.9626,NO
2.9759,YES
4.0412,YES
3.6101,YES
3.2069,YES
1.9182,NO
2.4278,YES
1.4797,NO
0.5085,NO
0.3498,NO
1.1115,YES
3.1509,YES
3.2563,YES
1.8739,YES
0.6124,NO
0.1809,NO
1.1177,YES
1.2686,NO
0.7509999999999999,YES
0.7607,NO
1.2155,NO
1.6314,NO
0.5699,NO
0.3901,NO
3.2585,YES
0.4826,NO
2.8082,YES
0.46399999999999997,NO
3.3864,YES
0.9012,NO
1.6942,NO
1.2879,NO
1.105,NO
1.4112,YES
1.3412,NO
0.9226,YES
0.9131,NO
0.3983,NO
1.7048,NO
1.2294,NO
1.8627,NO
1.7372,NO
0.953,NO
0.2705,NO
1.327,NO
2.5285,YES
1.6561,NO
2.1339,YES
1.7021,NO
1.9002,NO
0.6468,NO
0.4761,NO
1.935,NO
0.8767,NO
1.5701,NO
0.9615,NO
1.7096,NO
2.1519999999999997,YES
3.3801,YES
3.1667,YES
2.6737,YES
2.0054,NO
2.2427,YES
1.5955,NO
1.0845,NO
0.3944,NO
1.9283,NO
1.3467,NO
1.9173,NO
1.839,NO
0.7855,NO
0.1745,NO
1.5179,NO
2.6982,YES
2.1287,NO
2.0662,YES
0.7869,NO
1.1021,NO
0.1169,NO
0.3459,NO
1.4397,NO
0.7564,NO
1.6033,NO
0.4939,NO
1.8083,NO
2.5212,YES
3.5827,YES
3.2952,YES
2.9857,YES
2.2702,NO
2.79,YES
1.4603,NO
1.0753,NO
0.6656,NO
1.5355,NO
0.9279,NO
1.8036,NO
1.399,NO
0.8035,NO
0.3599,NO
0.8640000000000001,NO
2.4848,YES
1.31,NO
2.2552,YES
1.2633,NO
1.4497,NO
0.5385,NO
0.4858,NO
1.4197,NO
0.7605,NO
1.1811,NO
0.5729,NO
1.4336,NO
2.4906,YES
3.4234,YES
3.0921,YES
3.0043,YES
1.5899,NO
2.3084,YES
1.3599,NO
1.0727,NO
0.6377,NO
1.1718,NO
1.0269,NO
1.5816,NO
1.2157,NO
0.6315,NO
0.4762,NO
0.7375,NO
2.4565,YES
0.8935,NO
1.7366,YES
0.6235,NO
1.1914,NO
0.2813,NO
0.6085,NO
1.095,NO
0.865,NO
0.8296,NO
0.6492,NO
1.1255,NO
2.3179,YES
2.9798,YES
2.6566,YES
2.3864,YES
1.1427,NO
1.8105,YES
0.8013,NO
1.2571,NO
0.7174,NO
4.5741,YES
1.6916,YES
2.5695,YES
4.6229,YES
1.2579,NO
0.5766,NO
4.1713,YES
0.7622,NO
4.56,YES
1.1226,NO
1.7314,NO
1.6572,NO
0.2335,NO
0.4977,NO
2.042,YES
0.6813,NO
2.2694,YES
0.9620000000000001,NO
3.3125,YES
1.3032,NO
1.5275,NO
2.1116,NO
1.5046,NO
5.3968,YES
2.1685,NO
3.6025,YES
0.2333,NO
0.3169,NO
2.8476,YES
0.5209,NO
0.8390000000000001,NO
3.2744,YES
0.1827,NO
