50Traced_NONETRACED_SUM_RAW_LSA_80_MAX,Associated
0.413,NO
0.3841,NO
0.6903,NO
0.2801,NO
0.6051,NO
0.3854,NO
0.4912,NO
0.3032,NO
0.7686,NO
1.5572,YES
0.6892,NO
0.5086,YES
0.3932,NO
0.2702,NO
0.2223,NO
0.2581,NO
0.2849,NO
0.3339,NO
0.4236,NO
0.2179,NO
0.4458,NO
1.5539,YES
1.5687,YES
1.5557,YES
0.6591,YES
0.5198,NO
1.6129,YES
0.8015,NO
1.0807,YES
1.5627,YES
0.4954,NO
0.257,NO
0.3471,NO
0.5025,NO
0.6859999999999999,YES
1.1098,YES
0.5687,NO
0.2568,NO
0.578,NO
0.1511,NO
0.2763,NO
0.1526,NO
0.1551,NO
0.3511,YES
0.1358,NO
1.5909,YES
0.2466,NO
0.4449,YES
0.3615,NO
0.2457,NO
0.2517,NO
0.2367,NO
0.1336,NO
0.6833,NO
0.4581,NO
0.7776,NO
0.3117,NO
0.1564,NO
0.6704,NO
0.2865,NO
0.5685,NO
0.4986,NO
0.3776,NO
0.2071,NO
0.8365,NO
1.8712,YES
0.94,NO
0.5277,YES
0.4169,NO
0.2625,NO
0.2136,NO
0.2239,NO
0.2673,NO
0.1886,NO
0.5142,NO
0.1755,NO
0.4024,NO
1.5669,YES
1.8769,YES
2.3792,YES
1.3642,YES
0.4039,NO
1.1801,YES
0.8824,NO
2.1776,YES
2.202,YES
0.3356,NO
0.2002,NO
0.2651,NO
0.2222,NO
1.3204,YES
0.5807,YES
0.2235,NO
0.3183,NO
0.1364,NO
0.1504,NO
0.4789,NO
0.3471,NO
0.2931,NO
0.585,YES
0.1477,NO
2.1988,YES
0.1169,NO
0.5901,YES
0.063,NO
0.3427,NO
0.28800000000000003,NO
0.33399999999999996,NO
0.2316,NO
0.4085,NO
0.4472,NO
0.3304,NO
0.2868,NO
0.0715,NO
0.7033,YES
2.041,YES
2.8918,YES
0.5445,YES
0.3028,NO
0.1127,NO
1.17,YES
0.5177,NO
1.1208,YES
0.1927,NO
0.4541,NO
0.4074,NO
0.1934,NO
0.0978,NO
2.3606,YES
0.1804,NO
2.1514,YES
0.1417,NO
1.2033,YES
0.3086,NO
0.2605,NO
0.4198,NO
0.3396,NO
0.7289,YES
0.6558,NO
1.2284,YES
0.4499,NO
0.3975,NO
0.3806,NO
0.2582,NO
0.5681,NO
0.318,NO
0.4457,NO
0.2954,NO
0.5498,NO
1.2537,YES
0.555,NO
0.3727,YES
0.2917,NO
0.1756,NO
0.1689,NO
0.2168,NO
0.3356,NO
0.4428,NO
0.4459,NO
0.2034,NO
0.4077,NO
1.1455,YES
0.9739,YES
1.1944,YES
0.7782,YES
0.5603,NO
0.9704,YES
0.7572,NO
0.5625,NO
0.3094,NO
0.6657,YES
1.2995,YES
2.6581,YES
0.7067,YES
0.5820000000000001,NO
0.2478,NO
1.483,YES
0.8687,NO
1.5101,YES
0.3764,NO
0.3432,NO
0.2865,NO
0.2375,NO
0.1709,NO
1.6480000000000001,YES
0.3916,NO
1.9047,YES
0.142,NO
1.571,YES
0.7476,NO
0.7038,NO
0.9423,NO
0.5792,NO
0.6302,YES
0.8935,NO
1.4915,YES
0.754,NO
0.6429,NO
0.9837,NO
0.3069,NO
0.3904,NO
0.6873,NO
0.59,NO
0.4699,NO
0.8892,NO
2.1244,YES
0.9831,NO
0.6167,YES
0.8297,NO
0.3937,NO
0.4438,NO
0.4153,NO
0.2018,NO
0.6812,NO
0.4316,NO
0.2466,NO
0.2383,NO
2.083,YES
2.1099,YES
2.6246,YES
1.5171,YES
0.5132,NO
1.3972,YES
0.9284,NO
0.284,NO
0.1945,NO
0.8785,NO
0.3391,NO
0.5113,NO
0.5361,NO
0.413,NO
0.2544,NO
0.9093,NO
2.4752,YES
0.7662,NO
0.6796,YES
0.6037,NO
0.2517,NO
0.1721,NO
0.2524,NO
0.3801,NO
0.2143,NO
0.3808,NO
0.1812,NO
0.2928,NO
2.1501,YES
2.029,YES
2.4807,YES
1.5575,YES
0.3818,NO
1.8399,YES
0.8206,NO
0.4722,NO
0.2453,NO
0.5303,NO
0.2342,NO
0.2051,NO
0.3351,NO
0.2518,NO
0.2257,NO
0.4454,NO
1.9657,YES
0.4499,NO
0.5142,YES
0.6571,NO
0.2477,NO
0.3412,NO
0.2611,NO
0.1415,NO
0.3156,NO
0.2336,NO
0.1912,NO
0.14,NO
1.9449,YES
1.4041,YES
1.8707,YES
1.3751,YES
0.5431,NO
1.1258,YES
0.7261,NO
0.4865,NO
0.4667,NO
0.5437,NO
0.2886,NO
0.2196,NO
0.2782,NO
0.4601,NO
0.3166,NO
0.4743,NO
1.3172,YES
0.4937,NO
0.4096,YES
0.4275,NO
0.2687,NO
0.2045,NO
0.2854,NO
0.1035,NO
0.4593,NO
0.21899999999999997,NO
0.1768,NO
0.1518,NO
1.2323,YES
1.5607,YES
1.7472,YES
0.8496,YES
0.3002,NO
1.0367,YES
0.4609,NO
0.4427,NO
0.2147,NO
2.3744,YES
0.6398,YES
0.7159,YES
2.3432,YES
0.5354,NO
0.2209,NO
2.4939,YES
0.4034,NO
2.5079,YES
0.1511,NO
0.5838,NO
0.2078,NO
0.2289,NO
0.1109,NO
0.513,YES
0.3956,NO
0.5636,YES
0.2129,NO
0.8575,YES
0.2899,NO
0.4552,NO
0.773,NO
0.2291,NO
2.707,YES
0.7704,NO
3.9835,YES
0.2541,NO
0.1859,NO
1.6563,YES
0.2958,NO
0.4401,NO
1.3169,YES
0.2214,NO
0.2682,NO
1.7158,YES
0.3316,NO
1.7599,YES
0.179,NO
0.6841,NO
0.3501,NO
0.4695,NO
0.171,NO
0.2534,NO
0.2902,NO
0.3673,NO
0.1451,NO
0.466,NO
0.2674,NO
0.7234,NO
0.8066,NO
0.2618,NO
0.9087,YES
0.6412,NO
2.0292,YES
0.7835,NO
0.5185,NO
1.3730000000000002,YES
2.2556,YES
3.0722,YES
1.4957,YES
0.8320000000000001,NO
0.2747,NO
2.2295,YES
1.273,NO
2.2093,YES
0.4291,NO
0.8276,NO
0.6589,NO
0.6463,NO
0.336,NO
1.5373,YES
0.6565,NO
2.8810000000000002,YES
0.1718,NO
2.0338,YES
1.0625,NO
1.0986,NO
1.3778,NO
0.7963,NO
1.3356,YES
1.276,NO
2.4285,YES
0.2061,NO
0.1646,NO
0.9086,YES
0.6118,NO
0.5736,NO
1.2691,YES
0.3549,NO
0.153,NO
1.0407,YES
0.3441,NO
1.3803,YES
0.1456,NO
0.2244,NO
0.1542,NO
0.1309,NO
0.1775,NO
0.3544,NO
0.1804,NO
0.6457,NO
0.0902,NO
0.3766,NO
0.4059,NO
0.4374,NO
0.7882,NO
0.21600000000000003,NO
0.7789,YES
0.4756,NO
1.1768,YES
0.5149,NO
0.2489,NO
0.4741,YES
1.3075,YES
2.6252,YES
0.4875,YES
0.4684,NO
0.1255,NO
1.3612,YES
0.3547,NO
1.1799,YES
0.2467,NO
0.2648,NO
0.3065,NO
0.2059,NO
0.1381,NO
1.7544,YES
0.3501,NO
2.5505,YES
0.1347,NO
1.7366,YES
0.1493,NO
0.3298,NO
0.4465,NO
0.2885,NO
0.5632,YES
0.5383,NO
1.2881,YES
2.274,YES
2.3997,YES
0.6432,NO
0.2776,NO
0.3206,NO
0.499,NO
1.3906,YES
0.7728,YES
0.595,NO
0.4498,NO
0.4849,NO
0.1794,NO
0.5329,NO
0.3972,NO
0.3502,NO
0.6321,YES
0.1969,NO
2.4099,YES
0.3096,NO
0.6486,YES
0.1775,NO
0.3561,NO
0.3937,NO
0.568,NO
0.3852,NO
0.5484,NO
0.5412,NO
0.6755,NO
0.7444,NO
0.4071,NO
3.5792,YES
1.3376,YES
1.8348,YES
3.2207,YES
0.941,NO
0.3815,NO
4.3041,YES
0.6329,NO
4.2599,YES
0.2785,NO
0.8785,NO
0.5725,NO
0.6632,NO
0.2327,NO
0.9304,YES
0.5670000000000001,NO
1.7502,YES
0.1155,NO
1.9016,YES
0.602,NO
0.9328,NO
1.5001,NO
0.5198,NO
2.7319999999999998,YES
1.2448,NO
5.228,YES
0.6813,NO
0.3627,NO
3.4185,YES
1.0472,YES
1.5433,YES
3.3933,YES
0.8973,NO
0.2925,NO
4.1864,YES
0.3951,NO
4.1096,YES
0.18899999999999997,NO
0.7282,NO
0.3649,NO
0.5086,NO
0.1078,NO
0.7965,YES
0.5933,NO
1.466,YES
0.2056,NO
1.7577,YES
0.2515,NO
0.5954,NO
1.262,NO
0.4038,NO
3.2504,YES
1.048,NO
5.6617,YES
0.3002,NO
0.3134,NO
2.6238,YES
0.8533,YES
0.8659,YES
2.0612,YES
0.5022,NO
0.2363,NO
2.8844,YES
0.4294,NO
2.3813,YES
0.1649,NO
0.3722,NO
0.1641,NO
0.1742,NO
0.2034,NO
0.6667,YES
0.4419,NO
0.8185,YES
0.1773,NO
0.9227,YES
0.3098,NO
0.3848,NO
0.8396,NO
0.4057,NO
1.5744,YES
0.8967,NO
3.3218,YES
0.3957,NO
0.1281,NO
2.7082,YES
0.9892,YES
1.5663,YES
2.1163,YES
0.5836,NO
0.2662,NO
3.4828,YES
0.2857,NO
3.4347,YES
0.1421,NO
0.3094,NO
0.4579,NO
0.1901,NO
0.1379,NO
0.7692,YES
0.2668,NO
1.5479,YES
0.0639,NO
1.6576,YES
0.2395,NO
0.5121,NO
0.8166,NO
0.2591,NO
2.2681,YES
0.8652,NO
4.3716,YES
0.3632,NO
0.2822,NO
0.4295,YES
2.7205,YES
3.4995,YES
0.4443,YES
0.4643,NO
0.2017,NO
0.8696,YES
0.8009,NO
0.7364,YES
0.267,NO
0.6395,NO
