50Traced_NONETRACED_SUM_MULTI_LSA_49_MAX,Associated
0.4473,NO
0.3552,NO
0.8231,NO
0.7354,NO
0.4918,NO
0.8188,NO
0.6206,NO
0.2488,NO
0.7406,NO
1.5031,YES
0.5942,NO
1.7819,YES
0.9429,NO
0.7966,NO
0.2616,NO
0.3613,NO
0.3906,NO
0.5093,NO
0.40299999999999997,NO
0.2179,NO
0.5773,NO
1.7532,YES
2.2036,YES
2.0357,YES
1.2624,YES
0.8953,NO
1.9,YES
0.745,NO
2.5639999999999996,YES
3.1577,YES
1.4117,NO
1.3556,NO
0.6619,NO
1.9452,NO
3.56,YES
2.5588,YES
1.6151,NO
0.6743,NO
1.4897,NO
0.5758,NO
0.6402,NO
0.7626,NO
0.1551,NO
1.5712,YES
1.1737,NO
2.4699,YES
0.7284,NO
2.356,YES
0.5645,NO
0.8524,NO
1.3225,NO
1.0071,NO
0.6635,NO
2.0018,NO
1.1421,NO
1.5524,NO
0.6228,NO
0.4055,NO
1.7811,NO
2.1037,NO
1.1026,NO
1.6329,NO
1.2904,NO
0.3959,NO
2.0885,NO
3.0495,YES
1.6218,NO
3.1608,YES
1.2708,NO
0.8199,NO
0.2136,NO
0.7997,NO
1.1434,NO
0.7785,NO
0.7482,NO
0.3155,NO
1.2435,NO
3.0979,YES
3.9385,YES
4.0221,YES
2.792,YES
1.6872,NO
3.6234,YES
1.6374,NO
1.6495,YES
2.4713,YES
0.8776,NO
1.2172,NO
0.777,NO
1.2175,NO
2.6575,YES
1.9811,YES
0.9890000000000001,NO
0.2442,NO
0.9670000000000001,NO
0.1037,NO
0.3358,NO
0.5339,NO
0.2075,NO
1.3044,YES
0.9839,NO
1.7495,YES
0.6386,NO
1.5332,YES
0.5901,NO
0.2751,NO
0.5228,NO
0.2611,NO
0.1248,NO
1.4533,NO
0.3561,NO
0.7816,NO
0.46399999999999997,NO
0.5314,NO
1.9547,YES
3.4814,YES
3.0583,YES
1.9774,YES
1.4197,NO
0.4386,NO
2.2994,YES
0.6501,NO
2.1327,YES
0.5093,NO
1.0263,NO
0.7922,NO
0.1944,NO
0.7119,NO
2.8396,YES
0.7525,NO
2.8361,YES
0.7081,NO
2.8433,YES
1.271,NO
1.2129,NO
0.8931,NO
0.2886,NO
2.4397,YES
0.6996,NO
1.9251,YES
0.875,NO
0.84,NO
1.035,NO
1.8066,NO
0.6668,NO
1.1292,NO
1.3162,NO
0.7511,NO
1.5105,NO
2.9221,YES
