50Traced_NONETRACED_SUM_MULTI_VSM_5_MEDIAN,Associated
0.6019,NO
0.4359,NO
0.15,NO
0.5455,NO
0.6242,NO
0.7473,NO
0.6209,NO
0.2158,NO
0.8404,NO
2.3629,YES
0.7386,NO
1.4937,YES
0.7262,NO
1.1329,NO
0.4767,NO
0.2507,NO
0.5086,NO
0.6036,NO
0.5926,NO
0.3573,NO
0.6095,NO
2.2998,YES
2.4591,YES
1.736,YES
1.5752,YES
1.0336,NO
2.4222,YES
0.6086,NO
1.5963,YES
0.9884,YES
0.6295,NO
0.6176,NO
0.5219,NO
0.7802,NO
1.2035,YES
1.1207,YES
1.1052,NO
0.7338,NO
0.5171,NO
0.645,NO
0.7756,NO
0.9577,NO
0.7064,NO
1.1375,YES
0.7139,NO
1.4509,YES
0.6387,NO
1.2043,YES
0.6829,NO
0.8535,NO
1.0199,NO
0.6629,NO
0.55,NO
0.8163,NO
1.1741,NO
0.8032,NO
1.2559,NO
0.4927,NO
1.464,NO
1.4034,NO
1.6876,NO
2.1338,NO
1.1231,NO
0.5836,NO
1.4937,NO
3.7263,YES
1.7591,NO
2.524,YES
1.0944,NO
1.5015,NO
0.2136,NO
0.5111,NO
1.7649,NO
1.0955,NO
1.7216,NO
0.7713,NO
1.9380000000000002,NO
3.451,YES
3.9275,YES
3.2225,YES
2.492,YES
2.2662,NO
4.1045,YES
1.6432,NO
2.8014,YES
1.8417,YES
1.1640000000000001,NO
0.9504,NO
0.6472,NO
1.3855,NO
2.3792,YES
1.9981,YES
1.2527,NO
0.7099,NO
0.9886,NO
0.7164,NO
0.8114,NO
0.8749,NO
0.4756,NO
1.6915,YES
0.9938,NO
2.4155,YES
0.9813,NO
2.0588,YES
1.1856,NO
0.9023,NO
1.0335,NO
0.8698,NO
0.528,NO
1.0407,NO
1.3932,NO
1.1521,NO
1.3840000000000001,NO
0.3588,NO
1.4668,YES
3.1881,YES
2.9565,YES
1.9828,YES
0.8858,NO
0.3449,NO
1.6019,YES
0.9595,NO
1.9985,YES
0.9397,NO
1.3076,NO
1.1293,NO
0.5245,NO
0.3593,NO
3.0616,YES
0.4408,NO
3.5894,YES
0.506,NO
3.6071,YES
0.8111,NO
