50Traced_NONETRACED_SUM_SINGLE_VSM_98_MEDIAN,Associated
0.3104,NO
0.1271,NO
0.223,NO
1.2789,NO
0.9136,NO
0.7394,NO
0.4869,NO
0.1913,NO
0.1689,NO
2.4159,YES
0.8931,NO
2.1784,YES
0.2495,NO
0.2231,NO
0.2223,NO
0.3227,NO
1.3208,NO
0.2355,NO
0.6906,NO
0.6357,NO
0.3368,NO
2.9388,YES
3.4213,YES
2.4657,YES
2.8995,YES
0.8767,NO
3.39,YES
0.6201,NO
2.4901,YES
1.6482,YES
1.4617,NO
1.0255,NO
0.8711,NO
1.4956,NO
1.9286,YES
1.5032,YES
1.3946,NO
0.5762,NO
1.5412,NO
0.713,NO
0.8297,NO
0.5972,NO
0.7290000000000001,NO
1.4744,YES
1.3642,NO
1.7161,YES
1.0922,NO
2.5774,YES
0.9914,NO
1.008,NO
1.1998,NO
0.9977,NO
0.8146,NO
1.5590000000000002,NO
1.5795,NO
1.6234,NO
0.3167,NO
0.3932,NO
0.9847,NO
1.1885,NO
0.9653,NO
1.4216,NO
0.616,NO
0.1514,NO
0.8819,NO
2.8838,YES
1.6514,NO
2.5413,YES
0.4833,NO
0.4211,NO
0.3744,NO
0.3074,NO
1.8383,NO
0.1792,NO
1.206,NO
0.5226,NO
0.5487,NO
3.4745,YES
3.658,YES
3.2021,YES
3.3058,YES
1.6972,NO
4.1756,YES
1.5683,NO
2.2829,YES
1.5703,YES
1.4459,NO
0.57,NO
0.7196,NO
1.6896,NO
1.9105,YES
1.2644,YES
1.6458,NO
0.2316,NO
1.6587,NO
0.2986,NO
1.0369,NO
0.9676,NO
1.0312,NO
1.3574,YES
1.2972,NO
1.4013,YES
0.6326,NO
2.2385,YES
0.705,NO
0.5929,NO
0.7759,NO
0.9877,NO
0.4635,NO
1.7016,NO
1.2690000000000001,NO
1.9183,NO
0.5043,NO
0.6068,NO
2.1423,YES
4.2827,YES
3.7129,YES
2.0349,YES
0.8822,NO
0.2383,NO
2.2716,YES
0.3368,NO
2.531,YES
0.7918,NO
1.2065,NO
0.9969,NO
1.2158,NO
0.4046,NO
4.9416,YES
0.2839,NO
4.3745,YES
0.6836,NO
4.8157,YES
0.9059999999999999,NO
1.3729,NO
0.9842,NO
0.6892,NO
2.1619,YES
1.4377,NO
1.9627,YES
0.4428,NO
0.4127,NO
0.7473,NO
1.177,NO
0.7138,NO
0.9151,NO
0.6093,NO
0.1335,NO
0.7098,NO
2.6061,YES
1.1764,NO
2.4009,YES
0.8141,NO
0.7683,NO
0.6939,NO
0.4927,NO
1.3401,NO
0.1887,NO
0.6921,NO
0.7051,NO
0.2619,NO
