50Traced_NONETRACED_MAX_SINGLE_LSA_9_MAX,Associated
0.2057,NO
0.2626,NO
0.1766,NO
0.3895,NO
0.1394,NO
0.6773,NO
0.4224,NO
0.2626,NO
0.2452,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3701,NO
0.3249,NO
0.5133,NO
0.2886,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.1872,NO
0.1872,NO
0.2853,NO
1.0,YES
1.0,YES
0.2447,NO
0.3066,NO
0.2853,NO
0.3066,NO
0.4183,NO
0.4183,NO
0.4183,NO
1.0,YES
0.1872,NO
1.0,YES
0.1897,NO
1.0,YES
0.1872,NO
0.3066,NO
0.2082,NO
0.3066,NO
0.3066,NO
0.2515,NO
0.3066,NO
0.2853,NO
0.2057,NO
0.1534,NO
0.1679,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.1016,NO
0.3063,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5133,NO
0.2886,NO
0.391,NO
0.1843,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.5415,NO
0.34299999999999997,NO
0.3006,NO
0.5415,NO
1.0,YES
1.0,YES
0.4748,NO
0.4197,NO
0.5415,NO
0.4069,NO
0.7376,NO
0.7376,NO
0.7376,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.4069,NO
0.4069,NO
0.4197,NO
0.4069,NO
0.5415,NO
0.4197,NO
0.5415,NO
0.1568,NO
0.2248,NO
0.5483,YES
1.0,YES
0.9815,YES
1.0,YES
0.1663,NO
0.1663,NO
1.0,YES
0.2963,NO
1.0,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.2187,NO
1.0,YES
0.3725,NO
0.4485,NO
0.5265,NO
0.1918,NO
0.7068,YES
0.3518,NO
1.0,YES
0.2057,NO
0.1996,NO
0.3573,NO
