50Traced_NONETRACED_SUM_MULTI_LSA_2_MEDIAN,Associated
0.7457,NO
0.0669,NO
0.9155,NO
0.6259,NO
0.4645,NO
1.1998,NO
0.9987,NO
0.1003,NO
1.3028,NO
2.0989,YES
0.9119,NO
1.6106,YES
0.8255,NO
0.49700000000000005,NO
0.3586,NO
0.384,NO
1.4629,NO
0.5093,NO
0.6487,NO
0.2179,NO
0.7584,NO
1.8711,YES
2.3975,YES
2.1543,YES
1.8216,YES
0.6774,NO
1.7128,YES
1.0099,NO
2.4003,YES
1.1031,YES
0.6289,NO
0.3544,NO
0.1588,NO
0.4573,NO
1.4895,YES
2.3398,YES
0.534,NO
0.5871,NO
0.3879,NO
0.3472,NO
0.3372,NO
0.7527,NO
0.1551,NO
2.1533,YES
0.2879,NO
1.5017,YES
0.1133,NO
1.6839,YES
0.2047,NO
0.4837,NO
0.8190000000000001,NO
0.5595,NO
0.4605,NO
0.4924,NO
0.3194,NO
0.2902,NO
1.5439,NO
0.4126,NO
1.0981,NO
1.1488,NO
0.5307,NO
1.8166,NO
1.7514,NO
0.7209,NO
1.7475,NO
3.1352,YES
1.3669,NO
2.4868,YES
0.7638,NO
0.8599,NO
0.3239,NO
1.1409,NO
2.0475,NO
1.0484,NO
0.8757,NO
0.4774,NO
0.8712,NO
2.9544,YES
3.6169,YES
3.2349,YES
2.5484,YES
1.2024,NO
2.8038,YES
1.6149,NO
1.4537,YES
0.6178,YES
1.1594,NO
0.5062,NO
0.3774,NO
0.8732,NO
1.1271,YES
1.1774,YES
1.2327,NO
0.6452,NO
0.7023,NO
0.5303,NO
0.7355,NO
0.867,NO
0.4434,NO
1.127,YES
0.6177,NO
0.871,YES
0.3262,NO
0.8574,YES
0.4793,NO
0.3856,NO
0.701,NO
0.8398,NO
0.534,NO
0.7981,NO
0.7443,NO
1.0063,NO
0.5256,NO
0.1965,NO
2.1179,YES
3.2459,YES
2.9625,YES
1.9336,YES
1.8453,NO
0.1508,NO
3.2201,YES
0.8851,NO
2.1167,YES
0.7565,NO
1.6966,NO
1.483,NO
0.9733,NO
0.5676,NO
4.151,YES
0.525,NO
3.3937,YES
0.4682,NO
4.5863,YES
0.6970000000000001,NO
1.2588,NO
1.2202,NO
0.6605,NO
3.0632,YES
1.5645,NO
2.5201,YES
0.8561,NO
0.0732,NO
1.4969999999999999,NO
1.5724,NO
1.0746,NO
1.8062,NO
1.2547,NO
0.2336,NO
2.3069,NO
2.8634,YES
1.6022,NO
2.7497,YES
0.9785,NO
0.7758,NO
0.5584,NO
0.6936,NO
2.5078,NO
0.7154,NO
0.8668,NO
0.4686,NO
1.1597,NO
2.7358,YES
3.4010000000000002,YES
3.1317,YES
2.8122,YES
1.3916,NO
2.8324,YES
2.1859,NO
0.3841,NO
0.0774,NO
0.8490000000000001,YES
2.7955,YES
2.4238,YES
1.0106,YES
1.3885,NO
0.1331,NO
1.8238,YES
0.9946,NO
1.0781,YES
0.5605,NO
0.8958,NO
0.6589,NO
0.5909,NO
0.5045,NO
3.497,YES
0.4158,NO
