50Traced_NONETRACED_SUM_SINGLE_LSA_47_MEDIAN,Associated
0.7719,NO
0.7728,NO
0.7866,NO
1.0275,NO
0.5457,NO
1.0294,NO
1.1405,NO
0.4728,NO
0.418,NO
3.2456,YES
0.9775,NO
2.7482,YES
0.6287,NO
0.9096,NO
0.5966,NO
0.4405,NO
0.7685,NO
1.0583,NO
0.1709,NO
1.0042,NO
1.1172,NO
2.7426,YES
3.1972,YES
2.6011,YES
3.1997,YES
0.634,NO
1.5606,YES
0.4662,NO
2.5007,YES
1.2991,YES
1.3019999999999998,NO
0.695,NO
0.8542,NO
1.2175,NO
2.6125,YES
1.4023,YES
0.8941,NO
0.3805,NO
1.0325,NO
0.4488,NO
1.0772,NO
1.2711,NO
1.1775,NO
1.4018,YES
1.1239,NO
2.512,YES
0.6344,NO
2.5463,YES
0.9036,NO
0.4208,NO
0.5012,NO
0.7653,NO
0.4047,NO
0.9669,NO
0.7716,NO
1.011,NO
0.5005,NO
0.8197,NO
1.1225,NO
1.7133,NO
1.3654,NO
1.6059999999999999,NO
0.9796,NO
0.3479,NO
0.767,NO
3.2108,YES
1.421,NO
2.8694,YES
0.5237,NO
0.6457,NO
0.505,NO
0.4033,NO
1.568,NO
0.7594,NO
0.9138,NO
0.6147,NO
1.676,NO
2.8209,YES
3.2242,YES
2.7298,YES
3.1246,YES
0.8072,NO
1.7595,YES
0.8229,NO
2.9528,YES
1.7294,YES
1.8188,NO
1.5584,NO
1.645,NO
2.3422,NO
2.8048,YES
1.8341,YES
1.6029,NO
1.5557,NO
1.7265,NO
1.8804,NO
1.1303,NO
1.2444,NO
1.1518,NO
1.6505,YES
1.6204,NO
2.8137,YES
1.124,NO
2.9554,YES
1.5678,NO
1.2912,NO
1.5722,NO
1.6913,NO
1.5305,NO
1.893,NO
1.3354,NO
1.6640000000000001,NO
0.2474,NO
0.6073,NO
2.2742,YES
4.7153,YES
4.3774,YES
2.4887,YES
1.0853,NO
0.4632,NO
2.3637,YES
0.24100000000000002,NO
2.8684,YES
0.5396,NO
1.0478,NO
0.7495,NO
1.1992,NO
0.2359,NO
4.837,YES
0.4094,NO
4.2985,YES
0.6458,NO
3.915,YES
0.4636,NO
0.6861,NO
0.8011,NO
0.4556,NO
2.3055,YES
0.9984,NO
2.4542,YES
0.5028,NO
0.7025,NO
1.5779,NO
1.818,NO
1.4665,NO
2.1664,NO
0.7937,NO
0.6297,NO
0.9724,NO
3.6203,YES
1.9212,NO
3.2769999999999997,YES
0.7284,NO
0.8357,NO
0.5855,NO
0.2401,NO
1.864,NO
0.8293,NO
0.7753,NO
0.8919,NO
1.9877,NO
2.9829,YES
3.6284,YES
3.1839999999999997,YES
3.4326,YES
1.2675,NO
2.0919,YES
1.0316,NO
0.4125,NO
0.7923,NO
1.4974,YES
5.1198,YES
4.395,YES
1.709,YES
1.2937,NO
0.4748,NO
1.4164,YES
2.1861,NO
1.944,YES
2.2575,NO
0.3269,NO
0.5093,NO
0.6999,NO
0.3499,NO
4.6693,YES
0.6274,NO
4.0444,YES
0.5565,NO
4.2182,YES
1.9704,NO
2.4279,NO
2.1205,NO
2.1527,NO
1.4081,YES
1.1912,NO
1.4335,YES
0.5578,NO
0.7070000000000001,NO
1.4809,NO
1.0141,NO
1.0205,NO
2.0746,NO
0.5321,NO
