50Traced_NONETRACED_SUM_RAW_LSA_25_MEDIAN,Associated
0.2859,NO
0.2756,NO
0.5436,NO
0.5508,NO
0.4955,NO
0.5373,NO
0.3439,NO
0.226,NO
0.4697,NO
2.2942,YES
0.37200000000000005,NO
1.5736,YES
0.3373,NO
0.5832,NO
0.2223,NO
0.3647,NO
0.7308,NO
0.34,NO
0.3923,NO
0.2538,NO
0.5711,NO
1.4778,YES
1.7014,YES
0.7509,YES
0.7808,YES
0.271,NO
0.6649,YES
0.4689,NO
1.2814,YES
1.062,YES
0.5522,NO
0.2975,NO
0.2793,NO
0.5554,NO
1.2583,YES
0.2944,YES
0.4734,NO
0.294,NO
0.3984,NO
0.3251,NO
0.3665,NO
0.4028,NO
0.2069,NO
1.2559,YES
0.2567,NO
1.3005,YES
0.1598,NO
1.2802,YES
0.27899999999999997,NO
0.3308,NO
0.2073,NO
0.3373,NO
0.2653,NO
0.3164,NO
0.4229,NO
0.4716,NO
0.1659,NO
0.1845,NO
0.9255,NO
0.5511,NO
0.3241,NO
1.1631,NO
0.2276,NO
0.1425,NO
0.9568,NO
3.2854,YES
0.688,NO
2.7225,YES
0.4782,NO
0.532,NO
0.2136,NO
0.3313,NO
0.5536,NO
0.2403,NO
0.1947,NO
0.1828,NO
0.4077,NO
2.4754,YES
2.1339,YES
1.7469999999999999,YES
1.9811,YES
0.599,NO
1.6596,YES
0.7290000000000001,NO
1.2586,YES
1.0696,YES
0.3945,NO
0.3599,NO
0.2795,NO
0.275,NO
1.2971,YES
0.3136,YES
0.2764,NO
0.2398,NO
0.1576,NO
0.3137,NO
0.3673,NO
0.3863,NO
0.2201,NO
1.2485,YES
0.3344,NO
1.2848,YES
0.1336,NO
1.2552,YES
0.1937,NO
0.1251,NO
0.2773,NO
0.1642,NO
0.1506,NO
0.2201,NO
0.23199999999999998,NO
0.3055,NO
0.2071,NO
0.1434,NO
0.6999,YES
3.0478,YES
3.0474,YES
1.0442,YES
0.1291,NO
0.1252,NO
0.4859,YES
0.5074,NO
0.6851,YES
0.3435,NO
0.2165,NO
0.5359,NO
0.1934,NO
0.2033,NO
2.5011,YES
0.1745,NO
1.4727,YES
0.1417,NO
1.7495,YES
0.3134,NO
0.5783,NO
0.4861,NO
0.2576,NO
0.4179,YES
0.322,NO
0.7789,YES
0.5541,NO
0.3593,NO
0.8793,NO
0.8096,NO
0.5592,NO
1.2935,NO
0.6013,NO
0.314,NO
0.9222,NO
2.9626,YES
0.6666,NO
2.7381,YES
0.552,NO
0.504,NO
0.2042,NO
0.6437,NO
0.6442,NO
0.5565,NO
0.2769,NO
0.4832,NO
0.4237,NO
2.5348,YES
1.8262,YES
1.8848,YES
2.3262,YES
0.5568,NO
1.761,YES
0.6834,NO
0.2503,NO
0.2058,NO
0.7801,YES
2.9908,YES
2.9307,YES
1.0004,YES
0.2838,NO
0.2297,NO
0.7204,YES
0.6884,NO
0.9255,YES
0.7185,NO
0.5853,NO
0.6968,NO
0.4704,NO
0.2788,NO
2.5699,YES
0.2265,NO
1.3652,YES
0.142,NO
1.7661,YES
0.4389,NO
0.8544,NO
0.5952,NO
0.5839,NO
0.5532,YES
0.45399999999999996,NO
0.8951,YES
0.3152,NO
0.2715,NO
0.9854,NO
0.8,NO
0.5668,NO
1.4693,NO
0.3904,NO
0.1877,NO
1.3264,NO
2.7346,YES
0.9854,NO
3.1266,YES
0.8661,NO
0.5211,NO
0.5094,NO
0.5144,NO
0.637,NO
0.2811,NO
0.3453,NO
0.3212,NO
0.4219,NO
1.9277,YES
2.0523,YES
1.7698,YES
2.3996,YES
1.0025,NO
1.7648,YES
0.9597,NO
0.1329,NO
0.1897,NO
1.095,NO
0.3202,NO
0.1436,NO
1.2824,NO
0.2423,NO
0.1517,NO
1.2272,NO
2.6581,YES
1.0236,NO
2.6022,YES
0.4009,NO
0.3922,NO
0.1105,NO
0.3234,NO
0.3914,NO
0.1838,NO
0.31,NO
0.1857,NO
0.3365,NO
1.8582,YES
1.8059,YES
1.5651,YES
1.8869999999999998,YES
0.9296,NO
1.6261,YES
0.7767,NO
0.1439,NO
0.16699999999999998,NO
0.9822,NO
0.8161,NO
0.5697,NO
1.4817,NO
0.2052,NO
0.1204,NO
1.2326,NO
2.7175,YES
0.9437,NO
2.0255,YES
0.3147,NO
0.4062,NO
0.2007,NO
0.1611,NO
0.6936,NO
0.1754,NO
0.3065,NO
0.1912,NO
0.4901,NO
2.3348,YES
1.5358,YES
1.6716,YES
1.6989,YES
0.8675,NO
1.6511,YES
0.9161,NO
0.0727,NO
0.0714,NO
0.3579,NO
0.3868,NO
0.3026,NO
0.3394,NO
0.0703,NO
0.0532,NO
0.3294,NO
1.3483,YES
0.3152,NO
1.1573,YES
0.2118,NO
0.2239,NO
