50Traced_NONETRACED_SUM_SINGLE_LSA_27_MEDIAN,Associated
0.5136,NO
0.48,NO
0.6809,NO
1.483,NO
0.601,NO
0.812,NO
0.5447,NO
0.4751,NO
0.5646,NO
2.0368,YES
0.6462,NO
2.0964,YES
0.43,NO
0.4828,NO
0.612,NO
0.4804,NO
1.1862,NO
0.2816,NO
0.8395,NO
0.7422,NO
0.5191,NO
2.1622,YES
2.6719,YES
1.7624,YES
2.7289999999999996,YES
0.907,NO
1.0584,YES
0.7881,NO
0.9657,YES
1.4853,YES
0.6855,NO
0.528,NO
0.282,NO
0.6359,NO
1.5339,YES
0.8731,YES
0.6658,NO
0.3085,NO
0.6502,NO
0.4386,NO
0.2901,NO
0.1702,NO
0.1676,NO
1.4853,YES
0.413,NO
1.0172,YES
0.4326,NO
1.7719,YES
0.2715,NO
0.6275,NO
0.7448,NO
0.7306,NO
0.5532,NO
0.7804,NO
0.5824,NO
0.6698,NO
0.3354,NO
0.7216,NO
0.5367,NO
1.6989,NO
0.8302,NO
0.8583,NO
0.363,NO
0.3405,NO
0.6349,NO
2.7639,YES
0.7618,NO
3.1073,YES
0.4002,NO
0.6919,NO
0.6937,NO
0.6137,NO
1.7233,NO
0.1268,NO
1.4831,NO
0.4989,NO
0.6122,NO
3.2682,YES
3.7072,YES
2.7979,YES
3.7293,YES
1.1722,NO
1.8025,YES
0.8143,NO
1.453,YES
2.2545,YES
3.3093,NO
1.3869,NO
1.3176,NO
2.9051,NO
2.5381,YES
1.4461,YES
3.3811,NO
0.5629,NO
3.0251,NO
0.5782,NO
1.4391,NO
0.9229999999999999,NO
1.4471,NO
1.9668,YES
2.5004,NO
1.5319999999999998,YES
1.5052,NO
2.6733,YES
1.0629,NO
1.1859,NO
1.4551,NO
0.9951,NO
1.0121,NO
3.315,NO
0.9518,NO
3.012,NO
0.1459,NO
0.8194,NO
2.0944,YES
3.9759,YES
3.5766,YES
2.605,YES
0.9047,NO
0.2497,NO
