50Traced_NONETRACED_SUM_SINGLE_LSA_98_MAX,Associated
0.4562,NO
0.5344,NO
0.3935,NO
0.9366,NO
0.8106,NO
0.4973,NO
0.8556,NO
0.3049,NO
0.546,NO
1.8555,YES
0.5434,NO
1.5719,YES
0.2427,NO
0.4486,NO
0.2223,NO
0.672,NO
0.4613,NO
0.5124,NO
0.6848,NO
0.4827,NO
0.5736,NO
1.8189,YES
1.9369,YES
1.9109,YES
1.8623,YES
0.46,NO
1.0653,YES
0.6407,NO
1.8989,YES
1.4617,YES
0.7747,NO
0.5007,NO
0.494,NO
1.0208,NO
1.7073,YES
0.8294,YES
1.0612,NO
0.5011,NO
1.0901,NO
0.2828,NO
0.1797,NO
0.429,NO
0.1893,NO
1.5212,YES
0.5346,NO
1.7934,YES
0.4923,NO
1.8714,YES
0.4038,NO
0.4687,NO
0.6263,NO
0.7279,NO
0.4782,NO
0.8431,NO
0.8836,NO
1.1176,NO
0.2934,NO
0.4589,NO
0.8216,NO
1.8348,NO
1.7643,NO
0.9715,NO
0.9625,NO
0.3579,NO
0.9424,NO
3.5444,YES
1.1579,NO
2.6322,YES
0.205,NO
0.5305,NO
0.2136,NO
0.612,NO
0.9732,NO
0.2099,NO
1.6812,NO
0.38299999999999995,NO
1.1913,NO
3.4212,YES
3.59,YES
3.5660000000000003,YES
3.4924,YES
0.7209,NO
2.5528,YES
1.168,NO
2.6026,YES
2.248,YES
1.6787,NO
1.1294,NO
0.9183,NO
2.0277,NO
2.2996,YES
1.5974,YES
1.6045,NO
0.4751,NO
1.9395,NO
0.3097,NO
0.2289,NO
0.4906,NO
0.2594,NO
2.215,YES
1.3848,NO
2.5373,YES
1.1777,NO
2.5182,YES
0.9454,NO
0.4202,NO
0.8925,NO
1.1273,NO
0.4993,NO
1.7367,NO
1.1085,NO
1.4734,NO
0.524,NO
0.3705,NO
1.9697,YES
4.8543,YES
3.9758,YES
1.9371,YES
1.1026,NO
0.3139,NO
2.3748,YES
0.4155,NO
1.8582,YES
0.1691,NO
0.5789,NO
0.9629,NO
0.5798,NO
0.247,NO
4.5384,YES
0.4295,NO
4.4534,YES
0.8264,NO
4.476,YES
0.7877,NO
0.5233,NO
1.2389,NO
0.35,NO
1.4639,YES
0.9569,NO
2.2794,YES
0.6499,NO
0.8193,NO
1.0939,NO
1.8156,NO
1.7665,NO
1.5418,NO
1.3614,NO
0.532,NO
1.2943,NO
3.4035,YES
1.6285,NO
2.4166,YES
0.3952,NO
0.8607,NO
0.5093,NO
0.9382,NO
1.234,NO
0.5796,NO
1.6945,NO
0.8392,NO
1.2665,NO
3.1752,YES
3.4977,YES
3.6253,YES
3.3068,YES
1.1853,NO
2.7019,YES
1.5330000000000001,NO
0.6335,NO
0.6849,NO
1.6859,YES
4.9398,YES
4.3371,YES
1.8492,YES
1.4624,NO
0.4167,NO
2.2293,YES
2.509,NO
1.7633,YES
1.7948,NO
0.2252,NO
0.9186,NO
0.3062,NO
0.6014,NO
4.388999999999999,YES
0.4646,NO
4.7394,YES
0.7253,NO
4.295,YES
2.7093,NO
2.5764,NO
3.0894,NO
2.4311,NO
1.4103,YES
2.1293,NO
2.2491,YES
0.4873,NO
0.5797,NO
0.5754,NO
0.7315,NO
0.7233,NO
0.7886,NO
1.0192,NO
0.4669,NO
0.5232,NO
2.2773,YES
1.0537,NO
1.6435,YES
0.5246,NO
0.7532,NO
0.6862,NO
0.7465,NO
0.5035,NO
0.5745,NO
0.5932,NO
0.5625,NO
0.7084,NO
2.0604,YES
2.3676,YES
2.4474,YES
2.2084,YES
0.6351,NO
1.6881,YES
0.4339,NO
0.6303,NO
0.7507,NO
1.5541,NO
1.3742,NO
1.3330000000000002,NO
1.8073,NO
1.2169,NO
0.4823,NO
1.7819999999999998,NO
3.1428,YES
2.1602,NO
2.2219,YES
0.5109,NO
0.6503,NO
0.3064,NO
0.9559,NO
0.5386,NO
0.5723,NO
1.079,NO
0.875,NO
0.8419,NO
2.9814,YES
3.3792,YES
3.4311,YES
3.1038,YES
1.2121,NO
3.0961,YES
1.7733,NO
0.6447,NO
0.6877,NO
0.9253,NO
1.6578,NO
1.6280000000000001,NO
1.1726,NO
1.19,NO
0.6868,NO
1.1403,NO
3.5983,YES
1.4248,NO
2.6053,YES
0.2252,NO
0.5175,NO
0.2314,NO
0.8781,NO
0.7706,NO
0.5205,NO
1.4109,NO
0.728,NO
0.9031,NO
3.4457,YES
3.6943,YES
3.5957,YES
3.5094,YES
0.8033,NO
2.6842,YES
1.3974,NO
0.4845,NO
0.6852,NO
0.4891,NO
1.9618,NO
1.7418,NO
1.1285,NO
1.1041,NO
0.3925,NO
0.9732,NO
3.8677,YES
1.2597,NO
2.562,YES
0.2363,NO
0.5077,NO
0.2234,NO
0.8201,NO
1.0472,NO
0.4522,NO
1.5485,NO
0.6348,NO
1.4153,NO
3.4621,YES
3.8704,YES
3.8411,YES
3.7656,YES
0.5218,NO
2.802,YES
0.941,NO
0.9825,NO
0.7254,NO
5.4023,YES
1.9561,YES
1.5376,YES
6.0775,YES
1.2029,NO
0.5334,NO
6.0937,YES
0.9165,NO
6.4629,YES
0.7177,NO
0.7619,NO
1.2208,NO
0.7114,NO
0.7565,NO
2.4896,YES
0.9902,NO
1.7971,YES
