50Traced_NONETRACED_MAX_MULTI_VSM_56_MAX,Associated
0.2852,NO
0.1164,NO
0.5722,NO
0.3822,NO
0.2813,NO
0.6333,NO
0.2173,NO
0.1187,NO
0.2323,NO
1.0,YES
0.4964,NO
0.7677,YES
0.3104,NO
0.3555,NO
0.2223,NO
0.2852,NO
0.3984,NO
0.2852,NO
0.2804,NO
0.2179,NO
0.3438,NO
1.0,YES
0.7677,YES
0.8236,YES
0.3987,YES
0.4758,NO
1.0,YES
0.2323,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.2796,NO
0.3034,NO
1.0,YES
1.0,YES
0.3034,NO
0.2425,NO
0.3034,NO
0.2425,NO
0.2584,NO
0.3413,NO
0.1953,NO
1.0,YES
0.2044,NO
1.0,YES
0.2796,NO
1.0,YES
0.127,NO
0.2425,NO
0.2425,NO
0.2425,NO
0.126,NO
0.3034,NO
0.2142,NO
0.2796,NO
0.294,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.3765,NO
0.6333,NO
0.3258,NO
0.1187,NO
0.3753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.2445,NO
0.2136,NO
0.3282,NO
0.4327,NO
0.294,NO
0.3765,NO
0.1755,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3753,NO
0.9589,YES
0.2682,YES
0.3356,NO
0.2044,NO
0.1909,NO
0.2862,NO
1.0,YES
1.0,YES
0.2862,NO
0.316,NO
0.2862,NO
0.316,NO
0.3157,NO
0.3845,NO
0.2386,NO
1.0,YES
0.1466,NO
1.0,YES
0.1909,NO
1.0,YES
0.1155,NO
0.316,NO
0.316,NO
0.316,NO
0.1641,NO
0.2862,NO
0.2187,NO
0.2455,NO
0.3229,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.1652,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2022,NO
0.2531,NO
0.42,NO
0.1934,NO
0.2011,NO
1.0,YES
0.2011,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.1643,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.272,NO
0.111,NO
0.5722,NO
0.5352,NO
0.4528,NO
0.6333,NO
0.3089,NO
0.1225,NO
0.4528,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3104,NO
0.1926,NO
0.3282,NO
0.4327,NO
0.272,NO
0.4528,NO
0.2019,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.4528,NO
0.2522,NO
0.174,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.1327,NO
1.0,YES
0.433,NO
0.4491,YES
0.4066,NO
0.2552,NO
0.3108,NO
0.2375,NO
0.174,NO
0.594,YES
0.174,NO
1.0,YES
0.304,NO
0.5392,YES
0.4576,NO
0.4576,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4576,NO
1.0,YES
0.2816,NO
0.2988,NO
0.3327,NO
0.4029,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.2831,NO
0.2026,NO
0.42700000000000005,NO
1.0,YES
0.3877,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.2988,NO
0.3104,NO
0.2988,NO
0.42700000000000005,NO
0.2256,NO
0.2418,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.3877,NO
0.4757,YES
0.42700000000000005,NO
0.0949,NO
0.1339,NO
0.5722,NO
0.5644,NO
0.3237,NO
0.6333,NO
0.3258,NO
0.1187,NO
0.3263,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.1483,NO
0.0665,NO
0.3282,NO
0.4327,NO
0.188,NO
0.3308,NO
0.1309,NO
0.4156,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3237,NO
0.2413,NO
0.2636,NO
0.3406,NO
0.5077,NO
0.4809,NO
0.4809,NO
0.293,NO
0.1787,NO
0.4809,NO
1.0,YES
0.2955,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.3282,NO
0.4327,NO
0.2636,NO
0.4809,NO
0.1912,NO
0.2694,NO
1.0,YES
0.9096,YES
0.8995,YES
1.0,YES
0.2964,NO
1.0,YES
0.4809,NO
0.1989,NO
0.2173,NO
0.5722,NO
0.5644,NO
0.3649,NO
0.6333,NO
0.3258,NO
0.1712,NO
0.3649,NO
1.0,YES
0.4964,NO
1.0,YES
0.3221,NO
0.3435,NO
0.2131,NO
0.3282,NO
0.4327,NO
0.2173,NO
0.3649,NO
0.1712,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3649,NO
0.3133,NO
0.2734,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.3433,NO
0.1854,NO
1.0,YES
0.3027,NO
1.0,YES
0.1905,NO
0.534,NO
0.4456,NO
0.2417,NO
0.2734,NO
0.4942,YES
0.2734,NO
1.0,YES
0.304,NO
0.4542,YES
0.3369,NO
0.2702,NO
0.518,NO
0.2229,NO
1.0,YES
0.4444,NO
1.0,YES
0.2115,NO
0.1547,NO
0.9027,YES
0.2764,NO
0.2717,NO
0.9027,YES
0.264,NO
0.1097,NO
0.8170000000000001,YES
0.4965,NO
0.6449,YES
0.2942,NO
0.5231,NO
0.4022,NO
0.3254,NO
0.171,NO
0.6395,NO
0.1398,NO
0.509,NO
0.1451,NO
0.6395,NO
0.4965,NO
0.3213,NO
0.4676,NO
0.2942,NO
0.9027,YES
0.4965,NO
0.9027,YES
0.3229,NO
0.2544,NO
0.5285,YES
0.7449,YES
0.6693,YES
0.6693,YES
0.3189,NO
0.3014,NO
0.6693,YES
0.6231,NO
0.6149,YES
0.5486,NO
0.4651,NO
0.42,NO
0.2893,NO
0.3014,NO
1.0,YES
0.3014,NO
1.0,YES
0.3014,NO
1.0,YES
0.6231,NO
0.6083,NO
0.6083,NO
0.5486,NO
0.6149,YES
0.6231,NO
0.6693,YES
0.2442,NO
0.1646,NO
0.8554,YES
0.2226,NO
0.1966,NO
0.8554,YES
0.2752,NO
0.153,NO
0.6838,YES
0.5177,NO
0.7795,YES
0.3773,NO
0.4162,NO
0.3005,NO
0.1803,NO
0.1775,NO
0.2681,NO
0.1834,NO
0.3557,NO
0.0902,NO
0.2867,NO
0.5177,NO
0.3432,NO
0.4264,NO
0.3773,NO
0.7795,YES
0.5177,NO
0.7795,YES
0.2522,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.1327,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2022,NO
0.2464,NO
0.3002,NO
0.1863,NO
0.1349,NO
1.0,YES
0.0614,NO
1.0,YES
0.304,NO
0.7878,YES
0.3369,NO
0.1431,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
1.0,YES
0.6145,YES
0.3634,NO
0.2576,NO
0.1459,NO
0.275,NO
0.7571,YES
0.6735,YES
0.275,NO
0.2808,NO
0.2796,NO
0.2808,NO
0.2131,NO
0.3413,NO
0.1446,NO
1.0,YES
0.2044,NO
1.0,YES
0.0978,NO
0.6735,YES
0.0859,NO
0.2808,NO
0.2808,NO
0.2808,NO
0.1458,NO
0.2796,NO
0.2273,NO
0.2796,NO
0.3009,NO
0.1531,NO
1.0,YES
0.3525,YES
0.5502,YES
1.0,YES
0.4024,NO
0.1228,NO
1.0,YES
0.4779,NO
1.0,YES
0.129,NO
0.5037,NO
0.4456,NO
0.3133,NO
0.1911,NO
0.4013,YES
0.2682,NO
0.5502,YES
0.1673,NO
0.3012,YES
0.4779,NO
0.3092,NO
0.6069,NO
0.2175,NO
1.0,YES
0.4779,NO
1.0,YES
0.2411,NO
0.1531,NO
1.0,YES
0.4091,YES
0.6385,YES
1.0,YES
0.2192,NO
0.1242,NO
0.9051,YES
0.1933,NO
0.6707,YES
0.1436,NO
0.3016,NO
0.4456,NO
0.1744,NO
0.2411,NO
0.4013,YES
0.2411,NO
0.6385,YES
0.1968,NO
0.3351,YES
0.256,NO
0.2604,NO
0.518,NO
0.242,NO
1.0,YES
0.5169,NO
1.0,YES
0.3133,NO
0.1531,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.4093,NO
0.1845,NO
1.0,YES
0.4318,NO
1.0,YES
0.4318,NO
0.534,NO
0.4456,NO
0.21600000000000003,NO
0.2034,NO
0.5239,YES
0.1975,NO
1.0,YES
0.304,NO
0.5239,YES
0.4318,NO
0.3928,NO
0.518,NO
0.4318,NO
1.0,YES
0.5169,NO
1.0,YES
0.2916,NO
0.1531,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.4093,NO
0.1327,NO
1.0,YES
0.3027,NO
1.0,YES
0.2806,NO
0.4969,NO
0.4456,NO
0.2744,NO
0.1911,NO
0.4942,YES
0.1767,NO
1.0,YES
0.304,NO
0.4733,YES
0.3369,NO
0.2552,NO
0.518,NO
0.2806,NO
1.0,YES
0.4987,NO
1.0,YES
0.2522,NO
0.1881,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.1327,NO
1.0,YES
0.415,NO
0.4491,YES
0.415,NO
0.293,NO
0.3569,NO
0.2523,NO
0.1995,NO
1.0,YES
0.1995,NO
1.0,YES
0.304,NO
0.7878,YES
0.415,NO
0.3774,NO
0.4856,NO
0.415,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.3229,NO
0.10300000000000001,NO
0.4937,YES
0.7449,YES
0.6695,YES
0.6109,YES
0.3189,NO
0.1414,NO
0.6109,YES
0.3984,NO
0.4316,YES
0.3984,NO
0.2531,NO
0.42,NO
0.11800000000000001,NO
0.1825,NO
1.0,YES
0.1772,NO
0.7959999999999999,YES
0.1857,NO
1.0,YES
0.3984,NO
0.3623,NO
0.4471,NO
0.3984,NO
0.4316,YES
0.4382,NO
0.6109,YES
0.4042,NO
0.1943,NO
0.3578,NO
0.2904,NO
0.2904,NO
0.3322,NO
0.4356,NO
0.1364,NO
0.6011,NO
0.1548,NO
0.3096,NO
0.2082,NO
1.0,YES
1.0,YES
0.622,YES
0.1943,NO
0.1725,NO
0.1943,NO
0.2904,NO
0.1551,NO
0.1521,NO
0.1707,NO
0.3202,NO
0.2053,NO
0.1316,NO
0.301,NO
0.1636,NO
0.301,NO
0.9589,YES
0.3186,YES
0.2893,NO
0.2044,NO
0.1989,NO
0.1989,NO
1.0,YES
1.0,YES
0.1989,NO
0.2608,NO
0.16699999999999998,NO
0.2608,NO
0.2437,NO
0.2592,NO
0.1608,NO
1.0,YES
0.1921,NO
1.0,YES
0.1989,NO
1.0,YES
0.175,NO
0.2608,NO
0.2608,NO
0.2608,NO
0.1354,NO
0.2673,NO
0.1778,NO
0.1989,NO
0.2522,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.1474,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2022,NO
0.3934,NO
0.3565,NO
0.2447,NO
0.1476,NO
0.737,YES
0.1476,NO
1.0,YES
0.304,NO
0.7194,YES
0.3369,NO
0.1809,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
1.0,YES
1.0,YES
0.3473,NO
0.2576,NO
0.1473,NO
0.2279,NO
1.0,YES
1.0,YES
0.2279,NO
0.2321,NO
0.2011,NO
0.2321,NO
0.196,NO
0.3413,NO
0.132,NO
1.0,YES
0.2044,NO
1.0,YES
0.1282,NO
1.0,YES
0.2043,NO
0.2321,NO
0.2321,NO
0.2321,NO
0.1206,NO
0.2673,NO
0.2142,NO
0.2011,NO
0.2155,NO
0.0879,NO
0.5722,NO
0.3822,NO
0.2813,NO
0.6333,NO
0.1632,NO
0.1187,NO
0.218,NO
1.0,YES
0.4964,NO
0.5249,YES
0.3551,NO
0.3627,NO
0.2504,NO
0.2155,NO
0.3984,NO
0.2155,NO
0.2051,NO
0.2072,NO
0.3438,NO
1.0,YES
0.6471,YES
0.8236,YES
0.3773,YES
0.4758,NO
1.0,YES
0.2193,NO
1.0,YES
1.0,YES
0.3151,NO
0.2576,NO
0.2067,NO
0.2067,NO
1.0,YES
1.0,YES
0.2067,NO
0.2015,NO
0.1001,NO
0.2015,NO
0.196,NO
0.3413,NO
0.1463,NO
1.0,YES
0.2061,NO
1.0,YES
0.2067,NO
1.0,YES
0.1756,NO
0.2015,NO
0.2015,NO
0.2015,NO
0.1107,NO
0.2673,NO
0.2142,NO
0.2067,NO
0.2932,NO
0.1196,NO
0.414,NO
0.5644,NO
0.2888,NO
0.414,NO
0.3258,NO
0.1098,NO
0.414,NO
0.9462,YES
0.414,NO
0.6992,YES
0.3705,NO
0.3601,NO
0.2305,NO
0.2932,NO
0.2171,NO
0.2932,NO
0.2888,NO
0.2286,NO
0.2698,NO
1.0,YES
1.0,YES
1.0,YES
0.3631,YES
0.414,NO
1.0,YES
0.2888,NO
