50Traced_NONETRACED_SUM_SINGLE_VSM_93_MEDIAN,Associated
0.8220000000000001,NO
0.5925,NO
0.618,NO
1.0891,NO
0.8992,NO
0.4828,NO
0.9437,NO
0.3702,NO
0.4311,NO
1.8146,YES
0.4984,NO
1.7715,YES
0.2427,NO
0.2892,NO
0.2223,NO
0.6128,NO
1.4793,NO
0.5972,NO
1.0116,NO
1.0611,NO
0.8003,NO
1.8632,YES
1.7944,YES
1.1909,YES
1.9982,YES
0.7453,NO
0.8238,YES
0.3489,NO
3.094,YES
2.1739,YES
1.7945,NO
0.4246,NO
0.4351,NO
1.315,NO
3.4986,YES
2.0583,YES
1.1854,NO
0.295,NO
1.1391,NO
0.4046,NO
0.5735,NO
0.8225,NO
0.7653,NO
2.3399,YES
0.7861,NO
2.2694,YES
0.6637,NO
3.2624,YES
0.3452,NO
0.4128,NO
0.4937,NO
0.4446,NO
0.4792,NO
1.1562,NO
0.3452,NO
1.1282,NO
0.6008,NO
0.1534,NO
0.6776,NO
1.1859,NO
1.155,NO
0.866,NO
1.1013,NO
0.0623,NO
0.6318,NO
3.4982,YES
1.2467,NO
3.2772,YES
0.4101,NO
0.7713,NO
0.3015,NO
0.508,NO
2.1259,NO
0.3237,NO
1.1041,NO
0.6317,NO
0.9801,NO
3.5571,YES
3.4478,YES
3.2138,YES
4.1891,YES
1.3995,NO
2.1635,YES
0.5356,NO
2.2353,YES
2.0180000000000002,YES
2.3094,NO
1.8975,NO
1.6638,NO
1.4159,NO
2.6405,YES
1.2923,YES
1.6119999999999999,NO
1.2844,NO
1.5984,NO
1.339,NO
0.4204,NO
0.6014,NO
0.3957,NO
1.992,YES
2.1688,NO
1.6669,YES
2.1032,NO
2.7536,YES
1.3096,NO
1.5946,NO
1.1695,NO
0.8058,NO
1.6553,NO
1.9727,NO
0.7825,NO
1.2616,NO
0.3082,NO
0.7252,NO
2.0818,YES
3.6452,YES
3.8286,YES
1.9258,YES
0.8506,NO
0.4152,NO
1.7978,YES
0.583,NO
1.7707,YES
0.3512,NO
0.7228,NO
1.0153,NO
0.7899,NO
0.2951,NO
4.5345,YES
0.4532,NO
4.4733,YES
0.9314,NO
3.4206,YES
0.9802,NO
0.303,NO
0.8636,NO
0.7368,NO
2.2559,YES
1.2974,NO
1.7107,YES
0.9544,NO
0.4024,NO
1.0152,NO
1.1375,NO
1.0519,NO
0.9117,NO
1.5516,NO
0.3011,NO
0.6394,NO
3.2172,YES
1.2934,NO
3.0799,YES
0.5287,NO
0.7391,NO
0.3347,NO
0.8323,NO
1.9495,NO
0.5811,NO
1.1255,NO
1.2539,NO
0.8951,NO
3.3445,YES
3.2166,YES
2.883,YES
3.9031,YES
1.6213,NO
2.2126,YES
0.6702,NO
0.3699,NO
0.6028,NO
1.7839,YES
3.4634,YES
3.4874,YES
1.6109,YES
0.847,NO
0.3137,NO
1.3552,YES
1.2725,NO
1.4237,YES
0.9574,NO
0.3226,NO
0.8197,NO
0.3946,NO
0.4561,NO
4.6513,YES
0.3487,NO
4.1853,YES
0.7622,NO
3.1089,YES
1.453,NO
0.8085,NO
1.4558,NO
1.4853,NO
1.9252,YES
1.4816,NO
1.3208,YES
0.8544,NO
0.5757,NO
1.2958,NO
0.8907,NO
0.8881,NO
1.0492,NO
1.3865,NO
0.2924,NO
1.1553,NO
2.6451,YES
1.7169,NO
2.5903,YES
0.2519,NO
0.4826,NO
0.2033,NO
0.5067,NO
1.5385,NO
