50Traced_NONETRACED_MAX_RAW_LSA_97_MEDIAN,Associated
0.1687,NO
0.1687,NO
0.1423,NO
0.2164,NO
0.1494,NO
0.1986,NO
0.1488,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1423,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.20600000000000002,NO
0.1544,NO
0.0747,NO
0.2179,NO
0.1147,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1406,NO
0.4428,YES
0.3715,YES
0.3362,NO
0.1659,NO
0.1148,NO
0.1778,NO
0.3947,YES
0.3413,YES
0.1778,NO
0.1231,NO
0.1659,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1033,NO
1.0,YES
0.1033,NO
1.0,YES
0.1088,NO
0.1231,NO
0.0769,NO
0.1235,NO
0.1231,NO
0.1903,NO
0.1231,NO
0.1778,NO
0.1686,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.1512,NO
0.2963,NO
0.1987,NO
0.0623,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.20600000000000002,NO
0.1544,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1694,NO
0.4428,YES
1.0,YES
0.3356,NO
0.204,NO
0.1507,NO
0.1692,NO
0.3435,YES
0.3413,YES
0.204,NO
0.0952,NO
0.204,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1268,NO
1.0,YES
0.0995,NO
1.0,YES
0.1268,NO
0.1251,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.1692,NO
0.1267,NO
0.1267,NO
0.3354,YES
0.4216,YES
0.3659,YES
0.1977,YES
0.0826,NO
0.0371,NO
0.3354,YES
0.1395,NO
0.3354,YES
0.1443,NO
0.2199,NO
0.2199,NO
0.2199,NO
0.1267,NO
0.4216,YES
0.1088,NO
0.3659,YES
0.1417,NO
0.4216,YES
0.1155,NO
0.0862,NO
0.1439,NO
0.1155,NO
0.3354,YES
0.0968,NO
0.2111,YES
0.1544,NO
0.0732,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1684,NO
0.1225,NO
0.2524,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1844,NO
0.1844,NO
0.1694,NO
0.1733,NO
0.1694,NO
0.1082,NO
0.2019,NO
0.1293,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2524,NO
1.0,YES
0.1428,NO
0.1248,NO
0.1132,NO
1.0,YES
1.0,YES
0.3236,YES
0.2985,YES
0.1306,NO
0.071,NO
1.0,YES
0.2598,NO
1.0,YES
0.2293,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.3695,YES
0.1481,NO
1.0,YES
0.2049,NO
0.2206,NO
0.2228,NO
0.1116,NO
1.0,YES
0.2085,NO
0.2078,YES
0.1686,NO
0.1669,NO
0.2395,NO
0.2395,NO
0.1547,NO
0.2963,NO
0.1987,NO
0.1536,NO
0.2395,NO
1.0,YES
0.2395,NO
0.4061,YES
0.2519,NO
0.2418,NO
0.2418,NO
0.1809,NO
0.1906,NO
0.1809,NO
0.1254,NO
0.2256,NO
0.1254,NO
1.0,YES
0.3025,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1924,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1494,NO
0.2213,NO
0.1488,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0797,NO
0.0797,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2213,NO
1.0,YES
0.1726,NO
0.1479,NO
0.1479,NO
0.2664,NO
0.2664,NO
0.2047,NO
0.1823,NO
0.1684,NO
0.1204,NO
0.2664,NO
0.4754,YES
0.2664,NO
0.4754,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1796,NO
0.1608,NO
0.1796,NO
0.1207,NO
0.1912,NO
0.2174,NO
0.4754,YES
0.3494,YES
0.4754,YES
0.4754,YES
0.2664,NO
0.4754,YES
0.1743,NO
0.1686,NO
0.1542,NO
0.1377,NO
0.2886,NO
0.1494,NO
0.2963,NO
0.1987,NO
0.0623,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.159,NO
0.20600000000000002,NO
0.1544,NO
0.0975,NO
0.1702,NO
0.1518,NO
1.0,YES
0.4206,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1277,NO
0.1494,NO
0.1628,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.1183,NO
1.0,YES
0.1059,NO
0.2203,NO
0.2203,NO
0.2203,NO
0.1628,NO
0.2337,YES
0.1628,NO
0.2829,YES
0.2129,NO
0.2328,YES
0.1629,NO
0.1669,NO
0.3025,NO
0.1202,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.172,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.2742,NO
0.3794,YES
0.3359,NO
1.0,YES
0.0798,NO
0.0364,NO
0.3605,YES
1.0,YES
1.0,YES
0.3174,YES
0.1548,NO
0.0474,NO
0.3605,YES
0.3374,NO
0.3605,YES
0.1095,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.0891,NO
1.0,YES
0.07400000000000001,NO
1.0,YES
0.1224,NO
1.0,YES
0.3374,NO
0.2111,NO
0.3374,NO
0.3374,NO
0.3605,YES
0.3374,NO
0.32899999999999996,YES
0.1636,NO
0.1646,NO
1.0,YES
0.1762,NO
0.1649,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.2848,NO
0.493,YES
0.1456,NO
0.2244,NO
0.171,NO
0.171,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2848,NO
0.1764,NO
0.3901,NO
0.2848,NO
0.4155,YES
0.3584,NO
0.3599,YES
0.0854,NO
0.0855,NO
0.1484,YES
0.2103,YES
0.1893,YES
0.0888,YES
0.0389,NO
0.0271,NO
0.1484,YES
0.1152,NO
0.1484,YES
0.0994,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0855,NO
0.2103,YES
0.0855,NO
0.1893,YES
0.1347,NO
0.2103,YES
0.0756,NO
0.0714,NO
0.0756,NO
0.0756,NO
0.1484,YES
0.0756,NO
0.0822,YES
1.0,YES
1.0,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1636,NO
0.35200000000000004,YES
0.3693,YES
0.1636,NO
0.1398,NO
0.1659,NO
0.1398,NO
0.2131,NO
0.1649,NO
0.1446,NO
1.0,YES
0.11,NO
1.0,YES
0.0922,NO
1.0,YES
0.11,NO
0.1398,NO
0.1143,NO
0.1398,NO
0.1398,NO
0.2177,NO
0.15,NO
0.1636,NO
0.1372,NO
0.079,NO
1.0,YES
0.301,YES
0.1147,YES
1.0,YES
0.1494,NO
0.0677,NO
1.0,YES
0.0938,NO
1.0,YES
0.0928,NO
0.3042,NO
0.1867,NO
0.2024,NO
0.136,NO
0.1534,YES
0.132,NO
0.3002,YES
0.0821,NO
0.1969,YES
0.1353,NO
0.1285,NO
0.3023,NO
0.1202,NO
1.0,YES
0.2714,NO
1.0,YES
0.1467,NO
0.1494,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.3049,NO
1.0,YES
0.2672,NO
0.2277,NO
0.2193,NO
0.2193,NO
0.1931,NO
0.2337,YES
0.1931,NO
0.2829,YES
0.1968,NO
0.2157,YES
0.3049,NO
0.1846,NO
0.3049,NO
0.3049,NO
1.0,YES
0.3049,NO
0.3097,YES
0.1372,NO
0.1099,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1183,NO
1.0,YES
0.1022,NO
0.1483,NO
0.179,NO
0.0923,NO
0.2034,NO
0.2337,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.1754,NO
0.1669,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.1372,NO
0.079,NO
1.0,YES
0.3077,YES
0.1154,YES
1.0,YES
0.0664,NO
0.0724,NO
1.0,YES
0.2491,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.2466,NO
0.2466,NO
0.1047,NO
0.2626,YES
0.1016,NO
0.3066,YES
0.0698,NO
0.2626,YES
0.2491,NO
0.1285,NO
0.3135,NO
0.2491,NO
1.0,YES
0.2491,NO
0.4263,YES
0.1248,NO
0.0905,NO
0.2475,YES
1.0,YES
0.3236,YES
0.2373,YES
0.1548,NO
0.0554,NO
0.2475,YES
0.20199999999999999,NO
0.2475,YES
0.20199999999999999,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
0.3695,YES
0.1508,NO
1.0,YES
0.145,NO
0.2044,NO
0.1611,NO
0.145,NO
0.2475,YES
0.2085,NO
0.1423,YES
0.1248,NO
0.10300000000000001,NO
0.3313,YES
1.0,YES
0.3624,YES
0.2728,YES
0.1548,NO
0.0792,NO
0.3313,YES
0.1836,NO
0.3313,YES
0.1342,NO
0.1448,NO
0.1719,NO
0.077,NO
0.1825,NO
1.0,YES
0.1772,NO
0.5728,YES
0.0892,NO
1.0,YES
0.1677,NO
0.2044,NO
0.2985,NO
0.1348,NO
0.3313,YES
0.2298,NO
0.2425,YES
0.08900000000000001,NO
0.1233,NO
0.1766,NO
0.2108,NO
0.1191,NO
0.1174,NO
0.0963,NO
0.0435,NO
0.2592,NO
0.1443,NO
0.1931,NO
0.1443,NO
0.4225,YES
0.3842,YES
0.3938,YES
0.1233,NO
0.14800000000000002,NO
0.1233,NO
0.1191,NO
0.1551,NO
0.14800000000000002,NO
0.10800000000000001,NO
0.0745,NO
0.10800000000000001,NO
0.10800000000000001,NO
0.1931,NO
0.10800000000000001,NO
0.2105,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.1222,NO
0.1208,NO
0.35200000000000004,YES
0.1249,YES
0.1256,NO
0.1565,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1649,NO
0.1562,NO
1.0,YES
0.1222,NO
0.1854,YES
0.1222,NO
0.3735,YES
0.1222,NO
0.1163,NO
