50Traced_NONETRACED_SUM_SINGLE_VSM_72_MAX,Associated
0.9794,NO
0.8109999999999999,NO
0.2754,NO
1.6059,NO
0.4149,NO
1.2101,NO
0.9053,NO
0.594,NO
1.0033,NO
2.4725,YES
0.4407,NO
2.5995,YES
0.8463,NO
1.0246,NO
0.48700000000000004,NO
0.7034,NO
1.3735,NO
0.7749,NO
0.8490000000000001,NO
1.1744,NO
0.5464,NO
3.3933,YES
3.0887,YES
3.1417,YES
2.7583,YES
1.0211,NO
3.3118,YES
0.3835,NO
2.5575,YES
2.6229,YES
0.9636,NO
0.4923,NO
0.3376,NO
0.9224,NO
1.874,YES
1.4456,YES
0.9509,NO
0.1673,NO
0.8699,NO
0.2448,NO
0.5132,NO
0.8592,NO
0.7421,NO
2.1304,YES
0.5141,NO
2.4293,YES
0.8094,NO
2.5616,YES
0.49,NO
0.6671,NO
0.3978,NO
0.3701,NO
0.3515,NO
0.9593,NO
0.6255,NO
0.5122,NO
0.8628,NO
0.5315,NO
0.7858,NO
2.2764,NO
0.8587,NO
1.4884,NO
0.9672,NO
0.3706,NO
1.2097,NO
2.9731,YES
1.1152,NO
3.2109,YES
0.7458,NO
1.126,NO
0.6445,NO
0.6779,NO
1.8669,NO
0.44799999999999995,NO
1.5779,NO
0.9889,NO
0.7644,NO
3.7415,YES
3.2388,YES
3.3788,YES
2.6086,YES
1.2236,NO
3.3485,YES
1.0381,NO
2.8155,YES
2.8139,YES
2.7225,NO
1.3402,NO
1.2057,NO
2.6748,NO
2.7425,YES
1.8427,YES
2.7713,NO
0.7151,NO
2.3701,NO
0.5182,NO
1.2908,NO
1.4554,NO
1.4866,NO
1.9101,YES
1.6162,NO
2.8015,YES
1.7509,NO
3.003,YES
0.7856,NO
1.1471,NO
1.1631,NO
1.1976,NO
0.8669,NO
2.906,NO
1.0122,NO
2.1422,NO
0.6168,NO
0.7036,NO
2.5436,YES
4.9557,YES
4.3717,YES
2.2575,YES
0.8137,NO
0.4291,NO
2.658,YES
0.8049,NO
1.9964,YES
0.5211,NO
0.7705,NO
1.3978,NO
1.516,NO
0.5381,NO
4.8352,YES
0.596,NO
5.3451,YES
1.2507,NO
4.4236,YES
1.2152,NO
1.2822,NO
1.23,NO
0.9294,NO
2.4747,YES
0.9983,NO
2.3268,YES
0.8869,NO
0.6521,NO
0.5938,NO
2.0308,NO
0.7461,NO
1.5182,NO
0.8861,NO
0.8220000000000001,NO
1.2264,NO
2.8971,YES
0.7375,NO
2.9644,YES
0.7156,NO
0.9235,NO
0.4847,NO
0.6412,NO
1.7294,NO
0.6871,NO
1.3069,NO
1.2302,NO
0.6552,NO
3.887,YES
3.4517,YES
3.5936,YES
2.8458,YES
1.3213,NO
3.4626,YES
0.8314,NO
0.3489,NO
0.3536,NO
1.6059999999999999,YES
4.8556,YES
3.9816,YES
1.3039,YES
0.7136,NO
0.2063,NO
1.7586,YES
1.2021,NO
1.188,YES
0.9711,NO
0.2787,NO
0.8264,NO
0.9892,NO
0.1705,NO
4.0588,YES
0.3025,NO
4.5361,YES
0.9728,NO
3.9846,YES
1.4105,NO
1.4756,NO
1.2346,NO
0.6934,NO
1.4878,YES
1.1624,NO
1.6499,YES
0.5178,NO
0.1898,NO
1.2416,NO
1.5148,NO
0.5103,NO
2.2952,NO
0.5837,NO
0.3246,NO
1.4605,NO
2.603,YES
1.5241,NO
2.8262,YES
0.6624,NO
0.8062,NO
