50Traced_NONETRACED_MAX_SINGLE_VSM_82_MEDIAN,Associated
0.2076,NO
0.3133,NO
0.1901,NO
0.3895,NO
0.1965,NO
0.3464,NO
0.2626,NO
0.2025,NO
0.2452,NO
0.8445,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.3249,NO
0.2942,NO
0.2626,NO
0.391,NO
0.2626,NO
0.1755,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.4007,NO
0.2707,NO
0.3639,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.1056,NO
0.4007,NO
0.1058,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.2735,NO
1.0,YES
0.2676,NO
1.0,YES
0.1806,NO
0.1212,NO
0.1354,NO
0.1927,NO
0.1249,NO
0.4007,NO
0.1937,NO
0.2853,NO
0.1606,NO
0.3011,NO
0.3063,NO
0.3744,NO
0.3076,NO
0.3329,NO
0.2687,NO
0.0804,NO
0.3063,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.3076,NO
0.1268,NO
0.3757,NO
0.1843,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
0.7349,YES
0.3063,NO
0.7349,YES
0.2473,NO
1.0,YES
1.0,YES
0.6805,NO
0.5062,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.4136,NO
0.6805,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.5115,NO
1.0,YES
0.5005,NO
1.0,YES
0.3377,NO
0.601,NO
0.601,NO
0.601,NO
0.601,NO
0.6805,NO
0.601,NO
0.4852,NO
0.1568,NO
0.1597,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.153,NO
1.0,YES
0.3019,NO
1.0,YES
0.22399999999999998,NO
0.3493,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.3721,NO
0.2013,NO
0.3307,NO
1.0,YES
0.4518,NO
0.5859,YES
0.2565,NO
0.2131,NO
0.4137,NO
0.3077,NO
0.4137,NO
0.6773,NO
0.4224,NO
0.2502,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.221,NO
0.5133,NO
0.2719,NO
0.3043,NO
0.2719,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.3939,NO
0.1165,NO
0.2183,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1098,NO
1.0,YES
0.5884,NO
1.0,YES
0.5875,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.5875,NO
0.6232,NO
0.6968,NO
0.5875,NO
1.0,YES
0.5875,NO
0.5859,YES
0.2332,NO
0.3133,NO
0.4239,NO
0.3895,NO
0.1965,NO
0.6773,NO
0.4224,NO
0.2332,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2519,NO
0.2085,NO
0.2033,NO
0.3249,NO
0.5133,NO
0.2332,NO
0.391,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.3939,NO
0.1671,NO
0.3133,NO
0.4095,NO
0.4374,NO
0.4374,NO
0.5273,NO
0.3289,NO
0.1058,NO
0.4095,NO
0.8445,YES
0.551,NO
1.0,YES
0.18899999999999997,NO
0.2085,NO
0.1733,NO
0.3249,NO
0.3996,NO
0.1825,NO
0.4374,NO
0.2508,NO
0.4374,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.4095,NO
0.2057,NO
0.3133,NO
0.1953,NO
0.3895,NO
0.3103,NO
0.6773,NO
0.4224,NO
0.1204,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2729,NO
0.2636,NO
0.2729,NO
0.3249,NO
0.5133,NO
0.1246,NO
0.391,NO
0.2253,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
0.2057,NO
0.2365,NO
0.31,NO
0.2941,NO
0.31,NO
0.6773,NO
0.4224,NO
0.1058,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2389,NO
0.2593,NO
0.2593,NO
0.2453,NO
0.5133,NO
0.1308,NO
0.2952,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.31,NO
1.0,YES
0.3939,NO
0.2216,NO
0.2698,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.306,NO
0.2018,NO
1.0,YES
0.7244,NO
1.0,YES
0.196,NO
0.5579,NO
0.4246,NO
0.2972,NO
0.1677,NO
0.7517,YES
0.2194,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.3233,NO
1.0,YES
0.6811,NO
0.6811,NO
1.0,YES
0.2457,NO
0.1097,NO
1.0,YES
0.5079,NO
1.0,YES
0.1629,NO
0.4978,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5205,NO
0.1398,NO
0.6811,NO
0.3122,NO
0.6811,NO
0.2975,NO
0.5079,NO
0.5719,NO
0.5079,NO
1.0,YES
0.6436,NO
0.8095,YES
0.1805,NO
0.2225,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3708,NO
0.1016,NO
1.0,YES
0.8778,NO
1.0,YES
0.8445,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.2307,NO
0.9773,YES
0.0821,NO
1.0,YES
0.4988,NO
1.0,YES
0.8445,NO
0.8778,NO
0.8778,NO
0.8778,NO
1.0,YES
0.8778,NO
0.7944,YES
0.1636,NO
0.3162,NO
1.0,YES
0.6479,NO
0.6479,NO
1.0,YES
0.2718,NO
0.153,NO
1.0,YES
0.6038,NO
1.0,YES
0.1633,NO
0.5082,NO
0.2797,NO
0.2479,NO
0.1775,NO
0.4877,NO
0.1654,NO
0.6479,NO
0.3011,NO
0.6479,NO
0.3536,NO
0.6038,NO
0.6038,NO
0.6038,NO
1.0,YES
0.6038,NO
1.0,YES
0.2091,NO
0.1304,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2091,NO
1.0,YES
0.2773,NO
1.0,YES
0.1893,NO
0.2021,NO
0.1873,NO
0.2758,NO
0.1146,NO
1.0,YES
0.2091,NO
1.0,YES
0.4988,NO
1.0,YES
0.2878,NO
0.3721,NO
0.3283,NO
0.3307,NO
1.0,YES
0.4518,NO
0.5859,YES
1.0,YES
1.0,YES
0.4952,NO
0.3683,NO
0.4952,NO
0.4952,NO
1.0,YES
1.0,YES
0.4952,NO
0.1012,NO
0.4952,NO
0.1395,NO
0.5451,NO
0.5915,NO
0.5915,NO
1.0,YES
0.3722,NO
1.0,YES
0.3642,NO
1.0,YES
0.2458,NO
0.102,NO
0.1843,NO
0.1918,NO
0.1861,NO
0.4952,NO
0.2309,NO
0.4057,NO
0.2003,NO
0.3141,NO
1.0,YES
0.4247,YES
0.5710000000000001,YES
1.0,YES
0.2984,NO
0.1381,NO
1.0,YES
0.4834,NO
1.0,YES
0.1513,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.1204,NO
0.4832,YES
0.0773,NO
0.611,YES
0.2848,NO
0.3143,YES
0.2831,NO
0.4834,NO
0.531,NO
0.4834,NO
0.9932,YES
0.6789,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1279,NO
1.0,YES
0.6074,NO
1.0,YES
0.6074,NO
0.4544,NO
0.4246,NO
0.3659,NO
0.1297,NO
0.7517,YES
0.0882,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.6074,NO
0.6074,NO
0.6074,NO
0.4814,NO
1.0,YES
0.6436,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.4102,YES
0.5515,YES
1.0,YES
0.2984,NO
0.1622,NO
1.0,YES
0.679,NO
1.0,YES
0.1837,NO
0.5579,NO
0.4246,NO
0.2972,NO
0.2034,NO
0.5205,YES
0.1975,NO
0.5394,YES
0.3187,NO
0.27699999999999997,YES
0.3977,NO
0.679,NO
0.679,NO
0.679,NO
1.0,YES
0.679,NO
1.0,YES
0.1943,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.4433,NO
1.0,YES
0.1629,NO
0.5579,NO
0.3723,NO
0.3389,NO
0.1297,NO
0.7517,YES
0.1016,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.2695,NO
0.4433,NO
0.5719,NO
0.4433,NO
1.0,YES
0.6789,NO
1.0,YES
0.1151,NO
0.2054,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0554,NO
1.0,YES
0.5159,NO
1.0,YES
0.3287,NO
0.4493,NO
0.4875,NO
0.4875,NO
0.1985,NO
1.0,YES
0.1648,NO
1.0,YES
0.4988,NO
1.0,YES
0.4983,NO
0.5464,NO
0.6109,NO
0.3307,NO
1.0,YES
0.4518,NO
0.5859,YES
0.1201,NO
0.1855,NO
0.7440000000000001,YES
1.0,YES
1.0,YES
0.7440000000000001,YES
0.2229,NO
0.1131,NO
0.7440000000000001,YES
0.3871,NO
0.7440000000000001,YES
0.2466,NO
0.1503,NO
0.1873,NO
0.2833,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.3711,NO
1.0,YES
0.3739,NO
0.41,NO
0.4584,NO
0.2464,NO
0.7440000000000001,YES
0.4518,NO
0.5865,YES
0.08900000000000001,NO
0.4212,NO
0.3914,NO
0.3776,NO
0.3776,NO
0.4344,NO
0.4548,NO
0.0606,NO
0.3914,NO
0.2128,NO
0.4141,NO
0.2358,NO
1.0,YES
1.0,YES
1.0,YES
0.0788,NO
0.3776,NO
0.096,NO
0.2843,NO
0.3802,NO
0.2271,NO
0.2128,NO
0.2128,NO
0.293,NO
0.3146,NO
0.3914,NO
0.2918,NO
0.6577,NO
0.9432,YES
1.0,YES
0.2752,NO
0.18899999999999997,NO
0.18899999999999997,NO
0.1656,NO
1.0,YES
0.9202,YES
0.1763,NO
0.2238,NO
0.1763,NO
0.3252,NO
0.1661,NO
0.1558,NO
0.1562,NO
1.0,YES
0.1847,NO
1.0,YES
0.18899999999999997,NO
1.0,YES
0.1137,NO
0.3252,NO
0.3252,NO
0.3252,NO
0.3252,NO
0.1763,NO
0.3252,NO
