50Traced_NONETRACED_SUM_SINGLE_VSM_37_MEDIAN,Associated
0.4421,NO
0.4004,NO
0.7324,NO
0.9582,NO
0.889,NO
0.4784,NO
0.6636,NO
0.2808,NO
0.7040000000000001,NO
1.8327,YES
0.3928,NO
1.7743,YES
0.8396,NO
1.0788,NO
0.8533,NO
0.4314,NO
0.9252,NO
0.3148,NO
0.5995,NO
0.6948,NO
0.4312,NO
1.9579,YES
1.9767,YES
2.1679,YES
2.1565,YES
0.5048,NO
2.1153,YES
0.5109,NO
3.0541,YES
3.1389,YES
1.5542,NO
0.6496,NO
0.7318,NO
1.1813,NO
3.1927,YES
3.0801,YES
1.0016,NO
0.2053,NO
1.0216,NO
0.4683,NO
0.1797,NO
0.4416,NO
0.1907,NO
1.5272,YES
0.8316,NO
2.3195,YES
0.5760000000000001,NO
3.213,YES
0.594,NO
0.4917,NO
0.6747,NO
0.7745,NO
0.6235,NO
1.3463,NO
0.9984,NO
0.9102,NO
0.4296,NO
0.2089,NO
0.8229,NO
1.4321,NO
1.3009,NO
1.0042,NO
0.5792,NO
0.205,NO
0.8308,NO
3.1729,YES
0.8561,NO
3.0567,YES
0.263,NO
0.601,NO
0.2741,NO
0.593,NO
1.4282,NO
0.1509,NO
0.9424,NO
0.3346,NO
0.6711,NO
3.4863,YES
3.5541,YES
3.8401,YES
3.6174,YES
0.561,NO
3.7525,YES
0.8140000000000001,NO
3.2521,YES
3.4492,YES
2.7173,NO
1.7512,NO
1.7319,NO
2.1817,NO
3.6797,YES
3.1369,YES
2.6381,NO
1.2242,NO
2.0543,NO
1.1095,NO
1.0441,NO
1.4926,NO
1.2875,NO
1.7267,YES
2.0494,NO
2.5219,YES
1.6284,NO
3.8583,YES
1.2922,NO
1.5095,NO
1.66,NO
2.1630000000000003,NO
1.9324,NO
2.6503,NO
2.4002,NO
2.1922,NO
0.1297,NO
0.2481,NO
2.2089,YES
4.0608,YES
3.6481,YES
2.2726,YES
0.8643,NO
0.1267,NO
2.2434,YES
0.511,NO
2.2187,YES
0.7433,NO
0.6398,NO
0.835,NO
0.8962,NO
0.2645,NO
4.6359,YES
0.2416,NO
4.2989999999999995,YES
0.3947,NO
3.9964,YES
1.1639,NO
1.2118,NO
1.7575,NO
1.3644,NO
2.5684,YES
1.5895,NO
2.1279,YES
0.7789,NO
0.6596,NO
1.4075,NO
1.2564,NO
1.1792,NO
0.9994,NO
1.1992,NO
0.5306,NO
1.1054,NO
3.427,YES
0.9156,NO
3.5625,YES
0.6386,NO
0.9481,NO
0.4848,NO
0.7003,NO
1.3232,NO
0.4534,NO
0.5365,NO
0.6109,NO
0.3787,NO
3.9839,YES
4.0654,YES
4.166,YES
4.2654,YES
0.6475,NO
4.3172,YES
1.2574,NO
0.3158,NO
0.3829,NO
1.6912,YES
3.5492,YES
3.2111,YES
1.8348,YES
0.8547,NO
0.3603,NO
1.7905,YES
1.0093,NO
1.6837,YES
1.1276,NO
0.6465,NO
0.9374,NO
1.0747,NO
0.5666,NO
3.9582,YES
0.3039,NO
3.5908,YES
0.7133,NO
3.3589,YES
1.2235,NO
1.4556,NO
1.8331,NO
1.5912,NO
2.0346,YES
1.5708,NO
1.8055,YES
0.7306,NO
0.6747,NO
2.0215,NO
1.1459,NO
1.2528,NO
1.6602,NO
0.9715,NO
0.5159,NO
1.845,NO
2.9601,YES
1.5444,NO
3.4317,YES
0.6743,NO
1.2404,NO
0.8112,NO
0.6841,NO
1.2752,NO
0.3863,NO
0.6898,NO
1.0363,NO
0.6544,NO
3.5925,YES
3.5451,YES
3.9803,YES
3.9048,YES
1.4778,NO
4.1155,YES
1.7852,NO
0.7262,NO
0.4257,NO
1.4402,NO
1.6691,NO
1.4751,NO
1.4663,NO
0.9152,NO
0.4804,NO
1.225,NO
3.4533,YES
1.2823,NO
3.6096,YES
0.4578,NO
0.8319,NO
0.3719,NO
0.7125,NO
1.7396,NO
0.3367,NO
0.9783,NO
0.6007,NO
0.8532,NO
4.1724,YES
4.0197,YES
4.4999,YES
4.225,YES
0.9495,NO
4.4224,YES
1.1743,NO
0.7669,NO
0.5919,NO
1.1178,NO
1.4334,NO
1.2417,NO
0.9745,NO
1.0249,NO
0.4887,NO
1.084,NO
2.9542,YES
0.7888,NO
2.8716,YES
0.8449,NO
1.1823,NO
0.8977,NO
0.6934,NO
1.4156,NO
0.3245,NO
0.6266,NO
0.7637,NO
0.5354,NO
3.4403,YES
3.4234,YES
3.7113,YES
3.5639999999999996,YES
0.7186,NO
3.5633,YES
0.8546,NO
0.7868,NO
0.5539999999999999,NO
0.9246,NO
1.348,NO
1.2045,NO
0.5305,NO
0.9918,NO
0.4752,NO
0.5899,NO
3.174,YES
0.3667,NO
3.3510000000000004,YES
0.6842,NO
0.946,NO
0.5567,NO
0.7506,NO
1.3064,NO
0.2857,NO
0.5236,NO
0.5869,NO
0.3623,NO
3.7711,YES
3.8634,YES
3.8846,YES
3.904,YES
0.2104,NO
3.8394,YES
0.6964,NO
0.7595,NO
1.2399,NO
5.8945,YES
1.0637,YES
1.5557,YES
5.0936,YES
1.8291,NO
0.7862,NO
5.1137,YES
0.6575,NO
5.146,YES
1.1626,NO
0.6629999999999999,NO
1.295,NO
0.9824,NO
0.3743,NO
2.0389,YES
0.7215,NO
1.6717,YES
1.409,NO
1.4152,YES
1.7709,NO
1.1432,NO
3.0069,NO
2.582,NO
5.4853,YES
3.7744,NO
5.4324,YES
0.1799,NO
0.396,NO
2.9494,YES
1.2448,NO
1.3673,NO
3.017,YES
0.6594,NO
0.1097,NO
3.0465,YES
0.191,NO
2.7922,YES
0.2653,NO
0.6553,NO
0.5125,NO
0.5163,NO
0.171,NO
1.347,NO
0.213,NO
1.2065,NO
0.3187,NO
1.6129,NO
0.8472,NO
0.3158,NO
0.7761,NO
1.1065,NO
3.23,YES
1.7089,NO
2.5888,YES
0.4796,NO
0.7888,NO
4.5569,YES
4.2076,YES
4.13,YES
4.079,YES
1.515,NO
0.4008,NO
4.0989,YES
1.2423,NO
4.3594,YES
2.0236,NO
0.3003,NO
1.1325,NO
0.8814,NO
0.3344,NO
4.7916,YES
0.4242,NO
4.646,YES
0.6471,NO
4.2265,YES
2.6813,NO
2.6219,NO
3.5265,NO
3.2113,NO
4.4237,YES
3.6342,NO
4.5196,YES
0.2002,NO
0.5511,NO
3.7444,YES
0.6244,NO
0.9886,NO
3.5181,YES
1.0849,NO
0.3315,NO
3.6292,YES
0.8091,NO
3.5678,YES
0.732,NO
0.6267,NO
0.8738,NO
0.8488,NO
0.2441,NO
1.0298,NO
0.22,NO
0.6144,NO
0.2974,NO
1.0683,NO
1.386,NO
0.8716,NO
1.5211,NO
2.0612,NO
3.6278,YES
2.2353,NO
3.8403,YES
0.8,NO
1.0538,NO
1.4585,YES
4.0391,YES
3.5816,YES
1.571,YES
1.1842,NO
0.7124,NO
2.0658,YES
0.7348,NO
1.5283,YES
0.9112,NO
0.9254,NO
1.2156,NO
1.2853,NO
0.6198,NO
4.1584,YES
0.7374,NO
4.111000000000001,YES
1.308,NO
3.7876,YES
1.2437,NO
1.5326,NO
1.7183,NO
1.3504,NO
1.9536,YES
1.5489,NO
1.3030000000000002,YES
2.3256,YES
2.6261,YES
2.8891,NO
1.0946,NO
1.0428,NO
1.9451,NO
3.1116,YES
2.3749,YES
2.1337,NO
0.4028,NO
1.8149,NO
0.5763,NO
1.4523,NO
1.6275,NO
1.3861,NO
0.9732,YES
1.5713,NO
2.2285,YES
0.8771,NO
2.8509,YES
0.698,NO
0.8136,NO
0.7349,NO
1.5021,NO
1.2670000000000001,NO
2.3079,NO
1.7518,NO
1.9501,NO
0.3013,NO
0.7875,NO
5.5396,YES
1.3289,YES
1.6223,YES
5.5367,YES
1.5728,NO
0.377,NO
5.5893,YES
0.3574,NO
5.447,YES
0.3824,NO
0.9229999999999999,NO
1.2163,NO
1.1669,NO
0.1641,NO
2.2929,YES
0.3806,NO
1.6699,YES
0.8,NO
2.1139,YES
1.4316,NO
0.4989,NO
2.0246,NO
1.9859,NO
5.8017,YES
2.967,NO
5.1373,YES
0.3445,NO
0.8198,NO
5.5816,YES
1.046,YES
1.7581,YES
5.3237,YES
1.3706,NO
0.3218,NO
5.5864,YES
0.8203,NO
5.1665,YES
0.8955,NO
0.6424,NO
1.0142,NO
0.924,NO
0.1785,NO
2.0805,YES
0.4138,NO
1.6824,YES
1.2011,NO
1.8831,YES
1.6355,NO
0.935,NO
2.3737,NO
2.3469,NO
5.8389999999999995,YES
3.5235,NO
5.3282,YES
0.353,NO
0.8294,NO
5.8508,YES
0.7457,YES
1.3528,YES
5.1922,YES
1.7907,NO
0.4438,NO
5.1345,YES
1.1439,NO
5.2179,YES
1.5761,NO
0.7463,NO
1.1023,NO
0.6805,NO
0.2777,NO
2.0735,YES
0.4932,NO
1.3696,YES
0.6104,NO
1.4383,YES
2.2608,NO
1.5687,NO
3.1308,NO
3.1343,NO
5.313,YES
4.2339,NO
5.5448,YES
0.3251,NO
0.8563,NO
5.9276,YES
1.3662,YES
1.7872,YES
5.1357,YES
1.6924,NO
0.4118,NO
5.3034,YES
0.868,NO
5.1079,YES
1.1169,NO
1.2691,NO
1.6458,NO
1.499,NO
0.2729,NO
2.2645,YES
0.4495,NO
1.5889,YES
0.867,NO
1.7074,YES
1.8955,NO
1.181,NO
2.717,NO
2.8442,NO
5.5491,YES
3.6053,NO
5.582000000000001,YES
0.4279,NO
0.5141,NO
1.4265,YES
4.2714,YES
3.6839999999999997,YES
1.6348,YES
0.7057,NO
0.3739,NO
1.8979,YES
0.4774,NO
1.4941,YES
0.5046,NO
0.6945,NO
0.8329,NO
1.0923,NO
0.4585,NO
4.3849,YES
0.4052,NO
4.2744,YES
1.0094,NO
3.8467,YES
0.8422,NO
1.0207,NO
1.3932,NO
0.9311,NO
2.0944,YES
1.0929,NO
1.4355,YES
0.21,NO
0.387,NO
2.4149,YES
3.7017,YES
3.4706,YES
2.9258,YES
0.5845,NO
0.2045,NO
2.9883,YES
0.3532,NO
2.8960000000000004,YES
0.4968,NO
0.1448,NO
0.4723,NO
0.6932,NO
0.1981,NO
4.0680000000000005,YES
0.1889,NO
4.0009,YES
0.5497,NO
4.0886,YES
1.1156,NO
0.985,NO
1.4987,NO
1.1696,NO
3.1492,YES
1.4724,NO
2.4861,YES
0.5347,NO
0.7462,NO
1.0405,NO
0.9626,NO
0.5264,NO
0.4145,NO
0.987,NO
0.5151,NO
0.9267,NO
0.5372,NO
0.4503,NO
0.3778,NO
1.9349,YES
2.0761,YES
2.0306,YES
0.387,NO
0.873,NO
0.6449,NO
0.5772,NO
1.1097,NO
0.2895,NO
0.5345,NO
0.3576,NO
0.9987,NO
0.8859,NO
0.6834,NO
0.7007,NO
0.4839,NO
1.7746,YES
1.8368,YES
0.5466,NO
0.5423,NO
0.5069,NO
0.3777,NO
1.9097,YES
1.8058,YES
0.3616,NO
0.1519,NO
0.3527,NO
0.1784,NO
0.1661,NO
0.2458,NO
0.1562,NO
1.237,YES
0.6759,NO
1.0944,YES
0.6284,NO
1.7578,YES
0.4939,NO
0.1163,NO
0.3261,NO
0.252,NO
0.2952,NO
0.5126,NO
0.4078,NO
0.4199,NO
0.2195,NO
0.4579,NO
2.8031,YES
4.3935,YES
3.9671,YES
2.9184,YES
0.9561,NO
0.2354,NO
3.0618,YES
0.3414,NO
2.7689,YES
0.4837,NO
1.0314,NO
1.2616,NO
1.413,NO
0.3429,NO
5.0129,YES
0.3723,NO
4.7,YES
0.8976,NO
4.3621,YES
0.9641,NO
0.8949,NO
1.8357,NO
1.2292,NO
3.3914,YES
1.6984,NO
2.5726,YES
2.2737,YES
2.3817,YES
1.2816,NO
0.6485,NO
0.6482,NO
0.9081,NO
2.5566,YES
2.327,YES
0.8006,NO
0.1355,NO
0.8270000000000001,NO
0.1651,NO
0.3434,NO
0.5656,NO
0.44799999999999995,NO
0.8552,YES
0.9374,NO
2.1042,YES
0.6385,NO
2.5396,YES
0.579,NO
0.2011,NO
0.3359,NO
0.5599,NO
0.3554,NO
1.0546,NO
0.6009,NO
0.6843,NO
1.0843,NO
0.9838,NO
1.1852,NO
0.8743,NO
0.6987,NO
0.5567,NO
1.4846,NO
0.9196,NO
0.8049,NO
2.8623,YES
0.5265,NO
3.2109,YES
1.3677,NO
1.7868,NO
1.2093,NO
0.9432,NO
0.9962,NO
0.6969,NO
0.1816,NO
1.1627,NO
0.1519,NO
3.3146,YES
3.3215,YES
3.6793,YES
3.6375,YES
0.2753,NO
3.542,YES
0.7537,NO
2.9884,YES
3.0874,YES
0.6521,NO
0.2535,NO
0.1752,NO
0.3714,NO
3.0696,YES
3.0135,YES
0.4468,NO
0.1777,NO
0.3053,NO
0.1516,NO
0.3254,NO
0.5155,NO
0.2995,NO
1.5144,YES
0.2724,NO
2.2917,YES
0.0682,NO
3.0226,YES
0.0668,NO
0.2168,NO
0.4414,NO
0.2961,NO
0.2921,NO
0.4612,NO
0.4602,NO
0.139,NO
0.9129,NO
0.6958,NO
1.6531,NO
1.4502,NO
1.2586,NO
0.741,NO
1.4911,NO
0.5828,NO
0.7406,NO
2.7086,YES
0.6246,NO
2.7425,YES
0.8340000000000001,NO
1.0192,NO
0.6752,NO
0.5113,NO
1.6528,NO
0.594,NO
0.6982,NO
0.7984,NO
0.3663,NO
3.3072,YES
3.273,YES
3.5153,YES
3.5507,YES
0.742,NO
3.4803,YES
1.194,NO
