50Traced_NONETRACED_RFSMOTE_RAW_VSM_0_SUM,Associated
0.03960589847318283,NO
0.034059767714994124,NO
0.06616207751533343,NO
0.1327156466135978,NO
0.0352994910609422,NO
0.05063291139240507,NO
0.029949106094218976,NO
0.035821479838183484,NO
0.10172256296489626,NO
0.8051024402975338,YES
0.03171081821740833,NO
0.21205794075427378,YES
0.1498760276654052,NO
0.1370873026229936,NO
0.13656531384575232,NO
0.0660315803210231,NO
0.03758319196137283,NO
0.06387837661490278,NO
0.040258384444734445,NO
0.13369437557092523,NO
0.0663578233067989,NO
0.0423463395536996,YES
0.043977554482578625,YES
0.7528383139762497,YES
0.8006002870938276,YES
0.09415372569489758,NO
0.03823567793292444,YES
0.07014224194179824,NO
0.7139501500717735,YES
0.8034712253686547,YES
0.21088346600548089,NO
0.09454521727782855,NO
0.06642307190395408,NO
0.06407412240636826,NO
0.9015398668928619,YES
0.7064465613989299,YES
0.08051676888946888,NO
0.060420200965679245,NO
0.055526556179042154,NO
0.06055069815998957,NO
0.10876941145765368,NO
0.09108704162860501,NO
0.092718256557484,NO
0.8274174605245987,YES
0.041498107790682505,NO
0.06498760276654053,YES
0.013767453999739006,NO
0.8657836356518337,YES
0.01840010439775545,NO
0.0705989821218844,NO
0.041693853582147986,NO
0.07209969985645309,NO
0.0438470572882683,NO
0.11568576275610076,NO
0.06453086258645441,NO
0.0572882683022315,NO
0.04932793944930184,NO
0.09160903040584628,NO
0.07836356518334855,NO
0.17845491321936577,NO
0.09017356126843273,NO
0.10022184523032757,NO
0.08710687720214016,NO
0.024729218321806086,NO
0.13421636434816653,NO
0.2899647657575362,YES
0.0961111836095524,NO
0.7754795771890906,YES
0.12527730653790942,NO
0.13297664100221845,NO
0.1308886858932533,NO
0.11672974031058331,NO
0.0915437818086911,NO
0.07425290356257341,NO
0.11855670103092786,NO
0.1060289703771369,NO
0.13519509330549395,NO
0.9353386402192353,YES
0.921440689025186,YES
0.2298708077776328,YES
0.7595589194832312,YES
0.09976510505024141,NO
0.7697377006394364,YES
0.07314367741093566,NO
0.07653660446300406,YES
0.7623646091609031,YES
0.21049197442254994,NO
0.09996085084170689,NO
0.08984731828265693,NO
0.08554091087041629,NO
0.8681325851494195,YES
0.7251076601853061,YES
0.10446300404541303,NO
0.05363434686154248,NO
0.08051676888946888,NO
0.049393188046457,NO
0.14087172125799297,NO
0.12775675322980556,NO
0.12690852146678847,NO
0.11699073469920396,YES
0.052003131932663454,NO
0.045086780634216374,YES
0.011809996085084169,NO
0.1925486102048806,YES
0.01800861281482448,NO
0.07314367741093566,NO
0.05089390578102571,NO
0.06851102701291922,NO
0.06022445517421376,NO
0.13512984470833878,NO
0.07966853712645178,NO
0.07816781939188308,NO
0.038757666710165735,NO
0.007438340075688374,NO
0.08312671277567532,YES
0.8624559571969204,YES
0.8356387837661492,YES
0.08482317630170952,YES
0.04541302361999218,NO
0.0,NO
0.12873548218713296,YES
0.0825394754012789,NO
0.7304580451520294,YES
0.08567140806472662,NO
0.13278089521075298,NO
0.11770846926791073,NO
0.11770846926791073,NO
0.028839879942581234,NO
0.7952499021271043,YES
0.027795902388098655,NO
0.8794858410544174,YES
0.08397494453869242,NO
0.8103875766671017,YES
0.025577450084823178,NO
0.03569098264387316,NO
0.08541041367610597,NO
0.023750489364478662,NO
0.10341902649093046,YES
0.05441733002740442,NO
0.7316325199008222,YES
0.0922615163773979,NO
0.03927965548740702,NO
0.12038366175127235,NO
0.15998956022445518,NO
0.12051415894558268,NO
0.10250554613075818,NO
0.10139631997912046,NO
0.07144721388490147,NO
0.08665013702205404,NO
0.90682500326243,YES
0.09441472008351823,NO
0.8334855800600288,YES
0.12116664491713428,NO
0.10609421897429205,NO
0.10172256296489626,NO
0.026751924833616082,NO
0.08736787159076081,NO
0.027208665013702206,NO
0.06211666449171343,NO
0.12325460002609945,NO
