50Traced_NONETRACED_SUM_RAW_VSM_34_MEDIAN,Associated
0.5724,NO
0.3226,NO
0.3124,NO
0.2994,NO
0.2245,NO
0.9034,NO
0.4184,NO
0.1985,NO
0.6057,NO
2.4535,YES
0.5471,NO
2.3221,YES
0.2427,NO
0.3144,NO
0.2223,NO
0.4849,NO
0.6564,NO
0.2715,NO
0.5158,NO
0.2803,NO
0.261,NO
3.1711,YES
1.9176,YES
2.5860000000000003,YES
1.4723,YES
0.5479,NO
1.5897,YES
0.7613,NO
1.5734,YES
0.4643,YES
0.4948,NO
0.2608,NO
0.405,NO
0.534,NO
2.0883,YES
1.1293,YES
0.5159,NO
0.2814,NO
0.3498,NO
0.1094,NO
0.1797,NO
0.4143,NO
0.1551,NO
1.2146,YES
0.5037,NO
2.1158,YES
0.3584,NO
1.3679,YES
0.2088,NO
0.2562,NO
0.1113,NO
0.5057,NO
0.3185,NO
0.5767,NO
0.1657,NO
0.6995,NO
0.2142,NO
0.1848,NO
0.1595,NO
0.4342,NO
0.4252,NO
0.5431,NO
0.2104,NO
0.1204,NO
0.512,NO
1.2173,YES
0.3437,NO
1.2005,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.4696,NO
0.1268,NO
0.632,NO
0.1755,NO
0.3401,NO
1.7730000000000001,YES
1.1786,YES
1.4362,YES
0.8786,YES
0.2991,NO
0.9395,YES
0.6501,NO
1.554,YES
0.4447,YES
0.5663,NO
0.3206,NO
0.3037,NO
0.3011,NO
2.1686,YES
1.1217,YES
0.3692,NO
0.3585,NO
0.4966,NO
0.2376,NO
0.2289,NO
0.3453,NO
0.3024,NO
1.2007,YES
0.6807,NO
2.0886,YES
0.4069,NO
1.3722,YES
0.3691,NO
0.4116,NO
0.3108,NO
0.5178,NO
0.32899999999999996,NO
0.6324,NO
0.3297,NO
0.7074,NO
0.2917,NO
0.3316,NO
0.9069,YES
2.0194,YES
1.9315,YES
1.5294,YES
0.4867,NO
0.2633,NO
1.7878,YES
0.4663,NO
0.9906,YES
0.2951,NO
0.5702,NO
0.5992,NO
0.5262,NO
0.2382,NO
2.3202,YES
0.3762,NO
3.2653,YES
0.2961,NO
1.6114,YES
0.5756,NO
0.2742,NO
0.7491,NO
0.3879,NO
1.0728,YES
0.4826,NO
1.8938,YES
0.2436,NO
0.1635,NO
0.2728,NO
0.4923,NO
0.5051,NO
0.8621,NO
0.4374,NO
0.1285,NO
0.6571,NO
2.17,YES
0.6919,NO
1.8973,YES
0.2399,NO
0.2283,NO
0.1689,NO
0.2416,NO
0.8728,NO
0.0547,NO
0.8590000000000001,NO
0.2019,NO
0.5184,NO
3.531,YES
2.2474,YES
3.2728,YES
2.2307,YES
0.4609,NO
1.3602,YES
0.7834,NO
0.21600000000000003,NO
0.1322,NO
0.5039,YES
1.2607,YES
1.7485,YES
1.4461,YES
0.3746,NO
0.1001,NO
1.5278,YES
