50Traced_NONETRACED_MAX_SINGLE_VSM_26_SUM,Associated
0.17845990299647863,NO
0.17281243771177995,NO
0.15733173875490003,NO
0.35758421367351007,NO
0.1692246362367949,NO
0.10265098664540563,NO
0.16862666932429737,NO
0.01627798817354329,NO
0.1278984785064115,NO
0.7834695369078467,YES
0.2345359112351339,NO
0.8439970766062056,YES
0.14384426283967844,NO
0.2417779549531593,NO
0.13600425220915552,NO
0.20536841405886658,NO
0.19739552189223308,NO
0.07295196332469603,NO
0.11686931100923527,NO
0.27426749053219057,NO
0.20085044183110756,NO
0.6711846388944257,YES
0.6728456580958075,YES
0.7302504816955684,YES
0.7788851239120324,YES
0.14490731512856286,NO
0.6669988705069431,YES
0.10584014351205899,NO
0.6906517839346222,YES
0.7818085177064646,YES
0.36794897349013356,NO
0.23692777888512395,NO
0.20829180785329882,NO
0.21845724536575645,NO
0.8816689920935487,YES
0.6830110956082651,YES
0.21732775230881674,NO
0.22888844595043523,NO
0.19188093814364499,NO
0.22902132748654574,NO
0.35233539299714306,NO
0.3248289150222577,NO
0.3359909640555445,NO
0.8061922795827519,YES
0.18291143445618235,NO
0.6680619227958274,YES
0.15467410803268888,NO
0.8452594511992559,YES
0.1593914025646137,NO
0.23925320576705866,NO
0.2098199455185702,NO
0.2407813434323301,NO
0.2120124908643944,NO
0.2531393262906119,NO
0.23307421433791775,NO
0.19367483888113746,NO
0.12058999402033087,NO
0.12942661617168294,NO
0.246960334861471,NO
0.3941266361039134,NO
0.2598498438641951,NO
0.2864261510863066,NO
0.19002059663809717,NO
0.01601222510132217,NO
0.24496711181981268,NO
0.9233273536642084,YES
0.29081124177795503,NO
0.7533054282107501,YES
0.21905521227825392,NO
0.2375921865656767,NO
0.22476911833100793,NO
0.1467012158660554,NO
0.26124509999335593,NO
0.05361769982060993,NO
0.23825659424622952,NO
0.23825659424622952,NO
0.30483024383761875,NO
0.9160853099461829,YES
0.9019334263504086,YES
0.8621354062852966,YES
0.7370938808052621,YES
0.2342701481629128,NO
0.7474586406218856,YES
0.15733173875490003,NO
0.7059996013553917,YES
0.7399508338316391,YES
0.49345558434655507,NO
0.24031625805594314,NO
0.23001793900737494,NO
0.35990964055544483,NO
0.8476513188492459,YES
0.702013155272075,YES
0.38548933625672716,NO
0.05627533054282108,NO
0.36110557438043983,NO
0.05687329745531858,NO
0.23407082585874694,NO
0.19726264035612256,NO
0.18663211746727792,NO
0.7471928775496643,YES
0.1677629393395788,NO
0.6739751511527473,YES
0.14244900671051758,NO
0.8241312869576772,YES
0.15686665337851302,NO
0.12058999402033087,NO
0.09494385755099329,NO
0.210484353199123,NO
0.09879742209819946,NO
0.41671649724270815,NO
0.22071623147963593,NO
0.35240183376519835,NO
0.11666998870506944,NO
0.08172214470799284,NO
0.7127101189289748,YES
0.8418709720284366,YES
0.8145638163577171,YES
0.5049498372201182,YES
0.18065244834230287,NO
0.06531127499833898,NO
0.42841007242043716,YES
0.244568467211481,NO
0.7074612982526078,YES
0.19693043651584613,NO
0.317520430536177,NO
0.2947312470932164,NO
0.3021726131154076,NO
0.05461431134143911,NO
0.7734369809314996,YES
0.10245166434123977,NO
0.8592120124908643,YES
0.15965716563683474,NO
0.7888512391203242,YES
0.2117467277921733,NO
0.2472260979336921,NO
0.40043850906916484,NO
0.20756095940469071,NO
0.5385688658560892,YES
0.3259584080791974,NO
0.43352601156069365,YES
0.13314729918277857,NO
0.07614112019134943,NO
0.32363298119726264,NO
0.35140522224436915,NO
0.08637299847186232,NO
0.34489402697495186,NO
0.2395854096073351,NO
0.046574978406750386,NO
0.28928310411268354,NO
0.8870506943060262,YES
0.23752574579762148,NO
0.8123712710118929,YES
0.17427413460899605,NO
0.21021859012690186,NO
0.15195003654242245,NO
0.055079396717826065,NO
0.24808982791841078,NO
0.019134941199920277,NO
0.20443824330609262,NO
0.25579695701282307,NO
0.22377250681017874,NO
0.8783469536907846,YES
0.8594113347950302,YES
0.8048634642216465,YES
0.8117068633313401,YES
0.3403096139791376,NO
0.7358979469802671,YES
0.2574579762142051,NO
0.11746727792173277,NO
0.09308351604544547,NO
0.5752441698226031,YES
0.861736761676965,YES
0.7875888645272738,YES
0.41950700950102987,YES
0.15972360640489003,NO
0.06856687263304764,NO
0.3682147365623547,YES
0.5179722277589528,NO
0.5746462029101056,YES
0.4422961929439905,NO
0.21560029233937944,NO
0.30476380306956347,NO
0.30104312005846784,NO
0.1024516643412398,NO
0.7685868048634642,YES
0.08205434854826922,NO
0.7937014151883596,YES
0.14723274201049763,NO
0.7891834429606006,YES
0.48149624609660485,NO
0.4919274466812837,NO
0.4933891435784998,NO
0.41392598498438643,NO
0.44030296990233214,YES
0.41950700950102987,NO
0.36489269815959074,YES
0.20397315792970566,NO
0.15945784333266894,NO
0.4007707129094413,NO
0.36881270347485223,NO
0.3453591123513388,NO
0.3196465351139459,NO
0.20948774167829382,NO
0.2120124908643944,NO
0.27652647664607005,NO
0.7515779682413128,YES
0.37844661484286757,NO
0.7820078400106304,YES
0.4151219188093815,NO
0.3830310278386818,NO
0.382831705534516,NO
0.14537240050494982,NO
0.24091422496844062,NO
0.14105375058135672,NO
0.24044913959205372,NO
0.2715434190419242,NO
0.30828516377649334,NO
0.7442694837552322,YES
0.7154341904192413,YES
0.7457311806524483,YES
0.8259251876951698,YES
0.31805195668061925,NO
0.7295196332469602,YES
0.21187960932828387,NO
0.12909441233140656,NO
0.1164706664009036,NO
0.375921865656767,NO
0.3444953823666202,NO
0.272938675171085,NO
0.5431532788519035,NO
0.32462959271809183,NO
0.0733506079330277,NO
0.39605341837751645,NO
0.8471862334728589,YES
0.3493455584346555,NO
0.7347684539233273,YES
0.18523686133811712,NO
0.1423825659424623,NO
0.08271875622882201,NO
0.15474054880074412,NO
0.2386552388545612,NO
0.12377915088698425,NO
0.4495382366620158,NO
0.20862401169357525,NO
0.36482625739153546,NO
0.8879808650588,YES
0.8384160520895622,YES
0.9477111155404956,YES
0.7378911700219254,YES
0.427878546275995,NO
0.7970234535911236,YES
0.2947312470932164,NO
0.15115274732575912,NO
0.10663743272872235,NO
0.19965450800611256,NO
0.3354594379111023,NO
0.19666467344362504,NO
0.5261444422297522,NO
0.347551657697163,NO
0.12749983389807984,NO
0.3663543950568069,NO
0.8572187894492059,YES
0.23147963590459109,NO
0.757823400438509,YES
0.29506345093349284,NO
0.281044448873829,NO
0.27878546275994953,NO
0.05228888445950436,NO
0.24450202644342567,NO
0.08976147764268154,NO
0.32376586273337327,NO
0.2486877948309083,NO
0.26695900604610995,NO
0.8877151019865789,YES
0.8515713241645073,YES
0.8053949903660886,YES
0.797156335127234,YES
0.44621619825925196,NO
0.7525081389940868,YES
0.14470799282439706,NO
0.123712710118929,NO
0.12284898013421035,NO
0.23274201049764137,NO
0.4055544482094213,NO
0.2714105375058136,NO
0.46182977875224246,NO
0.27586206896551724,NO
0.017872566606869963,NO
0.34442894159856496,NO
0.911567337718424,YES
0.23393794432263637,NO
0.7753637632051026,YES
0.28483157265297987,NO
0.27373596438774833,NO
0.27998139658494453,NO
0.131818483821673,NO
0.24536575642814434,NO
0.04032954620955419,NO
0.3083516045445486,NO
0.19214670121586608,NO
0.2747990166766328,NO
0.8434655504617633,YES
0.8388811374659491,YES
0.8280512922729387,YES
0.7029433260248488,YES
0.39100392000531536,NO
0.6943724669457179,YES
0.14145239518968838,NO
0.1467012158660554,NO
0.19507009501029832,NO
0.9579429938210087,YES
0.49345558434655507,YES
0.4799016676632782,YES
0.808584147232742,YES
0.30695634841538777,NO
0.1464354527938343,NO
0.8364228290479038,YES
0.21659690386020863,NO
0.8379509667131751,YES
0.5066772971895555,NO
0.38960866387615445,NO
0.34741877616105243,NO
0.34595707926383634,NO
0.1356056076008239,NO
0.35426217527074616,YES
0.12902797156335127,NO
0.5541824463490798,YES
0.21367351006577634,NO
0.4861470998604744,YES
0.5207627400172746,NO
0.29127632715434193,NO
0.6372998471862334,NO
0.29891701548069904,NO
0.8144973755896618,YES
0.6034814962460966,NO
0.7269284432928044,YES
0.2138728323699422,NO
0.2726064713308086,NO
0.7317121785927845,YES
0.5507939671782606,NO
0.5095342502159325,NO
0.8957544349212676,YES
0.23360574048236,NO
0.11693575177729056,NO
0.963258255265431,YES
0.25652780546143117,NO
0.838416052089562,YES
0.3939937545678029,NO
0.44767789515646805,NO
0.2526078001461697,NO
0.323234336588931,NO
0.1257723739286426,NO
0.4411666998870507,NO
0.09587402830376722,NO
0.6515846123181184,NO
0.15327885190352802,NO
0.4605009633911367,NO
0.42475583017739693,NO
0.2720085044183111,NO
0.5852767257989502,NO
0.2676234137266627,NO
0.8001461696897216,YES
0.5156468008770181,NO
0.6728456580958075,YES
0.12510796624808984,NO
0.15965716563683474,NO
0.7719088432662281,YES
0.8050627865258121,YES
0.7677230748787456,YES
0.660089030629194,YES
0.2833034349877085,NO
0.0736828117733041,NO
0.6838083848249286,YES
0.5814896020197993,NO
0.7807454654175802,YES
0.6109893030363431,NO
0.3437645339180121,NO
0.21639758155604277,NO
0.27101189289748195,NO
0.04710650455119261,NO
0.6486612185236861,YES
0.01773968507075943,NO
0.798817354328616,YES
0.12185236861338115,NO
0.7465284698691117,YES
0.6974951830443159,NO
0.5172413793103449,NO
0.733240316258056,NO
0.5035545810909574,NO
0.6442761278320376,YES
0.668394126636104,NO
0.6014882732044383,YES
0.1724137931034483,NO
0.27446681283635643,NO
0.8772839014019003,YES
0.5025579695701282,NO
0.49505016277988173,NO
0.8982791841073683,YES
0.26496578300445156,NO
0.13739950833831638,NO
0.934223639625274,YES
0.22476911833100793,NO
0.9469802670918875,YES
0.4529267158328351,NO
0.36190286359710316,NO
0.28091156733771844,NO
0.26330476380306955,NO
0.0993289482426417,NO
0.41897548335658763,NO
0.09162181914822935,NO
0.6218191482293536,NO
0.0999269151551392,NO
0.4461497574911966,NO
0.5035545810909574,NO
0.30815228224038277,NO
0.6153743937279915,NO
0.318716364361172,NO
0.886519168161584,YES
0.5943126702544681,NO
0.8346289283104112,YES
0.13241645073417052,NO
0.11361371337452662,NO
0.6555710584014351,YES
0.7501162713440968,YES
0.7025446814165172,YES
0.4448873828981463,YES
0.17081921467012157,NO
0.050362102185901286,NO
0.3686798219387416,YES
0.24968440635173744,NO
0.6482625739153545,YES
0.16988904391734766,NO
0.5915885987642018,NO
0.5752441698226031,NO
0.5965716563683476,NO
0.14337917746329149,NO
0.7291874294066839,YES
0.034748521692910775,NO
0.7212809780081058,YES
0.19088432662281574,NO
0.6999534914623613,YES
0.19121653046309217,NO
0.24968440635173744,NO
0.3512058999402033,NO
0.1979934888047306,NO
0.4692711447744336,YES
0.28702411799880406,NO
0.38661882931366687,YES
0.8203441631785263,YES
0.6514517307820078,YES
0.5254800345491993,NO
0.38688459238588796,NO
0.3809713640289682,NO
0.28038004119327625,NO
0.7784864793037007,YES
0.8647930370075078,YES
0.2542688193475517,NO
0.10178725666068701,NO
0.3848249285761744,NO
0.2352003189156867,NO
0.5097335725200983,NO
0.4603016410869711,NO
0.46422164640223246,NO
0.6755032888180187,YES
0.26543086838083846,NO
0.753969835891303,YES
0.21427147697827392,NO
0.8177529732243705,YES
0.30908245299315656,NO
0.2584545877350342,NO
0.15520563417713112,NO
0.27433393130024586,NO
0.16364361172015152,NO
0.3322038402763936,NO
0.290346156401568,NO
0.21393927313799754,NO
0.14384426283967844,NO
0.20835824862135405,NO
0.8232675569729586,YES
0.6960999269151551,YES
0.6727127765596971,YES
0.8297787522423758,YES
0.21094943857550996,NO
0.08883130688990766,NO
0.9819281110889642,YES
0.19566806192279584,NO
0.8699754169158195,YES
0.10178725666068698,NO
0.4991030496312538,NO
0.4210351471663013,NO
0.4314663477509801,NO
0.10338183509401368,NO
0.5293335990964055,YES
0.08418045312603813,NO
0.643146634775098,YES
0.13959205368414063,NO
0.7502491528802073,YES
0.22324098066573655,NO
0.264832901468341,NO
0.5433526011560694,NO
0.2529400039864461,NO
0.8164905986313201,YES
0.580227227426749,NO
0.8606737093880805,YES
0.1886917812769916,NO
0.20131552720749452,NO
0.9035944455517906,YES
0.7665271410537506,YES
0.7527739020663078,YES
0.783336655371736,YES
0.2621752707461299,NO
0.18782805129227292,NO
0.8029366819480434,YES
0.48388811374659496,NO
0.8135672048368879,YES
0.3471530130888313,NO
0.38210085708590796,NO
0.13879476446747724,NO
0.26317188226695903,NO
0.17341040462427748,NO
0.5554448209421301,YES
0.16291276327154341,NO
0.5943126702544681,YES
0.23679489734901338,NO
0.7240050494983722,YES
0.5003654242243041,NO
0.4812304830243838,NO
0.5581688924323965,NO
0.36270015281376655,NO
0.7499833898079861,YES
0.5141186632117467,NO
