50Traced_NONETRACED_SUM_SINGLE_LSA_9_MEDIAN,Associated
0.5242,NO
0.4971,NO
0.9189,NO
0.2883,NO
1.0688,NO
0.3967,NO
0.631,NO
0.6388,NO
0.7496,NO
3.2722,YES
0.2994,NO
2.1612,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.3504,NO
0.7029,NO
0.3451,NO
0.8632,NO
0.7946,NO
1.2352,NO
3.3709,YES
3.3091,YES
3.0922,YES
2.8059,YES
0.3071,NO
1.9433,YES
0.3758,NO
1.8101,YES
2.4773,YES
2.1484,NO
1.0452,NO
1.0132,NO
1.6059999999999999,NO
1.7034,YES
2.5751,YES
1.8219,NO
0.7366,NO
1.6376,NO
0.6344,NO
1.1898,NO
0.9599,NO
1.0878,NO
1.5481,YES
1.3158,NO
1.7957,YES
1.5301,NO
2.8043,YES
1.3185,NO
0.9782,NO
0.9039,NO
1.1495,NO
1.0549,NO
1.704,NO
1.3823,NO
2.1223,NO
0.3248,NO
0.4558,NO
1.4448,NO
0.2865,NO
0.8225,NO
1.0913,NO
1.0229,NO
0.5356,NO
1.3323,NO
3.5794,YES
0.7089,NO
2.5842,YES
0.2247,NO
0.2168,NO
0.2159,NO
0.7514,NO
0.506,NO
0.1268,NO
0.8126,NO
0.6016,NO
1.3198,NO
3.8788,YES
3.722,YES
3.5261,YES
3.3646,YES
0.6673,NO
2.7412,YES
0.8578,NO
1.4391,YES
1.8419,YES
1.7375,NO
1.1031,NO
1.4223,NO
1.4207,NO
1.4777,YES
2.3548,YES
1.2779,NO
0.2607,NO
1.5618,NO
0.3469,NO
1.3841,NO
0.7749,NO
0.795,NO
1.3881,YES
1.7579,NO
1.5156,YES
1.3702,NO
2.7938,YES
1.5541,NO
0.4398,NO
0.0955,NO
0.8352,NO
0.6289,NO
1.3636,NO
0.8129,NO
2.1603,NO
0.4301,NO
0.4416,NO
1.3063,YES
3.3607,YES
4.3902,YES
1.5342,YES
0.4913,NO
0.3328,NO
1.4563,YES
0.3011,NO
1.9892,YES
0.4903,NO
0.7931,NO
0.7826,NO
0.6059,NO
0.3435,NO
4.4242,YES
0.353,NO
4.1173,YES
0.8931,NO
4.5323,YES
0.469,NO
0.575,NO
0.7583,NO
0.4514,NO
1.524,YES
0.8288,NO
1.7393,YES
0.6501,NO
0.6474,NO
1.315,NO
0.3942,NO
0.922,NO
0.8937,NO
0.9987,NO
0.7445,NO
1.295,NO
3.8586,YES
0.5147,NO
2.8024,YES
0.4578,NO
0.3528,NO
0.5521,NO
0.8049,NO
0.6715,NO
0.3245,NO
0.8975,NO
0.8544,NO
1.5619,NO
4.0614,YES
4.0622,YES
3.6788,YES
3.5779,YES
0.5618,NO
2.7898,YES
0.9061,NO
0.5585,NO
0.4033,NO
1.9002,YES
3.636,YES
4.763,YES
2.0185,YES
0.792,NO
0.3053,NO
2.1511,YES
1.6631,NO
2.1206,YES
1.8066,NO
0.8905,NO
0.9059,NO
0.8005,NO
0.5237,NO
4.7667,YES
0.3684,NO
4.5594,YES
0.902,NO
5.239,YES
1.9053,NO
1.9980000000000002,NO
2.149,NO
1.9341,NO
1.9746,YES
1.8103,NO
2.1996,YES
0.7839,NO
0.7664,NO
1.301,NO
0.3061,NO
0.8182,NO
1.1321,NO
0.9712,NO
0.9695,NO
1.1195,NO
2.7521,YES
0.9712,NO
2.0299,YES
0.6524,NO
0.4721,NO
0.6918,NO
0.5441,NO
0.9109,NO
0.5383,NO
0.7216,NO
1.2627,NO
0.9862,NO
3.0209,YES
2.8723,YES
2.7375,YES
2.451,YES
0.9058,NO
1.7007,YES
1.2767,NO
0.4427,NO
0.5139,NO
1.6647,NO
0.3952,NO
1.1316,NO
1.7911,NO
1.1504,NO
0.4634,NO
1.9117,NO
3.4106,YES
1.3937,NO
2.6701,YES
0.1556,NO
0.1577,NO
0.2757,NO
0.8358,NO
0.9771,NO
0.1966,NO
1.4157,NO
0.5772,NO
1.795,NO
3.6694,YES
3.6956,YES
3.4426,YES
3.2949,YES
1.3492,NO
2.9378,YES
1.2342,NO
0.5863,NO
0.6241,NO
1.2819,NO
0.909,NO
1.3882,NO
0.8802,NO
1.0156,NO
0.6195,NO
1.0285,NO
3.577,YES
0.6821,NO
2.846,YES
0.5585,NO
0.3367,NO
0.5889,NO
0.6551,NO
1.0959,NO
0.2613,NO
1.2367,NO
1.0087,NO
1.9088,NO
3.7605,YES
3.6385,YES
3.4876,YES
3.2751,YES
0.6485,NO
2.4707,YES
1.1478,NO
0.5134,NO
0.5974,NO
0.9834,NO
0.6728,NO
1.1193,NO
0.6799,NO
0.9486,NO
0.6242,NO
0.8257,NO
3.1842,YES
0.5087,NO
2.5353,YES
0.5555,NO
0.2593,NO
0.4796,NO
0.616,NO
0.9138,NO
0.242,NO
0.9302,NO
0.9721,NO
1.5045,NO
3.3561,YES
3.1888,YES
3.0922,YES
2.8029,YES
0.5727,NO
1.9719,YES
0.9398,NO
0.8125,NO
1.4074,NO
6.5568,YES
1.5996,YES
2.273,YES
6.365,YES
1.4925,NO
0.9793,NO
6.4252,YES
0.40399999999999997,NO
6.4869,YES
0.6884,NO
1.7045,NO
0.6728,NO
0.8170000000000001,NO
0.8390000000000001,NO
2.7701,YES
0.7664,NO
3.5456,YES
1.0537,NO
3.2979,YES
0.9107,NO
0.828,NO
2.0305,NO
1.5109,NO
6.0315,YES
3.5269,NO
6.28,YES
0.1823,NO
0.7405,NO
3.1465,YES
0.6101,NO
0.951,NO
3.2447,YES
0.3734,NO
0.3759,NO
3.1584,YES
0.8489,NO
2.9288,YES
0.6897,NO
0.8606,NO
0.3872,NO
0.5955,NO
0.4058,NO
1.3365,NO
0.1993,NO
0.972,NO
0.4678,NO
1.7719,NO
1.2102,NO
0.9178,NO
1.3319999999999999,NO
1.5901,NO
2.6883,YES
2.1101,NO
3.1002,YES
0.6978,NO
0.7299,NO
3.7091,YES
3.3105,YES
4.9026,YES
4.3731,YES
1.5228,NO
0.6061,NO
3.9512,YES
1.7267,NO
4.6483,YES
1.6449,NO
0.9429,NO
0.8699,NO
0.9343,NO
0.6223,NO
4.6705,YES
0.6452,NO
4.8292,YES
1.4561,NO
5.2889,YES
2.1535,NO
2.1708,NO
2.1649,NO
1.9736,NO
3.9857,YES
2.7812,NO
3.9506,YES
0.3963,NO
0.7568,NO
2.7084,YES
0.9803,NO
1.6933,NO
2.5166,YES
0.6359,NO
0.3674,NO
2.5628,YES
