50Traced_NONETRACED_SUM_RAW_VSM_24_MEDIAN,Associated
0.2179,NO
0.2104,NO
0.3251,NO
0.2164,NO
0.3576,NO
0.5542,NO
0.2458,NO
0.1941,NO
0.5494,NO
1.4953,YES
0.4575,NO
1.5073,YES
0.3879,NO
0.4718,NO
0.2223,NO
0.257,NO
0.2732,NO
0.1109,NO
0.2582,NO
0.2297,NO
0.2075,NO
0.7985,YES
1.6361,YES
1.5564,YES
1.4955,YES
0.5023,NO
1.5608,YES
0.4601,NO
0.3326,YES
0.7498,YES
0.3362,NO
0.2313,NO
0.1989,NO
0.43,NO
0.7721,YES
0.6031,YES
0.4461,NO
0.1316,NO
0.2331,NO
0.1294,NO
0.3484,NO
0.3656,NO
0.2518,NO
0.3672,YES
0.2334,NO
0.3117,YES
0.2769,NO
0.6264,YES
0.1195,NO
0.1212,NO
0.2429,NO
0.2115,NO
0.1677,NO
0.3003,NO
0.1751,NO
0.1299,NO
0.304,NO
0.1534,NO
0.1331,NO
0.4402,NO
0.591,NO
0.1713,NO
0.1465,NO
0.0509,NO
0.256,NO
1.4865,YES
0.2021,NO
1.5329,YES
0.2628,NO
0.4002,NO
0.2136,NO
0.251,NO
0.373,NO
0.1268,NO
0.2371,NO
0.1755,NO
0.2598,NO
0.9248,YES
1.2251,YES
1.7755,YES
1.7083,YES
0.4242,NO
1.9388,YES
0.3182,NO
0.6981,YES
1.4958,YES
0.3356,NO
0.4164,NO
0.3254,NO
0.4959,NO
1.5333,YES
1.3546,YES
0.4634,NO
0.3426,NO
0.2777,NO
0.3609,NO
0.4544,NO
0.5727,NO
0.3043,NO
0.4234,YES
0.2074,NO
0.636,YES
0.3482,NO
1.4084,YES
0.4003,NO
0.2716,NO
0.5579,NO
0.3601,NO
0.2672,NO
0.573,NO
0.4978,NO
0.1693,NO
0.6155,NO
0.4266,NO
0.7759999999999999,YES
2.6863,YES
2.3669,YES
1.1141,YES
0.5117,NO
0.4425,NO
0.8876,YES
0.6033,NO
0.7019,YES
0.4353,NO
0.3489,NO
0.632,NO
0.1934,NO
0.2773,NO
1.5521,YES
0.2698,NO
2.3015,YES
0.4939,NO
2.2401,YES
0.3251,NO
0.391,NO
0.6394,NO
0.3955,NO
1.5467,YES
0.6751,NO
0.507,YES
0.2277,NO
0.0732,NO
0.1975,NO
0.4819,NO
0.5613,NO
0.3602,NO
0.1684,NO
0.1225,NO
0.3492,NO
1.6847,YES
0.2141,NO
1.7385,YES
0.359,NO
0.4546,NO
0.1689,NO
0.159,NO
0.4961,NO
0.0547,NO
0.5128,NO
0.2019,NO
0.2953,NO
1.1021,YES
1.8294,YES
1.9052,YES
1.8144,YES
0.3565,NO
2.0489,YES
0.3662,NO
0.4217,NO
0.2382,NO
0.5166,YES
2.6417,YES
1.9869,YES
0.8605,YES
0.4546,NO
0.3694,NO
0.6412,YES
0.8509,NO
0.6273,YES
0.5868,NO
0.3801,NO
0.7131,NO
0.2375,NO
0.1902,NO
1.1732,YES
0.141,NO
2.1574,YES
0.3825,NO
3.1923,YES
0.3548,NO
0.5315,NO
0.8425,NO
0.5515,NO
1.6008,YES
0.9076,NO
0.4573,YES
0.22,NO
0.2548,NO
0.4935,NO
0.615,NO
0.5266,NO
0.5302,NO
0.2763,NO
0.2209,NO
0.5621,NO
0.9471,YES
0.3455,NO
1.5619999999999998,YES
0.336,NO
0.2036,NO
0.2033,NO
0.10800000000000001,NO
0.4518,NO
0.1489,NO
0.2861,NO
0.3212,NO
0.3576,NO
1.4164,YES
1.621,YES
1.159,YES
0.8765,YES
1.0624,NO
1.6785,YES
0.7851,NO
0.3813,NO
0.2632,NO
0.8636,NO
0.622,NO
0.6164,NO
0.9227,NO
0.2753,NO
0.1965,NO
0.9706,NO
2.0684,YES
0.4275,NO
2.5168,YES
0.4858,NO
0.3454,NO
0.1242,NO
0.3369,NO
0.5513,NO
0.1718,NO
0.3449,NO
0.3405,NO
0.4305,NO
2.0003,YES
2.2892,YES
2.8112,YES
2.4418,YES
1.3319999999999999,NO
3.2814,YES
1.0521,NO
0.2284,NO
0.4191,NO
0.6301,NO
0.4731,NO
0.3519,NO
0.6599,NO
0.4444,NO
0.3713,NO
0.883,NO
1.2619,YES
0.4248,NO
1.7313,YES
0.5934,NO
0.2692,NO
0.2998,NO
0.1961,NO
0.4649,NO
0.1793,NO
0.4463,NO
0.4856,NO
0.3094,NO
1.6858,YES
1.4968,YES
1.9527,YES
1.6594,YES
0.975,NO
