50Traced_NONETRACED_SUM_RAW_VSM_73_MAX,Associated
0.7081,NO
0.0993,NO
0.7597,NO
0.6466,NO
0.4357,NO
0.6014,NO
0.3378,NO
0.1145,NO
0.6315,NO
2.5678,YES
0.2528,NO
2.1833,YES
0.2427,NO
0.4153,NO
0.2223,NO
0.3616,NO
0.5991,NO
0.2609,NO
0.4792,NO
0.3248,NO
0.9125,NO
3.2372,YES
1.7822,YES
1.8102,YES
2.3575,YES
0.7615,NO
2.3894,YES
0.4018,NO
1.6064,YES
0.3244,YES
0.3362,NO
0.2433,NO
0.3308,NO
0.1846,NO
1.4498,YES
0.55,YES
0.3629,NO
0.2455,NO
0.324,NO
0.2125,NO
0.2735,NO
0.162,NO
0.2267,NO
1.5739,YES
0.4409,NO
1.2705,YES
0.2605,NO
1.4611,YES
0.3781,NO
0.1881,NO
0.2208,NO
0.1649,NO
0.1383,NO
0.4098,NO
0.2014,NO
0.3951,NO
0.7205,NO
0.1714,NO
0.9225,NO
0.5771,NO
0.3349,NO
0.8691,NO
0.4396,NO
0.0518,NO
0.7391,NO
1.9711,YES
0.5604,NO
1.7616,YES
0.205,NO
0.5457,NO
0.2136,NO
0.5191,NO
0.589,NO
0.2556,NO
0.7619,NO
0.3289,NO
0.7321,NO
2.9354,YES
1.4659,YES
1.6811,YES
2.416,YES
0.84,NO
2.4447,YES
0.584,NO
2.3574,YES
1.2633,YES
0.4937,NO
0.2964,NO
0.4437,NO
0.551,NO
1.3896,YES
1.1149,YES
0.4604,NO
0.4677,NO
0.4421,NO
0.2342,NO
0.518,NO
0.5039,NO
0.4034,NO
2.2334,YES
0.1916,NO
1.3797,YES
0.2704,NO
1.5101,YES
0.4129,NO
0.3876,NO
0.2957,NO
0.3075,NO
0.331,NO
0.5625,NO
0.4036,NO
0.5731,NO
0.7181,NO
0.2034,NO
1.3171,YES
1.4758,YES
2.0706,YES
1.4381,YES
0.3394,NO
0.0796,NO
1.8134,YES
0.6017,NO
0.9798,YES
0.3313,NO
0.244,NO
0.1934,NO
0.1934,NO
0.4465,NO
2.8813,YES
0.3337,NO
2.2993,YES
0.5226,NO
3.3593,YES
0.5416,NO
0.4989,NO
0.6409,NO
0.5475,NO
1.7807,YES
0.5491,NO
1.7407,YES
0.8923,NO
0.1861,NO
0.8804,NO
0.7809999999999999,NO
0.6237,NO
0.7457,NO
0.52,NO
0.1524,NO
0.8196,NO
2.4278,YES
0.5406,NO
1.8207,YES
0.4405,NO
0.6428,NO
0.1689,NO
0.5147,NO
0.7675,NO
0.4627,NO
0.7005,NO
0.3519,NO
1.2551,NO
3.5833,YES
2.0873,YES
1.6303,YES
2.6953,YES
1.0106,NO
2.7514,YES
0.7866,NO
0.5108,NO
0.0858,NO
0.4186,YES
1.8425,YES
1.9115,YES
0.6637,YES
0.2255,NO
0.0767,NO
0.659,YES
0.5628,NO
0.4798,YES
0.3708,NO
0.3649,NO
0.4549,NO
0.2375,NO
0.2887,NO
2.6819,YES
0.2339,NO
2.5122,YES
0.2382,NO
2.3083,YES
0.7944,NO
0.528,NO
0.6036,NO
0.6635,NO
0.5767,YES
0.7853,NO
0.4299,YES
0.4233,NO
0.0978,NO
0.6641,NO
0.3732,NO
0.174,NO
0.3826,NO
0.1653,NO
0.1536,NO
0.6014,NO
1.6672,YES
0.3935,NO
0.8308,YES
0.4745,NO
0.4099,NO
0.2033,NO
0.1291,NO
0.5212,NO
0.1011,NO
0.32299999999999995,NO
0.2256,NO
0.6617,NO
1.9252,YES
0.9405,YES
0.9799,YES
