50Traced_NONETRACED_SUM_RAW_VSM_51_SUM,Associated
0.047555686118647286,NO
0.048765314762653576,NO
0.0935388550000864,NO
0.08412103198603745,NO
0.10058926195372309,NO
0.07482417183638909,NO
0.07527346247559143,NO
0.06279700703312656,NO
0.09607907515249961,NO
0.23907446128324317,YES
0.07646581071039764,NO
0.1427534604019423,YES
0.07615476334479601,NO
0.07836665572240752,NO
0.04256164785982132,NO
0.09461024037049198,NO
0.10976515923897079,NO
0.07748535485320292,NO
0.09397086523008864,NO
0.08379270421123573,NO
0.07935163904681262,NO
0.11591698491420277,YES
0.18001002263733606,YES
0.21075187060429593,YES
0.3206379927076673,YES
0.07351086073718227,NO
0.16715339819246922,YES
0.10432183034094247,NO
0.20193886191225008,YES
0.22398866405156476,YES
0.09621731842610033,NO
0.0759819592527951,NO
0.05464065389068413,NO
0.08344709602723394,NO
0.18766524391297587,YES
0.21700737873472842,YES
0.0497502980870587,NO
0.06794656897475333,NO
0.08030206155281758,NO
0.03514835231298277,NO
0.06286612866992691,NO
0.05780296877430057,NO
0.029670462596554287,NO
0.3086108279044048,YES
0.05381119424907981,NO
0.26096873973975704,YES
0.04439337123503085,NO
0.2643729803521747,YES
0.0746340873351881,NO
0.030620885102559225,NO
0.07511793879279062,NO
0.07508337797439044,NO
0.06265876375952584,NO
0.13146935319428366,NO
0.0833261331628333,NO
0.09046294216247042,NO
0.0506143185470632,NO
0.05759560386389948,NO
0.09861929530491283,NO
0.11408526153899323,NO
0.04233700254022015,NO
0.1063263578081529,NO
0.08909778983566331,NO
0.05477889716428485,NO
0.0931932468160846,NO
0.6249805595396498,YES
0.11610706941540375,NO
0.2800808723150564,YES
0.06293525030672727,NO
0.08294596416043133,NO
0.04371943527622735,NO
0.10554873939414884,NO
0.08771535709965612,NO
0.0592890839655083,NO
0.07385646892118407,NO
0.05424320447908206,NO
0.14209680485233891,NO
0.34871865765781335,YES
0.4163368988577649,YES
0.5033956004078176,YES
0.4851302078833226,YES
0.12208609099863485,NO
0.42364651194940295,YES
0.09207002021807877,NO
0.06746271751715081,YES
0.06727263301594982,YES
0.11016260865057284,NO
0.06806753183915394,NO
0.05515906616668683,NO
0.09708133888610483,NO
0.14010955779432857,YES
0.07456496569838775,YES
0.043702154867027256,NO
0.07383918851198397,NO
0.10390710052014032,NO
0.04627693583784064,NO
