50Traced_NONETRACED_SUM_MULTI_LSA_3_SUM,Associated
0.25830159882644066,NO
0.08336420347622504,NO
0.17041800643086816,NO
0.2821580452531599,NO
0.16902514558359386,NO
0.1403974098715308,NO
0.23210396076281356,NO
0.06459021737519817,NO
0.25994636003971133,NO
0.5654866863247736,YES
0.23883118230177663,NO
0.27383051550669013,YES
0.21223346718627292,NO
0.26242091069391144,NO
0.0798672336894513,NO
0.08918754723131862,NO
0.2050468979210811,NO
0.1302324892201461,NO
0.14718390208484597,NO
0.1224383955428453,NO
0.2690592262213463,NO
0.4705054306755375,YES
0.5065420006816128,YES
0.5606116733593136,YES
0.4473454146724554,YES
0.19274823299302088,NO
0.43325381184524425,YES
0.10569443003837775,NO
0.33590172922192424,YES
0.1519551913701898,YES
0.1667135892838621,NO
0.11950449716241646,NO
0.08351238016210528,NO
0.14315349622890336,NO
0.2622579163394431,YES
0.1614533169351134,YES
0.1545482833730941,NO
0.113740424081675,NO
0.15804525315986784,NO
0.05682575903507342,NO
0.17619689718019765,NO
0.11071761968971802,NO
0.08560167143301672,NO
0.33885044527094105,YES
0.10004889830634048,NO
0.22614725799042779,YES
0.04784625187073066,NO
0.3455480314727281,YES
0.10483500526027235,NO
0.0861943781765377,NO
0.10071569339280156,NO
0.1217271474506201,NO
0.08607583682783351,NO
0.14518351682546266,NO
0.12194941247944047,NO
0.06248610843569874,NO
0.24306903551795161,NO
0.09103975580482165,NO
0.17465585964704314,NO
0.3402877591239794,NO
0.208647591387971,NO
0.15694874568435402,NO
0.220175737549454,NO
0.0555366218679153,NO
0.2598870893653592,NO
0.546831241572451,YES
0.2270955887800613,NO
0.2521670840309986,YES
0.19991998458962468,NO
0.21052943529865012,NO
0.06734630373257071,NO
0.09161764487975461,NO
0.23351163927867588,NO
0.1369893460962852,NO
0.20069050335620195,NO
0.11042126631795751,NO
0.304754989849897,NO
0.5237749492494851,YES
0.5619156281950598,YES
0.5269903833330863,YES
0.4357876331737964,YES
0.18436143257219906,NO
0.4078415102167825,YES
0.11611125105575887,NO
0.3561426645131655,YES
0.17914561322921452,YES
0.12043801028346199,NO
0.10225673092595611,NO
0.07273993509861158,NO
0.1169114051595122,NO
0.2861291804347504,YES
0.15389630595522102,YES
0.11302917598944981,NO
0.08871338183650182,NO
0.12150488242179974,NO
0.0349104271933854,NO
0.10971001822573236,NO
0.07765940106983567,NO
0.02973906085616489,NO
0.36103249514721353,YES
0.12403870375035192,NO
0.22241320550624563,YES
0.04323795693985508,NO
0.35417191459095826,YES
0.08293449108717234,NO
0.046631203046512665,NO
0.042230355475869424,NO
0.06304917984204365,NO
0.06408641664320536,NO
0.12528338791174595,NO
0.09747062397202425,NO
0.0697764013810067,NO
0.12168269444485605,NO
0.08017840472979981,NO
0.2971831612014165,YES
0.5646865322210204,YES
0.5456606457539971,YES
0.28184687421281135,YES
0.2399573251144665,NO
0.0,NO
0.4387363492228133,YES
0.1165409634448116,NO
0.27344525612340154,YES
0.09960436824869975,NO
0.24210588705973002,NO
0.29220442455584034,NO
0.14174581771304104,NO
0.09418110154548284,NO
0.6234534058411249,YES
0.10762072695482092,NO
0.6981344555247677,YES
0.1055907063582616,NO
0.5769407441433165,YES
0.10101204676456206,NO
0.20094240372219838,NO
0.22168713974543244,NO
0.0824899610295316,NO
0.33258257145820674,YES
0.21676767377420836,NO
0.17967904929838338,YES
0.2926934076192452,NO
0.08712789129758325,NO
0.2147821061834131,NO
0.3656407900780891,NO
0.22248729384918575,NO
0.18962170492094774,NO
0.2528042437802836,NO
0.09040259605553662,NO
0.2891668024952954,NO
0.5611154740913065,YES
0.23972024241705808,NO
0.2702150043712122,YES
0.2519744543393542,NO
0.2731637204202291,NO
0.11591862136411454,NO
0.10720583223435624,NO
0.23908308266777306,NO
0.14804332686295138,NO
0.1875768666558004,NO
0.13491487249396178,NO
0.3051847022389497,NO
0.5243824736615941,YES
0.5751922592499297,YES
0.5745995525064086,YES
0.46119993480225824,YES
0.23932016536518141,NO
0.4145983670929216,YES
0.12030465126616977,NO
0.08866892883073778,NO
0.06971713070665461,NO
0.19892720079422702,YES
0.5104390475202631,YES
0.4528131343814364,YES
0.15466682472179827,YES
0.16542445211670395,NO
0.007468104968364277,NO
0.29847229836857464,YES
0.09441818424289122,NO
0.1479247855142472,YES
0.09052113740424081,NO
0.20326877769051818,NO
0.20337250137063434,NO
0.1229421962748381,NO
0.08514232370678797,NO
0.5095203520678057,YES
0.09379584216219419,NO
0.5620045342065879,YES
0.09170655089128277,NO
0.50243750648273,YES
0.11339961770415041,NO
0.19591921407085808,NO
0.14937691703587358,NO
0.07239912872108703,NO
0.2230948182612948,YES
0.10971001822573237,NO
0.09133610917658215,YES
0.1750707543675078,NO
0.021500437121223345,NO
0.10025634566657281,NO
0.20448382651473618,NO
0.07782239542430394,NO
0.11577044467823433,NO
0.13435180108761685,NO
0.07811874879606442,NO
0.1906885770592855,NO
0.3809178063923422,YES
0.13832293626920739,NO
0.18738423696415604,YES
0.17413724124646227,NO
0.1902144116644687,NO
0.09547023871264095,NO
0.05181738705232118,NO
0.08524604738690414,NO
0.08220842532635916,NO
0.06478284706684251,NO
0.06536073614177546,NO
0.17538192540785633,NO
0.3533124898128528,YES
0.35916546890512246,YES
0.3350126691066428,YES
0.32690740438899346,YES
0.0995006445685836,NO
0.2361343666187562,YES
0.07032465511876361,NO
0.15314060485723174,NO
0.036481100063715965,NO
0.12015647458028952,NO
0.15490390741920665,NO
0.09511461466652837,NO
0.12171232978203209,NO
0.15428156533850965,NO
0.04171173707528858,NO
0.2246506734630373,NO
0.5045860684279935,YES
0.2519744543393542,NO
0.18593210544252967,YES
0.0943440958999511,NO
0.16148295227228948,NO
0.01428423251885548,NO
0.028405470683242697,NO
0.10329396772711782,NO
0.08646109621112213,NO
0.0654496421533036,NO
0.019070339472787346,NO
0.19630447345414673,NO
0.4402773867559678,YES
0.46681583119711945,YES
0.5186184005808526,YES
0.3810808007468105,YES
0.15474091306473836,NO
0.39899536206973196,YES
0.0886244758249737,NO
0.31127476402862775,NO
0.06949486567783424,NO
0.21658986175115208,NO
0.33289374249855525,NO
0.19283713900454902,NO
0.2362529079674604,NO
0.22282810022671032,NO
0.11147332078770725,NO
0.33773912012683927,NO
0.4908500896468949,YES
0.2804688310341251,NO
0.23936461837094547,YES
0.18643590617452252,NO
0.18870300946849022,NO
0.051432127669032546,NO
0.12909152873886823,NO
0.20058677967608576,NO
0.16991420569887536,NO
0.1951190599671048,NO
0.17271474506201195,NO
0.31117104034851156,NO
0.4810259753730348,YES
0.48638997140189966,YES
0.5034302902781276,YES
0.41277579385659463,YES
0.2776386563338124,NO
0.38494821224828485,YES
0.1597492850474906,NO
0.25665683761316993,NO
0.07709632966349074,NO
0.15797116481692772,NO
0.3526605123949798,NO
0.19935691318327975,NO
0.13166980307318446,NO
0.21104805369923096,NO
0.08635737253100596,NO
0.21411531109695203,NO
0.5380443640997525,YES
0.1905848533791693,NO
0.26039089009735206,YES
0.21270763258108968,NO
0.2199534725206336,NO
0.0779853897787722,NO
0.11980085053417694,NO
0.22928860373108895,NO
0.160593892157008,NO
0.16706921332997463,NO
0.1358483856150073,NO
0.2799946656393083,NO
0.5043934387363492,YES
0.5366959562582423,YES
0.5189147539526131,YES
0.4274008327529747,YES
0.14919910501281727,NO
0.3810215300724584,YES
0.08034139908426809,NO
0.22977758679449375,NO
0.03578466964007884,NO
0.5910027116333516,YES
0.36888585949886643,YES
0.36198082593684705,YES
0.7376383599804407,YES
0.2868404285269756,NO
0.06293063849333945,NO
0.9034184361432571,YES
0.17600426748855333,NO
0.7438173277816468,YES
0.10507208795768072,NO
0.2324892201461022,NO
0.24819594884940804,NO
0.09391438351089838,NO
0.09804851304695719,NO
0.3022508038585209,YES
0.16086061019159245,NO
0.462296442277772,YES
0.16206084134722243,NO
0.4891164224220961,YES
0.1616311289581697,NO
0.2145302058174167,NO
0.4553914087157526,NO
0.16678767762680216,NO
0.7538488894157394,YES
0.39492050320802524,NO
0.5307985241602087,YES
0.1482211388860077,NO
0.07672588794879012,NO
0.49464341280542923,YES
0.3208321602679035,NO
0.3177056321958303,NO
0.6174374323943871,YES
0.23592691925852388,NO
0.047549898498970164,NO
0.7495814008623884,YES
0.1618533939869901,NO
0.6456058203802214,YES
0.10486464059744838,NO
0.28412879517536715,NO
0.3177797205387704,NO
0.1569931986901181,NO
0.08518677671255205,NO
0.30998562686146963,NO
0.13707825210781335,NO
0.38521493028286935,NO
0.10181220086831538,NO
0.41107176196897177,NO
0.14392401499548063,NO
0.2512928415843051,NO
0.35254197104627555,NO
0.18636181783158237,NO
0.5527879443448368,YES
0.30305095796227416,NO
0.4703424363210692,YES
0.12966941781380117,NO
0.03734052484182139,NO
0.3634774104642376,YES
0.6066649873308934,YES
0.6036866359447005,YES
0.3819254078563279,YES
0.25969445967371496,NO
0.019055521804199328,NO
0.6035532769274082,YES
0.2143968468001245,NO
0.4553914087157527,YES
0.13947871441907328,NO
0.23225213744869383,NO
0.23566020122393944,NO
0.09594440410745772,NO
0.07265102908708343,NO
0.580867426319143,YES
0.13043993658037845,NO
0.6899699201327664,YES
0.10295316134959324,NO
0.6777897965534103,YES
0.20023115562997318,NO
0.30622193904011147,NO
0.3576244313719679,NO
0.15525953146531923,NO
0.4761954154133388,YES
0.32844844192214795,NO
0.2628506230829641,YES
0.11117696741594676,NO
0.049002030020596554,NO
0.3615511135477944,YES
0.13805621823462294,NO
0.13371464133833183,NO
0.46610458310489433,YES
0.08914309422555455,NO
0.01893698045549513,NO
0.5135803932609243,YES
0.02969460785040082,NO
0.4660601300991302,YES
0.055803339902499735,NO
0.21404122275401188,NO
0.19083675374516573,NO
0.07801502511594827,NO
0.031250463052143365,NO
0.16303880747403204,NO
0.06762783943574319,NO
0.22356898365611153,NO
0.08278631440129211,NO
0.2420169810482019,NO
0.08880228784803,NO
0.09612221613051403,NO
0.25647902559011365,NO
0.08271222605835198,NO
0.40767851586231424,YES
0.23031102286366265,NO
0.3312786166224606,YES
0.03870375035191964,NO
0.030909656674618816,NO
0.19783069331871325,YES
0.5400595670277238,YES
0.48415250344510796,YES
0.19978662557233243,YES
0.15678575132988573,NO
0.010950257086550001,NO
0.3347904040778224,YES
0.06149332464030109,NO
0.1757227317853809,YES
0.08752796834945989,NO
0.19417072917747122,NO
0.179441966600975,NO
0.13129936135848386,NO
0.08955798894601924,NO
0.48173722346526,YES
0.09336612977314149,NO
0.5658274927022982,YES
0.09361803013913791,NO
0.49495458384577773,YES
0.0640567813060293,NO
0.16111251055758885,NO
0.13962689110495355,NO
0.06098952390830825,NO
0.24869974958140084,YES
0.13764132351415828,NO
0.09710018225732363,YES
0.4301717367789352,YES
0.17272956273059997,YES
0.15951220235008223,NO
0.09988590395187222,NO
0.07100626787381273,NO
0.1473913494450783,NO
0.2578422511002119,YES
0.22862180864462786,YES
0.12114925837568716,NO
0.05607005793708417,NO
0.16782491442796388,NO
0.03280631825388593,NO
0.1743298709381066,NO
0.10118985878761837,NO
0.05660349400625306,NO
0.3930979299716983,YES
0.10619823077037059,NO
0.2953457702965015,YES
0.028153570317246284,NO
0.4122423577874257,YES
0.06976158371241868,NO
0.034080637752456025,NO
0.069954213404063,NO
0.07411797827729785,NO
0.07386607791130144,NO
0.1503104301569191,NO
0.11191785084534797,NO
0.0739698015914176,NO
0.18282039503904457,NO
0.047698075184850405,NO
0.5935365329619038,YES
0.29175989449819967,YES
0.29820558033399025,YES
0.8096818646554151,YES
0.2634581474950731,NO
0.037147895150177065,NO
1.0000000000000002,YES
0.18178315823788282,NO
0.8457332523300783,YES
0.09747062397202425,NO
0.24705498836813017,NO
0.2731637204202291,NO
0.11498510824306904,NO
0.05704802406389378,NO
0.2370975150769778,YES
0.1315660793930683,NO
0.4000770518766577,YES
0.09721872360602783,NO
0.43836590750811266,YES
0.16053462148265593,NO
0.23820884022107963,NO
0.4159615926030198,NO
0.18738423696415604,NO
0.761554077081512,YES
0.39748395987375346,NO
0.6280024300976484,YES
0.20350586038792653,NO
0.08483115266643947,NO
0.5077274141686547,YES
0.4260820602486405,YES
0.4048779764991776,YES
0.6136292915672649,YES
0.30853349533984326,NO
0.052780535510542764,NO
0.8031324551395083,YES
0.3044586364781365,NO
0.6837613169943841,YES
0.13494450783113784,NO
0.28304710536844135,NO
0.28275075199668087,NO
0.14032332152859067,NO
0.10556107102108554,NO
