50Traced_NONETRACED_MAX_RAW_LSA_38_MAX,Associated
0.1495,NO
0.0652,NO
0.1377,NO
0.2653,NO
0.1663,NO
0.1331,NO
0.1579,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1153,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.159,NO
0.1733,NO
0.1171,NO
0.1453,NO
0.2179,NO
0.1498,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1659,NO
0.1344,NO
0.1405,NO
0.3947,YES
1.0,YES
0.1659,NO
0.1056,NO
0.1296,NO
0.1156,NO
0.1797,NO
0.1649,NO
0.1551,NO
0.3834,YES
0.1659,NO
1.0,YES
0.1344,NO
1.0,YES
0.0836,NO
0.1212,NO
0.1474,NO
0.1474,NO
0.1156,NO
0.1903,NO
0.1156,NO
0.1659,NO
0.1731,NO
0.1731,NO
0.2688,NO
0.2865,NO
0.1616,NO
0.1694,NO
0.1465,NO
0.1731,NO
0.2187,NO
0.5081,YES
0.1694,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1616,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.5081,YES
0.5256,YES
0.5081,YES
0.5256,YES
0.1694,NO
1.0,YES
0.1694,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1525,NO
0.35200000000000004,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1489,NO
0.1387,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3834,YES
0.0927,NO
0.188,YES
0.0351,NO
1.0,YES
0.1216,NO
0.1251,NO
0.1355,NO
0.11800000000000001,NO
0.1355,NO
0.2201,NO
0.1387,NO
0.1525,NO
0.1468,NO
0.0635,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1366,NO
0.071,NO
1.0,YES
0.1475,NO
0.2134,YES
0.1531,NO
0.2165,NO
0.2199,NO
0.2199,NO
0.0891,NO
1.0,YES
0.066,NO
0.4216,YES
0.1481,NO
1.0,YES
0.1629,NO
0.13699999999999998,NO
0.2298,NO
0.1155,NO
1.0,YES
0.2113,NO
1.0,YES
0.1621,NO
0.1621,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1926,NO
0.1926,NO
0.2524,NO
0.4028,YES
0.1577,NO
0.4997,YES
0.1987,NO
0.1844,NO
0.1844,NO
0.0988,NO
0.2524,NO
0.1926,NO
0.1827,NO
0.2019,NO
0.1293,NO
0.3897,YES
1.0,YES
1.0,YES
0.4997,YES
0.2524,NO
0.4997,YES
0.2524,NO
0.0985,NO
0.0774,NO
0.2886,YES
1.0,YES
1.0,YES
0.1429,YES
0.1306,NO
0.1132,NO
0.2886,YES
0.2598,NO
0.1429,YES
0.2548,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2548,NO
0.2228,NO
0.2548,NO
0.2886,YES
0.2548,NO
0.2886,YES
0.1669,NO
0.1669,NO
0.2688,NO
0.2653,NO
0.1547,NO
0.1997,NO
0.1755,NO
0.1755,NO
0.2395,NO
0.4371,YES
0.2045,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.0656,NO
0.2395,NO
0.1809,NO
0.1843,NO
0.2256,NO
0.166,NO
0.3848,YES
1.0,YES
0.4061,YES
1.0,YES
0.2405,NO
1.0,YES
0.2395,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.2653,NO
0.1436,NO
0.2188,NO
0.1579,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1693,NO
0.0797,NO
0.204,NO
0.1733,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.193,NO
1.0,YES
0.2188,NO
0.1439,NO
0.0769,NO
0.2664,NO
0.2664,NO
0.2174,NO
0.1823,NO
0.1684,NO
0.1204,NO
0.2664,NO
0.3579,YES
0.1828,NO
0.4754,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.0548,NO
0.2664,NO
0.1796,NO
0.1608,NO
0.1912,NO
0.2174,NO
0.4038,YES
0.4754,YES
0.4373,YES
0.4754,YES
0.2664,NO
0.4754,YES
0.2664,NO
0.1542,NO
0.1542,NO
0.2688,NO
0.2886,NO
0.2184,NO
0.107,NO
0.1348,NO
0.1542,NO
0.2085,NO
0.4397,YES
0.107,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.2085,NO
0.1348,NO
0.1843,NO
0.1702,NO
0.2184,NO
0.3961,YES
0.4994,YES
0.3961,YES
0.4994,YES
0.2085,NO
1.0,YES
0.2085,NO
0.1468,NO
0.0802,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.1475,NO
1.0,YES
0.2938,NO
0.2131,NO
0.2118,NO
0.1474,NO
0.0973,NO
1.0,YES
0.1628,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.1629,NO
0.1669,NO
0.3025,NO
0.1214,NO
1.0,YES
0.2938,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2276,NO
0.3456,NO
1.0,YES
0.1955,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.1427,NO
0.1427,NO
0.3605,YES
1.0,YES
1.0,YES
0.32899999999999996,YES
0.1533,NO
0.1533,NO
0.3605,YES
0.3002,NO
0.32899999999999996,YES
0.3374,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.0785,NO
1.0,YES
0.1533,NO
1.0,YES
0.1427,NO
0.3658,YES
0.3002,NO
0.2818,NO
0.3002,NO
0.3002,NO
0.3605,YES
0.3374,NO
0.3605,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.1762,NO
0.3036,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.2147,NO
0.493,YES
0.2147,NO
0.2244,NO
0.171,NO
0.171,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.4155,YES
0.3584,NO
1.0,YES
0.1468,NO
0.0854,NO
1.0,YES
1.0,YES
0.2628,YES
0.2985,YES
0.0389,NO
0.0854,NO
1.0,YES
0.1475,NO
0.2134,YES
0.1027,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0818,NO
1.0,YES
0.0614,NO
0.2829,YES
0.1481,NO
0.2157,YES
0.1629,NO
0.1175,NO
0.2298,NO
0.1116,NO
1.0,YES
0.2113,NO
1.0,YES
1.0,YES
1.0,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1506,NO
0.35200000000000004,YES
1.0,YES
0.1404,NO
0.0824,NO
0.1517,NO
0.067,NO
0.2131,NO
0.1649,NO
0.1446,NO
0.3834,YES
0.095,NO
0.3626,YES
0.0323,NO
1.0,YES
0.0836,NO
0.102,NO
0.1665,NO
0.1665,NO
0.1193,NO
0.2177,NO
0.15,NO
0.1371,NO
0.1468,NO
0.0802,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1955,NO
0.0711,NO
1.0,YES
0.1475,NO
1.0,YES
0.0884,NO
0.3042,NO
0.2118,NO
0.2024,NO
0.0973,NO
1.0,YES
0.0773,NO
0.3002,YES
0.1499,NO
0.2157,YES
