50Traced_NONETRACED_MAX_SINGLE_VSM_45_SUM,Associated
0.13329267466287187,NO
0.190689164464322,NO
0.45849427390391,NO
0.3447855255133157,NO
0.17442569627973165,NO
0.4545639357593007,NO
0.26035101985498404,NO
0.1293623365182625,NO
0.21481330893813105,NO
0.7791556549434168,YES
0.4555126380700684,NO
0.840889069594091,YES
0.3284542928779562,NO
0.31517246052720743,NO
0.3146303449210544,NO
0.1607372772243681,NO
0.32987734634410787,NO
0.20491969912583857,NO
0.2791217727180321,NO
0.25181269905807413,NO
0.23521040861963816,NO
0.664633733143593,YES
0.6663278444128211,YES
0.7248763298773464,YES
0.774479907840347,YES
0.3922884055024734,NO
0.660364572745138,YES
0.19028257775970725,NO
0.684488717218947,YES
0.7774615436741885,YES
0.4335569560208714,NO
0.12854916310903297,NO
0.07508301145219216,NO
0.26468794470420814,NO
0.8793115131801857,YES
0.6766958053804973,YES
0.1970590228366199,NO
0.21352578437351766,NO
0.2039709968150708,NO
0.2136613132750559,NO
0.32499830588873074,NO
0.3066341397302975,NO
0.30832825099952565,NO
0.8023310971064579,YES
0.07481195364911565,NO
0.6881479975604798,YES
0.0042691603984549575,NO
0.8421765941587045,YES
0.02839330487226402,NO
0.15741681913668093,NO
0.12739716744595786,NO
0.14847191163515622,NO
0.1963136138781595,NO
0.3346886223487158,NO
0.15782340584129562,NO
0.27403943891034765,NO
0.10306972961984141,NO
0.24219014704885816,NO
0.24347767161347156,NO
0.3820559734363353,NO
0.24510401843193058,NO
0.27268414989496503,NO
0.21555871789659142,NO
0.04038761265839941,NO
0.24212238259808905,NO
0.9217998238124281,YES
0.2780375415057261,NO
0.7483905942942333,YES
0.2034966456596869,NO
0.21149285085044384,NO
0.2093243884258318,NO
0.16168597953513586,NO
0.2465270718980822,NO
0.2081046283119875,NO
0.22308057193196446,NO
0.22308057193196446,NO
0.2918614894626279,NO
0.9144134986785932,YES
0.8999796706647694,YES
0.8330283933048723,YES
0.7318560683065665,YES
0.21901470488581687,NO
0.7424273226265502,YES
0.18655553296740524,NO
0.7001423053466153,YES
0.7347699396896389,YES
0.4833638273361794,NO
0.27925730161957035,NO
0.28854103137494064,NO
0.34390458765331705,NO
0.8446161143863931,YES
0.4362675340516365,YES
0.37324659483634887,NO
0.27444602561496234,NO
0.3483770414040794,NO
0.2700413363149691,NO
0.589144134986786,NO
0.5584468387883716,NO
0.5746425425221929,NO
0.7421562648234736,YES
0.24923764992884728,NO
0.6674798400758962,YES
0.20749474825506536,NO
0.8206274988141222,YES
0.14006911973978448,NO
0.2947075963949312,NO
0.2715999186826591,NO
0.22158975401504366,NO
0.1341058480721014,NO
0.40509588669783825,NO
0.3014840414718439,NO
0.34593752117639087,NO
0.079826523006031,NO
0.10306972961984144,NO
0.40089449075015243,YES
0.8387206071694789,YES
0.810869417903368,YES
0.7087483905942943,YES
0.19312868469201055,NO
0.03361116758148676,NO
0.4170224300332045,YES
0.2295181947550315,NO
0.701633123263536,YES
0.1809310835535678,NO
0.3039235616995324,NO
0.280680355085722,NO
0.2882699735718642,NO
0.029003184929186146,NO
0.7689232228772787,YES
0.03259470081994985,NO
0.856407128820221,YES
0.3682320254794335,NO
0.7846445754557159,YES
0.22199634071965846,NO
0.2840008131734092,NO
0.3884935962594023,NO
0.04425018635223961,NO
0.5293758894084164,YES
0.31252964694721147,NO
0.7028528833773803,YES
0.22308057193196446,NO
0.16805583790743372,NO
0.5148065324930542,NO
0.33848343159178695,NO
0.26292606898421084,NO
0.5084366741207563,NO
0.3345530934471776,NO
0.20146371213661307,NO
0.15145354746899775,NO
0.884800433692485,YES
0.520634275259199,NO
0.8086331910279867,YES
0.21345801992274854,NO
0.2152198956427458,NO
0.13505455038286912,NO
0.15504506335976143,NO
