50Traced_NONETRACED_SUM_RAW_VSM_52_MAX,Associated
0.64,NO
0.1909,NO
0.5276,NO
0.4051,NO
0.2289,NO
0.3498,NO
0.5073,NO
0.4433,NO
0.4871,NO
1.9986,YES
0.4855,NO
3.0425,YES
0.4653,NO
0.2231,NO
0.2223,NO
0.3137,NO
0.4278,NO
0.5294,NO
0.4305,NO
0.2179,NO
0.6016,NO
2.6377,YES
1.8277,YES
1.8307,YES
2.2185,YES
0.6404,NO
1.5707,YES
0.6462,NO
2.2516,YES
1.0715,YES
0.3605,NO
0.2708,NO
0.2446,NO
0.4836,NO
1.4445,YES
1.5636,YES
0.4372,NO
0.4631,NO
0.2306,NO
0.2946,NO
0.4169,NO
0.4589,NO
0.1551,NO
1.4642,YES
0.2216,NO
1.6511,YES
0.315,NO
0.6384,YES
0.51,NO
0.4357,NO
0.3631,NO
0.37200000000000005,NO
0.1852,NO
0.43200000000000005,NO
0.4408,NO
0.6127,NO
0.546,NO
0.2299,NO
0.7663,NO
0.6771,NO
0.4684,NO
0.8011,NO
0.3232,NO
0.3946,NO
0.9557,NO
2.1801,YES
0.7442,NO
2.6644,YES
0.6595,NO
0.2168,NO
0.2136,NO
0.233,NO
0.6629999999999999,NO
0.4125,NO
0.7036,NO
0.1755,NO
0.8181,NO
2.8502,YES
1.68,YES
1.7015,YES
1.8325,YES
0.8494,NO
1.9009,YES
1.0596,NO
0.6838,YES
0.3051,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.3758,NO
0.3614,YES
0.5516,YES
0.3977,NO
0.3609,NO
0.2249,NO
0.47600000000000003,NO
0.3679,NO
0.2088,NO
0.2075,NO
0.3552,YES
0.0927,NO
0.5751,YES
0.151,NO
0.3081,YES
0.1899,NO
0.462,NO
0.2861,NO
0.3081,NO
0.375,NO
0.3464,NO
0.3122,NO
0.3696,NO
0.3538,NO
0.10800000000000001,NO
0.6769,YES
0.9712,YES
0.9921,YES
1.0388,YES
0.2447,NO
0.2778,NO
0.8652,YES
0.2591,NO
0.5897,YES
0.1443,NO
0.5311,NO
0.2812,NO
0.2214,NO
0.2364,NO
1.5055,YES
0.3145,NO
2.2975,YES
0.221,NO
2.2735,YES
0.2842,NO
0.133,NO
0.2951,NO
0.2101,NO
0.7888,YES
0.2786,NO
1.0357,YES
0.6788,NO
0.0732,NO
0.7888,NO
0.3477,NO
0.1977,NO
0.7922,NO
0.3965,NO
0.3178,NO
0.5652,NO
1.8155,YES
0.4288,NO
1.5467,YES
0.2908,NO
0.1872,NO
0.1689,NO
0.2876,NO
0.2043,NO
0.3998,NO
0.332,NO
0.2019,NO
0.4047,NO
2.0685,YES
1.8154,YES
1.845,YES
1.2677,YES
0.6825,NO
1.6057,YES
0.9494,NO
0.392,NO
0.0774,NO
0.4048,YES
0.6868,YES
0.6321,YES
0.5794,YES
0.1941,NO
0.207,NO
0.4441,YES
0.4109,NO
0.3508,YES
0.1459,NO
0.3451,NO
0.2571,NO
0.2375,NO
0.2111,NO
0.9819,YES
0.2085,NO
1.1905,YES
0.142,NO
1.1905,YES
0.426,NO
0.2745,NO
0.4367,NO
0.1335,NO
0.33,YES
0.40399999999999997,NO
0.5019,YES
0.5433,NO
0.0888,NO
0.6458,NO
0.4498,NO
0.267,NO
0.9179999999999999,NO
0.3618,NO
0.3377,NO
1.0303,NO
0.7864,YES
0.7083,NO
1.0085,YES
0.3779,NO
0.2647,NO
0.2033,NO
0.3086,NO
0.5092,NO
0.379,NO
0.6617,NO
0.2256,NO
0.7298,NO
1.0672,YES
0.731,YES
0.7319,YES
0.8511,YES
0.8059999999999999,NO
0.7938,YES
1.2137,NO
0.3643,NO
0.1339,NO
0.6085,NO
0.2816,NO
0.2753,NO
0.762,NO
0.2372,NO
0.1776,NO
0.5624,NO
1.2241,YES
0.3222,NO
1.1956,YES
0.2377,NO
0.1246,NO
0.0895,NO
0.204,NO
0.2734,NO
0.2092,NO
0.3584,NO
0.132,NO
0.358,NO
1.3961,YES
1.1320000000000001,YES
1.1495,YES
0.8844,YES
0.6612,NO
1.0931,YES
0.7922,NO
0.7807,NO
0.0788,NO
0.7538,NO
0.6579,NO
0.5321,NO
0.8728,NO
0.457,NO
0.3198,NO
0.8415,NO
2.0546,YES
0.6629,NO
1.9921,YES
0.6284,NO
0.245,NO
0.218,NO
0.3027,NO
0.5713,NO
0.3929,NO
0.816,NO
0.2272,NO
0.9075,NO
2.2642,YES
2.2707,YES
2.3469,YES
1.7097,YES
0.6559,NO
1.7113,YES
0.9494,NO
0.4768,NO
0.2062,NO
0.7847,NO
0.6634,NO
0.2031,NO
0.7062,NO
0.2836,NO
0.2614,NO
0.7691,NO
2.6325,YES
0.6251,NO
2.6908,YES
0.6498,NO
0.2048,NO
0.2226,NO
0.2011,NO
0.4849,NO
0.3161,NO
0.4655,NO
0.1702,NO
0.6182,NO
3.2653,YES
2.1555,YES
2.1841,YES
1.8663,YES
0.7656,NO
2.3122,YES
0.9227,NO
0.7042,NO
0.364,NO
1.9909999999999999,YES
0.5521,YES
0.3969,YES
2.694,YES
0.2877,NO
0.3088,NO
2.544,YES
0.5674,NO
1.9782,YES
0.4662,NO
0.4159,NO
0.3888,NO
0.1548,NO
0.3839,NO
0.4219,YES
0.4439,NO
0.6278,YES
0.2195,NO
0.7353,YES
0.6055,NO
0.245,NO
0.5793,NO
0.4653,NO
2.2441,YES
0.7929,NO
3.3641,YES
0.2951,NO
0.1547,NO
0.9697,YES
0.3055,NO
0.3191,NO
0.8733,YES
0.1827,NO
0.1927,NO
0.7001,YES
0.6457,NO
0.4381,YES
0.4054,NO
0.3848,NO
0.3203,NO
0.2648,NO
0.171,NO
0.2274,NO
0.2455,NO
0.3673,NO
0.1451,NO
0.3233,NO
0.5365,NO
0.3333,NO
0.4745,NO
0.2406,NO
0.9461,YES
0.5308,NO
0.9185,YES
0.5499,NO
0.1868,NO
1.0831,YES
1.06,YES
1.0379,YES
1.626,YES
0.5074,NO
0.3637,NO
1.5886,YES
0.3269,NO
1.011,YES
0.1101,NO
0.473,NO
0.4656,NO
0.2332,NO
0.3658,NO
2.0608,YES
0.4848,NO
2.9064,YES
0.2588,NO
2.9504,YES
0.3397,NO
0.2111,NO
0.4233,NO
0.3135,NO
1.2684,YES
0.3647,NO
1.6632,YES
0.2452,NO
0.1646,NO
0.9794,YES
0.2177,NO
0.3763,NO
1.4623,YES
0.1681,NO
0.153,NO
1.8903,YES
0.4223,NO
1.358,YES
0.3252,NO
0.3734,NO
0.3009,NO
0.1277,NO
0.1775,NO
0.474,NO
0.1846,NO
0.6524,NO
0.0902,NO
0.7353,NO
0.42200000000000004,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
1.2019,YES
0.6412,NO
1.8556,YES
0.4122,NO
0.0969,NO
0.519,YES
1.4472,YES
0.7859,YES
1.3328,YES
0.244,NO
0.2373,NO
1.2132,YES
0.3357,NO
1.1297,YES
0.1944,NO
0.3297,NO
0.1733,NO
0.1785,NO
0.2753,NO
1.6979,YES
0.2147,NO
2.4822,YES
0.1347,NO
2.4691,YES
0.4613,NO
0.2779,NO
0.5866,NO
0.3018,NO
0.5196,YES
0.4357,NO
1.1384,YES
1.5943,YES
0.2374,YES
0.4212,NO
0.2795,NO
0.1459,NO
0.5446,NO
1.12,YES
0.8591,YES
0.4083,NO
0.2601,NO
0.2705,NO
0.2263,NO
0.2131,NO
0.2587,NO
0.1446,NO
1.1561,YES
0.2257,NO
0.9102,YES
0.2564,NO
0.4347,YES
0.3553,NO
0.3101,NO
0.1459,NO
0.2692,NO
0.2333,NO
0.3743,NO
0.2396,NO
0.4675,NO
0.6765,NO
0.4343,NO
3.3106,YES
1.3824,YES
0.8057,YES
5.1104,YES
0.2907,NO
0.4051,NO
4.9509,YES
0.7170000000000001,NO
3.2198,YES
0.4699,NO
1.0258,NO
0.9139,NO
0.3931,NO
0.4009,NO
1.4603,YES
0.5345,NO
1.7699,YES
0.3747,NO
1.8301,YES
0.8403,NO
0.4117,NO
0.7742,NO
0.7614,NO
4.1764,YES
1.2594,NO
6.129,YES
0.5591,NO
0.2292,NO
2.2314,YES
1.3973,YES
0.8473,YES
3.8408,YES
0.3104,NO
0.3589,NO
3.7529,YES
0.9548,NO
2.1193,YES
0.6591,NO
0.8643,NO
0.6861,NO
0.3021,NO
0.3936,NO
1.3686,YES
0.3372,NO
1.8863,YES
0.2481,NO
1.8463,YES
1.1674,NO
0.5887,NO
0.7925,NO
0.7675,NO
2.9966,YES
1.1881,NO
3.9961,YES
0.857,NO
0.4042,NO
3.1045,YES
0.585,YES
0.4502,YES
4.3454,YES
0.3164,NO
0.4484,NO
3.5394,YES
0.6059,NO
2.3754,YES
0.1867,NO
0.3716,NO
0.6521,NO
0.2813,NO
0.3823,NO
0.3983,YES
0.5711,NO
0.7343,YES
0.3252,NO
0.6372,YES
0.545,NO
0.4361,NO
0.8586,NO
0.5375,NO
3.3062,YES
0.8718,NO
4.8457,YES
0.4601,NO
0.2372,NO
1.8247,YES
0.5503,YES
0.5457,YES
3.1149,YES
0.1317,NO
0.2026,NO
2.7601,YES
0.3059,NO
2.0049,YES
0.1991,NO
0.4125,NO
0.4085,NO
0.1497,NO
0.1244,NO
0.7518,YES
0.2552,NO
1.2405,YES
0.1242,NO
1.1097,YES
0.3676,NO
0.1799,NO
0.5793,NO
0.4606,NO
2.1161,YES
0.5059,NO
3.1344,YES
0.516,NO
0.1586,NO
0.7387,YES
1.56,YES
0.9647,YES
1.4651,YES
0.3412,NO
0.266,NO
1.1736,YES
0.4851,NO
1.0631,YES
0.2539,NO
0.2795,NO
0.2731,NO
0.2523,NO
0.2606,NO
2.4652,YES
0.2868,NO
2.7045,YES
0.1508,NO
2.7111,YES
0.6365,NO
0.3987,NO
0.857,NO
0.4292,NO
0.647,YES
0.5304,NO
1.2187,YES
0.6362,NO
0.2193,NO
1.0122,YES
2.108,YES
1.8916,YES
1.7789,YES
0.3723,NO
0.2312,NO
1.6345,YES
0.5636,NO
1.4476,YES
0.2462,NO
0.5427,NO
0.2272,NO
0.249,NO
0.3802,NO
2.955,YES
0.1772,NO
3.8144,YES
0.19399999999999998,NO
3.7503,YES
0.718,NO
0.3009,NO
0.7082,NO
0.3327,NO
0.7793,YES
0.6374,NO
1.6307,YES
0.2646,NO
0.0873,NO
0.5217,NO
0.2108,NO
0.3149,NO
0.539,NO
0.1843,NO
0.1185,NO
0.6644,NO
0.1929,NO
0.3042,NO
0.1052,NO
0.602,YES
0.3888,YES
0.3938,YES
0.2024,NO
0.2906,NO
0.1722,NO
0.4655,NO
0.1703,NO
0.5077,NO
0.0894,NO
0.0876,NO
0.1181,NO
0.0915,NO
0.5851,NO
0.1378,NO
0.6159,NO
2.4438,YES
0.4576,YES
0.3906,NO
0.1653,NO
0.1771,NO
0.4434,NO
1.3088,YES
1.7368,YES
0.2616,NO
0.3685,NO
0.1488,NO
0.2656,NO
0.225,NO
0.2757,NO
0.1562,NO
1.3005,YES
0.1542,NO
1.7922,YES
0.2075,NO
0.6534,YES
0.3513,NO
0.3487,NO
0.1912,NO
0.3261,NO
0.1971,NO
0.2297,NO
0.2913,NO
0.261,NO
0.4096,NO
0.1904,NO
0.6793,YES
1.6875,YES
1.5730000000000002,YES
1.5199,YES
0.2418,NO
0.1728,NO
1.5571,YES
0.3805,NO
1.3558,YES
0.1863,NO
0.5263,NO
0.221,NO
0.214,NO
0.2103,NO
2.5877,YES
0.1146,NO
2.9223,YES
0.1773,NO
2.9275,YES
0.5376,NO
0.2152,NO
0.4596,NO
0.2552,NO
0.7345,YES
0.5064,NO
1.6536,YES
1.1128,YES
0.2268,YES
0.3473,NO
0.2901,NO
0.2281,NO
0.4494,NO
0.5728,YES
0.7791,YES
0.3175,NO
0.1845,NO
0.2427,NO
0.2158,NO
0.2003,NO
0.1655,NO
0.132,NO
0.5871,YES
0.3257,NO
0.7782,YES
0.4614,NO
0.3407,YES
0.4875,NO
0.2464,NO
0.0978,NO
0.1969,NO
0.1998,NO
0.192,NO
0.1451,NO
0.2841,NO
0.6658,NO
0.1837,NO
0.9253,NO
0.47100000000000003,NO
0.2663,NO
0.7123,NO
0.2949,NO
0.3579,NO
0.7826,NO
2.6505,YES
0.5676,NO
2.4994,YES
0.6769,NO
0.263,NO
0.2504,NO
0.1522,NO
0.24,NO
0.5168,NO
0.3317,NO
0.2288,NO
0.5584,NO
2.7327,YES
2.4766,YES
2.5193,YES
1.6593,YES
