50Traced_NONETRACED_SUM_MULTI_LSA_96_MEDIAN,Associated
1.1595,NO
0.1662,NO
1.4471,NO
1.0479,NO
1.4535,NO
1.6313,NO
1.3166,NO
0.5902,NO
1.9153,NO
2.9421,YES
1.2019,NO
2.0987,YES
1.102,NO
0.8946,NO
0.4942,NO
0.1863,NO
0.8643,NO
0.5471,NO
0.7708,NO
0.4189,NO
1.4355,NO
2.311,YES
2.8142,YES
3.0756,YES
1.9804,YES
1.3840000000000001,NO
3.4148,YES
1.2121,NO
1.7731,YES
0.8024,YES
0.6641,NO
0.7119,NO
0.7205,NO
0.5228,NO
2.1755,YES
1.9844,YES
0.8042,NO
0.9036,NO
0.4458,NO
0.524,NO
0.7719,NO
0.5928,NO
0.3543,NO
1.074,YES
0.3079,NO
2.0283,YES
0.6703,NO
1.7484,YES
0.5444,NO
0.4036,NO
0.9005,NO
0.7905,NO
0.38,NO
0.58,NO
0.8565,NO
0.7314,NO
1.1267,NO
0.1534,NO
1.2868,NO
1.6781,NO
2.0709999999999997,NO
1.804,NO
1.3476,NO
0.4279,NO
2.1064,NO
3.698,YES
1.3797,NO
2.8930000000000002,YES
1.173,NO
0.7919,NO
0.3545,NO
0.1919,NO
1.2519,NO
0.38299999999999995,NO
1.5244,NO
0.4434,NO
1.7918,NO
3.0095,YES
3.5382,YES
3.8031,YES
2.1377,YES
1.2602,NO
4.18,YES
1.3423,NO
2.5082,YES
1.1731,YES
1.5087,NO
1.0739,NO
0.9305,NO
1.2756,NO
3.3177,YES
2.8215,YES
1.4466,NO
1.1463,NO
0.9234,NO
0.6017,NO
0.6944,NO
0.8749,NO
0.2653,NO
1.6157,YES
0.6617,NO
3.0744,YES
0.8190000000000001,NO
2.8372,YES
0.9354,NO
0.4302,NO
0.9708,NO
0.8953,NO
0.4285,NO
1.2397,NO
1.2599,NO
0.9962,NO
1.103,NO
0.5712,NO
1.453,YES
3.5289,YES
4.2236,YES
2.0312,YES
0.8501,NO
0.4075,NO
2.5157,YES
0.8853,NO
1.2211,YES
0.7598,NO
0.8472,NO
0.6186,NO
0.4586,NO
0.5604,NO
3.8411,YES
0.8482,NO
3.5763,YES
0.8545,NO
3.7442,YES
0.687,NO
1.3748,NO
1.2776,NO
0.469,NO
1.5417,YES
1.2906,NO
1.706,YES
1.344,NO
0.349,NO
0.9791,NO
1.0483,NO
1.1974,NO
1.4681,NO
1.719,NO
0.9327,NO
1.6665,NO
3.4404,YES
1.1125,NO
2.8033,YES
1.1640000000000001,NO
0.8334,NO
0.344,NO
0.3664,NO
0.4802,NO
0.8262,NO
1.0148,NO
0.731,NO
0.7945,NO
2.84,YES
3.3145,YES
3.3317,YES
1.9974,YES
1.1799,NO
3.7408,YES
1.1391,NO
1.4377,NO
0.5397,NO
1.2162,YES
3.6888,YES
3.9995,YES
1.8447,YES
0.9692,NO
0.5218,NO
2.5324,YES
1.5416,NO
1.1826,YES
1.2966,NO
1.5249,NO
1.1762,NO
0.8726,NO
0.7045,NO
3.4561,YES
0.8764,NO
3.4373,YES
0.7674,NO
3.2377,YES
1.4905,NO
2.4929,NO
1.9566,NO
0.9895,NO
1.1596,YES
1.7412,NO
1.3754,YES
1.2664,NO
0.1927,NO
1.9299,NO
1.4746,NO
1.8038,NO
2.4946,NO
1.8683,NO
0.7120000000000001,NO
3.0824,NO
3.1559,YES
1.7852,NO
2.14,YES
1.6161,NO
1.4787,NO
0.9274,NO
0.2241,NO
1.1444,NO
0.7375,NO
1.2332,NO
0.7252,NO
1.6642,NO
2.253,YES
2.8703,YES
3.2755,YES
2.0767,YES
2.2329,NO
3.6910000000000003,YES
2.0969,NO
1.0982,NO
0.1742,NO
1.6164,NO
1.5976,NO
1.9082,NO
2.2358,NO
1.5048,NO
0.4602,NO
2.3245,NO
3.6312,YES
1.6763,NO
2.6994,YES
1.0172,NO
0.7128,NO
0.3325,NO
0.204,NO
1.2028,NO
0.4177,NO
1.4327,NO
0.4427,NO
1.6223,NO
2.7672,YES
3.2922,YES
3.8511,YES
1.9925,YES
1.9089,NO
4.2782,YES
1.5192,NO
1.097,NO
0.3784,NO
0.9979,NO
1.3161,NO
1.348,NO
1.7137,NO
1.4415,NO
0.5593,NO
1.9532,NO
3.3775,YES
1.094,NO
2.7017,YES
1.4427,NO
1.2445,NO
0.6769,NO
0.3944,NO
0.622,NO
0.4903,NO
1.0652,NO
0.6085,NO
0.8725,NO
2.8082,YES
3.319,YES
3.3215,YES
2.0512,YES
1.1552,NO
3.6598,YES
1.1065,NO
1.1366,NO
0.4299,NO
1.3427,NO
1.7791,NO
2.121,NO
1.8407,NO
1.3090000000000002,NO
0.5884,NO
1.8276,NO
3.7036,YES
1.3278,NO
2.8291,YES
0.9017,NO
0.5744,NO
0.2045,NO
0.3888,NO
1.2978,NO
0.5802,NO
1.5618,NO
0.5852,NO
1.8324,NO
2.9782,YES
3.4769,YES
3.7814,YES
2.1301,YES
1.2841,NO
4.1457,YES
1.0633,NO
1.2033,NO
0.4614,NO
3.9399,YES
2.4632,YES
2.3314,YES
5.4741,YES
1.8036,NO
0.6334,NO
5.8368,YES
1.6239,NO
3.7673,YES
1.0758,NO
1.5919999999999999,NO
1.9933,NO
0.7188,NO
0.506,NO
2.6937,YES
1.1779,NO
2.6064,YES
1.2792,NO
2.0603,YES
1.0929,NO
1.5753,NO
1.6778,NO
0.9479,NO
4.6702,YES
2.6097,NO
4.3371,YES
0.5611,NO
0.1547,NO
3.4192,YES
1.1026,NO
0.8254,NO
3.8727,YES
1.3135,NO
0.2885,NO
4.2868,YES
1.043,NO
3.3429,YES
0.5235,NO
1.5269,NO
1.6779,NO
0.8953,NO
0.2219,NO
1.3469,NO
0.4505,NO
0.9391,NO
0.5058,NO
0.7245,NO
0.6568,NO
1.2333,NO
1.13,NO
0.4625,NO
3.9532,YES
1.7764,NO
3.27,YES
1.5665,NO
0.5539999999999999,NO
3.4399,YES
3.3145,YES
4.0897,YES
3.8666,YES
1.7918,NO
0.8123,NO
4.6461,YES
2.2518,NO
3.0491,YES
1.6769,NO
