50Traced_NONETRACED_MAX_SINGLE_LSA_15_MEDIAN,Associated
0.1671,NO
0.3133,NO
0.1144,NO
0.6139,NO
0.3315,NO
0.1415,NO
0.4224,NO
0.1058,NO
0.2186,NO
1.0,YES
0.1337,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2626,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3639,NO
0.3639,NO
0.27899999999999997,NO
0.3639,NO
1.0,YES
1.0,YES
0.2559,NO
0.3066,NO
0.2515,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2735,NO
1.0,YES
0.2676,NO
1.0,YES
0.3639,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.3639,NO
0.2314,NO
0.3639,NO
0.1671,NO
0.3133,NO
0.2077,NO
0.6139,NO
0.3315,NO
0.2077,NO
0.2072,NO
0.1058,NO
0.2187,NO
1.0,YES
0.2077,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.1755,NO
0.3076,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
0.6166,YES
1.0,YES
0.4605,NO
0.3514,NO
0.3514,NO
0.4748,NO
1.0,YES
0.6166,YES
0.4748,NO
0.601,NO
0.4748,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.3514,NO
1.0,YES
0.2646,NO
1.0,YES
0.3514,NO
0.601,NO
0.601,NO
0.601,NO
0.601,NO
0.4605,NO
0.4069,NO
0.4748,NO
0.1047,NO
0.2059,NO
0.7346,YES
1.0,YES
1.0,YES
0.7346,YES
0.22,NO
0.0982,NO
0.3689,YES
0.3019,NO
0.4615,YES
0.22399999999999998,NO
0.379,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.0921,NO
1.0,YES
0.1449,NO
1.0,YES
0.2736,NO
0.457,NO
0.4726,NO
0.2464,NO
0.7346,YES
0.4518,NO
0.7346,YES
0.2169,NO
0.2169,NO
0.4137,NO
0.6139,NO
0.3172,NO
0.4137,NO
0.4224,NO
0.2169,NO
0.2078,NO
1.0,YES
0.2599,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2445,NO
0.221,NO
0.4071,NO
0.2169,NO
0.4343,NO
0.2169,NO
0.4137,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.4137,NO
0.1425,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.6968,NO
0.6283,YES
0.5875,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.2264,NO
1.0,YES
0.2011,NO
1.0,YES
0.142,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6334,NO
0.6968,NO
1.0,YES
0.6968,NO
1.0,YES
0.2148,NO
0.0872,NO
0.4239,NO
0.6139,NO
0.2874,NO
0.4239,NO
0.4224,NO
0.2148,NO
0.284,NO
1.0,YES
0.3174,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.0716,NO
0.2942,NO
0.2148,NO
0.4343,NO
0.2256,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.2411,NO
0.1671,NO
0.3133,NO
0.4039,NO
