50Traced_NONETRACED_MAX_MULTI_LSA_33_MEDIAN,Associated
0.3496,NO
0.2574,NO
0.5722,NO
0.4329,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.1745,NO
0.4753,NO
1.0,YES
0.2887,NO
1.0,YES
0.2918,NO
0.3555,NO
0.3555,NO
0.1493,NO
0.4327,NO
0.318,NO
0.2383,NO
0.2574,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.2796,NO
1.0,YES
1.0,YES
0.2796,NO
0.1692,NO
0.2796,NO
0.1443,NO
0.1797,NO
0.3413,NO
0.1551,NO
0.8269,YES
0.2796,NO
0.8716,YES
0.2796,NO
1.0,YES
0.1542,NO
0.1789,NO
0.2456,NO
0.1789,NO
0.126,NO
0.2673,NO
0.2142,NO
0.2796,NO
0.3071,NO
0.1534,NO
0.3097,NO
0.4177,NO
0.2961,NO
0.4016,NO
0.3258,NO
0.1066,NO
0.2594,NO
0.9462,YES
0.2866,NO
0.965,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.2431,NO
0.4175,NO
0.3069,NO
0.1947,NO
0.294,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
0.5412,YES
0.2575,NO
0.965,YES
0.2866,NO
1.0,YES
1.0,YES
0.3559,NO
0.3559,NO
0.3559,NO
0.3559,NO
1.0,YES
0.6779999999999999,YES
0.3559,NO
0.2251,NO
0.3559,NO
0.188,NO
0.2289,NO
0.3082,NO
0.2075,NO
0.4268,YES
0.3559,NO
1.0,YES
0.3559,NO
1.0,YES
0.1617,NO
0.2187,NO
0.2187,NO
0.2251,NO
0.2251,NO
0.2528,NO
0.2251,NO
0.3559,NO
0.2493,NO
0.2493,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1691,NO
1.0,YES
0.3816,NO
1.0,YES
0.2022,NO
0.2986,NO
0.3553,NO
0.3877,NO
0.1663,NO
1.0,YES
0.2493,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.5347,NO
0.254,NO
0.254,NO
0.5820000000000001,YES
0.254,NO
1.0,YES
0.2912,NO
0.1012,NO
0.3565,NO
0.3701,NO
0.2081,NO
0.3946,NO
0.3089,NO
0.1225,NO
0.2962,NO
0.8971,YES
0.2333,NO
0.6779,YES
0.1987,NO
0.3375,NO
0.1689,NO
0.1786,NO
0.3413,NO
0.2156,NO
0.1082,NO
0.2019,NO
0.2968,NO
0.9481,YES
0.9481,YES
0.9481,YES
0.6231,YES
0.2964,NO
0.6779,YES
0.2333,NO
0.174,NO
0.174,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1327,NO
1.0,YES
0.433,NO
1.0,YES
0.4608,NO
0.2568,NO
0.2571,NO
0.3335,NO
0.1453,NO
1.0,YES
0.174,NO
1.0,YES
0.304,NO
0.6089,YES
0.4608,NO
0.462,NO
0.4608,NO
0.2229,NO
0.5820000000000001,YES
0.4608,NO
1.0,YES
0.3496,NO
0.3096,NO
0.5722,NO
0.3065,NO
0.2813,NO
0.6333,NO
0.4164,NO
0.3096,NO
0.4753,NO
1.0,YES
0.3877,NO
0.4525,YES
0.2519,NO
0.35200000000000004,NO
0.2033,NO
0.2328,NO
0.36,NO
0.2699,NO
0.2489,NO
0.2816,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3327,NO
0.3071,NO
0.1493,NO
0.4128,NO
0.4329,NO
0.4156,NO
0.4569,NO
0.3258,NO
0.1104,NO
0.3855,NO
0.9462,YES
0.3855,NO
1.0,YES
0.1876,NO
0.3673,NO
0.1078,NO
0.204,NO
0.4327,NO
0.318,NO
0.3308,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.7214,YES
0.3855,NO
1.0,YES
0.2696,NO
0.3496,NO
0.2636,NO
0.5722,NO
0.3316,NO
0.2813,NO
0.6333,NO
0.4164,NO
0.1787,NO
0.4753,NO
1.0,YES
0.3821,NO
0.6371,YES
0.281,NO
0.3166,NO
0.3649,NO
0.1601,NO
0.3238,NO
0.2636,NO
0.2694,NO
0.2636,NO
0.2789,NO
0.8995,YES
0.8995,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3821,NO
0.3496,NO
0.2173,NO
0.5722,NO
0.3206,NO
0.3847,NO
0.6333,NO
0.4164,NO
0.1473,NO
0.4753,NO
1.0,YES
0.2138,NO
0.7406,YES
0.282,NO
0.3435,NO
0.3435,NO
0.2118,NO
0.3847,NO
0.2355,NO
0.3847,NO
