50Traced_NONETRACED_SUM_MULTI_VSM_22_MEDIAN,Associated
1.0159,NO
0.2622,NO
0.5199,NO
1.0133,NO
0.7473,NO
0.7488,NO
0.6701,NO
0.6184,NO
0.3963,NO
1.7098,YES
0.4399,NO
1.5419,YES
0.6223,NO
0.7364,NO
0.2223,NO
0.43700000000000006,NO
1.2434,NO
0.7599,NO
0.866,NO
0.2812,NO
0.7115,NO
1.6225,YES
1.9291,YES
1.4680000000000002,YES
1.3589,YES
0.5141,NO
1.204,YES
0.4582,NO
1.7428,YES
0.6325,YES
1.1842,NO
0.8139,NO
0.4377,NO
1.1084,NO
1.0597,YES
1.3269,YES
1.0073,NO
0.499,NO
0.9578,NO
0.4574,NO
0.8065,NO
0.8475,NO
0.4195,NO
1.1396,YES
0.6657,NO
1.5141,YES
0.3072,NO
0.7879999999999999,YES
0.3517,NO
0.5581,NO
0.9354,NO
0.5415,NO
0.2772,NO
1.1031,NO
0.9342,NO
0.8664,NO
1.9929,NO
0.4091,NO
1.2562,NO
1.8123,NO
1.514,NO
1.9745,NO
1.2593,NO
0.8467,NO
1.3491,NO
3.5523,YES
1.4256,NO
3.281,YES
1.4061,NO
1.1624,NO
0.2393,NO
0.9613,NO
2.3856,NO
1.2833,NO
1.6259,NO
0.3924,NO
1.328,NO
3.4445,YES
4.3226,YES
3.1761,YES
2.5989999999999998,YES
1.6617,NO
3.3022,YES
1.6347,NO
2.1393,YES
1.3695,YES
1.7532,NO
1.0811,NO
0.7212,NO
1.6387,NO
1.7177,YES
1.9015,YES
1.3751,NO
0.7249,NO
1.1839,NO
0.3715,NO
0.9974,NO
1.2557,NO
0.5835,NO
1.6921,YES
0.8303,NO
2.0714,YES
0.5179,NO
1.1254,YES
0.4862,NO
0.4883,NO
1.1099,NO
0.44799999999999995,NO
0.2877,NO
1.4736,NO
0.8272,NO
1.2478,NO
1.4555,NO
0.5847,NO
1.751,YES
3.5424,YES
3.1873,YES
2.2159999999999997,YES
0.8809,NO
0.9414,NO
1.2665,YES
1.4456,NO
1.3141,YES
0.8595,NO
1.3719,NO
1.8373,NO
0.4886,NO
0.6891,NO
3.7888,YES
0.958,NO
2.7837,YES
0.6254,NO
2.7207,YES
0.8499,NO
2.2052,NO
0.8889,NO
0.8762,NO
1.385,YES
1.5714,NO
1.2407,YES
2.3694,NO
0.61,NO
1.4544,NO
1.2724,NO
0.8258,NO
2.1871,NO
1.4733,NO
1.2467,NO
1.6074,NO
3.5926,YES
1.5967,NO
3.583,YES
1.7053,NO
1.5569,NO
0.3982,NO
1.2729,NO
1.9344,NO
1.7232,NO
1.1245,NO
0.6392,NO
0.8122,NO
3.8233,YES
4.4437,YES
3.5609,YES
2.7765,YES
2.1168,NO
3.6958,YES
1.9321,NO
0.7525,NO
0.2787,NO
1.21,YES
2.4317,YES
2.3547,YES
1.9246,YES
0.5363,NO
0.2371,NO
0.9824,YES
0.7103,NO
1.2189,YES
0.28800000000000003,NO
1.1834,NO
1.7355,NO
0.6622,NO
0.3284,NO
2.9994,YES
0.3561,NO
2.3328,YES
0.3253,NO
2.2718,YES
0.2676,NO
1.2585,NO
0.4732,NO
0.4702,NO
1.0221,YES
0.7487,NO
1.1122,YES
1.8315,NO
0.2883,NO
1.8719999999999999,NO
1.2003,NO
0.995,NO
2.6435,NO
0.8057,NO
0.6417,NO
1.9842,NO
3.34,YES
1.9846,NO
3.3918,YES
1.5864,NO
1.8338,NO
0.5802,NO
0.7091,NO
2.0447,NO
1.1796,NO
1.1864,NO
0.3158,NO
0.8048,NO
3.5202,YES
4.3192,YES
3.3741,YES
2.6034,YES
2.2142,NO
3.3584,YES
2.2482,NO
2.0666,NO
0.3228,NO
1.4857,NO
1.0843,NO
0.7188,NO
2.5271,NO
1.3764,NO
0.7623,NO
1.8859,NO
3.5618,YES
2.0654,NO
3.5917,YES
1.4859,NO
