50Traced_NONETRACED_SUM_RAW_VSM_84_MAX,Associated
0.6523,NO
0.0927,NO
0.8191,NO
0.3423,NO
0.4821,NO
0.3722,NO
0.6446,NO
0.1806,NO
0.4414,NO
2.3523,YES
0.3735,NO
1.6182,YES
0.2832,NO
0.2231,NO
0.2796,NO
0.29600000000000004,NO
0.7767,NO
0.3861,NO
0.606,NO
0.44,NO
0.5121,NO
1.253,YES
2.0368,YES
2.3384,YES
0.4547,YES
0.5073,NO
2.6739,YES
0.3503,NO
1.6336,YES
0.2444,YES
0.6401,NO
0.3518,NO
0.3586,NO
0.4934,NO
1.4755,YES
0.7062,YES
0.5577,NO
0.4829,NO
0.5462,NO
0.4081,NO
0.2618,NO
0.2905,NO
0.1551,NO
1.3293,YES
0.3426,NO
1.8521,YES
0.2891,NO
2.4709,YES
0.1692,NO
0.4114,NO
0.7126,NO
0.4935,NO
0.1536,NO
0.6529,NO
0.6026,NO
0.4396,NO
0.3874,NO
0.1534,NO
0.77,NO
0.2865,NO
0.1512,NO
0.2885,NO
0.3737,NO
0.0803,NO
0.5455,NO
1.5107,YES
0.6112,NO
1.078,YES
0.2211,NO
0.2168,NO
0.2136,NO
0.2143,NO
0.2759,NO
0.3119,NO
0.2084,NO
0.3587,NO
0.2202,NO
1.2303,YES
1.5586,YES
1.4655,YES
0.3013,YES
0.4457,NO
1.7448,YES
0.5049,NO
0.8211,YES
0.1814,YES
0.3356,NO
0.3524,NO
0.3508,NO
0.2237,NO
1.2144,YES
0.4158,YES
0.2407,NO
0.2459,NO
0.258,NO
0.0893,NO
0.349,NO
0.2195,NO
0.3596,NO
1.1811,YES
0.284,NO
0.9179,YES
0.3215,NO
1.4986,YES
0.3364,NO
0.1348,NO
0.26899999999999996,NO
0.3403,NO
0.1053,NO
0.317,NO
0.3181,NO
0.3227,NO
0.5515,NO
0.1348,NO
1.4605,YES
1.0754,YES
2.9692,YES
1.3384,YES
0.5668,NO
0.107,NO
1.5089,YES
0.2985,NO
0.7232,YES
0.3324,NO
0.4435,NO
0.2557,NO
0.4602,NO
0.3265,NO
1.9191,YES
0.271,NO
1.969,YES
0.4803,NO
2.1643,YES
0.3132,NO
0.8068,NO
0.4687,NO
0.2075,NO
0.655,YES
0.56,NO
1.3989,YES
0.6458,NO
0.1031,NO
0.7783,NO
0.4611,NO
0.3838,NO
0.5209,NO
0.4068,NO
0.1225,NO
0.6871,NO
2.0897,YES
0.8065,NO
1.2431,YES
0.4328,NO
0.254,NO
0.1689,NO
0.1746,NO
0.4129,NO
0.4623,NO
0.5743,NO
0.4794,NO
0.504,NO
1.8321,YES
2.2136,YES
2.0541,YES
0.433,YES
0.8192,NO
2.4014,YES
0.5804,NO
0.3873,NO
0.1516,NO
1.501,YES
0.9333,YES
2.0795,YES
1.4826,YES
0.2661,NO
0.0604,NO
1.4317,YES
0.2598,NO
0.6367,YES
0.3627,NO
0.2298,NO
0.2571,NO
0.2375,NO
0.2181,NO
1.7794,YES
0.141,NO
1.7399,YES
0.258,NO
1.2956,YES
0.3379,NO
0.6061,NO
0.2228,NO
0.2314,NO
0.7318,YES
0.4234,NO
1.4853,YES
0.3503,NO
0.0745,NO
0.5302,NO
0.2705,NO
0.2088,NO
0.318,NO
0.3886,NO
0.1536,NO
0.5086,NO
0.8911,YES
0.3925,NO
0.7671,YES
0.4449,NO
0.2978,NO
0.3332,NO
0.2273,NO
0.2569,NO
0.1779,NO
0.29600000000000004,NO
0.2474,NO
0.2284,NO
0.7782,YES
1.0077,YES
0.9444,YES
0.3108,YES
0.5203,NO
1.2113,YES
0.5034,NO
0.4,NO
0.1339,NO
0.8964,NO
0.5169,NO
0.7154,NO
0.758,NO
0.5362,NO
0.0967,NO
0.9095,NO
1.6644,YES
0.7128,NO
1.5863,YES
0.3385,NO
0.3518,NO
0.1851,NO
0.2429,NO
0.7929,NO
0.3648,NO
0.7843,NO
0.4176,NO
0.6635,NO
1.7927,YES
2.2055,YES
1.6208,YES
0.4947,YES
0.9405,NO
2.4046,YES
0.6599,NO
0.6052,NO
0.1148,NO
1.08,NO
0.4536,NO
0.4193,NO
0.6107,NO
0.7298,NO
0.1505,NO
0.7008,NO
2.668,YES
0.5901,NO
2.2328,YES
0.3603,NO
0.2678,NO
0.3218,NO
0.3047,NO
0.8574,NO
0.3218,NO
0.59,NO
0.4081,NO
0.3654,NO
1.9962,YES
2.7662,YES
2.5874,YES
0.6389,YES
0.5826,NO
3.4105,YES
0.5597,NO
0.5389,NO
0.1054,NO
0.6668,NO
0.519,NO
0.444,NO
0.4208,NO
0.5991,NO
0.0947,NO
0.6718,NO
2.6304,YES
0.6748,NO
2.2333,YES
0.39,NO
0.2861,NO
0.3048,NO
0.249,NO
0.4888,NO
0.4174,NO
0.4703,NO
0.4771,NO
0.5479999999999999,NO
2.5055,YES
3.1471,YES
2.5395,YES
0.5761,YES
0.5452,NO
3.293,YES
0.5492,NO
0.6777,NO
0.1921,NO
3.4612,YES
0.638,YES
1.5236,YES
2.8866,YES
0.6377,NO
0.1962,NO
3.2755,YES
0.5364,NO
3.1118,YES
0.2599,NO
0.5922,NO
0.3872,NO
0.3157,NO
0.4086,NO
1.3837,YES
0.2146,NO
1.1219,YES
0.4922,NO
1.0526,YES
0.2429,NO
0.6208,NO
0.9664,NO
0.205,NO
2.5239,YES
0.475,NO
2.8429,YES
0.5398,NO
0.1644,NO
1.9073,YES
0.4634,NO
0.9469,NO
1.301,YES
0.3292,NO
0.1097,NO
2.0886,YES
0.4692,NO
1.3103,YES
0.2313,NO
0.5918,NO
0.5181,NO
0.3468,NO
0.2332,NO
0.7504,NO
0.2304,NO
0.8798,NO
0.2959,NO
0.7482,NO
0.4556,NO
0.5152,NO
0.5456,NO
0.1917,NO
1.7834,YES
0.4063,NO
1.9372,YES
0.7856,NO
0.2325,NO
1.5917,YES
1.3009,YES
3.0087,YES
1.1473,YES
0.5103,NO
0.129,NO
1.4078,YES
1.0757,NO
0.9044,YES
0.8631,NO
0.6426,NO
0.5427,NO
0.5517,NO
0.3489,NO
2.2259,YES
0.5229,NO
2.7060000000000004,YES
0.55,NO
2.7115,YES
0.6404,NO
1.3159999999999998,NO
1.1657,NO
0.3328,NO
1.3248,YES
1.4118,NO
1.3623,YES
0.4369,NO
0.1646,NO
2.3381,YES
0.1762,NO
0.4751,NO
1.8811,YES
0.3527,NO
0.1854,NO
2.752,YES
0.6564,NO
2.5351,YES
0.2977,NO
0.3004,NO
0.3198,NO
0.1277,NO
0.2551,NO
0.4335,NO
0.1704,NO
0.5963,NO
0.2586,NO
0.3532,NO
0.4644,NO
0.6255,NO
0.8976,NO
0.21600000000000003,NO
2.1962,YES
0.6584,NO
1.3064,YES
0.4588,NO
0.1203,NO
1.3037,YES
0.8913,YES
1.9078,YES
1.3056,YES
0.3277,NO
0.0683,NO
1.3246,YES
0.1687,NO
0.4423,YES
0.1613,NO
0.3724,NO
0.1733,NO
0.4205,NO
0.2809,NO
1.6017,YES
0.0614,NO
1.6209,YES
0.3039,NO
1.0496,YES
0.2052,NO
0.4476,NO
0.1925,NO
0.1984,NO
0.4889,YES
0.3023,NO
1.2877,YES
1.6043,YES
0.1351,YES
0.4918,NO
0.3721,NO
0.2598,NO
0.2401,NO
1.3199,YES
0.6854,YES
0.4197,NO
0.3614,NO
0.3591,NO
0.2832,NO
0.2973,NO
0.2955,NO
0.1446,NO
1.2253,YES
0.1929,NO
1.5894,YES
0.2594,NO
2.1698,YES
0.1693,NO
0.3352,NO
0.4876,NO
0.3156,NO
0.1193,NO
0.4465,NO
0.4555,NO
0.4847,NO
1.111,NO
0.2575,NO
5.5337,YES
0.7138,YES
1.9295,YES
3.641,YES
0.7532,NO
0.2675,NO
4.9856,YES
0.8809,NO
4.662,YES
0.4421,NO
0.968,NO
0.6783,NO
0.4695,NO
0.514,NO
1.6827,YES
0.3119,NO
1.1682,YES
0.6272,NO
1.2892,YES
0.5266,NO
0.9935,NO
1.2194,NO
0.2566,NO
3.7401,YES
0.7045,NO
3.9147,YES
0.517,NO
0.1217,NO
3.2611,YES
0.2214,YES
0.6147,YES
2.3107,YES
0.2624,NO
0.1621,NO
3.6491,YES
0.2148,NO
2.9273,YES
0.2008,NO
0.414,NO
0.5213,NO
0.2285,NO
0.2435,NO
0.5774,YES
0.0941,NO
0.5438,YES
0.1968,NO
0.3131,YES
0.2419,NO
0.2791,NO
0.4081,NO
0.1322,NO
2.7939999999999996,YES
0.2341,NO
2.3643,YES
0.9864,NO
0.2044,NO
4.3179,YES
0.371,YES
0.6727,YES
2.8396,YES
0.5709,NO
0.2364,NO
3.6218,YES
0.9128,NO
3.9489,YES
0.379,NO
0.7236,NO
0.6894,NO
0.1233,NO
0.5014,NO
0.7998,YES
0.3781,NO
0.8353,YES
0.6005,NO
0.7392,YES
0.654,NO
0.9640000000000001,NO
1.3507,NO
0.2546,NO
3.9831,YES
0.9346,NO
3.0834,YES
0.9059999999999999,NO
0.2373,NO
4.8842,YES
0.5748,YES
1.6658,YES
2.9062,YES
0.5602,NO
0.17600000000000002,NO
3.8547,YES
0.5827,NO
3.5908,YES
0.3341,NO
0.5515,NO
0.4595,NO
0.3365,NO
0.42,NO
1.4966,YES
0.1842,NO
0.9789,YES
0.48,NO
1.0325,YES
0.3274,NO
0.6958,NO
0.8443,NO
0.2064,NO
2.9939,YES
0.504,NO
3.5738,YES
0.3847,NO
0.1456,NO
0.917,YES
1.1525,YES
3.4157,YES
0.8424,YES
0.4906,NO
0.0759,NO
1.0125,YES
0.5308,NO
0.7247,YES
0.3914,NO
0.3034,NO
0.3181,NO
0.4198,NO
0.3596,NO
1.9096,YES
0.2882,NO
2.0583,YES
