50Traced_NONETRACED_MEDIAN_MULTI_VSM_55_SUM,Associated
0.1622379930681631,NO
0.09143423007096882,NO
0.21604225119656714,NO
0.34098035979534586,NO
0.1355009077405513,NO
0.23040105627991425,NO
0.08103647466578645,NO
0.10843373493975905,NO
0.2813995708862849,NO
0.42647301534906756,YES
0.08549265555372176,NO
0.5416735434890246,YES
0.3843868625185675,NO
0.352038290146889,NO
0.3507179402541674,NO
0.20646971447433574,NO
0.10034659184683944,NO
0.1668592176926886,NO
0.16256808054134353,NO
0.34345601584419877,NO
0.24393464268031032,NO
0.157946855916818,YES
0.14094735104802777,YES
0.32216537382406346,YES
0.39627001155306163,YES
0.24343951147053974,NO
0.1019970292127414,YES
0.2414589866314574,NO
0.16075259943885134,YES
0.38719260604060085,YES
0.5387027562304012,NO
0.24442977389008094,NO
0.17329592341970626,NO
0.1673543489024592,NO
0.6352533421356661,YES
0.14177256973097874,YES
0.2089453705231887,NO
0.1581118996534082,NO
0.14573361940914348,NO
0.1584419871265886,NO
0.2804093084667437,NO
0.23568245585080053,NO
0.23980854926555542,NO
0.447763657369203,YES
0.11024921604225124,NO
0.16966496121472197,YES
0.04010562799141774,NO
0.5448093744842384,YES
0.05182373328932168,NO
0.18385872256147884,NO
0.11074434725202181,NO
0.18765472850305337,NO
0.1161907905594983,NO
0.29790394454530456,NO
0.16850965505859059,NO
0.15018980029707876,NO
0.1300544644330748,NO
0.23700280574352214,NO
0.20349892721571222,NO
0.4566760191450735,NO
0.2333718435385378,NO
0.258788578973428,NO
0.22561478791879852,NO
0.06783297573857075,NO
0.3447763657369204,NO
0.7387357649777192,YES
0.24839082356824563,NO
0.3163888430434066,YES
0.3221653738240634,NO
0.3416405347417066,NO
0.33635913517082033,NO
0.3005446443307477,NO
0.23683776200693188,NO
0.19310117181052985,NO
0.3051658689552732,NO
0.2734774715299555,NO
0.3472520217857733,NO
0.7207459976893879,YES
0.6855916817956761,YES
0.5867304835781484,YES
0.2761181713153986,YES
0.25763327281729664,NO
0.3018649942234693,YES
0.1902954282884965,NO
0.19887770259118673,YES
0.2832150519887771,YES
0.5377124938108601,NO
0.2581284040270672,NO
0.2325466248555868,NO
0.22165373824063384,NO
0.5507509490014856,YES
0.18897507839577493,YES
0.26951642185179076,NO
0.14094735104802777,NO
0.2089453705231887,NO
0.13021950816966502,NO
0.3616108268691204,NO
0.3284370358144909,NO
0.32629146723881836,NO
0.3012048192771085,YES
0.13682125763327288,NO
0.11932662155471205,YES
0.035154315893711846,NO
0.492325466248556,YES
0.050833470869780496,NO
0.1902954282884965,NO
0.13401551411123952,NO
0.17857732299059256,NO
0.15761676844363762,NO
0.3470869780491831,NO
0.20679980194751615,NO
0.20300379600594165,NO
0.10331737910546299,NO
0.024096385542168683,NO
0.26786598448588883,YES
0.5363921439181384,YES
0.4685591681795677,YES
0.25317709192936133,YES
0.12015184023766304,NO
0.016669417395609842,NO
0.3309126918633438,YES
0.21406172635748483,NO
0.20250866479617105,YES
0.22198382571381425,NO
0.341145403531936,NO
0.30302030037960065,NO
0.30302030037960065,NO
0.14787918798481603,NO
0.3663970952302361,YES
0.07559003135830997,NO
0.6550585905264896,YES
0.2176926885624691,NO
0.4314243274467735,YES
0.0699785443142433,NO
0.09556032348572374,NO
0.22132365076745344,NO
0.06535731968971778,NO
0.26687572206634763,YES
0.14292787588711012,NO
0.2736425152665457,YES
0.31424327446773404,NO
0.10463772899818455,NO
0.34543654068328117,NO
0.40996864169004793,NO
0.3101171810529791,NO
0.3523683776200694,NO
0.26175936623205154,NO
0.1896352533421357,NO
0.2244594817626672,NO
0.685591681795676,YES
0.2614292787588712,NO
0.4631127248720912,YES
0.32942729823403205,NO
0.2736425152665457,NO
0.26258458491500253,NO
0.10678329757385713,NO
0.22627496286515933,NO
0.0741046377289982,NO
0.251196567090279,NO
0.31704901798976737,NO
0.288991582769434,NO
0.6897177752104309,YES
0.5799636903779504,YES
0.5192275953127581,YES
0.5111404522198384,YES
0.37695989437200866,NO
0.295758375969632,YES
0.24624525499257313,NO
0.14639379435550426,NO
0.1115695659349728,NO
0.20118831490344943,YES
0.5857402211586072,YES
0.40155141112394793,YES
0.2582934477636574,YES
0.1298894206964846,NO
0.0835121307146394,NO
0.34164053474170664,YES
0.41260934147549105,NO
0.21125598283545147,YES
0.22462452549925738,NO
0.35550420861528315,NO
0.48539362931176777,NO
0.37778511305495965,NO
0.28519557682785945,NO
0.38207625020630476,YES
0.21653738240633771,NO
0.5051988777025912,YES
0.2181878197722397,NO
0.46195741871595986,YES
0.32200033008747325,NO
0.3479121967321341,NO
0.3515431589371184,NO
0.15415084997524348,NO
0.22495461297243777,YES
0.16801452384881999,NO
