50Traced_NONETRACED_MAX_RAW_LSA_17_MAX,Associated
0.1495,NO
0.1171,NO
0.1406,NO
0.2164,NO
0.1663,NO
0.1986,NO
0.1687,NO
0.1687,NO
0.1689,NO
1.0,YES
0.1412,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1733,NO
0.1171,NO
0.1663,NO
0.2179,NO
0.1259,NO
1.0,YES
1.0,YES
1.0,YES
0.245,YES
0.1573,NO
1.0,YES
0.1205,NO
0.4428,YES
1.0,YES
0.3362,NO
0.1659,NO
0.1148,NO
0.1659,NO
0.3947,YES
0.3715,YES
0.1364,NO
0.1156,NO
0.0981,NO
0.1058,NO
0.1797,NO
0.1766,NO
0.1766,NO
0.3715,YES
0.1659,NO
1.0,YES
0.1344,NO
0.3715,YES
0.1344,NO
0.1474,NO
0.0769,NO
0.1474,NO
0.0802,NO
0.1903,NO
0.1156,NO
0.1296,NO
0.0886,NO
0.1534,NO
0.2688,NO
0.2865,NO
0.1512,NO
0.2137,NO
0.1731,NO
0.1731,NO
0.2187,NO
0.5256,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
0.5256,YES
0.1694,NO
0.4428,YES
1.0,YES
0.3356,NO
0.204,NO
0.1507,NO
0.204,NO
1.0,YES
1.0,YES
0.1731,NO
0.1355,NO
0.1525,NO
0.0887,NO
0.2289,NO
0.2094,NO
0.2094,NO
1.0,YES
0.204,NO
1.0,YES
0.1268,NO
0.3081,YES
0.1268,NO
0.1251,NO
0.106,NO
0.1355,NO
0.1053,NO
0.2201,NO
0.1355,NO
0.1328,NO
0.1468,NO
0.1088,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.071,NO
0.2465,YES
0.183,NO
0.2372,YES
0.1531,NO
0.2165,NO
0.2199,NO
0.2199,NO
0.0891,NO
1.0,YES
0.1088,NO
1.0,YES
0.1417,NO
1.0,YES
0.1155,NO
0.2519,NO
0.2298,NO
0.1531,NO
1.0,YES
0.0968,NO
0.2111,YES
0.1544,NO
0.0785,NO
0.2688,NO
0.2582,NO
0.2067,NO
0.1986,NO
0.1684,NO
0.1621,NO
0.1458,NO
1.0,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1844,NO
0.1844,NO
0.1621,NO
0.1906,NO
0.0807,NO
0.2067,NO
0.2019,NO
0.2067,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.0979,NO
0.1468,NO
0.0774,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.071,NO
0.2465,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2519,NO
0.2548,NO
0.1116,NO
1.0,YES
0.2548,NO
0.2078,YES
0.1415,NO
0.1809,NO
0.2688,NO
0.19,NO
0.1547,NO
0.2369,NO
0.1669,NO
0.1669,NO
0.2369,NO
0.2462,YES
0.2369,NO
1.0,YES
0.2519,NO
0.2418,NO
0.2418,NO
0.1669,NO
0.1906,NO
0.1809,NO
0.1843,NO
0.2256,NO
0.1464,NO
0.4061,YES
0.3025,YES
0.4061,YES
1.0,YES
0.2405,NO
0.3603,YES
0.1331,NO
0.0949,NO
0.1339,NO
0.22399999999999998,NO
0.2061,NO
0.2338,NO
0.2079,NO
0.1339,NO
0.1197,NO
0.2198,NO
0.3905,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0797,NO
0.0797,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
0.3865,YES
0.193,NO
0.3905,YES
0.1726,NO
0.1495,NO
0.0785,NO
0.2688,NO
0.2664,NO
0.2047,NO
0.2664,NO
0.1684,NO
0.1204,NO
0.1751,NO
1.0,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.0988,NO
0.2664,NO
0.0807,NO
0.1843,NO
0.1912,NO
0.14,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2664,NO
1.0,YES
0.1168,NO
0.1495,NO
0.1348,NO
0.1277,NO
0.2886,NO
0.2184,NO
0.1986,NO
0.1579,NO
0.1542,NO
0.1421,NO
1.0,YES
0.1412,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.1733,NO
0.1348,NO
0.2184,NO
0.1702,NO
0.2184,NO
1.0,YES
1.0,YES
1.0,YES
0.2631,YES
0.1375,NO
1.0,YES
0.107,NO
0.1741,NO
0.1628,NO
0.5095,YES
1.0,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.106,NO
1.0,YES
0.2938,NO
0.2131,NO
0.2246,NO
0.2203,NO
0.1628,NO
1.0,YES
0.1628,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.1271,NO
0.1669,NO
0.3025,NO
0.2938,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3985,YES
0.2156,NO
0.3456,NO
0.4159,YES
0.1867,NO
0.1097,NO
1.0,YES
0.191,NO
0.4381,YES
0.1732,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.1468,NO
0.1768,NO
0.3174,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.1533,NO
0.3189,YES
0.33,NO
0.3189,YES
0.3374,NO
0.2365,NO
0.2585,NO
0.2585,NO
0.1533,NO
1.0,YES
0.1768,NO
1.0,YES
0.1224,NO
1.0,YES
0.3002,NO
0.3002,NO
0.33,NO
0.3374,NO
1.0,YES
0.33,NO
0.2078,YES
0.1636,NO
0.1646,NO
0.4534,YES
0.1762,NO
0.3036,NO
0.4534,YES
0.1681,NO
0.153,NO
0.4738,YES
0.159,NO
0.493,YES
0.1456,NO
0.2244,NO
0.1848,NO
0.1277,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
0.3239,YES
0.0467,NO
0.0836,NO
0.0888,YES
1.0,YES
1.0,YES
0.1484,YES
0.1306,NO
0.044000000000000004,NO
0.1204,YES
0.183,NO
0.0976,YES
0.1023,NO
0.171,NO
0.1733,NO
0.1785,NO
0.07200000000000001,NO
1.0,YES
0.0836,NO
1.0,YES
0.1347,NO
1.0,YES
0.1175,NO
0.2519,NO
0.1175,NO
0.0827,NO
0.1484,YES
0.0834,NO
0.1059,YES
0.4428,YES
1.0,YES
0.3634,NO
0.1955,NO
0.1459,NO
0.1955,NO
1.0,YES
1.0,YES
0.14800000000000002,NO
0.084,NO
0.1517,NO
0.149,NO
0.2131,NO
0.2274,NO
0.2274,NO
1.0,YES
0.1955,NO
1.0,YES
0.11,NO
0.2985,YES
0.11,NO
0.1665,NO
0.106,NO
0.1665,NO
0.149,NO
0.2177,NO
0.15,NO
0.0996,NO
0.1741,NO
0.079,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1661,NO
0.071,NO
1.0,YES
0.106,NO
1.0,YES
0.1763,NO
0.3042,NO
0.2246,NO
0.2024,NO
0.084,NO
1.0,YES
0.0908,NO
0.3002,YES
0.0821,NO
0.2157,YES
0.1763,NO
0.1763,NO
0.3023,NO
0.1202,NO
1.0,YES
0.2621,NO
0.4483,YES
0.1523,NO
0.1931,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.2192,NO
0.1494,NO
1.0,YES
0.1886,NO
1.0,YES
0.1088,NO
0.2277,NO
0.1884,NO
0.1884,NO
0.1494,NO
1.0,YES
0.1931,NO
0.2829,YES
0.1968,NO
0.2292,YES
0.2134,NO
0.1846,NO
0.3004,NO
0.1322,NO
1.0,YES
0.2714,NO
0.3161,YES
0.1741,NO
0.1099,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1102,NO
1.0,YES
0.2904,NO
0.2099,NO
0.2246,NO
0.0945,NO
0.2034,NO
1.0,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.1754,NO
0.1669,NO
0.3619,NO
0.2904,NO
1.0,YES
0.3259,NO
1.0,YES
0.1523,NO
0.0732,NO
0.508,YES
1.0,YES
0.2628,YES
1.0,YES
0.1867,NO
0.0724,NO
1.0,YES
0.1003,NO
0.4507,YES
0.08800000000000001,NO
0.2859,NO
0.2466,NO
0.2466,NO
0.1047,NO
1.0,YES
0.1016,NO
0.3066,YES
0.0698,NO
0.2157,YES
0.1277,NO
0.1669,NO
0.3135,NO
0.1193,NO
1.0,YES
0.2369,NO
1.0,YES
0.1468,NO
0.0905,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.1259,NO
0.2465,YES
0.1971,NO
0.2134,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1206,NO
0.2519,NO
0.2298,NO
0.1116,NO
1.0,YES
0.1256,NO
0.2078,YES
0.1468,NO
0.10300000000000001,NO
0.2635,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0792,NO
0.2917,YES
0.1836,NO
0.3039,YES
0.2252,NO
0.1448,NO
0.1036,NO
0.0702,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.0892,NO
1.0,YES
0.2252,NO
0.2519,NO
0.2985,NO
0.1348,NO
1.0,YES
0.2298,NO
0.2425,YES
0.1932,NO
0.1233,NO
0.1723,NO
0.2108,NO
0.1713,NO
0.2195,NO
0.2073,NO
0.1233,NO
0.2986,NO
0.1344,NO
0.1653,NO
0.1052,NO
1.0,YES
1.0,YES
1.0,YES
0.1233,NO
0.185,NO
0.1233,NO
0.1713,NO
0.1551,NO
0.1713,NO
0.1443,NO
0.1813,NO
0.1443,NO
0.0806,NO
0.1766,NO
0.0541,NO
0.2266,NO
0.4428,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0962,NO
0.1208,NO
1.0,YES
1.0,YES
0.0968,NO
0.1519,NO
0.1208,NO
0.1784,NO
0.1661,NO
0.1649,NO
0.1562,NO
1.0,YES
0.1138,NO
1.0,YES
0.0962,NO
1.0,YES
0.0962,NO
0.1565,NO
0.1143,NO
0.1565,NO
0.0948,NO
0.1407,NO
0.1077,NO
0.0894,NO
0.1328,NO
0.1025,NO
0.2018,YES
0.4092,YES
1.0,YES
0.3362,YES
0.1025,NO
0.1025,NO
0.2212,YES
0.1109,NO
0.1972,YES
0.1012,NO
0.2043,NO
0.2227,NO
0.2227,NO
0.1025,NO
1.0,YES
0.1025,NO
0.4092,YES
0.1039,NO
0.4092,YES
0.1166,NO
0.1031,NO
0.2125,NO
0.0375,NO
0.3362,YES
0.0845,NO
0.2148,YES
0.4428,YES
1.0,YES
0.3473,NO
0.1555,NO
0.1017,NO
0.1736,NO
1.0,YES
1.0,YES
0.1736,NO
0.1017,NO
0.1736,NO
0.1058,NO
0.1741,NO
0.1649,NO
0.132,NO
1.0,YES
0.1283,NO
1.0,YES
0.1283,NO
1.0,YES
0.1283,NO
0.1422,NO
0.1143,NO
0.1422,NO
0.0726,NO
0.192,NO
0.1128,NO
0.0813,NO
0.1238,NO
0.1552,NO
0.1199,NO
0.2168,NO
0.1287,NO
0.1226,NO
0.1552,NO
0.1552,NO
0.1921,NO
0.2119,YES
0.1199,NO
0.2147,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1552,NO
0.1247,NO
0.1658,NO
0.1333,NO
0.2072,NO
0.1519,NO
0.2884,YES
0.2147,YES
0.2884,YES
0.1927,YES
0.1378,NO
0.1688,YES
0.11900000000000001,NO
0.4428,YES
1.0,YES
0.2823,NO
0.1584,NO
0.1292,NO
0.0963,NO
1.0,YES
1.0,YES
0.0947,NO
0.1079,NO
0.0691,NO
0.1095,NO
0.1665,NO
0.15,NO
0.1463,NO
1.0,YES
0.1292,NO
1.0,YES
0.1292,NO
0.3577,YES
0.114,NO
0.0559,NO
0.106,NO
0.1274,NO
0.0681,NO
0.1427,NO
0.0889,NO
0.0769,NO
0.1495,NO
0.0785,NO
0.2688,NO
0.2061,NO
0.1494,NO
0.1986,NO
0.1727,NO
0.1727,NO
0.1753,NO
1.0,YES
0.1412,NO
1.0,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.1727,NO
0.1906,NO
0.0862,NO
0.1843,NO
0.2286,NO
0.161,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1052,NO
