50Traced_NONETRACED_MEDIAN_SINGLE_VSM_41_SUM,Associated
0.08561093247588425,NO
0.07422293676312969,NO
0.14013933547695606,NO
0.27679528403001075,NO
0.07676848874598072,NO
0.10825294748124331,NO
0.06578242229367633,NO
0.07784030010718114,NO
0.21315648445873528,NO
0.3181939978563773,YES
0.06939978563772776,NO
0.4397106109324759,YES
0.3120310825294748,NO
0.2857717041800643,NO
0.2846998928188639,NO
0.13987138263665597,NO
0.08145766345123258,NO
0.1354501607717042,NO
0.0869506966773848,NO
0.2868435155412648,NO
0.14054126473740622,NO
0.0912379421221865,YES
0.09458735262593784,YES
0.21034297963558415,YES
0.3084137191854234,YES
0.19761521972132906,NO
0.08279742765273312,YES
0.14831189710610934,NO
0.13049303322615222,YES
0.31430868167202575,YES
0.43729903536977494,NO
0.1984190782422294,NO
0.16184351554126475,NO
0.13585209003215434,NO
0.5156752411575563,YES
0.11508574490889603,YES
0.16961414790996784,NO
0.1314308681672026,NO
0.11830117899249734,NO
0.12861736334405147,NO
0.22762593783494106,NO
0.19131832797427656,NO
0.19466773847802787,NO
0.36347802786709543,YES
0.08949624866023581,NO
0.13772775991425512,YES
0.046891747052518765,NO
0.44788317256162913,YES
0.042068595927116835,NO
0.14924973204715972,NO
0.09311361200428725,NO
0.15233118971061094,NO
0.09431939978563773,NO
0.24182743837084675,NO
0.14214898177920687,NO
0.12191854233654878,NO
0.10557341907824223,NO
0.192390139335477,NO
0.1651929260450161,NO
0.37071275455519825,NO
0.18944265809217578,NO
0.21007502679528403,NO
0.18314576634512325,NO
0.05506430868167203,NO
0.279876741693462,NO
0.5996784565916399,YES
0.20163451232583066,NO
0.25683279742765275,YES
0.2615219721329046,NO
0.27733118971061094,NO
0.27304394426580925,NO
0.24397106109324757,NO
0.1922561629153269,NO
0.15675241157556272,NO
0.24772240085744912,NO
0.2219989281886388,NO
0.2818863879957128,NO
0.5850750267952841,YES
0.5565380493033227,YES
0.47628617363344056,YES
0.22414255091103968,YES
0.20913719185423366,NO
0.24504287245444806,YES
0.15447481243301178,NO
0.1614415862808146,YES
0.229903536977492,YES
0.46543408360128624,NO
0.2095391211146838,NO
0.18877277599142553,NO
0.179930332261522,NO
0.4470793140407289,YES
0.15340300107181137,YES
0.21878349410503753,NO
0.11441586280814578,NO
0.16961414790996784,NO
0.1057073954983923,NO
0.29354233654876744,NO
0.2666130760986067,NO
0.26487138263665594,NO
0.2445069667738478,YES
0.11106645230439444,NO
0.09686495176848876,YES
0.02853697749196142,NO
0.4291264737406217,YES
0.04126473740621651,NO
0.15447481243301178,NO
0.10878885316184352,NO
0.144962486602358,NO
0.1279474812433012,NO
0.2817524115755627,NO
0.16787245444801716,NO
0.16479099678456594,NO
0.08386923901393356,NO
0.019560557341907828,NO
0.17497320471597,YES
0.4354233654876742,YES
0.38129689174705256,YES
0.17845659163987143,YES
0.09753483386923903,NO
0.004287245444801717,NO
0.26862272240085744,YES
0.17457127545551984,NO
0.16438906752411578,YES
0.18019828510182212,NO
0.2769292604501608,NO
0.24598070739549838,NO
0.24598070739549838,NO
0.0635048231511254,NO
0.297427652733119,YES
0.06136120042872455,NO
0.4714630225080386,YES
0.21208467309753484,NO
0.32851018220793143,YES
0.05680600214362273,NO
0.07757234726688103,NO
0.17966237942122187,NO
0.05305466237942123,NO
0.21663987138263668,YES
0.11682743837084675,NO
0.16680064308681675,YES
0.19372990353697753,NO
0.08494105037513398,NO
0.2514737406216506,NO
0.3327974276527331,NO
0.2517416934619507,NO
0.21476420150053593,NO
0.212486602357985,NO
0.1509914255091104,NO
0.1822079314040729,NO
0.5270632368703109,YES
0.19815112540192928,NO
0.3759378349410504,YES
0.25308145766345125,NO
0.22213290460878887,NO
0.21315648445873528,NO
0.0592175777063237,NO
0.1836816720257235,NO
0.06015541264737406,NO
0.13183279742765275,NO
0.25736870310825294,NO
0.16010182207931406,NO
0.5089764201500536,YES
0.47079314040728837,YES
0.36079849946409437,YES
0.37459807073954987,YES
0.28510182207931406,NO
0.22173097534833872,YES
0.11803322615219722,NO
0.12526795284030012,NO
0.09056806002143623,NO
0.16331725616291531,YES
0.47548231511254024,YES
0.32703644158628087,YES
0.1651929260450161,YES
0.10543944265809217,NO
0.06779206859592712,NO
0.3132368703108253,YES
0.33654876741693457,NO
0.12888531618435156,YES
0.18234190782422297,NO
0.2885852090032155,NO
0.33132368703108256,NO
0.33266345123258306,NO
0.18153804930332265,NO
0.28764737406216506,YES
0.1757770632368703,NO
0.34123794212218644,YES
0.2207931404072883,NO
0.3291800643086817,YES
0.26138799571275456,NO
0.2887191854233655,NO
0.2853697749196142,NO
0.12513397642015006,NO
0.18260986066452306,YES
0.13638799571275456,NO
0.1645230439442658,YES
0.17644694533762056,NO
0.08668274383708467,NO
0.30586816720257237,NO
0.24142550911039656,NO
0.19413183279742768,NO
0.25442122186495175,NO
0.20833333333333334,NO
0.19265809217577706,NO
0.2546891747052519,NO
0.25334941050375137,YES
0.2608520900321543,NO
0.31471061093247593,YES
0.3243569131832798,NO
0.2596463022508039,NO
0.25924437299035374,NO
0.05827974276527331,NO
0.12754555198285103,NO
0.06189710610932475,NO
0.1359860664523044,NO
0.2891211146838157,NO
0.11937299035369775,NO
0.2386120042872455,YES
0.1804662379421222,YES
0.24155948553054662,YES
0.40326902465166137,YES
0.3090836012861736,NO
0.20886923901393353,YES
0.1651929260450161,NO
0.11401393354769562,NO
0.1662647374062165,NO
0.28697749196141475,NO
0.2504019292604502,NO
0.17926045016077172,NO
0.2654072883172562,NO
0.1662647374062165,NO
0.11642550911039656,NO
0.28135048231511256,NO
0.4461414790996785,YES
0.3009110396570204,NO
0.2194533762057878,YES
0.1651929260450161,NO
0.08534297963558414,NO
0.07355305466237942,NO
0.26018220793140406,NO
0.1646570203644159,NO
0.20860128617363347,NO
0.40219721329046093,NO
0.1622454448017149,NO
0.3645498392282958,NO
0.5284030010718114,YES
0.43595927116827443,YES
0.6488478027867096,YES
0.2257502679528403,YES
0.2454448017148982,NO
0.344989281886388,YES
0.21811361200428728,NO
0.17966237942122187,NO
0.08989817792068597,NO
0.24852625937834943,NO
0.30064308681672025,NO
0.26112004287245444,NO
0.23110932475884244,NO
0.212486602357985,NO
0.14817792068595928,NO
0.22146302250803862,NO
0.46637191854233656,YES
0.23177920685959272,NO
0.26594319399785643,YES
0.2885852090032155,NO
0.2603161843515541,NO
0.2557609860664523,NO
0.05359056806002144,NO
0.17644694533762056,NO
0.055868167202572344,NO
0.14857984994640944,NO
0.24303322615219725,NO
0.1744372990353698,NO
0.5278670953912111,YES
0.454983922829582,YES
0.36187031082529475,YES
0.3452572347266881,YES
0.282422293676313,NO
0.2552250803858521,YES
0.14335476956055734,NO
0.08427116827438372,NO
0.08252947481243303,NO
0.13156484458735265,NO
0.3735262593783495,NO
0.17805466237942122,NO
0.10142015005359059,NO
0.06792604501607717,NO
0.058145766345123265,NO
0.1772508038585209,NO
0.5759646302250804,YES
0.06819399785637728,NO
0.30131296891747056,YES
0.27063236870310825,NO
0.26125401929260456,NO
0.2608520900321543,NO
0.10061629153269026,NO
0.12553590568060022,NO
0.09726688102893892,NO
0.117497320471597,NO
0.21489817792068597,NO
0.1902465166130761,NO
0.4386387995712755,YES
0.42939442658092175,YES
0.40755627009646306,YES
0.15527867095391212,YES
0.17108788853161846,NO
0.13799571275455522,YES
0.11950696677384781,NO
0.13009110396570203,NO
0.04729367631296892,NO
0.6694801714898178,YES
0.17859056806002147,YES
0.15125937834941053,YES
0.36830117899249737,YES
0.2865755627009647,NO
0.12955519828510184,NO
0.43381564844587356,YES
0.11736334405144697,NO
0.42751875669882106,YES
0.1287513397642015,NO
0.272374062165059,NO
0.18729903536977494,NO
0.18435155412647375,NO
0.10771704180064309,NO
0.11990889603429797,YES
0.10409967845659164,NO
0.30426045016077174,YES
0.2761254019292605,NO
0.16385316184351556,YES
0.15715434083601287,NO
0.09405144694533762,NO
0.3921489817792069,NO
0.14764201500535906,NO
0.4422561629153269,YES
0.32395498392282956,NO
0.2656752411575563,YES
0.22789389067524118,NO
0.19413183279742768,NO
0.46851554126473743,YES
0.2757234726688103,NO
0.19252411575562703,NO
0.5440782422293676,YES
0.23164523043944268,NO
0.13384244372990356,NO
0.7167738478027867,YES
0.24289924973204718,NO
0.5738210075026795,YES
0.19158628081457663,NO
0.42416934619506974,NO
0.4159967845659164,NO
0.34163987138263663,NO
0.21596998928188643,NO
0.28027867095391207,NO
0.17416934619506969,NO
0.4789657020364416,NO
0.1827438370846731,NO
0.34016613076098606,NO
0.25361736334405144,NO
0.22588424437299037,NO
0.4915594855305466,NO
0.2437031082529475,NO
0.4951768488745981,YES
0.43689710610932475,NO
0.37191854233654875,YES
0.09378349410503752,NO
0.035637727759914264,NO
0.31846195069667743,YES
0.3612004287245445,YES
0.2859056806002144,YES
0.28336012861736337,YES
0.15206323687031084,NO
0.050375133976420156,NO
0.36187031082529475,YES
0.29876741693461956,NO
0.3362808145766345,YES
0.13357449088960344,NO
0.3037245444801715,NO
0.26299571275455524,NO
0.26125401929260456,NO
0.047963558413719194,NO
0.22735798499464094,YES
0.046087888531618444,NO
0.3486066452304395,YES
0.15085744908896034,NO
0.2431672025723473,YES
0.30801178992497324,NO
0.26969453376205793,NO
0.38009110396570206,NO
0.14161307609860666,NO
0.312433011789925,YES
0.24933011789924975,NO
0.2521436227224009,YES
0.20605573419078244,NO
0.20739549839228297,NO
0.5068327974276527,YES
0.22293676312968919,NO
0.20779742765273312,NO
0.5491693461950697,YES
0.21208467309753484,NO
0.19185423365487675,NO
0.6216505894962487,YES
0.19989281886387997,NO
0.647374062165059,YES
0.1819399785637728,NO
0.287513397642015,NO
0.1934619506966774,NO
0.15795819935691321,NO
0.22467845659163987,NO
0.2690246516613076,NO
0.2084673097534834,NO
0.46342443729903543,NO
0.10838692390139337,NO
0.34364951768488744,NO
0.2840300107181136,NO
0.2232047159699893,NO
0.5095123258306539,NO
0.27625937834941056,NO
0.5254555198285102,YES
0.46704180064308687,NO
0.42081993569131837,YES
0.04943729903536978,NO
0.011521972132904611,NO
0.059753483386923906,YES
0.2504019292604502,YES
0.15447481243301178,YES
0.05734190782422294,YES
0.038987138263665594,NO
0.0,NO
0.14817792068595928,YES
0.1426848874598071,NO
0.045016077170418015,YES
0.12004287245444803,NO
0.21596998928188643,NO
0.21905144694533765,NO
0.2260182207931404,NO
0.07154340836012864,NO
0.2081993569131833,YES
0.06913183279742767,NO
0.1922561629153269,YES
0.16733654876741694,NO
0.14924973204715972,YES
0.006966773847802787,NO
0.08252947481243303,NO
0.08038585209003217,NO
0.033762057877813514,NO
0.07690246516613077,YES
0.03751339764201501,NO
0.0722132904608789,YES
0.3920150053590568,YES
0.05144694533762058,YES
0.47374062165058956,NO
0.19426580921757772,NO
0.18234190782422297,NO
0.1886387995712755,NO
0.30760986066452306,YES
0.48164523043944274,YES
0.17497320471597,NO
0.08842443729903539,NO
0.19011254019292606,NO
0.07663451232583067,NO
0.272374062165059,NO
0.2012325830653805,NO
0.18060021436227225,NO
0.09994640943194,YES
0.11414790996784566,NO
0.31095927116827443,YES
0.021704180064308687,NO
0.409967845659164,YES
0.03737942122186495,NO
0.1235262593783494,NO
0.11106645230439444,NO
0.15554662379421225,NO
0.1467041800643087,NO
0.27853697749196143,NO
0.18783494105037515,NO
0.12031082529474812,NO
0.10543944265809217,NO
0.07690246516613077,NO
0.45203644158628087,YES
0.1414790996784566,YES
0.12888531618435156,YES
0.4115755627009647,YES
0.1042336548767417,NO
0.07757234726688103,NO
1.0,YES
0.12660771704180063,NO
0.4946409431939979,YES
0.09418542336548769,NO
0.3944265809217578,NO
0.2370042872454448,NO
0.2662111468381565,NO
0.10075026795284031,NO
0.13839764201500537,YES
0.09043408360128617,NO
0.3930868167202573,YES
0.12312433011789928,NO
0.25066988210075025,YES
0.16814040728831728,NO
0.14389067524115756,NO
0.3918810289389068,NO
0.14456055734190784,NO
0.3971061093247588,YES
0.3545016077170418,NO
0.4886120042872455,YES
0.1446945337620579,NO
0.050375133976420156,NO
0.559887459807074,YES
0.28349410503751343,YES
0.2557609860664523,YES
0.317390139335477,YES
0.28054662379421225,NO
0.14295284030010721,NO
0.39348874598070743,YES
0.2395498392282958,NO
0.37834941050375137,YES
0.13263665594855306,NO
0.2919346195069668,NO
0.22307073954983925,NO
0.22052518756698822,NO
0.11387995712754556,NO
0.19051446945337622,YES
0.10503751339764203,NO
0.29059485530546625,YES
0.2540192926045016,NO
0.19774919614147912,YES
0.2727759914255091,NO
0.2341907824222937,NO
0.38933547695605575,NO
0.16398713826366562,NO
0.3940246516613076,YES
0.30050911039657024,NO
0.2731779206859593,YES
0.16666666666666669,NO
0.13411039657020365,NO
0.6915862808145767,YES
0.20431404072883175,YES
0.25884244372990356,YES
0.42859056806002144,YES
0.2909967845659164,NO
0.2041800643086817,NO
0.4386387995712755,YES
0.1345123258306538,NO
0.5095123258306539,YES
0.12379421221864953,NO
0.18555734190782422,NO
0.10235798499464095,NO
0.07114147909967845,NO
0.25937834941050375,NO
0.21221864951768488,YES
0.2514737406216506,NO
0.4453376205787782,YES
0.2244105037513398,NO
0.3236870310825295,YES
0.22186495176848875,NO
0.16117363344051447,NO
0.47173097534833874,NO
0.21663987138263668,NO
0.47668810289389074,YES
0.42349946409431943,NO
0.33252947481243306,YES
0.08185959271168276,NO
0.08494105037513398,NO
0.4013933547695606,YES
0.13303858520900322,YES
0.0759646302250804,YES
0.3808949624866024,YES
0.07583065380493034,NO
0.06136120042872455,NO
0.6874330117899251,YES
0.1212486602357985,NO
0.47052518756698825,YES
0.10476956055734193,NO
0.369908896034298,NO
0.15608252947481244,NO
0.187433011789925,NO
0.12714362272240087,NO
0.125,YES
0.12299035369774919,NO
0.39764201500535906,YES
0.0730171489817792,NO
0.2745176848874598,YES
0.15795819935691321,NO
0.09579314040728833,NO
0.4068863879957128,NO
0.13357449088960344,NO
0.3914790996784566,YES
0.30426045016077174,NO
0.5580117899249732,YES
0.14107717041800644,NO
0.10811897106109325,NO
0.12459807073954984,YES
0.4646302250803859,YES
0.34204180064308687,YES
0.1934619506966774,YES
0.11280814576634512,NO
0.06109324758842444,NO
0.25978027867095393,YES
0.2509378349410504,NO
0.13772775991425512,YES
0.17684887459807078,NO
0.3202036441586281,NO
0.3527599142550911,NO
0.32489281886388,NO
0.21436227224008578,NO
0.2904608788853162,YES
0.2076634512325831,NO
0.35463558413719193,YES
0.18890675241157556,NO
0.34230975348338694,YES
0.14844587352625938,NO
0.20297427652733122,NO
0.2027063236870311,NO
0.12325830653804931,NO
0.19051446945337622,YES
0.1457663451232583,NO
0.14857984994640944,YES
0.14777599142550912,NO
0.12486602357984997,NO
0.3336012861736335,YES
0.42698285101822087,YES
0.4766881028938907,YES
0.3342711682743837,YES
0.11830117899249734,NO
0.09297963558413722,NO
0.5004019292604502,YES
0.23553054662379425,NO
0.39469453376205793,YES
0.16666666666666669,NO
0.18086816720257237,NO
0.12566988210075028,NO
0.08092175777063237,NO
0.23137727759914256,NO
0.3803590568060022,YES
0.22427652733118972,NO
0.7642015005359056,YES
0.15903001071811362,NO
0.602357984994641,YES
0.21154876741693462,NO
0.1851554126473741,NO
0.38678992497320475,NO
0.167470525187567,NO
0.3189978563772776,YES
0.29756162915326906,NO
0.3077438370846731,YES
0.10610932475884247,NO
0.03965702036441587,NO
0.17189174705251878,NO
0.26929260450160775,NO
0.07743837084673097,NO
0.11508574490889603,NO
0.11588960342979637,NO
0.04515005359056806,NO
0.3341371918542337,NO
0.15983386923901394,NO
0.09204180064308683,NO
0.12781350482315113,NO
0.5529206859592712,YES
0.43810289389067525,YES
0.5144694533762058,YES
0.08949624866023581,NO
0.08212754555198286,NO
0.09364951768488745,NO
0.05801178992497322,NO
0.19466773847802787,NO
0.09003215434083602,NO
0.04890139335476957,NO
0.08668274383708467,NO
0.1227224008574491,NO
0.05935155412647375,NO
0.2126205787781351,NO
0.05935155412647375,NO
0.26889067524115756,NO
0.15286709539121116,YES
0.3740621650589496,YES
0.35557341907824225,NO
0.20833333333333334,NO
0.09592711682743837,NO
0.07033762057877814,NO
0.42765273311897106,YES
0.1542068595927117,YES
0.11655948553054662,NO
0.19051446945337622,NO
0.05827974276527331,NO
0.22588424437299037,NO
0.20940514469453378,NO
0.18837084673097537,NO
0.19614147909967847,NO
0.39884780278670956,YES
0.06685423365487675,NO
0.23003751339764203,YES
0.03188638799571276,NO
0.4939710610932476,YES
0.10436763129689175,NO
0.1426848874598071,NO
0.04421221864951769,NO
0.1682743837084673,NO
0.11387995712754556,NO
0.17537513397642016,NO
0.09686495176848876,NO
0.10664523043944266,NO
0.042604501607717046,NO
0.004421221864951771,NO
0.14804394426580925,YES
0.3735262593783495,YES
0.37258842443729906,YES
0.1602357984994641,YES
0.05359056806002144,NO
0.005493033226152197,NO
0.2546891747052519,YES
0.1354501607717042,NO
0.1729635584137192,YES
0.12031082529474812,NO
0.2517416934619507,NO
0.21811361200428728,NO
0.23378885316184353,NO
0.014201500535905685,NO
0.2713022508038585,YES
0.013397642015005365,NO
0.4606109324758843,YES
0.12687566988210078,NO
0.3656216505894963,YES
0.043944265809217585,NO
0.03871918542336549,NO
0.1513933547695606,NO
0.03684351554126474,NO
0.1689442658092176,YES
0.09512325830653805,NO
0.13678992497320472,YES
0.45016077170418006,YES
0.022240085744908898,YES
0.4521704180064309,NO
0.1952036441586281,NO
0.10825294748124331,NO
0.1302250803858521,NO
0.2896570203644159,YES
0.547427652733119,YES
0.1357181136120043,NO
0.12312433011789925,NO
0.11682743837084672,NO
0.12861736334405147,NO
0.22012325830653806,NO
0.17081993569131834,NO
0.1637191854233655,NO
0.13933547695605575,YES
0.08949624866023581,NO
0.4212218649517685,YES
0.02666130760986067,NO
0.44332797427652737,YES
0.03871918542336549,NO
0.07006966773847804,NO
0.08869239013933548,NO
0.1564844587352626,NO
0.08413719185423366,NO
0.24410503751339768,NO
0.13799571275455522,NO
0.09579314040728833,NO
0.1527331189710611,NO
