50Traced_NONETRACED_SUM_MULTI_VSM_54_MAX,Associated
1.1041,NO
0.3945,NO
0.7713,NO
1.6875,NO
1.0369,NO
1.1194,NO
1.3879,NO
0.7177,NO
0.7535,NO
2.048,YES
0.6569,NO
1.3545,YES
0.6779999999999999,NO
0.4188,NO
0.4853,NO
0.5085,NO
0.7433,NO
0.7128,NO
0.7554,NO
0.5182,NO
1.3707,NO
2.0498,YES
2.4954,YES
2.3286,YES
1.1864,YES
0.9933,NO
2.4575,YES
0.7252,NO
2.3171,YES
0.4498,YES
1.1815,NO
1.0546,NO
0.5571,NO
1.3515,NO
2.5345,YES
1.7065,YES
1.0006,NO
0.6609,NO
0.7398,NO
0.536,NO
0.7102,NO
0.7541,NO
0.6289,NO
2.1505,YES
1.0067,NO
1.5882,YES
0.7777,NO
2.0491,YES
0.6595,NO
0.6023,NO
0.9653,NO
0.7585,NO
0.3265,NO
1.2279,NO
0.7188,NO
0.8078,NO
1.3263,NO
0.4431,NO
1.5614,NO
1.8431,NO
1.4177,NO
2.0149,NO
1.6980000000000002,NO
0.5196,NO
1.4638,NO
3.0401,YES
1.5016,NO
1.7582,YES
0.6988,NO
0.2438,NO
0.4799,NO
0.2848,NO
0.9901,NO
0.5947,NO
1.1421,NO
0.307,NO
1.8267,NO
2.6904,YES
3.7025,YES
3.6895,YES
1.9385,YES
1.7361,NO
3.4257,YES
1.8234,NO
2.1101,YES
0.4149,YES
0.7244,NO
0.6964,NO
0.5934,NO
1.1021,NO
2.3394,YES
1.5203,YES
0.9209999999999999,NO
0.3886,NO
0.6452,NO
0.1927,NO
0.5316,NO
0.6364,NO
0.4298,NO
1.8949,YES
1.0569,NO
1.5014,YES
0.6346,NO
1.8596,YES
0.7416,NO
0.2687,NO
0.5096,NO
0.6454,NO
0.2792,NO
1.0270000000000001,NO
0.4147,NO
0.7967,NO
1.0525,NO
0.3521,NO
1.3823,YES
3.2112,YES
4.1299,YES
1.2496,YES
1.2926,NO
0.3492,NO
0.6839,YES
0.6901,NO
0.7607,YES
0.5785,NO
0.3088,NO
0.6865,NO
0.2188,NO
0.5973,NO
3.5556,YES
0.5995,NO
3.4462,YES
0.5623,NO
3.3404,YES
0.5798,NO
1.0787,NO
1.9025,NO
0.522,NO
1.7222,YES
0.9035,NO
1.4673,YES
1.0029,NO
0.4102,NO
1.1974,NO
2.0514,NO
1.4858,NO
1.5838,NO
1.2854,NO
0.4261,NO
0.8170000000000001,NO
2.7944,YES
0.904,NO
1.7646,YES
1.0659999999999998,NO
0.5957,NO
0.6859,NO
0.1395,NO
0.8265,NO
0.4827,NO
1.0206,NO
0.2019,NO
1.6461,NO
2.5755,YES
3.4773,YES
3.2348,YES
1.7135,YES
1.2595,NO
3.1678,YES
1.1831,NO
1.4644,NO
0.4047,NO
2.0146,YES
3.7433,YES
4.785,YES
1.6818,YES
1.6652,NO
0.4547,NO
1.2019,YES
1.1391,NO
1.194,YES
0.5693,NO
0.3894,NO
0.7619,NO
0.2779,NO
0.8572,NO
3.9273,YES
0.9168,NO
4.2348,YES
0.8257,NO
3.5237,YES
0.7379,NO
1.4928,NO
2.0936,NO
0.4118,NO
2.5348,YES
0.7582,NO
1.946,YES
1.5643,NO
0.40399999999999997,NO
1.3231,NO
1.7262,NO
1.2106,NO
2.1262,NO
1.7898,NO
0.7966,NO
1.4661,NO
2.2476,YES
1.2936,NO
1.4977,YES
0.5163,NO
0.2114,NO
0.2033,NO
0.7677,NO
1.196,NO
0.7961,NO
1.2978,NO
0.6744,NO
1.5017,NO
2.3063,YES
2.892,YES
2.9936,YES
1.2967,YES
1.669,NO
2.7472,YES
1.6751,NO
1.6189,NO
0.4671,NO
1.1448,NO
1.3448,NO
0.8151,NO
2.2377,NO
1.8795,NO
0.6354,NO
1.3801,NO
2.7322,YES
1.4653,NO
1.4616,YES
0.5537,NO
0.0735,NO
0.1282,NO
0.5044,NO
0.9441,NO
0.5336,NO
0.7528,NO
0.4741,NO
1.5124,NO
2.4783,YES
3.5172,YES
3.6535,YES
1.8927,YES
1.3413,NO
3.3892,YES
1.8793,NO
1.5448,NO
0.4247,NO
1.3591,NO
1.8116,NO
1.2222,NO
2.0886,NO
1.8171,NO
0.6505,NO
1.229,NO
3.1333,YES
1.1898,NO
2.0025,YES
0.5924,NO
0.3187,NO
0.2007,NO
0.5143,NO
1.2594,NO
0.7134,NO
0.9849,NO
0.4359,NO
2.0088,NO
3.0538,YES
3.9745,YES
4.1818,YES
2.1989,YES
1.5674,NO
4.4417,YES
1.7067,NO
2.0389,NO
0.5818,NO
1.4064,NO
2.6754,NO
2.0883,NO
2.0273,NO
2.2171,NO
0.9814,NO
0.9585,NO
3.1548,YES
0.9731,NO
2.0074,YES
1.2382,NO
0.7534,NO
0.7519,NO
0.8809999999999999,NO
1.7589,NO
0.9929,NO
1.4374,NO
