50Traced_NONETRACED_SUM_RAW_LSA_44_MAX,Associated
0.251,NO
0.2272,NO
0.1144,NO
0.2937,NO
0.6042,NO
0.5796,NO
0.4082,NO
0.3166,NO
0.4113,NO
1.6299,YES
0.1139,NO
1.2025,YES
0.3275,NO
0.3094,NO
0.2223,NO
0.3084,NO
0.6159,NO
0.2716,NO
0.5859,NO
0.2223,NO
0.5549,NO
0.9351,YES
1.464,YES
1.8593,YES
0.825,YES
0.2678,NO
1.0524,YES
0.1778,NO
1.6194,YES
2.0975,YES
0.4293,NO
0.3841,NO
0.5821,NO
0.7187,NO
2.3002,YES
2.0785,YES
0.4765,NO
0.44,NO
0.6813,NO
0.2944,NO
0.3034,NO
0.502,NO
0.1997,NO
2.1819,YES
0.5968,NO
2.4609,YES
0.446,NO
2.3199,YES
0.5834,NO
0.2951,NO
0.3802,NO
0.5935,NO
0.2948,NO
0.9168,NO
0.462,NO
0.7599,NO
0.336,NO
0.4096,NO
0.5249,NO
0.8407,NO
0.8187,NO
1.0967,NO
0.5618,NO
0.2526,NO
0.6846,NO
2.489,YES
0.6914,NO
1.5446,YES
0.5606,NO
0.4495,NO
0.2219,NO
0.5195,NO
1.1587,NO
0.4911,NO
1.139,NO
0.4225,NO
0.9347,NO
2.0046,YES
2.1643,YES
3.2296,YES
1.8016,YES
0.8822,NO
2.0335,YES
0.5933,NO
1.5396,YES
1.3801,YES
0.4063,NO
0.2844,NO
0.4093,NO
0.5858,NO
1.5817,YES
2.0446,YES
0.3518,NO
0.4773,NO
0.4907,NO
0.2765,NO
0.3444,NO
0.39899999999999997,NO
0.2075,NO
1.4634,YES
0.5156,NO
1.7314,YES
0.3313,NO
1.5886,YES
0.4892,NO
0.3209,NO
0.3396,NO
0.5964,NO
0.3311,NO
0.8095,NO
0.4847,NO
0.5956,NO
0.5146,NO
0.2689,NO
0.604,YES
2.9113,YES
2.1311,YES
1.2408,YES
0.4645,NO
0.1888,NO
0.8128,YES
0.5113,NO
1.1194,YES
0.3916,NO
0.5478,NO
0.2529,NO
0.2651,NO
0.2892,NO
2.3703,YES
0.4407,NO
3.6077,YES
0.1805,NO
3.5834,YES
0.4832,NO
0.4923,NO
0.7721,NO
0.3702,NO
1.2295,YES
0.365,NO
1.1263,YES
0.1964,NO
0.2722,NO
0.5184,NO
0.4716,NO
0.4869,NO
0.6714,NO
0.2835,NO
0.2548,NO
0.3649,NO
1.2496,YES
0.6346,NO
0.6886,YES
0.3032,NO
0.2865,NO
0.1689,NO
0.3149,NO
0.4968,NO
0.381,NO
0.6596,NO
0.4366,NO
0.5777,NO
1.2151,YES
1.1781,YES
1.849,YES
1.0486,YES
0.6647,NO
1.1338,YES
0.4004,NO
0.2688,NO
0.2085,NO
0.5639,YES
2.6395,YES
2.5355,YES
1.5791,YES
0.3539,NO
0.0686,NO
1.341,YES
0.6467,NO
1.5975,YES
0.4114,NO
0.42200000000000004,NO
0.2571,NO
0.3537,NO
0.2705,NO
2.7398,YES
0.3665,NO
2.9296,YES
0.2502,NO
2.8723,YES
0.6212,NO
0.6223,NO
1.0591,NO
0.6467,NO
1.5355,YES
0.7193,NO
1.4132,YES
0.1924,NO
0.2813,NO
0.2803,NO
0.5469,NO
0.5046,NO
0.9181,NO
0.3947,NO
0.2753,NO
