50Traced_NONETRACED_MAX_MULTI_LSA_52_MEDIAN,Associated
0.1744,NO
0.0652,NO
0.1516,NO
0.2323,NO
0.2383,NO
0.2289,NO
0.2173,NO
0.1819,NO
0.2289,NO
0.7677,YES
0.2323,NO
0.7677,YES
0.2582,NO
0.2541,NO
0.3353,NO
0.1493,NO
0.2383,NO
0.1585,NO
0.2323,NO
0.2179,NO
0.2383,NO
0.7677,YES
0.5015,YES
0.7677,YES
0.3987,YES
0.2323,NO
0.2405,YES
0.1577,NO
0.9589,YES
0.6914,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.1865,NO
0.6914,YES
1.0,YES
0.2069,NO
0.1939,NO
0.2796,NO
0.1058,NO
0.2584,NO
0.3148,NO
0.3148,NO
0.5717,YES
0.2796,NO
0.8716,YES
0.2796,NO
0.6914,YES
0.2796,NO
0.1223,NO
0.2456,NO
0.1597,NO
0.0802,NO
0.2796,NO
0.1939,NO
0.2069,NO
0.32,NO
0.1534,NO
0.3097,NO
0.5644,NO
0.1512,NO
0.4162,NO
0.3258,NO
0.1133,NO
0.2223,NO
1.0,YES
0.2887,NO
1.0,YES
0.21,NO
0.2168,NO
0.2728,NO
0.3282,NO
0.4327,NO
0.188,NO
0.2102,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2381,NO
0.5682,YES
0.2381,NO
0.9589,YES
1.0,YES
0.3356,NO
0.3559,NO
0.3559,NO
0.2862,NO
1.0,YES
1.0,YES
0.2862,NO
0.316,NO
0.3559,NO
0.316,NO
0.3157,NO
0.3845,NO
0.3845,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
0.316,NO
0.2456,NO
0.316,NO
0.1641,NO
0.3559,NO
0.2251,NO
0.1676,NO
0.2522,NO
0.2011,NO
0.3603,YES
0.7909,YES
1.0,YES
0.4224,YES
0.2011,NO
0.2011,NO
0.4224,YES
0.3816,NO
0.6191,YES
0.2147,NO
0.2986,NO
0.42,NO
0.3877,NO
0.1663,NO
1.0,YES
0.1081,NO
0.6276,YES
0.2011,NO
1.0,YES
0.3118,NO
0.28600000000000003,NO
0.3056,NO
0.1787,NO
0.6191,YES
0.254,NO
0.3433,YES
0.2748,NO
0.272,NO
0.3565,NO
0.5352,NO
0.1977,NO
0.4052,NO
0.3089,NO
0.2866,NO
0.4052,NO
1.0,YES
0.21100000000000002,NO
1.0,YES
0.2548,NO
0.3104,NO
0.3104,NO
0.2249,NO
0.3104,NO
0.2498,NO
0.1993,NO
0.272,NO
0.2968,NO
1.0,YES
0.9481,YES
1.0,YES
0.6779,YES
0.4052,NO
0.6231,YES
0.2101,NO
0.3011,NO
0.174,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.1676,NO
0.5227,YES
0.4608,NO
1.0,YES
0.4576,NO
0.3031,NO
0.42,NO
0.3335,NO
0.174,NO
1.0,YES
0.174,NO
1.0,YES
0.174,NO
1.0,YES
0.4576,NO
0.462,NO
0.4471,NO
0.4608,NO
1.0,YES
0.2619,NO
0.4367,YES
0.1415,NO
0.2816,NO
0.2722,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.4218,NO
0.2816,NO
0.2816,NO
0.4218,NO
0.7607,YES
0.42700000000000005,NO
0.7607,YES
0.3298,NO
0.4018,NO
0.4018,NO
0.2328,NO
0.42700000000000005,NO
0.14300000000000002,NO
0.42700000000000005,NO
0.2816,NO
0.42700000000000005,NO
0.7607,YES
0.49700000000000005,YES
0.7607,YES
0.395,YES
0.42700000000000005,NO
0.4757,YES
0.3347,NO
0.32,NO
0.1493,NO
0.5722,NO
0.5644,NO
0.1621,NO
0.4162,NO
0.3258,NO
0.1069,NO
0.3905,NO
1.0,YES
0.3905,NO
1.0,YES
0.1876,NO
0.0811,NO
0.1069,NO
0.3282,NO
0.4327,NO
0.1655,NO
0.31,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.2573,NO
1.0,YES
0.3905,NO
0.2413,NO
0.2636,NO
0.5722,NO
0.5077,NO
0.4809,NO
0.3821,NO
0.293,NO
0.2435,NO
0.3821,NO
1.0,YES
0.4809,NO
0.8995,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.2636,NO
0.4809,NO
0.2636,NO
0.4809,NO
0.2636,NO
0.4809,NO
0.8995,YES
1.0,YES
0.8236,YES
0.6371,YES
0.4809,NO
1.0,YES
0.2964,NO
0.32,NO
0.2173,NO
0.2809,NO
0.5348,NO
0.3649,NO
0.4162,NO
0.3087,NO
0.1473,NO
0.2056,NO
1.0,YES
0.3649,NO
1.0,YES
0.248,NO
0.2441,NO
0.3221,NO
0.3282,NO
0.4327,NO
0.2173,NO
0.3649,NO
0.2173,NO
0.4378,NO
1.0,YES
0.9475,YES
1.0,YES
1.0,YES
0.3649,NO
0.5682,YES
0.1604,NO
0.3618,NO
0.2734,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3898,NO
0.1854,NO
1.0,YES
0.5358,NO
1.0,YES
0.1983,NO
0.3031,NO
0.1923,NO
0.1474,NO
0.2734,NO
1.0,YES
0.2734,NO
1.0,YES
0.2734,NO
1.0,YES
0.3369,NO
0.5358,NO
0.4412,NO
0.24,NO
1.0,YES
0.5358,NO
1.0,YES
0.3618,NO
0.1547,NO
0.5022,YES
0.6395,NO
0.4032,NO
1.0,YES
0.3898,NO
0.1287,NO
1.0,YES
0.2942,NO
0.606,YES
0.1528,NO
0.4028,NO
0.3965,NO
0.5231,NO
0.171,NO
0.4032,NO
0.1398,NO
0.509,NO
0.1451,NO
0.6395,NO
0.256,NO
0.3547,NO
0.3767,NO
0.2942,NO
0.6869,YES
0.4918,NO
1.0,YES
0.3011,NO
0.2544,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.3014,NO
0.6062,YES
0.6231,NO
1.0,YES
0.5117,NO
0.3031,NO
0.42,NO
0.2048,NO
0.2544,NO
1.0,YES
0.2627,NO
1.0,YES
0.2544,NO
1.0,YES
0.5117,NO
0.6231,NO
0.5131,NO
0.5486,NO
1.0,YES
0.6231,NO
0.6062,YES
0.2356,NO
0.1646,NO
1.0,YES
0.5554,NO
0.44,NO
1.0,YES
0.3433,NO
0.153,NO
0.8116,YES
0.5177,NO
1.0,YES
0.1456,NO
0.4238,NO
0.3191,NO
0.2898,NO
0.1775,NO
0.44,NO
0.1654,NO
0.4421,NO
0.0929,NO
0.5554,NO
0.2612,NO
0.5177,NO
0.5289,NO
0.242,NO
1.0,YES
0.5177,NO
1.0,YES
0.3011,NO
0.1186,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.0804,NO
0.5227,YES
0.3816,NO
1.0,YES
0.1827,NO
0.3031,NO
0.42,NO
0.2728,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.1387,NO
1.0,YES
0.3369,NO
0.462,NO
0.4471,NO
0.2229,NO
1.0,YES
0.1602,NO
0.4367,YES
0.9153,YES
1.0,YES
0.3634,NO
0.3389,NO
0.3389,NO
0.275,NO
1.0,YES
0.6779999999999999,YES
0.275,NO
0.2457,NO
0.3389,NO
0.2273,NO
0.3471,NO
0.4228,NO
0.4228,NO
1.0,YES
0.3389,NO
1.0,YES
0.3389,NO
1.0,YES
0.3389,NO
0.2273,NO
0.2457,NO
0.2024,NO
0.1193,NO
0.3389,NO
0.2457,NO
0.2103,NO
0.3527,NO
0.1504,NO
0.9043,YES
0.5502,YES
0.5502,YES
1.0,YES
0.3898,NO
0.1228,NO
1.0,YES
0.4779,NO
1.0,YES
0.1436,NO
0.4238,NO
0.3191,NO
0.2024,NO
0.1016,NO
0.5502,YES
0.1607,NO
0.5502,YES
0.1458,NO
0.5502,YES
0.256,NO
0.4779,NO
0.5289,NO
0.242,NO
1.0,YES
0.5169,NO
1.0,YES
0.3618,NO
0.2465,NO
0.7838,YES
1.0,YES
1.0,YES
1.0,YES
0.3069,NO
0.3341,NO
1.0,YES
0.3769,NO
1.0,YES
0.1361,NO
0.3031,NO
0.3247,NO
0.3247,NO
0.2465,NO
1.0,YES
0.2912,NO
1.0,YES
0.2465,NO
1.0,YES
0.3369,NO
0.462,NO
0.3004,NO
0.3769,NO
1.0,YES
0.578,NO
1.0,YES
0.3011,NO
0.1494,NO
0.7838,YES
1.0,YES
1.0,YES
1.0,YES
0.3069,NO
0.1845,NO
1.0,YES
0.5289,NO
1.0,YES
0.1488,NO
0.3031,NO
0.2076,NO
0.2127,NO
0.2034,NO
1.0,YES
0.2682,NO
1.0,YES
0.2433,NO
1.0,YES
0.3369,NO
0.5289,NO
0.4356,NO
0.2229,NO
1.0,YES
0.578,NO
1.0,YES
0.3075,NO
0.1451,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3433,NO
0.1358,NO
1.0,YES
0.4462,NO
1.0,YES
0.1385,NO
0.4088,NO
0.3079,NO
0.1497,NO
0.1567,NO
1.0,YES
0.2682,NO
1.0,YES
0.2433,NO
1.0,YES
0.3369,NO
0.462,NO
0.5102,NO
0.2806,NO
1.0,YES
0.578,NO
1.0,YES
0.3011,NO
0.0905,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.1512,NO
0.5227,YES
0.415,NO
1.0,YES
0.3519,NO
0.3031,NO
0.42,NO
0.2523,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.1508,NO
1.0,YES
0.3519,NO
0.462,NO
0.4471,NO
0.415,NO
1.0,YES
0.2358,NO
0.4367,YES
0.3011,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2231,NO
0.0792,NO
0.5227,YES
0.3984,NO
1.0,YES
0.1439,NO
0.3031,NO
0.3376,NO
0.1612,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1387,NO
1.0,YES
0.3369,NO
0.462,NO
0.3583,NO
0.3984,NO
1.0,YES
0.3569,NO
0.4367,YES
0.267,NO
0.1943,NO
0.3578,NO
0.3949,NO
0.0853,NO
0.4627,NO
0.4356,NO
0.1869,NO
0.6384,NO
0.2363,NO
0.2417,NO
0.2363,NO
0.77,YES
0.7691,YES
1.0,YES
0.1943,NO
0.386,NO
0.1943,NO
0.1382,NO
0.2378,NO
0.1509,NO
0.2363,NO
0.3778,NO
0.3189,NO
0.1227,NO
0.2417,NO
0.1836,NO
0.4702,NO
0.9589,YES
0.6856,YES
0.2752,NO
0.2044,NO
0.1989,NO
0.16699999999999998,NO
0.6856,YES
1.0,YES
0.16699999999999998,NO
0.2608,NO
0.1989,NO
0.2608,NO
0.1877,NO
0.3144,NO
0.2437,NO
0.5669,YES
0.1989,NO
0.8716,YES
0.1989,NO
0.6856,YES
0.1989,NO
0.2608,NO
0.2456,NO
0.2608,NO
0.1354,NO
0.1989,NO
0.1469,NO
0.1469,NO
0.3011,NO
0.1526,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.2784,NO
0.1476,NO
0.5227,YES
0.3816,NO
1.0,YES
0.1809,NO
0.3031,NO
0.3569,NO
0.1805,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.1526,NO
1.0,YES
0.3369,NO
0.462,NO
0.4471,NO
0.2229,NO
1.0,YES
0.2467,NO
0.4367,YES
0.7453,YES
0.7969,YES
0.3473,NO
0.275,NO
0.275,NO
0.295,NO
0.7969,YES
0.7773,YES
0.295,NO
0.2321,NO
0.275,NO
0.2321,NO
0.2514,NO
0.3062,NO
0.3062,NO
0.7969,YES
0.275,NO
0.7969,YES
0.275,NO
0.7969,YES
0.275,NO
0.2321,NO
0.1909,NO
0.2321,NO
0.1206,NO
0.295,NO
0.1317,NO
0.2279,NO
0.32,NO
0.2155,NO
0.2809,NO
0.4329,NO
0.2269,NO
0.4162,NO
0.3056,NO
0.2425,NO
0.218,NO
1.0,YES
0.2887,NO
1.0,YES
0.2977,NO
0.3627,NO
0.3627,NO
0.3282,NO
0.4327,NO
0.2114,NO
0.2269,NO
0.2155,NO
0.4378,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.2269,NO
0.5682,YES
0.1604,NO
0.9153,YES
1.0,YES
0.2856,NO
0.2304,NO
0.2067,NO
0.1803,NO
1.0,YES
0.8057,YES
0.1803,NO
0.1388,NO
0.2067,NO
0.1388,NO
0.1763,NO
0.2534,NO
0.2289,NO
1.0,YES
0.2067,NO
1.0,YES
0.2067,NO
1.0,YES
0.2067,NO
0.1388,NO
0.2104,NO
0.1274,NO
0.0681,NO
0.2067,NO
0.0804,NO
0.1184,NO
0.3446,NO
0.3765,NO
0.2445,NO
0.2888,NO
0.2888,NO
0.2445,NO
0.3765,NO
0.2906,NO
0.2366,NO
0.6992,YES
0.2888,NO
0.6992,YES
0.2956,NO
0.3601,NO
0.3705,NO
0.3765,NO
0.2888,NO
0.3765,NO
0.2888,NO
0.3765,NO
0.2888,NO
0.6992,YES
0.4568,YES
0.6992,YES
0.3631,YES
0.2888,NO
0.3124,YES
0.1937,NO
