50Traced_NONETRACED_MAX_RAW_LSA_62_MAX,Associated
0.1687,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1508,NO
0.1331,NO
0.1579,NO
0.0679,NO
0.1689,NO
1.0,YES
0.07,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1259,NO
0.1109,NO
0.1259,NO
0.2179,NO
0.1259,NO
0.3848,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
0.4428,YES
0.2444,YES
0.3362,NO
0.1659,NO
0.1148,NO
0.1659,NO
0.3947,YES
0.3413,YES
0.1364,NO
0.1056,NO
0.1318,NO
0.1474,NO
0.1835,NO
0.1835,NO
0.1551,NO
1.0,YES
0.1659,NO
0.4035,YES
0.1344,NO
1.0,YES
0.1088,NO
0.1212,NO
0.1474,NO
0.1235,NO
0.1474,NO
0.1903,NO
0.1119,NO
0.1659,NO
0.1731,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.2143,NO
0.1986,NO
0.1579,NO
0.0509,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1268,NO
0.2143,NO
0.1755,NO
0.2202,NO
0.4465,YES
1.0,YES
1.0,YES
1.0,YES
0.1694,NO
1.0,YES
0.1694,NO
1.0,YES
0.1949,YES
0.3356,NO
0.204,NO
0.1507,NO
0.204,NO
0.35200000000000004,YES
1.0,YES
0.1731,NO
0.1355,NO
0.1525,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.204,NO
0.4181,YES
0.1268,NO
1.0,YES
0.0836,NO
0.1251,NO
0.1143,NO
0.1355,NO
0.1053,NO
0.2201,NO
0.1355,NO
0.204,NO
0.1508,NO
0.0603,NO
0.3354,YES
0.3672,YES
1.0,YES
0.3354,YES
0.0826,NO
0.1508,NO
0.2103,YES
0.1531,NO
0.2062,YES
0.1531,NO
0.2165,NO
0.2037,NO
0.1934,NO
0.1508,NO
1.0,YES
0.066,NO
1.0,YES
0.1508,NO
1.0,YES
0.1531,NO
0.2519,NO
0.1531,NO
0.1335,NO
0.3354,YES
0.1242,NO
0.3354,YES
0.1926,NO
0.0785,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.2524,NO
0.1987,NO
0.1926,NO
0.2252,NO
1.0,YES
0.1639,NO
1.0,YES
0.1987,NO
0.1834,NO
0.1689,NO
0.1926,NO
0.2524,NO
0.0807,NO
0.1843,NO
0.2019,NO
0.2083,NO
1.0,YES
0.485,YES
1.0,YES
0.485,YES
0.2524,NO
1.0,YES
0.2524,NO
0.1468,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.1132,NO
0.2465,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2049,NO
0.2519,NO
0.2298,NO
0.1032,NO
1.0,YES
0.2113,NO
1.0,YES
0.1669,NO
0.0785,NO
0.2381,NO
0.2061,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1536,NO
0.1999,NO
1.0,YES
0.2369,NO
1.0,YES
0.2519,NO
0.2269,NO
0.2033,NO
0.1669,NO
0.20600000000000002,NO
0.0807,NO
0.1701,NO
0.2256,NO
0.2083,NO
0.3848,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.2369,NO
0.1439,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1436,NO
0.2079,NO
0.1987,NO
0.0967,NO
0.2252,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1834,NO
0.0647,NO
0.204,NO
0.1879,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
0.3905,YES
0.1892,NO
0.1553,NO
0.0785,NO
0.1953,NO
0.2342,NO
0.2047,NO
0.1986,NO
0.1684,NO
0.1204,NO
0.1751,NO
1.0,YES
0.2171,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1796,NO
0.20600000000000002,NO
0.0807,NO
0.1701,NO
0.1912,NO
0.2083,NO
0.4038,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.2171,NO
0.1542,NO
0.0714,NO
0.10800000000000001,NO
0.2886,NO
0.1508,NO
0.1331,NO
0.1579,NO
0.0532,NO
0.1421,NO
1.0,YES
0.1006,NO
0.3961,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.1035,NO
0.0824,NO
0.1576,NO
0.1702,NO
0.1518,NO
0.3848,YES
0.4613,YES
1.0,YES
0.3916,YES
0.1375,NO
1.0,YES
0.1083,NO
0.1468,NO
0.0451,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1065,NO
0.3765,YES
0.2938,NO
1.0,YES
0.2938,NO
0.2131,NO
0.1698,NO
0.1474,NO
0.0973,NO
1.0,YES
0.0908,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.2938,NO
0.1329,NO
0.3025,NO
0.12,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.47700000000000004,YES
0.3456,NO
0.3456,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.4381,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.47700000000000004,YES
0.3359,NO
0.47700000000000004,YES
0.1533,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.1533,NO
0.32899999999999996,YES
0.3374,NO
0.2902,YES
0.3374,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.1533,NO
1.0,YES
0.0864,NO
0.3695,YES
0.1533,NO
0.3658,YES
0.3374,NO
0.2111,NO
0.3374,NO
0.1155,NO
1.0,YES
0.33,NO
1.0,YES
0.1636,NO
0.1646,NO
1.0,YES
0.3036,NO
0.3036,NO
0.4197,YES
0.1681,NO
0.153,NO
1.0,YES
0.2848,NO
1.0,YES
0.2848,NO
0.2244,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2848,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.4155,YES
0.3584,NO
1.0,YES
0.1468,NO
0.0184,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1661,NO
0.0855,NO
0.2465,YES
0.1475,NO
0.2134,YES
0.1027,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0855,NO
1.0,YES
0.0614,NO
0.2829,YES
0.1481,NO
0.2157,YES
0.1629,NO
