50Traced_NONETRACED_MAX_SINGLE_LSA_49_SUM,Associated
0.17550176702007067,NO
0.16983396679335866,NO
0.4671600986864039,NO
0.18330332733213306,NO
0.22064412882576512,NO
0.46329265853170637,NO
0.16563312662532506,NO
0.1315596452623858,NO
0.21164232846569309,NO
0.7826898713075948,YES
0.4642261785690471,NO
0.8434353537374141,YES
0.35987197439487895,NO
0.3468026938721077,NO
0.3462692538507702,NO
0.20250716810028674,NO
0.1945055677802227,NO
0.17196772687870904,NO
0.13102620524104822,NO
0.2637860905514436,NO
0.2474494898979796,NO
0.6700006668000266,YES
0.6716676668667065,YES
0.7292791891711675,YES
0.7780889511235579,YES
0.12895912515836502,NO
0.665799826631993,YES
0.08121624324864973,NO
0.6895379075815161,YES
0.7810228712409147,YES
0.34313529372541174,NO
0.1813696072547843,NO
0.15263052610522104,NO
0.1931052877242115,NO
0.8812429152497165,YES
0.263586050543442,YES
0.20917516836700673,NO
0.05934520237380809,NO
0.16623324664932987,NO
0.049743281989731276,NO
0.35000333400013334,NO
0.3319330532773221,NO
0.3336000533440021,NO
0.8054944322197771,YES
0.12715876508635063,NO
0.2963926118557045,YES
0.09881976395279055,NO
0.749416549976662,YES
0.053810762152430476,NO
0.07728212309128493,NO
0.0692805227712209,NO
0.12955924518236978,NO
0.06668000266720009,NO
0.22784556911382275,NO
0.08101620324064812,NO
0.1861705674468227,NO
0.15436420617456825,NO
0.2543175301727012,NO
0.47962925918517035,NO
0.18397012735880508,NO
0.2767220110688804,NO
0.5139694605587783,NO
0.19910648796425953,NO
0.060878842435153686,NO
0.23184636927385477,NO
0.9230512769220509,YES
0.5300393412015736,NO
0.7524171500966859,YES
0.21624324864972994,NO
0.22411148896445954,NO
0.22197772887910916,NO
0.22324464892978596,NO
0.1976395279055811,NO
0.22077748883109954,NO
0.2110422084416883,NO
0.19170500766820028,NO
0.3177968927118757,NO
0.915783156631326,YES
0.9015803160632125,YES
0.8616389944655596,YES
0.7361472294458891,YES
0.21070880842835232,NO
0.7465493098619723,YES
0.17316796692671865,NO
0.7049409881976395,YES
0.7390144695605787,YES
0.5361072214442888,NO
0.31026205241048205,NO
0.29992665199706603,NO
0.38667733546709343,NO
0.8471027538841102,YES
0.7009401880376075,YES
0.3653397346135894,NO
0.2905247716209909,NO
0.3380009335200373,NO
0.4111488964459558,NO
0.2769887310795492,NO
0.17403480696139229,NO
0.15603120624124822,NO
0.7462825898513035,YES
0.2556511302260452,NO
0.6465293058611721,YES
0.20630792825231714,NO
0.8046275921851036,YES
0.1538307661532306,NO
0.3059945322397813,NO
0.4126825365073014,NO
0.30126025205041007,NO
0.422217776888711,NO
0.4590918183636727,NO
0.4420884176835366,NO
0.3500700140028005,NO
0.11348936453957459,NO
0.07761552310462091,NO
0.31346269253850767,YES
0.8413015936520636,YES
0.8138961125558444,YES
0.5364406214576248,YES
0.1168900446756018,NO
0.0619457224778289,NO
0.33746749349869964,YES
0.24558244982329797,NO
0.41828365673134615,YES
0.19683936787357467,NO
0.31506301260252045,NO
0.29965993198639723,NO
0.29965993198639723,NO
0.10028672401146896,NO
0.7726211909048475,YES
0.09921984396879374,NO
0.8587050743482029,YES
0.15663132626525303,NO
0.7880909515236378,YES
0.21310928852437155,NO
0.07174768286990732,NO
0.36233913449356536,NO
0.14849636593985463,NO
0.41181569647262783,YES
0.3167966926718677,NO
0.5306394612255784,YES
0.18730412749216507,NO
0.14216176568647063,NO
0.5225711809028472,NO
0.3285990531439621,NO
0.30772821230912845,NO
0.5163032606521304,NO
0.1966393278655731,NO
0.10862172434486897,NO
0.1870374074814963,NO
0.8866439954657597,YES
0.5283056611322263,NO
0.8116956724678268,YES
0.2521170900846836,NO
0.23671400946856036,NO
0.23224644928985794,NO
0.12035740481429619,NO
0.3250650130026005,NO
0.11862372474494898,NO
0.29925985197039406,NO
0.2531172901246916,NO
0.2571847702873908,NO
0.8779089151163564,YES
0.8589051143562044,YES
0.8041608321664332,YES
0.8110288724411548,YES
0.3379342535173701,NO
0.7349469893978795,YES
0.29239181169567247,NO
0.11428952457158098,NO
0.14842968593718742,NO
0.3247316129892645,YES
0.8612389144495565,YES
0.7868240314729611,YES
0.5911849036473961,YES
0.14382876575315062,NO
0.0647462825898513,NO
0.36593985463759415,YES
0.516836700673468,NO
0.36820697472827896,YES
0.4402880576115223,NO
0.3950123358004934,NO
0.41628325665133026,NO
0.40321397612855897,NO
0.12775888511035544,NO
0.7677535507101418,YES
0.17936920717476826,NO
0.7929585917183435,YES
0.15756484630259385,NO
0.788424351536974,YES
0.46682669867306786,NO
0.5139027805561112,NO
0.5644462225778488,NO
0.48469693938787745,NO
0.4382876575315063,YES
0.49029805961192235,NO
0.59085150363406,YES
0.20110688804427548,NO
0.12469160498766418,NO
0.33660065346402607,NO
0.15203040608121626,NO
0.1854370874174835,NO
0.31719677268787083,NO
0.2169767286790691,NO
0.20917516836700673,NO
0.24018136960725478,NO
0.5427752217110088,YES
0.3308661732346469,NO
0.7812229112489163,YES
0.379209175168367,NO
0.3470027338801093,NO
0.34680269387210777,NO
0.142295125691805,NO
0.21744348869773955,NO
0.137960925518437,NO
0.08468360338734413,NO
0.26892045075681803,NO
0.1304927652197106,NO
0.4220177368807094,YES
0.7144095485763818,YES
0.42175101687004063,YES
0.8252983930119355,YES
0.16576648663065946,NO
0.7285457091418283,YES
0.08541708341668333,NO
0.125958525038341,NO
0.2494498899779956,NO
0.442888577715543,NO
0.24851636994065474,NO
0.2716543308661732,NO
0.44148829765953185,NO
0.19683936787357467,NO
0.08348336333933451,NO
0.3671400946856037,NO
0.8466359938654396,YES
0.4749616589984664,NO
0.733813429352537,YES
0.1191571647662866,NO
0.13929452557178099,NO
0.07941588317663531,NO
0.1831699673267987,NO
0.26305261052210444,NO
0.2540508101620324,NO
0.3812762552510502,NO
0.20577448823097955,NO
0.32273121290924844,NO
0.8875775155031004,YES
0.8378342335133693,YES
0.9475228379009134,YES
0.7369473894778954,YES
0.30519437220777484,NO
0.7962925918517036,YES
0.3356671334266853,NO
0.1867706874708275,NO
0.21144228845769153,NO
0.5211042208441687,NO
0.3263319330532773,NO
0.31339601253584043,NO
0.5244382209775288,NO
0.21984396879375873,NO
0.17110088684403546,NO
0.21577648863105953,NO
0.8567046742681867,YES
0.5450423418016935,NO
0.7569513902780555,YES
0.2925251717010069,NO
0.27845569113822766,NO
0.27618857104754285,NO
0.12402480496099219,NO
0.33986797359471893,NO
0.17803560712142427,NO
0.3259985330399413,NO
0.2459825298393012,NO
0.26431953057278124,NO
0.8873107954924316,YES
0.8510368740414748,YES
0.8046942721877708,YES
0.796425951857038,YES
0.3063279322531173,NO
0.7516169900646794,YES
0.3233980129359205,NO
0.1205574448222978,NO
0.15656464626258584,NO
0.21650996866039873,NO
0.26992065079682603,NO
0.2710542108421684,NO
0.20677468827098755,NO
0.11242248449689937,NO
0.04047476161899046,NO
0.10782156431286258,NO
0.9112489164499565,YES
0.19910648796425948,NO
0.7745549109821962,YES
0.26538641061545637,NO
0.2607188104287524,NO
0.2605187704207508,NO
0.1286924051476962,NO
0.16629992665199703,NO
0.15149696605987864,NO
0.14622924584916983,NO
0.1892378475695139,NO
0.23598052943922115,NO
0.8429019137160764,YES
0.8383009935320397,YES
0.827432153097286,YES
0.7018737080749482,YES
0.15983196639327865,NO
0.5299059811962391,YES
0.0634793625391745,NO
0.09975328399013136,NO
0.15516436620657462,NO
0.9577915583116622,YES
0.37767553510702134,YES
0.37420817496832703,YES
0.7387477495499098,YES
0.366206574648263,NO
0.09135160365406414,NO
0.8358338334333532,YES
0.4992331799693272,NO
0.8062945922517836,YES
0.15256384610255383,NO
0.46535973861438945,NO
0.34506901380276056,NO
0.34360205374408215,NO
0.052610522104420875,NO
0.4624258184970326,YES
0.049476561979062465,NO
0.5541775021670999,YES
0.21797692871907715,NO
0.2774554910982196,YES
0.3189304527572181,NO
0.28872441154897643,NO
0.6359938654397544,NO
0.5143028605721144,NO
0.8447022737880909,YES
0.6020537440821496,NO
0.7568180302727211,YES
0.1211575648463026,NO
0.2699873307994932,NO
0.8577715543108619,YES
0.27145429085817163,NO
0.5077682203107288,NO
0.8953790758151629,YES
0.27652197106087884,NO
0.08995132359805297,NO
0.9813295992531837,YES
0.22657864906314595,NO
0.8378342335133692,YES
0.14742948589717944,NO
0.46389277855571115,NO
0.4479562579182502,NO
0.3535373741414949,NO
0.14329532573181306,NO
0.4502233780089351,NO
0.09508568380342736,NO
0.6503300660132025,NO
0.15023004600920184,NO
0.4585583783423351,NO
0.2637194105487764,NO
0.22791224911648994,NO
0.5837834233513367,NO
0.32533173301326934,NO
0.7994265519770619,YES
0.5345069013802759,NO
0.8096952723878107,YES
0.09948656397946257,NO
0.1254250850170034,NO
0.5597119423884777,YES
0.8043608721744346,YES
0.7668867106754683,YES
0.7656197906247916,YES
0.1917716876708675,NO
0.04927652197106087,NO
0.4727612189104487,YES
0.691805027672201,NO
0.5441088217643528,YES
0.5873841434953657,NO
0.4570914182836567,NO
0.4368206974728278,NO
0.43595385743815424,NO
0.04347536173901447,NO
0.7377475495099018,YES
0.11742348469693936,NO
0.798092951923718,YES
0.16523304660932187,NO
0.565513102620524,YES
0.6742015069680602,NO
0.655131026205241,NO
0.7322797892911914,NO
0.6135893845435754,NO
0.5845835833833433,YES
0.6672001066880042,NO
0.7500833500033338,YES
0.10928852437154096,NO
0.1947056077882243,NO
0.8768420350736813,YES
0.3229979329199173,NO
0.4932319797292792,NO
0.6820697472827898,YES
0.27565513102620526,NO
0.134293525371741,NO
0.9339867973594718,YES
0.45989197839567914,NO
0.9467893578715741,YES
0.20584116823364673,NO
0.47289457891578307,NO
0.24058144962325795,NO
0.20170700806828035,NO
0.12102420484096818,NO
0.4334866973394678,NO
0.14602920584116824,NO
0.6204574248182969,NO
0.1361605654464226,NO
0.4441554977662199,NO
0.3379342535173701,NO
0.3307328132293125,NO
0.6139894645595785,NO
0.49789957991598316,NO
0.8861105554444222,YES
0.592851903714076,NO
0.8340334733613388,YES
0.129292525171701,NO
0.16063212642528502,NO
0.3531372941254917,YES
0.7492165099686603,YES
0.701473628058945,YES
0.6531306261252249,YES
0.18997132759885307,NO
0.09721944388877776,NO
0.3664066146562645,YES
0.22111088884443553,NO
0.39914649596585977,YES
0.29805961192238445,NO
0.5901180236047209,NO
0.5916516636660665,NO
0.5951190238047609,NO
0.140294725611789,NO
0.7282123091284922,YES
0.12615856504634257,NO
0.7202773888110954,YES
0.22997932919917313,NO
0.6988731079549242,YES
0.15316396612655864,NO
0.2793892111755685,NO
0.3488697739547909,NO
0.2551176902047076,NO
0.46736013869440557,YES
0.2777222111088884,NO
0.6605321064212842,YES
0.8196972727878907,YES
0.21344268853770754,YES
0.4594918983796759,NO
0.30006001200240046,NO
0.30166033206641324,NO
0.3818763752750549,NO
0.7776888711075548,YES
0.8643061945722477,YES
0.29305861172234443,NO
0.18883776755351073,NO
0.31032873241314923,NO
0.2677202107088084,NO
0.5079682603187303,NO
0.47256117890244714,NO
0.46229245849169825,NO
0.6743348669733946,YES
0.3448022937920917,NO
0.7793558711742348,YES
0.29879309195172365,NO
0.8170967526838699,YES
0.140294725611789,NO
0.16009868640394742,NO
0.2848569713942788,NO
0.2090418083616723,NO
0.30259385210375406,NO
0.3669400546776021,NO
0.3230646129225845,NO
0.3478695739147829,NO
0.10222044408881775,NO
0.21164232846569309,NO
0.8226311929052476,YES
0.5241715009668599,YES
0.5159698606387944,YES
0.8291658331666332,YES
0.20810828832433154,NO
0.07681536307261452,NO
0.9818630392745212,YES
0.33613389344535566,NO
0.8649729945989195,YES
0.09301860372074416,NO
0.5261052210442088,NO
0.41895045675801823,NO
0.4294192171767687,NO
0.08528372341134893,NO
0.6932053077282122,YES
0.06254584250183368,NO
0.8182303127292124,YES
0.13649396545975864,NO
0.41348269653930786,YES
0.23024604920984193,NO
0.2036407281456291,NO
0.53417350136694,NO
0.35207041408281653,NO
0.8158298326331932,YES
0.5099019803960791,NO
0.8601720344068813,YES
0.1857704874308195,NO
0.19843968793758748,NO
0.9032473161298925,YES
0.594852303794092,YES
0.5963192638527705,YES
0.7825565113022602,YES
0.2963926118557045,NO
0.18490364739614587,NO
0.8204307528172301,YES
0.6087217443488696,NO
0.7818230312729212,YES
0.16763352670534107,NO
0.47509501900380074,NO
0.3519370540774821,NO
0.3115289724611589,NO
0.17043408681736347,NO
0.7194105487764217,YES
0.15989864639594586,NO
0.7692205107688204,YES
0.2340468093618724,NO
0.38714409548576384,YES
0.40494765619790624,NO
0.38707741548309654,NO
0.6832699873307994,NO
0.5711142228445688,NO
0.8206974728278988,YES
0.6390611455624458,NO
0.7605521104220843,YES
0.1357604854304194,NO
0.24011468960458754,NO
0.9687937587517502,YES
0.5554444222177768,YES
0.5955857838234313,YES
0.8379009135160363,YES
0.3684070147362805,NO
0.130292725211709,NO
0.8429019137160764,YES
0.47749549909982,NO
0.8471027538841102,YES
0.1418950456758018,NO
0.4221510968860438,NO
0.17236780689471226,NO
0.13789424551576981,NO
0.14869640594785624,NO
0.7302127092085082,YES
0.14269520570780825,NO
0.8462359138494364,YES
0.1942388477695539,NO
0.4498232979929319,YES
0.33340001333600044,NO
0.30432753217310127,NO
0.6453290658131626,NO
0.5183703407348136,NO
0.8482363139294524,YES
0.6213242648529705,NO
0.790091351603654,YES
0.07948256317930252,NO
0.20304060812162433,NO
0.8243648729745948,YES
0.30639461225578446,YES
0.31059545242381803,YES
0.8141628325665132,YES
0.2613189304527572,NO
0.06934720277388809,NO
0.966726678669067,YES
