50Traced_NONETRACED_MEDIAN_MULTI_VSM_47_SUM,Associated
0.11041990668740281,NO
0.09573181268360116,NO
0.18074995679972353,NO
0.35700708484534305,NO
0.09901503369621567,NO
0.13962329358907896,NO
0.08484534301019526,NO
0.10039744254363228,NO
0.27492655952998096,NO
0.4097114221531018,YES
0.13305685156385,NO
0.5671332296526698,YES
0.4024537757041645,NO
0.36858475894245724,NO
0.3672023500950406,NO
0.18040435458786935,NO
0.10506307240366337,NO
0.17470191809227578,NO
0.11214791774667357,NO
0.3595991014342492,NO
0.18126836011750475,NO
0.13081043718679797,YES
0.12199758078451703,YES
0.27129773630551235,YES
0.3977881458441334,YES
0.25488163124243995,NO
0.10679108346293416,YES
0.19129082426127528,NO
0.19388284085018143,YES
0.40539139450492484,YES
0.611715914981856,NO
0.25591843787800245,NO
0.2049421116295144,NO
0.25851045446690857,NO
0.6804907551408329,YES
0.14843614999135993,YES
0.29324347675825124,NO
0.16554345947814067,NO
0.20217729393468117,NO
0.16588906168999482,NO
0.2935890789701054,NO
0.30188353205460516,NO
0.25108000691204424,NO
0.46880940038016244,YES
0.20805253153620185,NO
0.17763953689303613,YES
0.06618282357007084,NO
0.5717988595127009,YES
0.0869189562813202,NO
0.23777432175565927,NO
0.11594954207706928,NO
0.1964748574390876,NO
0.12165197857266286,NO
0.4010713668567479,NO
0.1978572662865042,NO
0.15724900639364092,NO
0.1361672714705374,NO
0.24814238811128392,NO
0.26853291861067907,NO
0.4781406601002246,NO
0.2443407637808882,NO
0.41645066528425784,NO
0.23621911180231553,NO
0.07102125453602903,NO
0.39364091930188355,NO
0.7734577501296008,YES
0.41645066528425784,NO
0.3623639191290825,YES
0.33730775876965613,NO
0.3846552617936755,NO
0.35216865387938484,NO
0.3146708138932089,NO
0.3779160186625194,NO
0.20217729393468117,NO
0.32832210126144806,NO
0.2918610679108346,NO
0.363573526870572,NO
0.82909970623812,YES
0.7178157940210818,YES
0.6143079315707621,YES
0.2890962502160014,YES
0.38845688612407114,NO
0.3704855711076551,YES
0.19923967513392082,NO
0.20822533264212892,YES
0.29652669777086577,YES
0.5629860031104199,NO
0.27026092966994986,NO
0.2434767582512528,NO
0.23207188526006567,NO
0.5766372904786591,YES
0.1978572662865042,YES
0.28218420597891825,NO
0.14757214446172456,NO
0.21876620010368064,NO
0.1363400725764645,NO
0.37860722308622774,NO
0.3438742007948851,NO
0.34162778641783303,NO
0.31536201831691724,YES
0.1432521168135476,NO
0.12493519958527735,YES
0.036806635562467604,NO
0.5154656989804735,YES
0.05322274062554,NO
0.19923967513392082,NO
0.14031449801278728,NO
0.18697079661309834,NO
0.16502505616035942,NO
0.3634007257646449,NO
0.21651978572662864,NO
0.21254536029030585,NO
0.10817349231035078,NO
0.02522896146535338,NO
0.22567824434076378,YES
0.5908069811646794,YES
0.4905823397269743,YES
0.23017107309486784,YES
0.12579920511491274,NO
0.005529635389666495,NO
0.34646621738379124,YES
0.2241230343874201,NO
0.24416796267496116,YES
0.23241748747191984,NO
0.3571798859512701,NO
0.36219111802315535,NO
0.31726283048211507,NO
0.08190772420943494,NO
0.5080352514256091,YES
0.07914290651460168,NO
0.6213927769137723,YES
0.22792465871781578,NO
0.4237083117331951,YES
0.11594954207706928,NO
0.13513046483497493,NO
0.2317262830482115,NO
0.06842923794712286,NO
0.279419388284085,YES
0.1496457577328495,NO
0.21513737687921203,YES
0.2498703991705547,NO
0.10955590115776742,NO
0.3243476758251253,NO
0.42923794712286156,NO
0.3246932780369794,NO
0.27700017280110595,NO
0.27406255400034557,NO
0.19474684637981682,NO
0.235009504060826,NO
0.6791083462934163,YES
0.2555728356661483,NO
0.48487990323138064,YES
0.3264212890962502,NO
0.2865042336270952,NO
0.27492655952998096,NO
0.07637808881976846,NO
0.23691031622602388,NO
0.07758769656125798,NO
0.1700362882322447,NO
0.33195092448591673,NO
0.20649732158285813,NO
0.656471401416969,YES
0.6072230862277519,YES
0.4653533782616209,YES
0.48315189217210985,YES
0.36772075341282184,NO
0.285985830309314,YES
0.15223777432175567,NO
0.15327458095731814,NO
0.11681354760670468,NO
0.21064454812510797,YES
0.634007257646449,YES
0.4352859858303093,YES
0.23725591843787802,YES
0.13599447036461032,NO
0.08743735959910144,NO
0.359080698116468,YES
0.4320027648176948,NO
0.22429583549334717,YES
0.2351823051667531,NO
0.3722135821669259,NO
0.505443234836703,NO
0.39346811819595645,NO
0.2341454985311906,NO
0.44254363227924665,YES
0.22671505097632622,NO
0.44669085882149645,YES
0.2386383272852946,NO
0.4385692068429238,YES
0.38603767064109207,NO
0.3891480905477795,NO
0.368066355624676,NO
0.16139623293589078,NO
0.2673233108691896,YES
0.201831691722827,NO
0.2121997580784517,YES
