50Traced_NONETRACED_SUM_SINGLE_VSM_56_MEDIAN,Associated
0.5387,NO
0.1976,NO
0.2115,NO
1.7548,NO
0.5723,NO
0.7340000000000001,NO
0.9303,NO
0.4545,NO
0.5639,NO
3.1635,YES
0.7651,NO
2.7873,YES
0.609,NO
0.4627,NO
0.5818,NO
0.5219,NO
1.3939,NO
0.2423,NO
0.7329,NO
0.2779,NO
0.3227,NO
2.6278,YES
3.3507,YES
2.2737,YES
3.1157,YES
0.177,NO
1.8159999999999998,YES
0.4579,NO
1.896,YES
1.6811,YES
1.0834,NO
0.5032,NO
0.3786,NO
1.3028,NO
2.2608,YES
0.8402,YES
1.1147,NO
0.3482,NO
1.2143,NO
0.2589,NO
0.7423,NO
0.6734,NO
0.7486,NO
1.2613,YES
0.6907,NO
1.7730000000000001,YES
0.8461,NO
1.8847,YES
0.5073,NO
0.5908,NO
0.5277,NO
0.5770000000000001,NO
0.5485,NO
1.4155,NO
0.7929999999999999,NO
1.2073,NO
0.6698,NO
0.8279,NO
1.3832,NO
2.3311,NO
1.2662,NO
1.4594,NO
1.3512,NO
0.3769,NO
1.7652,NO
3.32,YES
2.0089,NO
3.3913,YES
0.7266,NO
0.6433,NO
0.5202,NO
0.6506,NO
1.6377,NO
0.353,NO
1.8630000000000002,NO
0.5337,NO
0.6921,NO
3.5318,YES
3.5466,YES
3.3002,YES
3.5576,YES
1.0590000000000002,NO
2.8892,YES
0.9839,NO
3.2387,YES
2.6417,YES
1.9044,NO
1.5389,NO
1.2398,NO
2.0404,NO
4.0698,YES
2.1648,YES
1.6324,NO
1.4298,NO
1.8913,NO
0.9584,NO
1.0563,NO
1.1294,NO
1.2822,NO
1.5851,YES
1.4402,NO
3.0179,YES
1.8564,NO
3.1583,YES
0.9684,NO
1.4888,NO
1.5787,NO
1.319,NO
1.6731,NO
2.0665,NO
1.2825,NO
2.0093,NO
0.7847,NO
0.9684,NO
2.6455,YES
5.0421,YES
4.0091,YES
2.2392,YES
1.39,NO
0.3079,NO
2.1344,YES
0.8065,NO
1.8957,YES
0.7879999999999999,NO
0.5832,NO
0.9465,NO
0.7871,NO
0.3826,NO
4.7693,YES
0.4566,NO
5.4807,YES
0.5642,NO
4.1339,YES
1.3901,NO
1.2449,NO
1.8446,NO
1.0661,NO
2.6534,YES
1.5893,NO
1.9168,YES
0.6072,NO
0.379,NO
0.8101,NO
1.9144,NO
0.7495,NO
1.0828,NO
1.2484,NO
0.5744,NO
1.1320000000000001,NO
3.3594,YES
1.4937,NO
3.17,YES
0.6224,NO
0.4931,NO
0.6009,NO
0.5126,NO
1.4131,NO
0.3214,NO
1.186,NO
0.4359,NO
0.4718,NO
3.0856,YES
3.5559,YES
2.7903,YES
3.4068,YES
0.5635,NO
2.3976,YES
0.7279,NO
0.6972,NO
1.0176,NO
1.4913,YES
4.5224,YES
3.5618,YES
1.8035,YES
1.0984,NO
0.0716,NO
1.8745,YES
1.3558,NO
1.3376,YES
0.8876,NO
1.2257,NO
1.3473,NO
1.1579,NO
0.2933,NO
4.0071,YES
0.2428,NO
4.6499,YES
0.5458,NO
3.4952,YES
1.7615,NO
1.6227,NO
1.6591,NO
1.4086,NO
2.0669,YES
1.3983,NO
1.8775,YES
0.4235,NO
0.5539999999999999,NO
0.7658,NO
1.0346,NO
0.5542,NO
0.7989,NO
0.6607,NO
0.2567,NO
1.1673,NO
2.0341,YES
1.0784,NO
2.1063,YES
0.7054,NO
0.6136,NO
0.7191,NO
0.1156,NO
0.6004,NO
0.0949,NO
0.9872,NO
0.2464,NO
0.3653,NO
1.7866,YES
2.0763,YES
1.7405,YES
2.3012,YES
0.6834,NO
1.2536,YES
0.8449,NO
0.6196,NO
0.7258,NO
2.08,NO
2.0619,NO
0.7988,NO
1.7995,NO
1.3032,NO
0.3505,NO
2.2399,NO
2.9477,YES
2.3557,NO
3.1663,YES
0.545,NO
0.5106,NO
0.2565,NO
0.7909,NO
1.5311,NO
0.34700000000000003,NO
1.8617,NO
0.3236,NO
0.528,NO
3.3681,YES
3.3623,YES
3.4893,YES
3.4285,YES
1.5972,NO
2.943,YES
1.2082,NO
0.5794,NO
0.4669,NO
1.2333,NO
1.7642,NO
0.6252,NO
1.2409999999999999,NO
1.2084,NO
0.4845,NO
1.4837,NO
3.3876,YES
1.7581,NO
3.5665,YES
1.0041,NO
0.9035,NO
0.7766,NO
0.5143,NO
1.2115,NO
0.2495,NO
1.0922,NO
0.3852,NO
0.1806,NO
3.3534,YES
3.6765,YES
3.2468,YES
3.6582,YES
0.8005,NO
2.7757,YES
0.8789,NO
0.5178,NO
