50Traced_NONETRACED_MAX_MULTI_LSA_4_MAX,Associated
0.2356,NO
0.1819,NO
0.2809,NO
0.3093,NO
0.1995,NO
0.4162,NO
0.4164,NO
0.1819,NO
0.3138,NO
0.8204,YES
0.4964,NO
0.4567,YES
0.3555,NO
0.3824,NO
0.3555,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3844,NO
0.2574,NO
0.4378,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
0.7756,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2444,NO
0.5234,YES
1.0,YES
0.1873,NO
0.1616,NO
0.3034,NO
0.1058,NO
0.1797,NO
0.3144,NO
0.1551,NO
1.0,YES
0.2796,NO
1.0,YES
0.1687,NO
1.0,YES
0.2796,NO
0.1212,NO
0.2456,NO
0.1358,NO
0.0802,NO
0.2796,NO
0.1778,NO
0.2069,NO
0.2947,NO
0.1534,NO
0.2809,NO
0.5644,NO
0.3765,NO
0.4162,NO
0.3258,NO
0.294,NO
0.3138,NO
1.0,YES
0.2887,NO
0.5949,YES
0.2445,NO
0.35200000000000004,NO
0.2445,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3765,NO
0.294,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5412,YES
0.314,NO
1.0,YES
0.1759,NO
1.0,YES
1.0,YES
0.3356,NO
0.2576,NO
0.1909,NO
0.2455,NO
0.7571,YES
1.0,YES
0.2344,NO
0.316,NO
0.2862,NO
0.188,NO
0.3845,NO
0.3144,NO
0.3845,NO
1.0,YES
0.2278,NO
1.0,YES
0.1909,NO
1.0,YES
0.1909,NO
0.1815,NO
0.316,NO
0.2187,NO
0.1641,NO
0.2528,NO
0.316,NO
0.2455,NO
0.2522,NO
0.0804,NO
0.3433,YES
1.0,YES
1.0,YES
0.5022,YES
0.2784,NO
0.0821,NO
0.3413,YES
0.3816,NO
0.6191,YES
0.1443,NO
0.3553,NO
0.3877,NO
0.3553,NO
0.1182,NO
1.0,YES
0.1103,NO
1.0,YES
0.1882,NO
1.0,YES
0.3118,NO
0.3397,NO
0.3006,NO
0.1115,NO
0.6191,YES
0.2751,NO
0.3189,YES
0.3049,NO
0.2866,NO
0.4052,NO
0.5644,NO
0.3613,NO
0.4162,NO
0.3258,NO
0.2866,NO
0.3138,NO
1.0,YES
0.4528,NO
0.5949,YES
0.3104,NO
0.35200000000000004,NO
0.3104,NO
0.3331,NO
0.4528,NO
0.318,NO
0.3613,NO
0.3331,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
0.6231,YES
0.4528,NO
1.0,YES
0.2333,NO
0.2522,NO
0.0774,NO
0.2644,YES
1.0,YES
1.0,YES
0.3353,YES
0.2651,NO
0.1676,NO
0.2746,YES
0.433,NO
0.5253,YES
0.1614,NO
0.2568,NO
0.42,NO
0.2375,NO
0.1493,NO
1.0,YES
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.3798,NO
0.4576,NO
0.4576,NO
0.2183,NO
0.5253,YES
0.4576,NO
0.2294,YES
0.2947,NO
0.1149,NO
0.2383,NO
0.42700000000000005,NO
0.2489,NO
0.2725,NO
0.2831,NO
0.2816,NO
0.2232,NO
1.0,YES
0.42700000000000005,NO
0.5949,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.2988,NO
0.42700000000000005,NO
0.2816,NO
0.2577,NO
0.2988,NO
0.42700000000000005,NO
0.4513,YES
1.0,YES
0.4404,YES
0.5193,YES
0.42700000000000005,NO
1.0,YES
0.1865,NO
0.2947,NO
0.1493,NO
0.3905,NO
0.5644,NO
0.1766,NO
0.4162,NO
0.4164,NO
0.1104,NO
0.3855,NO
1.0,YES
0.4964,NO
0.5949,YES
0.1331,NO
0.3824,NO
0.0674,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3844,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3745,NO
0.2426,NO
0.0951,NO
0.3821,NO
0.5644,NO
0.2694,NO
0.3078,NO
0.4164,NO
0.1787,NO
0.2683,NO
0.9462,YES
0.4964,NO
0.4897,YES
0.3547,NO
0.3824,NO
0.3547,NO
0.2636,NO
0.4809,NO
0.2383,NO
0.3844,NO
0.2636,NO
0.4809,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.4809,NO
1.0,YES
0.3251,NO
0.2562,NO
0.1493,NO
0.2809,NO
0.5644,NO
0.3847,NO
0.4162,NO
0.4164,NO
0.2562,NO
0.3138,NO
0.9462,YES
0.4964,NO
0.4352,YES
0.3435,NO
0.3824,NO
0.3435,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3847,NO
0.2562,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.3618,NO
0.2538,NO
1.0,YES
0.5061,YES
0.2829,YES
1.0,YES
0.4093,NO
0.2538,NO
1.0,YES
0.2509,NO
1.0,YES
0.1436,NO
0.4524,NO
0.3856,NO
0.3146,NO
0.2538,NO
0.5061,YES
