50Traced_NONETRACED_MAX_SINGLE_LSA_55_SUM,Associated
0.15072006312882225,NO
0.0803577299927665,NO
0.4745183139343724,NO
0.3305714473597685,NO
0.22785559281909648,NO
0.1448674952324587,NO
0.0632603406326034,NO
0.15512592884855655,NO
0.23804826724534753,NO
0.7856908002893405,YES
0.4716249095811139,NO
0.8455974222397581,YES
0.36871177747090156,NO
0.3558229762609324,NO
0.3552969027421582,NO
0.07904254619583087,NO
0.34970737160518184,NO
0.18340238048267243,NO
0.3004537384099428,NO
0.27395278490169006,NO
0.3512198329716577,NO
0.553297823370816,YES
0.67620174919445,YES
0.7330176892220688,YES
0.7811534161899125,YES
0.41027158545406717,NO
0.6704149404879333,YES
0.3040047346616689,NO
0.6938252120733872,YES
0.7840468205431709,YES
0.42611955020714143,NO
0.24758334977313076,NO
0.22469915170645097,NO
0.2864470309725784,NO
0.882882882882883,YES
0.6862629052410074,YES
0.24304596567370287,NO
0.18734793187347928,NO
0.22752679686986257,NO
0.18747945025317286,NO
0.35897941737357797,NO
0.34115867692510027,NO
0.34280265667126986,NO
0.8081804432169395,YES
0.19596238574340766,NO
0.6973762083251135,YES
0.22746103768001577,NO
0.8468468468468469,YES
0.23212994015913727,NO
0.18235023344512397,NO
0.16847504438745314,NO
0.19911882685605312,NO
0.15538896560794369,NO
0.3543762740843033,NO
0.19149076083382652,NO
0.2955217991714343,NO
0.1592687578089038,NO
0.1383573354376274,NO
0.48681528243572036,NO
0.557835207470244,NO
0.28315907148023933,NO
0.167028342210824,NO
0.23877161833366214,NO
0.07384757019793516,NO
0.2707963437890445,NO
0.9241138949168146,YES
0.5365292299598869,NO
0.7558361280989019,YES
0.24087591240875914,NO
0.265535608601302,NO
0.23272177286775828,NO
0.10429407509699481,NO
0.40409022160846975,NO
0.10817386729795489,NO
0.37936476622608006,NO
0.24607088840665484,NO
0.4205957782600118,NO
0.9169461432235154,YES
0.9029394357861511,YES
0.8635496810679292,YES
0.7397908857762873,YES
0.4159268757808904,NO
0.7500493193923852,YES
0.30702965739462085,NO
0.7090155849279938,YES
0.7426185309396989,YES
0.498651936608141,NO
0.23929769185243635,NO
0.12389031367133557,NO
0.3951469717893076,NO
0.849214177681331,YES
0.7050700335371869,YES
0.39179325310712176,NO
0.2959163543105149,NO
0.36765963043335304,NO
0.16354310514894457,NO
0.2419280594463076,NO
0.214177681330966,NO
0.19497599789570594,NO
0.749786282632998,YES
0.191951075162754,NO
0.6773196554218452,YES
0.1512461366475965,NO
0.8259354244755704,YES
0.0,NO
0.3155783520747024,NO
0.29315446833695014,NO
0.310909449595581,NO
0.30255803248503976,NO
0.46656145196291177,NO
0.24942460708884065,NO
0.4091536792266719,NO
0.12573157098704546,NO
0.09035312684947722,NO
0.5411323732491616,YES
0.843493128164661,YES
0.8043006510159796,YES
0.542842112185178,YES
0.16472677056618662,NO
0.08364568948510555,NO
0.346616689682383,YES
0.061484842506740314,NO
0.4263168277766817,YES
0.20516867232195699,NO
0.3573354376274085,NO
0.34214506477280204,NO
0.34214506477280204,NO
0.07871375024659696,NO
0.763595712500822,YES
0.11165910435983428,NO
0.8606562767146708,YES
0.2027355822976261,NO
0.7910172946669296,YES
0.17998290261063984,NO
0.22976260932465312,NO
0.37114486749523246,NO
0.1602551456566055,NO
0.419938186361544,YES
0.32623134082988103,NO
0.5371210626685079,YES
0.20253830472808573,NO
0.08371144867495232,NO
0.5291642006970474,NO
0.5392253567436049,NO
0.3137370947589926,NO
0.17879923719339777,NO
0.25317288091010715,NO
0.12093115012823041,NO
0.22285789439074113,NO
0.8882093772604722,YES
0.5348194910238706,NO
0.8142960478726902,YES
0.2367330834484119,NO
0.23844282238442824,NO
0.1606497007956862,NO
0.004603143289274685,NO
0.39988163345827576,NO
0.06076149141842574,NO
0.3224830670086144,NO
0.2577102650095351,NO
0.3608206746892878,NO
0.8795949233905438,YES
0.8608535542842112,YES
0.806865259420004,YES
0.8136384559742225,YES
0.45321233642401526,NO
0.7386072203590451,YES
0.2891431577562964,NO
0.1265206812652068,NO
0.16446373380679952,NO
0.693627934503847,YES
0.8631551259288486,YES
0.7897678700598408,YES
0.7108568422437036,YES
0.2208851186953377,NO
0.09337804958242915,NO
0.4319721181035049,YES
0.5235089103702243,NO
0.44860919313474057,YES
0.5198921549286513,NO
0.4033668705201552,NO
0.42434405208127834,NO
0.4114552508713092,NO
0.10777931215887421,NO
0.7709607417636615,YES
0.13697639245084497,NO
0.7958177155257448,YES
0.16919839547576773,NO
0.7913460906161637,YES
0.4741895179851384,NO
0.5206155060169658,NO
0.5704609719208259,NO
0.49181298086407577,NO
0.526599592293023,YES
0.4973367528112054,NO
0.7105280462944696,YES
0.19405536923785097,NO
0.13677911488130465,NO
0.5558624317748405,NO
0.49437758926810027,NO
0.285657920694417,NO
0.38166633787071746,NO
0.25113434602485696,NO
0.20799631748536854,NO
0.28394818175840075,NO
0.7541263891628855,YES
0.5655947918721641,NO
0.7842440981127112,YES
0.421121851778786,NO
0.38936016308279076,NO
0.3891628855132505,NO
0.12283816663378708,NO
0.3723285329124745,NO
0.14381534819491024,NO
0.3245216018938646,NO
